Coluna;Ano
Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;Total
Ce-Altaneira;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;9;0;0;15
Ce-Alto Santo;6;0;0;17;4;0;7;1;16;12;23;7;0;0;0;0;3;8;6;385;495
Ce-Amontada;1;1;1;32;72;34;29;36;39;0;18;6;11;0;0;0;0;0;0;0;280
Ce-Antonina do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ce-Apuiares;0;0;0;0;97;47;18;16;24;0;0;0;0;0;0;0;0;0;0;0;202
Ce-Aquiraz;303;217;249;230;264;431;362;386;625;1177;858;455;359;359;166;292;157;170;139;109;7308
Ce-Aracati;43;155;218;208;147;63;149;124;114;71;104;130;202;308;42;20;110;74;41;293;2616
Ce-Aracoiaba;1;4;1;35;44;99;0;0;0;0;0;7;0;1;0;0;0;0;0;57;249
Ce-Ararenda;74;8;43;108;49;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;286
Ce-Araripe;36;16;19;28;17;9;23;33;33;16;18;19;14;0;0;0;0;0;0;7;288
Ce-Aratuba;0;0;0;0;0;1;0;0;0;0;0;0;0;9;3;0;0;0;0;1;14
Ce-Arneiroz;0;0;0;1;9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
Ce-Assare;4;6;3;6;8;13;5;6;27;10;46;67;17;0;49;0;0;0;0;0;267
Ce-Aurora;5;0;9;5;81;1;122;51;0;0;0;4;0;0;0;0;0;0;0;0;278
Ce-Baixio;1;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Ce-Banabuiu;11;16;50;67;34;8;15;12;6;9;9;0;0;3;0;0;0;0;0;0;240
Ce-Barbalha;1063;304;208;244;163;162;157;308;192;83;87;100;310;121;82;117;85;79;53;281;4199
Ce-Barreira;6;9;1;5;5;4;3;4;12;5;30;28;18;8;1;0;0;0;0;19;158
Ce-Barro;53;1;1;27;15;28;51;49;29;23;29;101;8;2;1;1;1;0;0;0;420
Ce-Barroquinha;0;0;6;0;0;0;1;24;0;0;0;0;0;0;0;0;0;0;0;0;31
Ce-Baturite;83;19;20;7;13;11;418;532;531;34;16;19;20;0;1;1;4;3;3;3;1738
Ce-Beberibe;83;51;85;168;115;33;69;74;64;21;77;144;51;78;23;23;59;15;17;9;1259
Ce-Bela Cruz;9;8;11;1;29;41;2;1;0;0;0;0;22;24;20;0;0;0;0;0;168
Ce-Boa Viagem;146;204;151;140;121;61;94;108;125;64;30;38;16;34;19;29;3;4;4;5;1396
Ce-Brejo Santo;53;55;108;209;165;1696;1621;1888;12;20;204;20;65;65;67;8;23;16;16;23;6334
Ce-Camocim;61;16;25;189;78;111;19;54;44;78;24;34;5;16;57;39;10;0;2;4;866
Ce-Campos Sales;1;0;0;43;20;3;1;1;2;0;2;9;92;0;0;1;0;0;0;1;176
Ce-Caninde;662;647;633;168;317;283;286;87;50;176;155;9;106;10;53;10;18;8;17;11;3706
Ce-Capistrano;2;2;2;2;0;5;0;9;2;0;8;0;0;0;0;0;0;0;0;0;32
Ce-Caridade;3;2;2;2;9;16;11;34;7;9;9;4;9;0;0;7;0;0;0;0;124
Ce-Carire;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11
Ce-Caririacu;28;20;3;25;30;15;45;134;73;5;17;217;83;2;34;27;7;0;0;0;765
Ce-Carius;0;1;9;12;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;2;35
Ce-Carnaubal;9;6;4;2;3;1;1;0;3;10;11;0;0;0;0;0;0;0;0;0;50
Ce-Cascavel;129;17;17;88;58;67;68;86;76;26;26;16;21;9;5;41;7;18;91;86;952
Ce-Catarina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ce-Catunda;0;0;7;0;0;9;1;2;0;0;0;0;0;0;0;0;0;0;0;0;19
Ce-Caucaia;1769;1196;905;1192;1431;1280;6655;6037;2633;1346;978;1004;839;681;567;310;189;512;632;789;30945
Ce-Cedro;0;3;11;8;13;9;5;13;0;0;2;4;0;3;0;5;0;8;0;0;84
Ce-Chaval;6;0;0;13;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33
Ce-Choro;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Ce-Chorozinho;1;8;6;38;33;1;0;0;7;0;0;0;0;0;3;0;20;2;12;0;131
Ce-Coreau;3;1;1;4;9;5;2;2;1;3;0;1;0;0;0;0;0;0;0;0;32
Ce-Crateus;203;265;200;403;162;79;55;46;32;75;224;115;80;41;27;53;61;6;17;5;2149
Ce-Crato;333;239;339;576;423;862;824;814;487;467;514;548;364;119;138;97;180;123;167;251;7865
Ce-Croata;6;1;1;0;7;4;0;0;0;0;0;0;0;0;2;0;31;0;0;0;52
Ce-Cruz;8;12;5;22;54;96;5;3;1;1;5;5;5;5;0;1;0;0;0;0;228
Ce-Deputado Irapuan Pinheiro;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;4
Ce-Erere;2;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23
Ce-Eusebio;3504;3197;3055;2256;2344;2512;4356;3300;2424;2445;2320;2362;1788;1614;1366;857;1111;404;1055;765;43035
Ce-Farias Brito;2;0;0;5;9;3;4;3;4;1;1;3;1;1;13;2;2;11;35;40;140
Ce-Forquilha;38;7;6;49;59;56;22;18;16;12;1;4;1;1;1;0;0;1;0;0;292
Ce-Fortaleza;42853;40029;37351;35252;36738;39678;53643;62047;64480;64407;65590;58194;44668;35319;28458;27027;21774;20641;20501;20381;819031
Ce-Fortim;187;63;133;14;10;10;11;9;12;0;0;0;0;0;0;0;0;0;2;0;451
Ce-Frecheirinha;10;11;10;9;7;5;15;9;10;0;0;0;1;0;0;1;0;0;0;0;88
Ce-General Sampaio;13;0;1;63;54;31;0;18;0;3;0;1;0;0;0;0;0;0;0;0;184
Ce-Graca;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;2;0;6
Ce-Granja;28;17;19;58;38;95;61;34;32;52;69;103;73;133;105;82;27;34;29;32;1121
Ce-Granjeiro;4;0;3;3;5;40;2;0;0;0;0;0;0;0;0;1;7;0;0;0;65
Ce-Groairas;9;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
Ce-Guaiuba;40;2;1;1;23;2;1;1;14;1;1;0;0;22;0;0;2;28;0;0;139
Ce-Guaraciaba do Norte;11;5;9;17;17;3;4;3;2;1;2;3;1;1;1;1;1;0;1;0;83
Ce-Guaramiranga;0;0;0;0;41;63;0;1;1;1;2;12;15;0;2;11;36;0;0;0;185
Ce-Hidrolandia;4;7;9;5;24;16;37;32;33;10;6;6;1;2;0;0;0;0;0;0;192
Ce-Horizonte;294;411;445;687;522;364;374;409;593;370;408;198;99;42;143;25;55;38;38;26;5541
Ce-Ibaretama;0;0;0;8;7;2;0;1;1;1;1;9;17;6;0;0;0;0;0;0;53
Ce-Ibiapina;0;0;1;2;4;7;109;70;3;36;37;2;1;2;0;19;18;4;0;0;315
Ce-Ibicuitinga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ce-Icapui;53;43;15;60;109;304;74;74;73;0;0;0;0;0;0;0;5;5;0;0;815
Ce-Ico;256;265;241;123;92;162;102;58;57;50;51;34;62;16;35;28;4;1;1;2;1640
Ce-Iguatu;462;283;242;283;263;228;230;351;299;354;273;245;225;161;173;269;184;167;151;220;5063
Ce-Independencia;43;39;21;15;5;77;7;23;56;40;49;18;19;5;0;3;26;31;48;12;537
Ce-Ipaporanga;7;0;0;1;1;0;0;0;19;0;0;0;0;0;0;1;0;0;0;0;29
Ce-Ipaumirim;7;7;8;9;0;1;1;8;0;1;1;1;1;1;0;0;0;0;0;0;46
Ce-Ipu;50;47;43;48;66;144;66;69;50;2;119;36;6;0;0;0;0;0;0;0;746
Ce-Ipueiras;2;1;2;66;18;24;5;6;7;5;2;2;4;5;4;4;0;0;0;1;158
Ce-Iracema;81;80;81;81;60;8;5;2;2;2;4;3;2;0;0;0;0;0;0;0;411
Ce-Iraucuba;18;33;7;6;11;35;13;1;51;16;9;1;0;0;0;42;0;0;0;0;243
Ce-Itaicaba;4;7;7;1;2;0;4;2;18;22;0;0;0;0;0;0;0;0;17;33;117
Ce-Itaitinga;176;134;197;394;214;169;354;258;169;288;137;63;56;129;221;68;7;12;9;34;3089
Ce-Itapaje;82;15;30;108;219;121;69;46;58;243;274;281;27;18;12;13;5;27;15;34;1697
Ce-Itapipoca;356;527;274;451;261;244;59;53;52;65;129;155;93;100;86;232;77;19;12;4;3249
Ce-Itapiuna;3;7;0;2;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
Ce-Itarema;18;32;12;29;65;203;270;19;3;48;1;0;0;2;0;2;0;1;0;0;705
Ce-Itatira;1;1;1;46;43;7;2;0;0;0;0;0;0;0;0;0;0;0;0;1;102
Ce-Jaguaretama;45;55;14;31;12;18;20;17;7;14;57;60;16;34;14;30;40;0;7;9;500
Ce-Jaguaribara;3;4;4;3;2;18;4;2;1;9;0;0;0;0;0;0;0;426;359;799;1634
Ce-Jaguaribe;81;72;32;36;64;83;141;52;46;68;34;102;13;44;11;26;8;2;2;7;924
Ce-Jaguaruana;110;101;127;103;93;90;106;98;5;71;51;103;29;0;0;0;0;0;0;0;1087
Ce-Jardim;47;14;10;13;6;6;9;8;5;2;34;5;1;0;0;0;0;58;0;1;219
Ce-Jati;4;1;2;15;0;0;1;0;0;0;0;5;0;0;0;0;10;87;0;0;125
Ce-Jijoca de Jericoacoara;66;30;73;57;1;33;0;3;3;37;1;1;1;0;0;0;0;0;4;0;310
Ce-Juazeiro do Norte;772;996;905;1460;1399;2025;1915;1727;1474;1594;2044;1732;1818;1051;1179;1033;647;599;888;565;25823
Ce-Jucas;5;7;8;16;105;0;28;10;18;6;6;4;4;16;0;0;0;0;0;0;233
Ce-Lavras da Mangabeira;69;96;13;94;74;55;163;114;47;14;6;16;2;0;0;0;0;0;0;0;763
Ce-Limoeiro do Norte;114;1002;206;220;178;102;274;296;242;237;453;338;148;118;22;21;18;137;128;53;4307
Ce-Madalena;2;4;2;1;0;0;1;0;0;0;4;3;0;43;51;6;14;0;0;1;132
Ce-Maracanau;1638;1737;1248;1413;1698;2275;1521;1868;2350;1440;1136;1435;1001;439;312;392;468;576;503;615;24065
Ce-Maranguape;259;295;296;330;272;381;298;335;279;377;259;160;363;100;69;48;20;29;25;26;4221
Ce-Marco;4;6;11;8;8;13;15;14;6;4;12;5;0;0;0;0;0;0;0;0;106
Ce-Martinopole;0;0;0;0;2;24;0;0;0;0;0;0;0;0;0;0;0;0;2;3;31
Ce-Massape;41;30;19;5;2;13;27;5;3;5;5;6;6;16;12;352;126;12;2;2;689
Ce-Mauriti;12;16;16;43;49;41;84;225;220;313;834;125;10;2;2;0;0;0;0;1;1993
Ce-Meruoca;37;28;47;32;47;32;35;43;53;25;10;0;0;0;3;3;2;0;0;0;397
Ce-Milagres;268;330;75;47;73;36;68;114;76;95;88;217;218;110;168;40;18;26;163;99;2329
Ce-Milha;1;0;0;3;2;14;4;7;4;8;2;0;0;0;0;0;0;0;0;0;45
Ce-Miraima;0;0;0;15;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;1;19
Ce-Missao Velha;8;3;5;139;408;39;48;663;3;155;361;208;598;438;304;249;27;0;0;0;3656
Ce-Mombaca;218;229;6;374;334;323;250;23;0;0;0;0;0;1;4;0;0;1;0;0;1763
Ce-Monsenhor Tabosa;61;2;4;4;0;2;0;2;5;1;1;0;7;0;0;0;0;0;0;0;89
Ce-Morada Nova;267;270;371;293;169;53;314;431;399;315;269;297;248;598;1941;531;839;423;608;430;9066
Ce-Moraujo;1;1;1;9;0;15;12;15;2;0;0;0;0;0;0;0;17;0;0;0;73
Ce-Morrinhos;0;12;1;31;21;20;0;0;0;0;0;0;0;0;0;0;28;20;4;14;151
Ce-Mucambo;2;5;5;5;9;7;0;0;1;3;0;0;0;0;0;2;0;0;0;0;39
Ce-Mulungu;4;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17
Ce-Nova Olinda;3;2;6;2;9;14;9;17;6;14;1;1;0;0;0;0;0;0;0;0;84
Ce-Nova Russas;36;50;103;43;37;123;15;11;20;31;18;2;2;0;0;2;0;11;0;0;504
Ce-Novo Oriente;123;32;17;18;17;20;3;34;15;36;39;44;0;366;267;299;146;103;11;35;1625
Ce-Ocara;15;14;2;5;38;133;14;5;0;10;2;2;0;0;0;0;0;2;0;0;242
Ce-Oros;2;0;0;59;2;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;77
Ce-Pacajus;43;40;45;93;108;129;97;56;70;67;493;391;478;29;29;43;13;31;16;3;2274
Ce-Pacatuba;199;117;429;119;145;155;121;95;50;34;146;27;36;57;38;101;17;35;27;59;2007
Ce-Pacoti;0;0;0;0;0;1;3;0;0;0;0;8;0;0;1;0;42;67;49;0;171
Ce-Pacuja;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7
Ce-Palhano;0;6;1;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;26;39
Ce-Palmacia;2;2;1;35;3;3;0;6;0;0;0;0;0;0;0;0;0;20;24;0;96
Ce-Paracuru;41;69;93;105;111;117;107;13;20;26;37;94;157;12;1;5;94;2;35;80;1219
Ce-Paraipaba;437;457;507;80;16;32;327;612;357;217;207;335;364;232;201;252;209;202;181;0;5225
Ce-Parambu;2;1;4;3;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Ce-Paramoti;0;0;0;1;1;3;0;0;0;0;0;1;0;0;2;2;2;1;0;3;16
Ce-Pedra Branca;1;1;1;2;2;20;0;0;0;1;1;0;0;0;0;0;1;0;0;0;30
Ce-Penaforte;11;4;4;1512;13;12;14;16;10;10;8;9;2;0;0;0;2;3;5;0;1635
Ce-Pentecoste;7;7;6;8;7;10;7;12;6;3;17;2;0;0;0;0;0;0;0;0;92
Ce-Pereiro;8;6;5;2;1;7;1;0;0;0;0;0;0;0;0;0;0;0;0;4;34
Ce-Pindoretama;22;27;22;65;18;42;90;75;56;55;16;11;5;9;0;2;0;14;8;0;537
Ce-Piquet Carneiro;0;0;0;1;2;4;50;2;6;2;17;14;2;16;0;0;0;0;0;0;116
Ce-Pires Ferreira;5;3;2;2;6;0;0;1;0;6;0;0;4;0;0;0;0;0;0;0;29
Ce-Poranga;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ce-Porteiras;31;8;28;25;3;7;2;24;1;10;8;17;19;9;38;0;0;0;0;0;230
Ce-Potengi;22;10;4;24;24;20;117;86;2;0;0;0;0;0;0;0;0;0;1;1;311
Ce-Potiretama;0;0;0;15;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
Ce-Quiterianopolis;1;1;2;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58
Ce-Quixada;116;78;71;212;241;120;149;93;107;54;81;68;9;87;43;28;26;77;13;87;1760
Ce-Quixelo;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;16
Ce-Quixeramobim;264;212;425;177;262;448;329;448;311;138;65;97;43;588;516;561;523;498;351;328;6584
Ce-Quixere;17;4;6;9;20;12;2;6;10;7;0;0;1;3;0;0;31;0;0;9;137
Ce-Redencao;37;62;116;58;19;14;45;24;87;73;17;56;33;21;9;9;4;4;7;0;695
Ce-Reriutaba;83;43;81;62;42;24;42;39;51;47;45;28;23;13;12;16;4;0;0;0;655
Ce-Russas;136;132;140;363;176;151;216;239;393;407;294;339;276;147;110;53;99;98;86;67;3922
Ce-Saboeiro;3;3;0;13;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;23
Ce-Salitre;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Ce-Santana do Acarau;26;26;13;20;62;2;0;18;0;0;43;0;0;0;0;0;0;0;0;26;236
Ce-Santana do Cariri;0;0;0;1;1;0;0;0;0;0;0;0;0;1;3;4;0;33;15;1;59
Ce-Santa Quiteria;13;15;31;62;57;52;11;13;14;11;14;0;0;0;0;4;0;0;0;0;297
Ce-Sao Benedito;90;23;30;78;85;44;27;31;47;18;15;36;49;179;192;166;5;31;28;1;1175
Ce-Sao Goncalo do Amarante;179;502;430;1099;1220;1094;3881;4429;1998;956;2924;2833;1091;199;71;8;69;112;76;100;23271
Ce-Sao Joao do Jaguaribe;0;0;0;1;0;3;1;2;12;15;3;5;13;6;3;3;5;0;0;0;72
Ce-Sao Luis do Curu;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
Ce-Senador Pompeu;52;7;22;57;62;36;38;27;24;2;8;1;0;1;0;0;5;1;34;42;419
Ce-Senador Sa;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Ce-Sobral;1252;1196;1062;2062;1883;1904;1361;1651;1360;1618;1398;1515;952;953;263;296;293;281;243;467;22010
Ce-Solonopole;8;11;4;53;55;68;1;7;21;1;1;5;184;6;0;0;0;0;4;62;491
Ce-Tabuleiro do Norte;1;4;1;9;1;5;8;16;25;49;58;97;35;5;23;1;3;0;0;20;361
Ce-Tamboril;1;2;0;35;16;10;7;5;2;5;6;37;71;0;4;0;0;1;0;1;203
Ce-Tarrafas;14;2;4;5;2;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;156
Ce-Taua;45;56;233;197;151;60;22;143;53;14;15;41;13;11;3;0;10;6;10;12;1095
Ce-Tejucuoca;4;8;3;2;7;10;0;0;2;0;11;0;0;0;0;0;0;0;0;0;47
Ce-Tiangua;329;718;681;206;319;208;525;289;277;121;188;131;138;34;38;67;59;20;11;63;4422
Ce-Trairi;77;68;34;186;138;124;48;84;31;134;13;0;0;0;3;21;6;0;0;0;967
Ce-Tururu;0;0;0;0;2;8;4;12;0;0;0;0;0;0;0;0;0;0;0;0;26
Ce-Ubajara;41;54;31;45;66;49;81;87;48;15;28;7;13;29;41;74;4;47;0;3;763
Ce-Umari;3;5;0;8;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;22
Ce-Umirim;0;10;10;18;29;19;8;0;0;0;0;0;0;0;0;1;0;0;0;0;95
Ce-Uruburetama;6;1;1;42;21;0;0;5;7;0;0;0;0;0;7;1;1;0;10;3;105
Ce-Uruoca;0;1;3;4;8;11;12;11;3;2;1;3;0;0;0;0;0;0;0;0;59
Ce-Varjota;48;45;20;21;13;6;0;4;4;9;11;0;0;0;2;48;46;0;0;0;277
Ce-Varzea Alegre;66;13;30;62;29;33;0;0;1;3;10;13;1;1;5;0;52;11;4;1;335
Ce-Vicosa do Ceara;2;3;4;20;31;3;4;8;6;4;7;9;3;1;0;0;1;0;0;0;106
Ce-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Acari;5;1;3;12;3;2;1;9;2;1;0;1;8;19;0;6;0;4;0;0;77
Rn-Acu;103;109;106;338;294;247;831;543;658;593;589;427;362;254;193;254;383;131;133;96;6644
Rn-Afonso Bezerra;268;263;0;2;5;3;7;0;0;0;0;14;0;0;0;0;1;30;29;25;647
Rn-Agua Nova;0;0;4;4;9;1;1;0;0;0;0;2;2;0;0;0;2;0;0;0;25
Rn-Alexandria;0;3;8;0;0;0;0;1;2;1;0;0;0;7;0;0;0;0;0;0;22
Rn-Almino Afonso;0;0;0;0;0;0;0;0;12;1;0;1;1;0;0;7;0;3;0;0;25
Rn-Alto do Rodrigues;195;273;460;437;294;466;530;506;519;662;655;569;457;1671;1793;1894;790;426;451;537;13585
Rn-Angicos;2;5;11;11;4;3;8;3;21;11;17;23;33;26;24;21;20;2;3;12;260
Rn-Antonio Martins;9;10;10;11;11;11;13;4;0;0;0;0;0;0;0;0;0;0;0;0;79
Rn-Apodi;54;13;14;18;33;14;30;31;43;38;34;22;4;3;14;2;45;0;1;5;418
Rn-Areia Branca;135;153;246;129;96;106;127;118;137;202;213;247;49;53;59;18;5;6;20;22;2141
Rn-Ares;1;1;2;2;4;1;2;2;2;7;0;0;2;0;0;0;1;13;0;0;40
Rn-Augusto Severo;4;21;19;4;17;9;22;332;104;1;1;0;5;0;0;2;0;0;0;0;541
Rn-Baia Formosa;3;3;6;9;12;13;9;4;7;7;9;0;8;10;8;7;7;3;3;2;130
Rn-Barauna;114;99;88;18;21;20;62;46;237;35;32;97;35;2;0;7;2;1;1;0;917
Rn-Barcelona;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Bento Fernandes;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
Rn-Bodo;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;8;13;13;72
Rn-Bom Jesus;0;1;0;0;0;0;0;0;1;1;3;1;0;0;2;0;29;0;0;0;38
Rn-Brejinho;12;11;19;23;56;17;35;77;63;19;15;1;10;3;0;1;9;0;0;0;371
Rn-Caicara do Norte;10;23;26;27;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;116
Rn-Caicara do Rio do Vento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Caico;95;77;124;183;147;208;193;226;172;280;193;201;229;193;441;184;105;55;48;47;3401
Rn-Campo Redondo;19;2;1;2;3;2;2;4;0;9;0;0;0;0;545;86;0;0;0;0;675
Rn-Canguaretama;9;1;2;9;2;2;6;17;10;13;6;9;12;6;5;40;12;2;5;28;196
Rn-Caraubas;56;316;319;330;78;22;108;32;11;46;29;29;26;10;30;148;72;58;14;7;1741
Rn-Carnauba dos Dantas;12;20;16;16;27;45;59;31;21;14;19;0;0;20;0;0;0;0;0;9;309
Rn-Carnaubais;4;5;1;1;24;1;3;9;5;7;0;0;3;1;0;0;0;1;10;2;77
Rn-Ceara-Mirim;79;105;66;135;147;230;352;667;450;250;97;322;274;80;49;56;48;35;4;4;3450
Rn-Cerro Cora;0;0;0;3;0;0;0;1;2;0;8;0;0;0;0;0;0;0;53;0;67
Rn-Coronel Ezequiel;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Coronel Joao Pessoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
Rn-Cruzeta;0;0;0;0;0;0;2;15;3;0;0;0;0;0;0;6;0;0;0;0;26
Rn-Currais Novos;159;363;414;394;676;647;613;620;516;390;372;322;202;206;128;118;48;22;40;181;6431
Rn-Doutor Severiano;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rn-Parnamirim;2358;2629;2374;1651;1589;1694;3726;3387;2446;2496;2663;3118;1535;1294;1117;1443;987;1268;1180;970;39925
Rn-Encanto;0;0;0;0;1;1;0;0;0;0;0;3;3;0;0;0;0;1;0;1;10
Rn-Equador;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
Rn-Espirito Santo;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;0;0;2;6
Rn-Extremoz;368;997;167;189;234;229;147;146;320;250;136;108;75;43;186;128;120;39;65;60;4007
Rn-Felipe Guerra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Fernando Pedroza;0;0;0;0;0;0;8;12;9;0;0;0;0;0;0;0;0;0;0;0;29
Rn-Florania;143;16;13;181;1;5;0;0;0;0;10;0;0;2;0;6;7;57;0;33;474
Rn-Francisco Dantas;0;0;0;0;0;0;5;3;80;13;0;0;0;1;0;5;0;0;0;0;107
Rn-Frutuoso Gomes;3;4;4;4;8;0;1;1;0;0;1;6;0;2;0;1;0;0;6;0;41
Rn-Galinhos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;11;31
Rn-Goianinha;58;115;44;57;62;81;92;81;26;25;140;221;348;281;272;31;6;21;0;5;1966
Rn-Governador Dix-Sept Rosado;20;20;18;38;33;15;29;30;20;14;6;6;17;12;3;7;36;10;7;4;345
Rn-Grossos;42;0;0;0;3;3;0;0;0;0;4;12;0;0;0;0;0;0;16;0;80
Rn-Guamare;53;13;65;76;110;112;216;234;281;349;475;957;375;94;151;212;266;2033;316;29;6417
Rn-Ielmo Marinho;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rn-Ipanguacu;1;3;12;7;41;18;2;122;55;22;54;9;31;4;4;11;10;17;13;8;444
Rn-Ipueira;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;0;0;11
Rn-Itaja;3;1;3;13;14;21;33;41;34;38;24;17;21;18;12;11;5;7;14;14;344
Rn-Itau;1;0;0;0;0;0;0;0;1;43;85;153;175;0;0;0;0;0;0;0;458
Rn-Jacana;14;6;6;14;5;5;1;15;9;17;0;0;4;0;0;0;0;0;0;0;96
Rn-Jandaira;0;0;0;2;62;0;17;20;12;0;1;0;0;0;0;0;0;0;0;0;114
Rn-Janduis;310;338;373;0;14;113;83;12;4;18;21;6;69;36;4;0;0;0;0;0;1401
Rn-Januario Cicco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Japi;0;0;0;0;0;0;0;0;0;1;5;16;12;4;3;1;1;3;0;10;56
Rn-Jardim de Angicos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Jardim de Piranhas;3;5;0;3;0;3;0;0;0;0;0;0;0;0;0;15;0;0;9;1;39
Rn-Jardim do Serido;14;9;11;9;5;23;15;42;53;63;52;27;36;28;65;78;90;4;5;11;640
Rn-Joao Camara;64;82;24;48;66;53;156;64;18;69;97;101;31;5;10;1;26;13;2;3;933
Rn-Joao Dias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Jose da Penha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rn-Jucurutu;168;447;4;6;9;8;2;0;2;10;169;0;0;1;91;114;310;13;11;1;1366
Rn-Jundia;0;2;14;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;22
Rn-Lagoa D Anta;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;7
Rn-Lagoa de Pedras;8;17;1;0;7;9;12;1;1;0;0;20;11;0;7;0;0;0;0;0;94
Rn-Lagoa de Velhos;69;67;69;67;37;35;45;15;30;6;0;0;9;0;0;0;0;0;0;0;449
Rn-Lagoa Nova;141;23;30;3;1;97;19;534;711;373;0;0;0;3;0;0;0;0;0;0;1935
Rn-Lagoa Salgada;3;0;0;0;0;0;1;1;11;0;34;2;9;9;5;0;0;0;0;0;75
Rn-Lajes;12;10;2;7;2;1;0;0;4;2;2;2;3;25;21;61;6;2;2;3;167
Rn-Lajes Pintadas;0;0;1;10;1;17;18;26;18;21;14;5;1;0;5;20;19;22;2;10;210
Rn-Lucrecia;46;47;66;43;16;19;74;13;16;22;15;0;0;0;8;0;0;0;0;0;385
Rn-Luis Gomes;0;0;0;0;0;0;0;0;0;0;0;0;1;8;0;8;0;0;0;0;17
Rn-Macaiba;424;438;436;597;322;308;314;273;407;538;403;575;150;265;210;100;96;98;68;199;6221
Rn-Macau;35;22;84;35;30;162;186;1478;1265;393;188;387;366;344;310;290;204;217;176;40;6212
Rn-Major Sales;0;0;0;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
