Município;Total
TO-GOIATINS;665
TO-GUARAI;3224
TO-GURUPI;15326
TO-IPUEIRAS;189
TO-ITACAJA;445
TO-ITAGUATINS;336
TO-ITAPIRATINS;323
TO-ITAPORA DO TOCANTINS;318
TO-JAU DO TOCANTINS;341
TO-JUARINA;171
TO-LAGOA DA CONFUSAO;1549
TO-LAGOA DO TOCANTINS;231
TO-LAJEADO;506
TO-LAVANDEIRA;187
TO-LIZARDA;173
TO-LUZINOPOLIS;206
TO-MARIANOPOLIS DO TOCANTINS;649
TO-MATEIROS;335
TO-MAURILANDIA DO TOCANTINS;247
TO-MIRACEMA DO TOCANTINS;1861
TO-MIRANORTE;1099
TO-MONTE DO CARMO;471
TO-MONTE SANTO DO TOCANTINS;173
TO-PALMEIRAS DO TOCANTINS;288
TO-MURICILANDIA;410
TO-NATIVIDADE;833
TO-NAZARE;256
TO-NOVA OLINDA;1309
TO-NOVA ROSALANDIA;264
TO-NOVO ACORDO;321
TO-NOVO ALEGRE;171
TO-NOVO JARDIM;265
TO-OLIVEIRA DE FATIMA;164
TO-PALMEIRANTE;416
TO-PALMEIROPOLIS;735
TO-PARAISO DO TOCANTINS;9161
TO-PARANA;594
TO-PAU D ARCO;421
TO-PEDRO AFONSO;2587
TO-PEIXE;1355
TO-PEQUIZEIRO;394
TO-COLMEIA;1060
TO-PINDORAMA DO TOCANTINS;289
TO-PIRAQUE;447
TO-PIUM;624
TO-PONTE ALTA DO BOM JESUS;263
TO-PONTE ALTA DO TOCANTINS;373
TO-PORTO ALEGRE DO TOCANTINS;384
TO-PORTO NACIONAL;7757
TO-PRAIA NORTE;336
TO-PRESIDENTE KENNEDY;310
TO-PUGMIL;288
TO-RECURSOLANDIA;258
TO-RIACHINHO;332
TO-RIO DA CONCEICAO;225
TO-RIO DOS BOIS;228
TO-RIO SONO;337
TO-SAMPAIO;152
TO-SANDOLANDIA;410
TO-SANTA FE DO ARAGUAIA;825
TO-SANTA MARIA DO TOCANTINS;235
TO-SANTA RITA DO TOCANTINS;230
TO-SANTA ROSA DO TOCANTINS;351
TO-SANTA TEREZA DO TOCANTINS;187
TO-SANTA TEREZINHA DO TOCANTINS;172
TO-SAO BENTO DO TOCANTINS;551
TO-SAO FELIX DO TOCANTINS;143
TO-SAO MIGUEL DO TOCANTINS;501
TO-SAO SALVADOR DO TOCANTINS;277
TO-SAO SEBASTIAO DO TOCANTINS;330
TO-SAO VALERIO;386
TO-SILVANOPOLIS;449
TO-SITIO NOVO DO TOCANTINS;508
TO-SUCUPIRA;263
TO-TAGUATINGA;1001
TO-TAIPAS DO TOCANTINS;195
TO-TALISMA;465
TO-PALMAS;130442
TO-TOCANTINIA;442
TO-TOCANTINOPOLIS;1918
TO-TUPIRAMA;151
TO-TUPIRATINS;204
TO-WANDERLANDIA;954
TO-XAMBIOA;1318
TO-IGNORADO;0
MA-ACAILANDIA;18113
MA-AFONSO CUNHA;197
MA-AGUA DOCE DO MARANHAO;450
MA-ALCANTARA;1626
MA-ALDEIAS ALTAS;1511
MA-ALTAMIRA DO MARANHAO;259
MA-ALTO ALEGRE DO MARANHAO;677
MA-ALTO ALEGRE DO PINDARE;787
MA-ALTO PARNAIBA;872
MA-AMAPA DO MARANHAO;217
MA-AMARANTE DO MARANHAO;1200
MA-ANAJATUBA;777
MA-ANAPURUS;1090
MA-APICUM-ACU;577
MA-ARAGUANA;254
MA-ARAIOSES;1766
MA-ARAME;844
MA-ARARI;1373
MA-AXIXA;465
MA-BACABAL;8473
MA-BACABEIRA;2690
MA-BACURI;838
MA-BACURITUBA;282
MA-BALSAS;19563
MA-BARAO DE GRAJAU;1044
MA-BARRA DO CORDA;3741
MA-BARREIRINHAS;2966
MA-BELAGUA;371
MA-BELA VISTA DO MARANHAO;268
MA-BENEDITO LEITE;313
MA-BEQUIMAO;70
MA-BERNARDO DO MEARIM;200
MA-BOA VISTA DO GURUPI;427
MA-BOM JARDIM;1102
MA-BOM JESUS DAS SELVAS;1359
MA-BOM LUGAR;280
MA-BREJO;1604
MA-BREJO DE AREIA;211
MA-BURITI;902
MA-BURITI BRAVO;637
MA-BURITICUPU;2301
MA-BURITIRANA;514
MA-CACHOEIRA GRANDE;162
MA-CAJAPIO;268
MA-CAJARI;664
MA-CAMPESTRE DO MARANHAO;988
MA-CANDIDO MENDES;751
MA-CANTANHEDE;759
MA-CAPINZAL DO NORTE;667
MA-CAROLINA;2772
MA-CARUTAPERA;1241
MA-CAXIAS;15217
MA-CEDRAL;329
MA-CENTRAL DO MARANHAO;105
MA-CENTRO DO GUILHERME;387
MA-CENTRO NOVO DO MARANHAO;466
MA-CHAPADINHA;4493
MA-CIDELANDIA;779
MA-CODO;8871
MA-COELHO NETO;3985
MA-COLINAS;2138
MA-CONCEICAO DO LAGO-ACU;911
MA-COROATA;2985
MA-CURURUPU;1201
MA-DAVINOPOLIS;1426
MA-DOM PEDRO;1852
MA-DUQUE BACELAR;495
MA-ESPERANTINOPOLIS;747
MA-ESTREITO;3224
MA-FEIRA NOVA DO MARANHAO;428
MA-FERNANDO FALCAO;274
MA-FORMOSA DA SERRA NEGRA;781
MA-FORTALEZA DOS NOGUEIRAS;761
MA-FORTUNA;549
MA-GODOFREDO VIANA;954
MA-GONCALVES DIAS;555
MA-GOVERNADOR ARCHER;185
MA-GOVERNADOR EDISON LOBAO;938
MA-GOVERNADOR EUGENIO BARROS;580
MA-GOVERNADOR LUIZ ROCHA;356
MA-GOVERNADOR NEWTON BELLO;35
MA-GOVERNADOR NUNES FREIRE;894
MA-GRACA ARANHA;234
MA-GRAJAU;6541
MA-GUIMARAES;472
MA-HUMBERTO DE CAMPOS;1494
MA-ICATU;600
MA-IGARAPE DO MEIO;928
MA-IGARAPE GRANDE;461
MA-IMPERATRIZ;58476
MA-ITAIPAVA DO GRAJAU;186
MA-ITAPECURU MIRIM;4753
MA-ITINGA DO MARANHAO;2185
MA-JATOBA;396
MA-JENIPAPO DOS VIEIRAS;466
MA-JOAO LISBOA;1545
MA-JOSELANDIA;493
MA-JUNCO DO MARANHAO;364
MA-LAGO DA PEDRA;2292
MA-LAGO DO JUNCO;325
MA-LAGO VERDE;605
MA-LAGOA DO MATO;364
MA-LAGO DOS RODRIGUES;443
MA-LAGOA GRANDE DO MARANHAO;271
MA-LAJEADO NOVO;267
MA-LIMA CAMPOS;683
MA-LORETO;1281
MA-LUIS DOMINGUES;217
MA-MAGALHAES DE ALMEIDA;900
MA-MARACACUME;868
MA-MARAJA DO SENA;167
MA-MARANHAOZINHO;339
MA-MATA ROMA;839
MA-MATINHA;1171
MA-MATOES;1508
MA-MATOES DO NORTE;271
MA-MILAGRES DO MARANHAO;334
MA-MIRADOR;639
MA-MIRANDA DO NORTE;1237
MA-MIRINZAL;432
MA-MONCAO;1219
MA-MONTES ALTOS;405
MA-MORROS;1096
MA-NINA RODRIGUES;306
MA-NOVA COLINAS;324
MA-NOVA IORQUE;61
MA-NOVA OLINDA DO MARANHAO;180
MA-OLHO D AGUA DAS CUNHAS;1007
MA-OLINDA NOVA DO MARANHAO;528
MA-PACO DO LUMIAR;5788
MA-PALMEIRANDIA;685
MA-PARAIBANO;895
MA-PARNARAMA;2214
MA-PASSAGEM FRANCA;596
MA-PASTOS BONS;1006
MA-PAULINO NEVES;510
MA-PAULO RAMOS;830
MA-PEDREIRAS;4555
MA-PEDRO DO ROSARIO;569
MA-PENALVA;1143
MA-PERI MIRIM;402
MA-PERITORO;992
MA-PINDARE-MIRIM;1825
MA-PINHEIRO;4715
MA-PIO XII;1465
MA-PIRAPEMAS;475
MA-POCAO DE PEDRAS;876
MA-PORTO FRANCO;2491
MA-PORTO RICO DO MARANHAO;314
MA-PRESIDENTE DUTRA;3583
MA-PRESIDENTE JUSCELINO;468
MA-PRESIDENTE MEDICI;475
MA-PRESIDENTE SARNEY;27
MA-PRESIDENTE VARGAS;426
MA-PRIMEIRA CRUZ;35
MA-RAPOSA;1957
MA-RIACHAO;1448
MA-RIBAMAR FIQUENE;565
MA-ROSARIO;2003
MA-SAMBAIBA;659
MA-SANTA FILOMENA DO MARANHAO;211
MA-SANTA HELENA;1412
MA-SANTA INES;9616
MA-SANTA LUZIA;3434
MA-SANTA LUZIA DO PARUA;1981
MA-SANTA QUITERIA DO MARANHAO;286
MA-SANTA RITA;1384
MA-SANTANA DO MARANHAO;405
MA-SANTO AMARO DO MARANHAO;481
MA-SANTO ANTONIO DOS LOPES;1323
MA-SAO BENEDITO DO RIO PRETO;473
MA-SAO BENTO;948
MA-SAO BERNARDO;1206
MA-SAO DOMINGOS DO AZEITAO;478
MA-SAO DOMINGOS DO MARANHAO;1404
MA-SAO FELIX DE BALSAS;284
MA-SAO FRANCISCO DO BREJAO;459
MA-SAO FRANCISCO DO MARANHAO;509
MA-SAO JOAO BATISTA;465
MA-SAO JOAO DO CARU;239
MA-SAO JOAO DO PARAISO;685
MA-SAO JOAO DO SOTER;378
MA-SAO JOAO DOS PATOS;1735
MA-SAO JOSE DE RIBAMAR;16043
MA-SAO JOSE DOS BASILIOS;246
MA-SAO LUIS;354124
MA-SAO LUIS GONZAGA DO MARANHAO;863
MA-SAO MATEUS DO MARANHAO;1762
MA-SAO PEDRO DA AGUA BRANCA;182
MA-SAO PEDRO DOS CRENTES;330
MA-SAO RAIMUNDO DAS MANGABEIRAS;3666
MA-SAO RAIMUNDO DO DOCA BEZERRA;247
MA-SAO ROBERTO;140
MA-SAO VICENTE FERRER;529
MA-SATUBINHA;458
MA-SENADOR ALEXANDRE COSTA;264
MA-SENADOR LA ROCQUE;985
MA-SERRANO DO MARANHAO;545
MA-SITIO NOVO;973
MA-SUCUPIRA DO NORTE;392
MA-SUCUPIRA DO RIACHAO;181
MA-TASSO FRAGOSO;1529
MA-TIMBIRAS;673
MA-TIMON;12847
MA-TRIZIDELA DO VALE;1469
MA-TUFILANDIA;289
MA-TUNTUM;765
MA-TURIACU;1405
MA-TURILANDIA;356
MA-TUTOIA;4158
MA-URBANO SANTOS;2143
MA-VARGEM GRANDE;2102
MA-VIANA;1900
MA-VILA NOVA DOS MARTIRIOS;968
MA-VITORIA DO MEARIM;1408
MA-VITORINO FREIRE;1475
MA-ZE DOCA;1064
MA-IGNORADO;0
PI-ACAUA;376
PI-AGRICOLANDIA;161
PI-AGUA BRANCA;1491
PI-ALAGOINHA DO PIAUI;259
PI-ALEGRETE DO PIAUI;234
PI-ALTO LONGA;563
PI-ALTOS;2666
PI-ALVORADA DO GURGUEIA;444
PI-AMARANTE;942
PI-ANGICAL DO PIAUI;303
PI-ANISIO DE ABREU;483
PI-ANTONIO ALMEIDA;348
PI-AROAZES;428
PI-AROEIRAS DO ITAIM;121
PI-ARRAIAL;210
PI-ASSUNCAO DO PIAUI;394
PI-AVELINO LOPES;552
PI-BAIXA GRANDE DO RIBEIRO;2336
PI-BARRA D ALCANTARA;203
PI-BARRAS;2546
PI-BARREIRAS DO PIAUI;207
PI-BARRO DURO;423
PI-BATALHA;1221
PI-BELA VISTA DO PIAUI;201
PI-BELEM DO PIAUI;122
PI-BENEDITINOS;479
PI-BERTOLINIA;306
PI-BETANIA DO PIAUI;233
PI-BOA HORA;495
PI-BOCAINA;302
PI-BOM JESUS;3179
PI-BOM PRINCIPIO DO PIAUI;366
PI-BONFIM DO PIAUI;127
PI-BOQUEIRAO DO PIAUI;331
PI-BRASILEIRA;318
PI-BREJO DO PIAUI;203
PI-BURITI DOS LOPES;809
PI-BURITI DOS MONTES;318
PI-CABECEIRAS DO PIAUI;422
PI-CAJAZEIRAS DO PIAUI;152
PI-CAJUEIRO DA PRAIA;518
PI-CALDEIRAO GRANDE DO PIAUI;382
PI-CAMPINAS DO PIAUI;219
PI-CAMPO ALEGRE DO FIDALGO;226
PI-CAMPO GRANDE DO PIAUI;304
PI-CAMPO LARGO DO PIAUI;71
PI-CAMPO MAIOR;4058
PI-CANAVIEIRA;323
PI-CANTO DO BURITI;1330
PI-CAPITAO DE CAMPOS;463
PI-CAPITAO GERVASIO OLIVEIRA;211
PI-CARACOL;415
PI-CARAUBAS DO PIAUI;245
PI-CARIDADE DO PIAUI;217
PI-CASTELO DO PIAUI;1144
PI-CAXINGO;296
PI-COCAL;1115
PI-COCAL DE TELHA;292
PI-COCAL DOS ALVES;311
PI-COIVARAS;240
PI-COLONIA DO GURGUEIA;366
PI-COLONIA DO PIAUI;359
PI-CONCEICAO DO CANINDE;216
PI-CORONEL JOSE DIAS;316
PI-CORRENTE;2184
PI-CRISTALANDIA DO PIAUI;254
PI-CRISTINO CASTRO;607
PI-CURIMATA;688
PI-CURRAIS;330
PI-CURRALINHOS;176
PI-CURRAL NOVO DO PIAUI;306
PI-DEMERVAL LOBAO;961
PI-DIRCEU ARCOVERDE;324
PI-DOM EXPEDITO LOPES;307
PI-DOMINGOS MOURAO;149
PI-DOM INOCENCIO;295
PI-ELESBAO VELOSO;901
PI-ELISEU MARTINS;288
PI-ESPERANTINA;2881
PI-FARTURA DO PIAUI;209
PI-FLORES DO PIAUI;243
PI-FLORESTA DO PIAUI;196
PI-FLORIANO;8607
PI-FRANCINOPOLIS;263
PI-FRANCISCO AYRES;205
PI-FRANCISCO MACEDO;164
PI-FRANCISCO SANTOS;322
PI-FRONTEIRAS;1183
PI-GEMINIANO;237
PI-GILBUES;803
PI-GUADALUPE;917
PI-GUARIBAS;20
PI-HUGO NAPOLEAO;181
PI-ILHA GRANDE;420
PI-INHUMA;179
PI-IPIRANGA DO PIAUI;379
PI-ISAIAS COELHO;253
PI-ITAINOPOLIS;396
PI-ITAUEIRA;614
PI-JACOBINA DO PIAUI;278
PI-JAICOS;736
PI-JARDIM DO MULATO;182
PI-JATOBA DO PIAUI;281
PI-JERUMENHA;530
PI-JOAO COSTA;179
PI-JOAQUIM PIRES;595
PI-JOCA MARQUES;187
PI-JOSE DE FREITAS;2681
PI-JUAZEIRO DO PIAUI;398
PI-JULIO BORGES;340
PI-JUREMA;14
PI-LAGOINHA DO PIAUI;91
PI-LAGOA ALEGRE;346
PI-LAGOA DO BARRO DO PIAUI;240
PI-LAGOA DE SAO FRANCISCO;390
PI-LAGOA DO PIAUI;345
PI-LAGOA DO SITIO;271
PI-LANDRI SALES;360
PI-LUIS CORREIA;1863
PI-LUZILANDIA;1128
PI-MADEIRO;345
PI-MANOEL EMIDIO;281
PI-MARCOLANDIA;358
PI-MARCOS PARENTE;237
PI-MASSAPE DO PIAUI;255
PI-MATIAS OLIMPIO;641
PI-MIGUEL ALVES;1312
PI-MIGUEL LEAO;120
PI-MILTON BRANDAO;282
PI-MONSENHOR GIL;706
PI-MONSENHOR HIPOLITO;233
PI-MONTE ALEGRE DO PIAUI;949
PI-MORRO CABECA NO TEMPO;218
PI-MORRO DO CHAPEU DO PIAUI;296
PI-MURICI DOS PORTELAS;399
PI-NAZARE DO PIAUI;309
PI-NAZARIA;444
PI-NOSSA SENHORA DE NAZARE;226
PI-NOSSA SENHORA DOS REMEDIOS;185
PI-NOVO ORIENTE DO PIAUI;72
PI-NOVO SANTO ANTONIO;184
PI-OEIRAS;2727
PI-OLHO D AGUA DO PIAUI;89
PI-PADRE MARCOS;204
PI-PAES LANDIM;171
PI-PAJEU DO PIAUI;167
PI-PALMEIRA DO PIAUI;264
PI-PALMEIRAIS;456
PI-PAQUETA;211
PI-PARNAGUA;499
PI-PARNAIBA;17844
PI-PASSAGEM FRANCA DO PIAUI;210
PI-PATOS DO PIAUI;280
PI-PAU D ARCO DO PIAUI;126
PI-PAULISTANA;1240
PI-PAVUSSU;236
PI-PEDRO II;2208
PI-PEDRO LAURENTINO;151
PI-NOVA SANTA RITA;1808
PI-PICOS;14694
PI-PIMENTEIRAS;535
PI-PIO IX;672
PI-PIRACURUCA;1555
PI-PIRIPIRI;5933
PI-PORTO;692
PI-PORTO ALEGRE DO PIAUI;157
PI-PRATA DO PIAUI;132
PI-QUEIMADA NOVA;372
PI-REDENCAO DO GURGUEIA;578
PI-REGENERACAO;1202
PI-RIACHO FRIO;273
PI-RIBEIRA DO PIAUI;167
PI-RIBEIRO GONCALVES;1527
