Município;Total;
AM-BARCELOS;13;
AM-BARREIRINHA;446;
AM-BENJAMIN CONSTANT;945;
AM-BERURI;1;
AM-BOA VISTA DO RAMOS;1;
AM-BOCA DO ACRE;498;
AM-BORBA;482;
AM-CAAPIRANGA;1;
AM-CANUTAMA;12;
AM-CARAUARI;470;
AM-CAREIRO;200;
AM-CAREIRO DA VARZEA;0;
AM-COARI;996;
AM-CODAJAS;382;
AM-EIRUNEPE;609;
AM-ENVIRA;62;
AM-FONTE BOA;256;
AM-GUAJARA;0;
AM-HUMAITA;966;
AM-IPIXUNA;123;
AM-IRANDUBA;44;
AM-ITACOATIARA;5079;
AM-ITAMARATI;0;
AM-ITAPIRANGA;10;
AM-JAPURA;16;
AM-JURUA;11;
AM-JUTAI;6;
AM-LABREA;598;
AM-MANACAPURU;1586;
AM-MANAQUIRI;1;
AM-MANAUS;246861;
AM-MANICORE;696;
AM-MARAA;7;
AM-MAUES;172;
AM-NHAMUNDA;10;
AM-NOVA OLINDA DO NORTE;447;
AM-NOVO AIRAO;89;
AM-NOVO ARIPUANA;15;
AM-PARINTINS;2131;
AM-PAUINI;59;
AM-PRESIDENTE FIGUEIREDO;1107;
AM-RIO PRETO DA EVA;25;
AM-SANTA ISABEL DO RIO NEGRO;5;
AM-SANTO ANTONIO DO ICA;167;
AM-SAO GABRIEL DA CACHOEIRA;2575;
AM-SAO PAULO DE OLIVENCA;227;
AM-SAO SEBASTIAO DO UATUMA;1;
AM-SILVES;64;
AM-TABATINGA;104;
AM-TAPAUA;9;
AM-TEFE;1564;
AM-TONANTINS;0;
AM-UARINI;1;
AM-URUCARA;352;
AM-URUCURITUBA;230;
AM-IGNORADO;0;
RR-AMAJARI;0;
RR-ALTO ALEGRE;180;
RR-BOA VISTA;18912;
RR-BONFIM;29;
RR-CANTA;0;
RR-CARACARAI;183;
RR-CAROEBE;0;
RR-IRACEMA;0;
RR-MUCAJAI;11;
RR-NORMANDIA;1;
RR-PACARAIMA;0;
RR-RORAINOPOLIS;0;
RR-SAO JOAO DA BALIZA;5;
RR-SAO LUIZ;5;
RR-UIRAMUTA;0;
RR-IGNORADO;0;
PA-ABAETETUBA;2012;
PA-ABEL FIGUEIREDO;0;
PA-ACARA;1295;
PA-AFUA;159;
PA-AGUA AZUL DO NORTE;0;
PA-ALENQUER;236;
PA-ALMEIRIM;8761;
PA-ALTAMIRA;2869;
PA-ANAJAS;10;
PA-ANANINDEUA;21095;
PA-ANAPU;0;
PA-AUGUSTO CORREA;259;
PA-AURORA DO PARA;0;
PA-AVEIRO;237;
PA-BAGRE;4;
PA-BAIAO;19;
PA-BANNACH;0;
PA-BARCARENA;9118;
PA-BELEM;248476;
PA-BELTERRA;0;
PA-BENEVIDES;2339;
PA-BOM JESUS DO TOCANTINS;0;
PA-BONITO;0;
PA-BRAGANCA;1424;
PA-BRASIL NOVO;0;
PA-BREJO GRANDE DO ARAGUAIA;11;
PA-BREU BRANCO;0;
PA-BREVES;2067;
PA-BUJARU;144;
PA-CACHOEIRA DO PIRIA;0;
PA-CACHOEIRA DO ARARI;202;
PA-CAMETA;1000;
PA-CANAA DOS CARAJAS;0;
PA-CAPANEMA;3185;
PA-CAPITAO POCO;654;
PA-CASTANHAL;7699;
PA-CHAVES;23;
PA-COLARES;1;
PA-CONCEICAO DO ARAGUAIA;2185;
PA-CONCORDIA DO PARA;57;
PA-CUMARU DO NORTE;0;
PA-CURIONOPOLIS;0;
PA-CURRALINHO;68;
PA-CURUA;0;
PA-CURUCA;61;
PA-DOM ELISEU;39;
PA-ELDORADO DOS CARAJAS;0;
PA-FARO;160;
PA-FLORESTA DO ARAGUAIA;0;
PA-GARRAFAO DO NORTE;119;
PA-GOIANESIA DO PARA;0;
PA-GURUPA;2;
PA-IGARAPE-ACU;319;
PA-IGARAPE-MIRI;523;
PA-INHANGAPI;112;
PA-IPIXUNA DO PARA;0;
PA-IRITUIA;1158;
PA-ITAITUBA;2070;
PA-ITUPIRANGA;71;
PA-JACAREACANGA;0;
PA-JACUNDA;171;
PA-JURUTI;124;
PA-LIMOEIRO DO AJURU;2;
PA-MAE DO RIO;0;
PA-MAGALHAES BARATA;45;
PA-MARABA;12234;
PA-MARACANA;217;
PA-MARAPANIM;36;
PA-MARITUBA;0;
PA-MEDICILANDIA;0;
PA-MELGACO;14;
PA-MOCAJUBA;30;
PA-MOJU;1530;
PA-MOJUI DOS CAMPOS;0;
PA-MONTE ALEGRE;608;
PA-MUANA;105;
PA-NOVA ESPERANCA DO PIRIA;0;
PA-NOVA IPIXUNA;0;
PA-NOVA TIMBOTEUA;224;
PA-NOVO PROGRESSO;0;
PA-NOVO REPARTIMENTO;0;
PA-OBIDOS;731;
PA-OEIRAS DO PARA;1;
PA-ORIXIMINA;4141;
PA-OUREM;130;
PA-OURILANDIA DO NORTE;74;
PA-PACAJA;50;
PA-PALESTINA DO PARA;0;
PA-PARAGOMINAS;5530;
PA-PARAUAPEBAS;27;
PA-PAU D ARCO;0;
PA-PEIXE-BOI;189;
PA-PICARRA;0;
PA-PLACAS;0;
PA-PONTA DE PEDRAS;234;
PA-PORTEL;509;
PA-PORTO DE MOZ;66;
PA-PRAINHA;858;
PA-PRIMAVERA;244;
PA-QUATIPURU;0;
PA-REDENCAO;1453;
PA-RIO MARIA;242;
PA-RONDON DO PARA;1110;
PA-RUROPOLIS;0;
PA-SALINOPOLIS;324;
PA-SALVATERRA;216;
PA-SANTA BARBARA DO PARA;0;
PA-SANTA CRUZ DO ARARI;5;
PA-SANTA ISABEL DO PARA;2323;
PA-SANTA LUZIA DO PARA;0;
PA-SANTA MARIA DAS BARREIRAS;0;
PA-SANTA MARIA DO PARA;384;
PA-SANTANA DO ARAGUAIA;970;
PA-SANTAREM;15042;
PA-SANTAREM NOVO;1;
PA-SANTO ANTONIO DO TAUA;212;
PA-SAO CAETANO DE ODIVELAS;19;
PA-SAO DOMINGOS DO ARAGUAIA;0;
PA-SAO DOMINGOS DO CAPIM;495;
PA-SAO FELIX DO XINGU;997;
PA-SAO FRANCISCO DO PARA;727;
PA-SAO GERALDO DO ARAGUAIA;21;
PA-SAO JOAO DA PONTA;0;
PA-SAO JOAO DE PIRABAS;0;
PA-SAO JOAO DO ARAGUAIA;52;
PA-SAO MIGUEL DO GUAMA;1056;
PA-SAO SEBASTIAO DA BOA VISTA;19;
PA-SAPUCAIA;0;
PA-SENADOR JOSE PORFIRIO;248;
PA-SOURE;432;
PA-TAILANDIA;0;
PA-TERRA ALTA;0;
PA-TERRA SANTA;0;
PA-TOME-ACU;935;
PA-TRACUATEUA;0;
PA-TRAIRAO;0;
PA-TUCUMA;0;
PA-TUCURUI;7808;
PA-ULIANOPOLIS;0;
PA-URUARA;0;
PA-VIGIA;310;
PA-VISEU;130;
PA-VITORIA DO XINGU;0;
PA-XINGUARA;1402;
PA-IGNORADO;520;
AP-SERRA DO NAVIO;0;
AP-AMAPA;144;
AP-PEDRA BRANCA DO AMAPARI;0;
AP-CALCOENE;29;
AP-CUTIAS;0;
AP-FERREIRA GOMES;29;
AP-ITAUBAL;0;
AP-LARANJAL DO JARI;1;
AP-MACAPA;28890;
AP-MAZAGAO;32;
AP-OIAPOQUE;16;
AP-PORTO GRANDE;0;
AP-PRACUUBA;0;
AP-SANTANA;2069;
AP-TARTARUGALZINHO;0;
AP-VITORIA DO JARI;0;
AP-IGNORADO;0;
TO-ABREULANDIA;0;
TO-AGUIARNOPOLIS;0;
TO-ALIANCA DO TOCANTINS;0;
TO-ALMAS;11;
TO-ALVORADA;185;
TO-ANANAS;66;
TO-ANGICO;0;
TO-APARECIDA DO RIO NEGRO;0;
TO-ARAGOMINAS;0;
TO-ARAGUACEMA;36;
TO-ARAGUACU;291;
TO-ARAGUAINA;5335;
TO-ARAGUANA;0;
TO-ARAGUATINS;79;
TO-ARAPOEMA;39;
TO-ARRAIAS;135;
TO-AUGUSTINOPOLIS;29;
TO-AURORA DO TOCANTINS;48;
TO-AXIXA DO TOCANTINS;46;
TO-BABACULANDIA;140;
TO-BANDEIRANTES DO TOCANTINS;0;
TO-BARRA DO OURO;0;
TO-BARROLANDIA;15;
TO-BERNARDO SAYAO;0;
TO-BOM JESUS DO TOCANTINS;0;
TO-BRASILANDIA DO TOCANTINS;0;
TO-BREJINHO DE NAZARE;51;
TO-BURITI DO TOCANTINS;0;
TO-CACHOEIRINHA;0;
TO-CAMPOS LINDOS;0;
TO-CARIRI DO TOCANTINS;0;
TO-CARMOLANDIA;0;
TO-CARRASCO BONITO;0;
TO-CASEARA;12;
TO-CENTENARIO;0;
TO-CHAPADA DE AREIA;0;
TO-CHAPADA DA NATIVIDADE;0;
TO-COLINAS DO TOCANTINS;674;
TO-COMBINADO;0;
TO-CONCEICAO DO TOCANTINS;9;
TO-COUTO DE MAGALHAES;27;
TO-CRISTALANDIA;86;
TO-CRIXAS DO TOCANTINS;0;
TO-DARCINOPOLIS;0;
TO-DIANOPOLIS;190;
TO-DIVINOPOLIS DO TOCANTINS;0;
TO-DOIS IRMAOS DO TOCANTINS;6;
TO-DUERE;123;
TO-ESPERANTINA;0;
TO-FATIMA;18;
TO-FIGUEIROPOLIS;120;
TO-FILADELFIA;16;
TO-FORMOSO DO ARAGUAIA;989;
TO-FORTALEZA DO TABOCAO;0;
TO-GOIANORTE;1;
TO-GOIATINS;138;
TO-GUARAI;593;
TO-GURUPI;3677;
TO-IPUEIRAS;0;
TO-ITACAJA;16;
TO-ITAGUATINS;15;
TO-ITAPIRATINS;0;
TO-ITAPORA DO TOCANTINS;7;
TO-JAU DO TOCANTINS;0;
TO-JUARINA;0;
TO-LAGOA DA CONFUSAO;0;
TO-LAGOA DO TOCANTINS;0;
TO-LAJEADO;0;
TO-LAVANDEIRA;0;
TO-LIZARDA;3;
TO-LUZINOPOLIS;0;
TO-MARIANOPOLIS DO TOCANTINS;0;
TO-MATEIROS;0;
TO-MAURILANDIA DO TOCANTINS;0;
TO-MIRACEMA DO TOCANTINS;9941;
TO-MIRANORTE;207;
TO-MONTE DO CARMO;4;
TO-MONTE SANTO DO TOCANTINS;0;
TO-PALMEIRAS DO TOCANTINS;0;
TO-MURICILANDIA;0;
TO-NATIVIDADE;72;
TO-NAZARE;11;
TO-NOVA OLINDA;34;
TO-NOVA ROSALANDIA;0;
TO-NOVO ACORDO;86;
TO-NOVO ALEGRE;0;
TO-NOVO JARDIM;0;
TO-OLIVEIRA DE FATIMA;0;
TO-PALMEIRANTE;0;
TO-PALMEIROPOLIS;61;
TO-PARAISO DO TOCANTINS;1122;
TO-PARANA;21;
TO-PAU D ARCO;0;
TO-PEDRO AFONSO;191;
TO-PEIXE;228;
TO-PEQUIZEIRO;127;
TO-COLMEIA;31;
TO-PINDORAMA DO TOCANTINS;15;
TO-PIRAQUE;0;
TO-PIUM;151;
TO-PONTE ALTA DO BOM JESUS;3;
TO-PONTE ALTA DO TOCANTINS;10;
TO-PORTO ALEGRE DO TOCANTINS;0;
TO-PORTO NACIONAL;1293;
TO-PRAIA NORTE;0;
TO-PRESIDENTE KENNEDY;31;
TO-PUGMIL;0;
TO-RECURSOLANDIA;0;
TO-RIACHINHO;0;
TO-RIO DA CONCEICAO;0;
TO-RIO DOS BOIS;0;
TO-RIO SONO;1;
TO-SAMPAIO;0;
TO-SANDOLANDIA;0;
TO-SANTA FE DO ARAGUAIA;0;
TO-SANTA MARIA DO TOCANTINS;0;
TO-SANTA RITA DO TOCANTINS;0;
TO-SANTA ROSA DO TOCANTINS;0;
TO-SANTA TEREZA DO TOCANTINS;0;
TO-SANTA TEREZINHA DO TOCANTINS;0;
TO-SAO BENTO DO TOCANTINS;0;
TO-SAO FELIX DO TOCANTINS;0;
TO-SAO MIGUEL DO TOCANTINS;0;
TO-SAO SALVADOR DO TOCANTINS;0;
TO-SAO SEBASTIAO DO TOCANTINS;16;
TO-SAO VALERIO DA NATIVIDADE;0;
TO-SILVANOPOLIS;2;
TO-SITIO NOVO DO TOCANTINS;170;
TO-SUCUPIRA;0;
TO-TAGUATINGA;37;
TO-TAIPAS DO TOCANTINS;0;
TO-TALISMA;0;
TO-PALMAS;0;
TO-TOCANTINIA;96;
TO-TOCANTINOPOLIS;791;
TO-TUPIRAMA;0;
TO-TUPIRATINS;0;
TO-WANDERLANDIA;166;
TO-XAMBIOA;213;
TO-IGNORADO;1;
MA-ACAILANDIA;3198;
MA-AFONSO CUNHA;1;
MA-AGUA DOCE DO MARANHAO;0;
MA-ALCANTARA;1057;
MA-ALDEIAS ALTAS;245;
MA-ALTAMIRA DO MARANHAO;7;
MA-ALTO ALEGRE DO MARANHAO;0;
MA-ALTO ALEGRE DO PINDARE;0;
MA-ALTO PARNAIBA;76;
MA-AMAPA DO MARANHAO;0;
MA-AMARANTE DO MARANHAO;21;
MA-ANAJATUBA;12;
MA-ANAPURUS;2;
MA-APICUM-ACU;0;
MA-ARAGUANA;0;
MA-ARAIOSES;14;
MA-ARAME;0;
MA-ARARI;26;
MA-AXIXA;3;
MA-BACABAL;3244;
MA-BACABEIRA;0;
MA-BACURI;13;
MA-BACURITUBA;0;
MA-BALSAS;1157;
MA-BARAO DE GRAJAU;426;
MA-BARRA DO CORDA;1005;
MA-BARREIRINHAS;487;
MA-BELAGUA;0;
MA-BELA VISTA DO MARANHAO;0;
MA-BENEDITO LEITE;1;
MA-BEQUIMAO;14;
MA-BERNARDO DO MEARIM;0;
MA-BOA VISTA DO GURUPI;0;
MA-BOM JARDIM;193;
MA-BOM JESUS DAS SELVAS;0;
MA-BOM LUGAR;0;
MA-BREJO;537;
MA-BREJO DE AREIA;0;
MA-BURITI;17;
MA-BURITI BRAVO;33;
MA-BURITICUPU;0;
MA-BURITIRANA;0;
MA-CACHOEIRA GRANDE;0;
MA-CAJAPIO;268;
MA-CAJARI;3;
MA-CAMPESTRE DO MARANHAO;0;
MA-CANDIDO MENDES;23;
MA-CANTANHEDE;50;
MA-CAPINZAL DO NORTE;0;
MA-CAROLINA;933;
MA-CARUTAPERA;15;
MA-CAXIAS;2525;
MA-CEDRAL;1;
MA-CENTRAL DO MARANHAO;0;
MA-CENTRO DO GUILHERME;0;
MA-CENTRO NOVO DO MARANHAO;0;
MA-CHAPADINHA;1596;
MA-CIDELANDIA;0;
MA-CODO;3358;
MA-COELHO NETO;2630;
MA-COLINAS;0;
MA-CONCEICAO DO LAGO-ACU;0;
MA-COROATA;1371;
MA-CURURUPU;430;
MA-DAVINOPOLIS;0;
MA-DOM PEDRO;217;
MA-DUQUE BACELAR;2;
MA-ESPERANTINOPOLIS;1060;
MA-ESTREITO;91;
MA-FEIRA NOVA DO MARANHAO;0;
MA-FERNANDO FALCAO;0;
MA-FORMOSA DA SERRA NEGRA;0;
MA-FORTALEZA DOS NOGUEIRAS;204;
MA-FORTUNA;76;
MA-GODOFREDO VIANA;135;
MA-GONCALVES DIAS;15;
MA-GOVERNADOR ARCHER;11;
MA-GOVERNADOR EDISON LOBAO;0;
MA-GOVERNADOR EUGENIO BARROS;175;
MA-GOVERNADOR LUIZ ROCHA;0;
MA-GOVERNADOR NEWTON BELLO;0;
MA-GOVERNADOR NUNES FREIRE;0;
MA-GRACA ARANHA;1;
MA-GRAJAU;698;
MA-GUIMARAES;12;
MA-HUMBERTO DE CAMPOS;46;
MA-ICATU;1;
MA-IGARAPE DO MEIO;0;
MA-IGARAPE GRANDE;309;
MA-IMPERATRIZ;15273;
MA-ITAIPAVA DO GRAJAU;0;
MA-ITAPECURU MIRIM;316;
MA-ITINGA DO MARANHAO;0;
MA-JATOBA;0;
MA-JENIPAPO DOS VIEIRAS;0;
MA-JOAO LISBOA;438;
MA-JOSELANDIA;35;
MA-JUNCO DO MARANHAO;0;
MA-LAGO DA PEDRA;229;
MA-LAGO DO JUNCO;8;
MA-LAGO VERDE;1;
MA-LAGOA DO MATO;0;
MA-LAGO DOS RODRIGUES;0;
MA-LAGOA GRANDE DO MARANHAO;0;
MA-LAJEADO NOVO;0;
MA-LIMA CAMPOS;225;
MA-LORETO;2;
MA-LUIS DOMINGUES;1;
MA-MAGALHAES DE ALMEIDA;6;
MA-MARACACUME;0;
MA-MARAJA DO SENA;0;
MA-MARANHAOZINHO;0;
MA-MATA ROMA;4;
MA-MATINHA;4;
MA-MATOES;307;
MA-MATOES DO NORTE;0;
MA-MILAGRES DO MARANHAO;0;
MA-MIRADOR;11;
MA-MIRANDA DO NORTE;0;
MA-MIRINZAL;1;
MA-MONCAO;225;
MA-MONTES ALTOS;30;
MA-MORROS;52;
MA-NINA RODRIGUES;119;
MA-NOVA COLINAS;0;
MA-NOVA IORQUE;1;
MA-NOVA OLINDA DO MARANHAO;0;
MA-OLHO D AGUA DAS CUNHAS;125;
MA-OLINDA NOVA DO MARANHAO;0;
MA-PACO DO LUMIAR;877;
MA-PALMEIRANDIA;84;
MA-PARAIBANO;23;
MA-PARNARAMA;607;
MA-PASSAGEM FRANCA;24;
MA-PASTOS BONS;4;
MA-PAULINO NEVES;0;
MA-PAULO RAMOS;25;
MA-PEDREIRAS;1896;
MA-PEDRO DO ROSARIO;0;
MA-PENALVA;55;
MA-PERI MIRIM;3;
MA-PERITORO;0;
MA-PINDARE MIRIM;145;
MA-PINHEIRO;1936;
MA-PIO XII;401;
MA-PIRAPEMAS;2;
MA-POCAO DE PEDRAS;536;
MA-PORTO FRANCO;417;
MA-PORTO RICO DO MARANHAO;0;
MA-PRESIDENTE DUTRA;489;
MA-PRESIDENTE JUSCELINO;145;
MA-PRESIDENTE MEDICI;0;
MA-PRESIDENTE SARNEY;0;
MA-PRESIDENTE VARGAS;41;
MA-PRIMEIRA CRUZ;1;
MA-RAPOSA;0;
MA-RIACHAO;21;
MA-RIBAMAR FIQUENE;0;
MA-ROSARIO;820;
MA-SAMBAIBA;0;
MA-SANTA FILOMENA DO MARANHAO;0;
MA-SANTA HELENA;0;
MA-SANTA INES;1797;
MA-SANTA LUZIA;748;
MA-SANTA LUZIA DO PARUA;0;
MA-SANTA QUITERIA DO MARANHAO;2;
MA-SANTA RITA;15;
MA-SANTANA DO MARANHAO;0;
MA-SANTO AMARO DO MARANHAO;0;
MA-SANTO ANTONIO DOS LOPES;190;
MA-SAO BENEDITO DO RIO PRETO;240;
MA-SAO BENTO;501;
MA-SAO BERNARDO;175;
MA-SAO DOMINGOS DO AZEITAO;0;
MA-SAO DOMINGOS DO MARANHAO;93;
MA-SAO FELIX DE BALSAS;1;
MA-SAO FRANCISCO DO BREJAO;0;
MA-SAO FRANCISCO DO MARANHAO;182;
MA-SAO JOAO BATISTA;11;
MA-SAO JOAO DO CARU;0;
MA-SAO JOAO DO PARAISO;0;
MA-SAO JOAO DO SOTER;0;
MA-SAO JOAO DOS PATOS;650;
MA-SAO JOSE DE RIBAMAR;1604;
MA-SAO JOSE DOS BASILIOS;0;
MA-SAO LUIS;177342;
MA-SAO LUIS GONZAGA DO MARANHAO;164;
MA-SAO MATEUS DO MARANHAO;59;
MA-SAO PEDRO DA AGUA BRANCA;0;
MA-SAO PEDRO DOS CRENTES;0;
MA-SAO RAIMUNDO DAS MANGABEIRAS;14;
MA-SAO RAIMUNDO DO DOCA BEZERRA;0;
MA-SAO ROBERTO;0;
MA-SAO VICENTE FERRER;2;
MA-SATUBINHA;0;
MA-SENADOR ALEXANDRE COSTA;0;
MA-SENADOR LA ROCQUE;0;
MA-SERRANO DO MARANHAO;0;
MA-SITIO NOVO;41;
MA-SUCUPIRA DO NORTE;1;
MA-SUCUPIRA DO RIACHAO;0;
MA-TASSO FRAGOSO;20;
MA-TIMBIRAS;429;
MA-TIMON;961;
MA-TRIZIDELA DO VALE;0;
MA-TUFILANDIA;0;
MA-TUNTUM;175;
MA-TURIACU;192;
MA-TURILANDIA;0;
MA-TUTOIA;2818;
MA-URBANO SANTOS;85;
MA-VARGEM GRANDE;551;
MA-VIANA;339;
MA-VILA NOVA DOS MARTIRIOS;0;
MA-VITORIA DO MEARIM;72;
MA-VITORINO FREIRE;590;
MA-ZE DOCA;0;
MA-IGNORADO;624;
PI-ACAUA;0;
PI-AGRICOLANDIA;136;
PI-AGUA BRANCA;491;
PI-ALAGOINHA DO PIAUI;0;
PI-ALEGRETE DO PIAUI;0;
PI-ALTO LONGA;628;
PI-ALTOS;674;
PI-ALVORADA DO GURGUEIA;0;
PI-AMARANTE;47;
PI-ANGICAL DO PIAUI;228;
PI-ANISIO DE ABREU;4;
PI-ANTONIO ALMEIDA;94;
PI-AROAZES;286;
PI-AROEIRAS DO ITAIM;0;
PI-ARRAIAL;3;
PI-ASSUNCAO DO PIAUI;0;
PI-AVELINO LOPES;22;
PI-BAIXA GRANDE DO RIBEIRO;0;
PI-BARRA D ALCANTARA;0;
PI-BARRAS;696;
PI-BARREIRAS DO PIAUI;4;
PI-BARRO DURO;206;
PI-BATALHA;297;
PI-BELA VISTA DO PIAUI;0;
PI-BELEM DO PIAUI;0;
PI-BENEDITINOS;190;
PI-BERTOLINIA;37;
PI-BETANIA DO PIAUI;0;
PI-BOA HORA;0;
PI-BOCAINA;24;
PI-BOM JESUS;218;
PI-BOM PRINCIPIO DO PIAUI;0;
PI-BONFIM DO PIAUI;0;
PI-BOQUEIRAO DO PIAUI;0;
PI-BRASILEIRA;0;
PI-BREJO DO PIAUI;0;
PI-BURITI DOS LOPES;422;
PI-BURITI DOS MONTES;0;
PI-CABECEIRAS DO PIAUI;0;
PI-CAJAZEIRAS DO PIAUI;0;
PI-CAJUEIRO DA PRAIA;0;
PI-CALDEIRAO GRANDE DO PIAUI;0;
PI-CAMPINAS DO PIAUI;15;
PI-CAMPO ALEGRE DO FIDALGO;0;
PI-CAMPO GRANDE DO PIAUI;0;
PI-CAMPO LARGO DO PIAUI;0;
PI-CAMPO MAIOR;1863;
PI-CANAVIEIRA;0;
PI-CANTO DO BURITI;360;
PI-CAPITAO DE CAMPOS;80;
PI-CAPITAO GERVASIO OLIVEIRA;0;
PI-CARACOL;3;
PI-CARAUBAS DO PIAUI;0;
PI-CARIDADE DO PIAUI;0;
PI-CASTELO DO PIAUI;178;
PI-CAXINGO;0;
PI-COCAL;701;
PI-COCAL DE TELHA;0;
PI-COCAL DOS ALVES;0;
PI-COIVARAS;0;
PI-COLONIA DO GURGUEIA;0;
PI-COLONIA DO PIAUI;0;
PI-CONCEICAO DO CANINDE;30;
PI-CORONEL JOSE DIAS;0;
PI-CORRENTE;190;
PI-CRISTALANDIA DO PIAUI;4;
PI-CRISTINO CASTRO;45;
PI-CURIMATA;40;
PI-CURRAIS;0;
PI-CURRALINHOS;0;
PI-CURRAL NOVO DO PIAUI;0;
PI-DEMERVAL LOBAO;42;
PI-DIRCEU ARCOVERDE;16;
PI-DOM EXPEDITO LOPES;126;
PI-DOMINGOS MOURAO;2;
PI-DOM INOCENCIO;0;
PI-ELESBAO VELOSO;333;
PI-ELISEU MARTINS;100;
PI-ESPERANTINA;409;
PI-FARTURA DO PIAUI;0;
PI-FLORES DO PIAUI;16;
PI-FLORESTA DO PIAUI;0;
PI-FLORIANO;3436;
PI-FRANCINOPOLIS;178;
PI-FRANCISCO AYRES;59;
PI-FRANCISCO MACEDO;0;
PI-FRANCISCO SANTOS;60;
PI-FRONTEIRAS;215;
PI-GEMINIANO;0;
PI-GILBUES;34;
PI-GUADALUPE;664;
PI-GUARIBAS;0;
PI-HUGO NAPOLEAO;6;
PI-ILHA GRANDE;0;
PI-INHUMA;188;
PI-IPIRANGA DO PIAUI;88;
PI-ISAIAS COELHO;11;
PI-ITAINOPOLIS;129;
PI-ITAUEIRA;126;
PI-JACOBINA DO PIAUI;0;
PI-JAICOS;76;
PI-JARDIM DO MULATO;0;
PI-JATOBA DO PIAUI;0;
PI-JERUMENHA;161;
PI-JOAO COSTA;0;
PI-JOAQUIM PIRES;8;
PI-JOCA MARQUES;0;
PI-JOSE DE FREITAS;335;
PI-JUAZEIRO DO PIAUI;0;
PI-JULIO BORGES;0;
PI-JUREMA;0;
PI-LAGOINHA DO PIAUI;0;
PI-LAGOA ALEGRE;0;
PI-LAGOA DO BARRO DO PIAUI;0;
PI-LAGOA DE SAO FRANCISCO;0;
PI-LAGOA DO PIAUI;0;
PI-LAGOA DO SITIO;0;
PI-LANDRI SALES;180;
PI-LUIS CORREIA;1202;
PI-LUZILANDIA;172;
PI-MADEIRO;0;
PI-MANOEL EMIDIO;240;
PI-MARCOLANDIA;0;
PI-MARCOS PARENTE;16;
PI-MASSAPE DO PIAUI;0;
PI-MATIAS OLIMPIO;7;
PI-MIGUEL ALVES;1077;
PI-MIGUEL LEAO;25;
PI-MILTON BRANDAO;0;
PI-MONSENHOR GIL;53;
PI-MONSENHOR HIPOLITO;58;
PI-MONTE ALEGRE DO PIAUI;74;
PI-MORRO CABECA NO TEMPO;0;
PI-MORRO DO CHAPEU DO PIAUI;0;
PI-MURICI DOS PORTELAS;0;
PI-NAZARE DO PIAUI;108;
PI-NAZARIA;0;
PI-NOSSA SENHORA DE NAZARE;0;
