Município;Total
MA-LAJEADO NOVO;269
MA-LIMA CAMPOS;610
MA-LORETO;1225
MA-LUIS DOMINGUES;427
MA-MAGALHAES DE ALMEIDA;888
MA-MARACACUME;981
MA-MARAJA DO SENA;206
MA-MARANHAOZINHO;370
MA-MATA ROMA;566
MA-MATINHA;1062
MA-MATOES;1484
MA-MATOES DO NORTE;492
MA-MILAGRES DO MARANHAO;344
MA-MIRADOR;840
MA-MIRANDA DO NORTE;1093
MA-MIRINZAL;463
MA-MONCAO;1275
MA-MONTES ALTOS;393
MA-MORROS;812
MA-NINA RODRIGUES;343
MA-NOVA COLINAS;368
MA-NOVA IORQUE;247
MA-NOVA OLINDA DO MARANHAO;311
MA-OLHO D AGUA DAS CUNHAS;1219
MA-OLINDA NOVA DO MARANHAO;524
MA-PACO DO LUMIAR;5289
MA-PALMEIRANDIA;786
MA-PARAIBANO;821
MA-PARNARAMA;2064
MA-PASSAGEM FRANCA;625
MA-PASTOS BONS;900
MA-PAULINO NEVES;940
MA-PAULO RAMOS;861
MA-PEDREIRAS;5147
MA-PEDRO DO ROSARIO;39
MA-PENALVA;1113
MA-PERI MIRIM;454
MA-PERITORO;1055
MA-PINDARE-MIRIM;1890
MA-PINHEIRO;4707
MA-PIO XII;1345
MA-PIRAPEMAS;581
MA-POCAO DE PEDRAS;794
MA-PORTO FRANCO;2373
MA-PORTO RICO DO MARANHAO;255
MA-PRESIDENTE DUTRA;4003
MA-PRESIDENTE JUSCELINO;398
MA-PRESIDENTE MEDICI;442
MA-PRESIDENTE SARNEY;515
MA-PRESIDENTE VARGAS;692
MA-PRIMEIRA CRUZ;273
MA-RAPOSA;1434
MA-RIACHAO;1424
MA-RIBAMAR FIQUENE;561
MA-ROSARIO;2213
MA-SAMBAIBA;712
MA-SANTA FILOMENA DO MARANHAO;290
MA-SANTA HELENA;1535
MA-SANTA INES;10138
MA-SANTA LUZIA;3750
MA-SANTA LUZIA DO PARUA;1626
MA-SANTA QUITERIA DO MARANHAO;912
MA-SANTA RITA;1556
MA-SANTANA DO MARANHAO;220
MA-SANTO AMARO DO MARANHAO;504
MA-SANTO ANTONIO DOS LOPES;1071
MA-SAO BENEDITO DO RIO PRETO;651
MA-SAO BENTO;1205
MA-SAO BERNARDO;1235
MA-SAO DOMINGOS DO AZEITAO;483
MA-SAO DOMINGOS DO MARANHAO;1203
MA-SAO FELIX DE BALSAS;339
MA-SAO FRANCISCO DO BREJAO;515
MA-SAO FRANCISCO DO MARANHAO;533
MA-SAO JOAO BATISTA;515
MA-SAO JOAO DO CARU;41
MA-SAO JOAO DO PARAISO;720
MA-SAO JOAO DO SOTER;433
MA-SAO JOAO DOS PATOS;2016
MA-SAO JOSE DE RIBAMAR;17506
MA-SAO JOSE DOS BASILIOS;176
MA-SAO LUIS;329753
MA-SAO LUIS GONZAGA DO MARANHAO;392
MA-SAO MATEUS DO MARANHAO;1904
MA-SAO PEDRO DA AGUA BRANCA;524
MA-SAO PEDRO DOS CRENTES;236
MA-SAO RAIMUNDO DAS MANGABEIRAS;2612
MA-SAO RAIMUNDO DO DOCA BEZERRA;299
MA-SAO ROBERTO;327
MA-SAO VICENTE FERRER;692
MA-SATUBINHA;466
MA-SENADOR ALEXANDRE COSTA;249
MA-SENADOR LA ROCQUE;926
MA-SERRANO DO MARANHAO;549
MA-SITIO NOVO;979
MA-SUCUPIRA DO NORTE;406
MA-SUCUPIRA DO RIACHAO;243
MA-TASSO FRAGOSO;1627
MA-TIMBIRAS;605
MA-TIMON;13102
MA-TRIZIDELA DO VALE;1469
MA-TUFILANDIA;299
MA-TUNTUM;557
MA-TURIACU;1330
MA-TURILANDIA;543
MA-TUTOIA;4086
MA-URBANO SANTOS;1238
MA-VARGEM GRANDE;2415
MA-VIANA;1977
MA-VILA NOVA DOS MARTIRIOS;1138
MA-VITORIA DO MEARIM;1673
MA-VITORINO FREIRE;1642
MA-ZE DOCA;2741
MA-IGNORADO;0
PI-ACAUA;314
PI-AGRICOLANDIA;141
PI-AGUA BRANCA;1536
PI-ALAGOINHA DO PIAUI;242
PI-ALEGRETE DO PIAUI;237
PI-ALTO LONGA;681
PI-ALTOS;2890
PI-ALVORADA DO GURGUEIA;365
PI-AMARANTE;781
PI-ANGICAL DO PIAUI;397
PI-ANISIO DE ABREU;374
PI-ANTONIO ALMEIDA;312
PI-AROAZES;464
PI-AROEIRAS DO ITAIM;187
PI-ARRAIAL;222
PI-ASSUNCAO DO PIAUI;378
PI-AVELINO LOPES;515
PI-BAIXA GRANDE DO RIBEIRO;2018
PI-BARRA D ALCANTARA;204
PI-BARRAS;2597
PI-BARREIRAS DO PIAUI;250
PI-BARRO DURO;407
PI-BATALHA;1167
PI-BELA VISTA DO PIAUI;240
PI-BELEM DO PIAUI;176
PI-BENEDITINOS;454
PI-BERTOLINIA;295
PI-BETANIA DO PIAUI;216
PI-BOA HORA;382
PI-BOCAINA;354
PI-BOM JESUS;3251
PI-BOM PRINCIPIO DO PIAUI;396
PI-BONFIM DO PIAUI;118
PI-BOQUEIRAO DO PIAUI;332
PI-BRASILEIRA;329
PI-BREJO DO PIAUI;234
PI-BURITI DOS LOPES;1152
PI-BURITI DOS MONTES;318
PI-CABECEIRAS DO PIAUI;474
PI-CAJAZEIRAS DO PIAUI;237
PI-CAJUEIRO DA PRAIA;745
PI-CALDEIRAO GRANDE DO PIAUI;255
PI-CAMPINAS DO PIAUI;228
PI-CAMPO ALEGRE DO FIDALGO;198
PI-CAMPO GRANDE DO PIAUI;307
PI-CAMPO LARGO DO PIAUI;246
PI-CAMPO MAIOR;5036
PI-CANAVIEIRA;17
PI-CANTO DO BURITI;1373
PI-CAPITAO DE CAMPOS;627
PI-CAPITAO GERVASIO OLIVEIRA;198
PI-CARACOL;481
PI-CARAUBAS DO PIAUI;219
PI-CARIDADE DO PIAUI;299
PI-CASTELO DO PIAUI;1123
PI-CAXINGO;375
PI-COCAL;1126
PI-COCAL DE TELHA;295
PI-COCAL DOS ALVES;291
PI-COIVARAS;286
PI-COLONIA DO GURGUEIA;338
PI-COLONIA DO PIAUI;361
PI-CONCEICAO DO CANINDE;262
PI-CORONEL JOSE DIAS;278
PI-CORRENTE;2239
PI-CRISTALANDIA DO PIAUI;354
PI-CRISTINO CASTRO;654
PI-CURIMATA;696
PI-CURRAIS;364
PI-CURRALINHOS;153
PI-CURRAL NOVO DO PIAUI;358
PI-DEMERVAL LOBAO;961
PI-DIRCEU ARCOVERDE;257
PI-DOM EXPEDITO LOPES;337
PI-DOMINGOS MOURAO;171
PI-DOM INOCENCIO;234
PI-ELESBAO VELOSO;810
PI-ELISEU MARTINS;303
PI-ESPERANTINA;2764
PI-FARTURA DO PIAUI;14
PI-FLORES DO PIAUI;346
PI-FLORESTA DO PIAUI;204
PI-FLORIANO;9580
PI-FRANCINOPOLIS;213
PI-FRANCISCO AYRES;238
PI-FRANCISCO MACEDO;188
PI-FRANCISCO SANTOS;351
PI-FRONTEIRAS;586
PI-GEMINIANO;198
PI-GILBUES;734
PI-GUADALUPE;1014
PI-GUARIBAS;205
PI-HUGO NAPOLEAO;222
PI-ILHA GRANDE;447
PI-INHUMA;684
PI-IPIRANGA DO PIAUI;363
PI-ISAIAS COELHO;57
PI-ITAINOPOLIS;398
PI-ITAUEIRA;573
PI-JACOBINA DO PIAUI;286
PI-JAICOS;767
PI-JARDIM DO MULATO;239
PI-JATOBA DO PIAUI;254
PI-JERUMENHA;480
PI-JOAO COSTA;163
PI-JOAQUIM PIRES;682
PI-JOCA MARQUES;178
PI-JOSE DE FREITAS;2195
PI-JUAZEIRO DO PIAUI;428
PI-JULIO BORGES;384
PI-JUREMA;320
PI-LAGOINHA DO PIAUI;171
PI-LAGOA ALEGRE;406
PI-LAGOA DO BARRO DO PIAUI;279
PI-LAGOA DE SAO FRANCISCO;399
PI-LAGOA DO PIAUI;381
PI-LAGOA DO SITIO;222
PI-LANDRI SALES;312
PI-LUIS CORREIA;2786
PI-LUZILANDIA;1335
PI-MADEIRO;320
PI-MANOEL EMIDIO;205
PI-MARCOLANDIA;325
PI-MARCOS PARENTE;318
PI-MASSAPE DO PIAUI;269
PI-MATIAS OLIMPIO;590
PI-MIGUEL ALVES;1148
PI-MIGUEL LEAO;136
PI-MILTON BRANDAO;359
PI-MONSENHOR GIL;715
PI-MONSENHOR HIPOLITO;222
PI-MONTE ALEGRE DO PIAUI;841
PI-MORRO CABECA NO TEMPO;211
PI-MORRO DO CHAPEU DO PIAUI;315
PI-MURICI DOS PORTELAS;463
PI-NAZARE DO PIAUI;373
PI-NAZARIA;717
PI-NOSSA SENHORA DE NAZARE;223
PI-NOSSA SENHORA DOS REMEDIOS;200
PI-NOVO ORIENTE DO PIAUI;293
PI-NOVO SANTO ANTONIO;171
PI-OEIRAS;2962
PI-OLHO D AGUA DO PIAUI;90
PI-PADRE MARCOS;322
PI-PAES LANDIM;66
PI-PAJEU DO PIAUI;201
PI-PALMEIRA DO PIAUI;174
PI-PALMEIRAIS;567
PI-PAQUETA;201
PI-PARNAGUA;545
PI-PARNAIBA;19734
PI-PASSAGEM FRANCA DO PIAUI;183
PI-PATOS DO PIAUI;269
PI-PAU D ARCO DO PIAUI;107
PI-PAULISTANA;1357
PI-PAVUSSU;291
PI-PEDRO II;2000
PI-PEDRO LAURENTINO;168
PI-NOVA SANTA RITA;34
PI-PICOS;13705
PI-PIMENTEIRAS;472
PI-PIO IX;558
PI-PIRACURUCA;1746
PI-PIRIPIRI;6069
PI-PORTO;655
PI-PORTO ALEGRE DO PIAUI;157
PI-PRATA DO PIAUI;155
PI-QUEIMADA NOVA;339
PI-REDENCAO DO GURGUEIA;481
PI-REGENERACAO;1185
PI-RIACHO FRIO;297
PI-RIBEIRA DO PIAUI;198
PI-RIBEIRO GONCALVES;465
