Município;Total;
AM-TEFE;1975;
AM-TONANTINS;0;
AM-UARINI;0;
AM-URUCARA;342;
AM-URUCURITUBA;239;
AM-IGNORADO;5;
RR-AMAJARI;0;
RR-ALTO ALEGRE;173;
RR-BOA VISTA;9139;
RR-BONFIM;12;
RR-CANTA;0;
RR-CARACARAI;168;
RR-CAROEBE;0;
RR-IRACEMA;0;
RR-MUCAJAI;14;
RR-NORMANDIA;5;
RR-PACARAIMA;0;
RR-RORAINOPOLIS;0;
RR-SAO JOAO DA BALIZA;2;
RR-SAO LUIZ;6;
RR-UIRAMUTA;0;
RR-IGNORADO;0;
PA-ABAETETUBA;1168;
PA-ABEL FIGUEIREDO;0;
PA-ACARA;813;
PA-AFUA;151;
PA-AGUA AZUL DO NORTE;0;
PA-ALENQUER;270;
PA-ALMEIRIM;7742;
PA-ALTAMIRA;2574;
PA-ANAJAS;7;
PA-ANANINDEUA;18407;
PA-ANAPU;0;
PA-AUGUSTO CORREA;271;
PA-AURORA DO PARA;0;
PA-AVEIRO;229;
PA-BAGRE;12;
PA-BAIAO;2;
PA-BANNACH;0;
PA-BARCARENA;4989;
PA-BELEM;242424;
PA-BELTERRA;0;
PA-BENEVIDES;2377;
PA-BOM JESUS DO TOCANTINS;0;
PA-BONITO;0;
PA-BRAGANCA;1482;
PA-BRASIL NOVO;0;
PA-BREJO GRANDE DO ARAGUAIA;71;
PA-BREU BRANCO;0;
PA-BREVES;1778;
PA-BUJARU;101;
PA-CACHOEIRA DO PIRIA;0;
PA-CACHOEIRA DO ARARI;162;
PA-CAMETA;981;
PA-CANAA DOS CARAJAS;0;
PA-CAPANEMA;3198;
PA-CAPITAO POCO;583;
PA-CASTANHAL;5765;
PA-CHAVES;41;
PA-COLARES;0;
PA-CONCEICAO DO ARAGUAIA;1591;
PA-CONCORDIA DO PARA;31;
PA-CUMARU DO NORTE;0;
PA-CURIONOPOLIS;5;
PA-CURRALINHO;59;
PA-CURUA;0;
PA-CURUCA;293;
PA-DOM ELISEU;47;
PA-ELDORADO DOS CARAJAS;0;
PA-FARO;147;
PA-FLORESTA DO ARAGUAIA;0;
PA-GARRAFAO DO NORTE;237;
PA-GOIANESIA DO PARA;0;
PA-GURUPA;14;
PA-IGARAPE-ACU;289;
PA-IGARAPE-MIRI;640;
PA-INHANGAPI;98;
PA-IPIXUNA DO PARA;0;
PA-IRITUIA;1015;
PA-ITAITUBA;1930;
PA-ITUPIRANGA;84;
PA-JACAREACANGA;0;
PA-JACUNDA;300;
PA-JURUTI;84;
PA-LIMOEIRO DO AJURU;0;
PA-MAE DO RIO;0;
PA-MAGALHAES BARATA;32;
PA-MARABA;11900;
PA-MARACANA;175;
PA-MARAPANIM;303;
PA-MARITUBA;0;
PA-MEDICILANDIA;0;
PA-MELGACO;0;
PA-MOCAJUBA;12;
PA-MOJU;1174;
PA-MOJUI DOS CAMPOS;0;
PA-MONTE ALEGRE;518;
PA-MUANA;99;
PA-NOVA ESPERANCA DO PIRIA;0;
PA-NOVA IPIXUNA;0;
PA-NOVA TIMBOTEUA;19;
PA-NOVO PROGRESSO;0;
PA-NOVO REPARTIMENTO;0;
PA-OBIDOS;708;
PA-OEIRAS DO PARA;0;
PA-ORIXIMINA;4290;
PA-OUREM;309;
PA-OURILANDIA DO NORTE;586;
PA-PACAJA;128;
PA-PALESTINA DO PARA;0;
PA-PARAGOMINAS;6058;
PA-PARAUAPEBAS;275;
PA-PAU D ARCO;0;
PA-PEIXE-BOI;146;
PA-PICARRA;0;
PA-PLACAS;0;
PA-PONTA DE PEDRAS;263;
PA-PORTEL;382;
PA-PORTO DE MOZ;65;
PA-PRAINHA;454;
PA-PRIMAVERA;334;
PA-QUATIPURU;0;
PA-REDENCAO;1642;
PA-RIO MARIA;266;
PA-RONDON DO PARA;1068;
PA-RUROPOLIS;15;
PA-SALINOPOLIS;290;
PA-SALVATERRA;199;
PA-SANTA BARBARA DO PARA;0;
PA-SANTA CRUZ DO ARARI;1;
PA-SANTA ISABEL DO PARA;2480;
PA-SANTA LUZIA DO PARA;0;
PA-SANTA MARIA DAS BARREIRAS;1;
PA-SANTA MARIA DO PARA;73;
PA-SANTANA DO ARAGUAIA;827;
PA-SANTAREM;14079;
PA-SANTAREM NOVO;0;
PA-SANTO ANTONIO DO TAUA;234;
PA-SAO CAETANO DE ODIVELAS;223;
PA-SAO DOMINGOS DO ARAGUAIA;0;
PA-SAO DOMINGOS DO CAPIM;332;
PA-SAO FELIX DO XINGU;735;
PA-SAO FRANCISCO DO PARA;649;
PA-SAO GERALDO DO ARAGUAIA;220;
PA-SAO JOAO DA PONTA;0;
PA-SAO JOAO DE PIRABAS;0;
PA-SAO JOAO DO ARAGUAIA;52;
PA-SAO MIGUEL DO GUAMA;1240;
PA-SAO SEBASTIAO DA BOA VISTA;23;
PA-SAPUCAIA;0;
PA-SENADOR JOSE PORFIRIO;55;
PA-SOURE;412;
PA-TAILANDIA;0;
PA-TERRA ALTA;0;
PA-TERRA SANTA;0;
PA-TOME-ACU;849;
PA-TRACUATEUA;0;
PA-TRAIRAO;0;
PA-TUCUMA;0;
PA-TUCURUI;4774;
PA-ULIANOPOLIS;0;
PA-URUARA;0;
PA-VIGIA;353;
PA-VISEU;79;
PA-VITORIA DO XINGU;0;
PA-XINGUARA;2521;
PA-IGNORADO;407;
AP-SERRA DO NAVIO;0;
AP-AMAPA;74;
AP-PEDRA BRANCA DO AMAPARI;0;
AP-CALCOENE;76;
AP-CUTIAS;0;
AP-FERREIRA GOMES;10;
AP-ITAUBAL;0;
AP-LARANJAL DO JARI;9;
AP-MACAPA;33711;
AP-MAZAGAO;26;
AP-OIAPOQUE;6;
AP-PORTO GRANDE;0;
AP-PRACUUBA;0;
AP-SANTANA;1304;
AP-TARTARUGALZINHO;0;
AP-VITORIA DO JARI;0;
AP-IGNORADO;0;
TO-ABREULANDIA;0;
TO-AGUIARNOPOLIS;0;
TO-ALIANCA DO TOCANTINS;0;
TO-ALMAS;7;
TO-ALVORADA;198;
TO-ANANAS;76;
TO-ANGICO;0;
TO-APARECIDA DO RIO NEGRO;0;
TO-ARAGOMINAS;0;
TO-ARAGUACEMA;44;
TO-ARAGUACU;234;
TO-ARAGUAINA;5725;
TO-ARAGUANA;0;
TO-ARAGUATINS;126;
TO-ARAPOEMA;39;
TO-ARRAIAS;103;
TO-AUGUSTINOPOLIS;31;
TO-AURORA DO TOCANTINS;57;
TO-AXIXA DO TOCANTINS;11;
TO-BABACULANDIA;162;
TO-BANDEIRANTES DO TOCANTINS;0;
TO-BARRA DO OURO;0;
TO-BARROLANDIA;19;
TO-BERNARDO SAYAO;0;
TO-BOM JESUS DO TOCANTINS;0;
TO-BRASILANDIA DO TOCANTINS;0;
TO-BREJINHO DE NAZARE;83;
TO-BURITI DO TOCANTINS;3;
TO-CACHOEIRINHA;0;
TO-CAMPOS LINDOS;0;
TO-CARIRI DO TOCANTINS;0;
TO-CARMOLANDIA;0;
TO-CARRASCO BONITO;0;
TO-CASEARA;3;
TO-CENTENARIO;0;
TO-CHAPADA DE AREIA;0;
TO-CHAPADA DA NATIVIDADE;0;
TO-COLINAS DO TOCANTINS;652;
TO-COMBINADO;0;
TO-CONCEICAO DO TOCANTINS;4;
TO-COUTO DE MAGALHAES;22;
TO-CRISTALANDIA;77;
TO-CRIXAS DO TOCANTINS;0;
TO-DARCINOPOLIS;0;
TO-DIANOPOLIS;233;
TO-DIVINOPOLIS DO TOCANTINS;0;
TO-DOIS IRMAOS DO TOCANTINS;125;
TO-DUERE;153;
TO-ESPERANTINA;0;
TO-FATIMA;12;
TO-FIGUEIROPOLIS;188;
TO-FILADELFIA;12;
TO-FORMOSO DO ARAGUAIA;1008;
TO-FORTALEZA DO TABOCAO;0;
TO-GOIANORTE;0;
TO-GOIATINS;182;
TO-GUARAI;507;
TO-GURUPI;4088;
TO-IPUEIRAS;0;
TO-ITACAJA;16;
TO-ITAGUATINS;12;
TO-ITAPIRATINS;0;
TO-ITAPORA DO TOCANTINS;17;
TO-JAU DO TOCANTINS;0;
TO-JUARINA;0;
TO-LAGOA DA CONFUSAO;0;
TO-LAGOA DO TOCANTINS;0;
TO-LAJEADO;0;
TO-LAVANDEIRA;0;
TO-LIZARDA;0;
TO-LUZINOPOLIS;0;
TO-MARIANOPOLIS DO TOCANTINS;5;
TO-MATEIROS;0;
TO-MAURILANDIA DO TOCANTINS;0;
TO-MIRACEMA DO TOCANTINS;8550;
TO-MIRANORTE;239;
TO-MONTE DO CARMO;5;
TO-MONTE SANTO DO TOCANTINS;0;
TO-PALMEIRAS DO TOCANTINS;0;
TO-MURICILANDIA;0;
TO-NATIVIDADE;66;
TO-NAZARE;14;
TO-NOVA OLINDA;87;
TO-NOVA ROSALANDIA;1;
TO-NOVO ACORDO;100;
TO-NOVO ALEGRE;0;
TO-NOVO JARDIM;0;
TO-OLIVEIRA DE FATIMA;0;
TO-PALMEIRANTE;0;
TO-PALMEIROPOLIS;225;
TO-PARAISO DO TOCANTINS;1224;
TO-PARANA;14;
TO-PAU D ARCO;0;
TO-PEDRO AFONSO;101;
TO-PEIXE;70;
TO-PEQUIZEIRO;156;
TO-COLMEIA;42;
TO-PINDORAMA DO TOCANTINS;0;
TO-PIRAQUE;0;
TO-PIUM;157;
TO-PONTE ALTA DO BOM JESUS;13;
TO-PONTE ALTA DO TOCANTINS;9;
TO-PORTO ALEGRE DO TOCANTINS;0;
TO-PORTO NACIONAL;1206;
TO-PRAIA NORTE;0;
TO-PRESIDENTE KENNEDY;30;
TO-PUGMIL;0;
TO-RECURSOLANDIA;0;
TO-RIACHINHO;0;
TO-RIO DA CONCEICAO;0;
TO-RIO DOS BOIS;0;
TO-RIO SONO;0;
TO-SAMPAIO;0;
TO-SANDOLANDIA;0;
TO-SANTA FE DO ARAGUAIA;0;
TO-SANTA MARIA DO TOCANTINS;0;
TO-SANTA RITA DO TOCANTINS;0;
TO-SANTA ROSA DO TOCANTINS;0;
TO-SANTA TEREZA DO TOCANTINS;0;
TO-SANTA TEREZINHA DO TOCANTINS;0;
TO-SAO BENTO DO TOCANTINS;0;
TO-SAO FELIX DO TOCANTINS;0;
TO-SAO MIGUEL DO TOCANTINS;0;
TO-SAO SALVADOR DO TOCANTINS;0;
TO-SAO SEBASTIAO DO TOCANTINS;19;
TO-SAO VALERIO DA NATIVIDADE;0;
TO-SILVANOPOLIS;3;
TO-SITIO NOVO DO TOCANTINS;168;
TO-SUCUPIRA;0;
TO-TAGUATINGA;33;
TO-TAIPAS DO TOCANTINS;0;
TO-TALISMA;0;
TO-PALMAS;0;
TO-TOCANTINIA;112;
TO-TOCANTINOPOLIS;628;
TO-TUPIRAMA;0;
TO-TUPIRATINS;0;
TO-WANDERLANDIA;202;
TO-XAMBIOA;196;
TO-IGNORADO;62;
MA-ACAILANDIA;2937;
MA-AFONSO CUNHA;2;
MA-AGUA DOCE DO MARANHAO;0;
MA-ALCANTARA;521;
MA-ALDEIAS ALTAS;229;
MA-ALTAMIRA DO MARANHAO;19;
MA-ALTO ALEGRE DO MARANHAO;0;
MA-ALTO ALEGRE DO PINDARE;0;
MA-ALTO PARNAIBA;44;
MA-AMAPA DO MARANHAO;0;
MA-AMARANTE DO MARANHAO;44;
MA-ANAJATUBA;12;
MA-ANAPURUS;0;
MA-APICUM-ACU;0;
MA-ARAGUANA;0;
MA-ARAIOSES;285;
MA-ARAME;0;
MA-ARARI;20;
MA-AXIXA;1;
MA-BACABAL;2481;
MA-BACABEIRA;0;
MA-BACURI;7;
MA-BACURITUBA;0;
MA-BALSAS;1148;
MA-BARAO DE GRAJAU;415;
MA-BARRA DO CORDA;1007;
MA-BARREIRINHAS;472;
MA-BELAGUA;0;
MA-BELA VISTA DO MARANHAO;0;
MA-BENEDITO LEITE;10;
MA-BEQUIMAO;8;
MA-BERNARDO DO MEARIM;0;
MA-BOA VISTA DO GURUPI;0;
MA-BOM JARDIM;121;
MA-BOM JESUS DAS SELVAS;0;
MA-BOM LUGAR;0;
MA-BREJO;653;
MA-BREJO DE AREIA;0;
MA-BURITI;13;
MA-BURITI BRAVO;41;
MA-BURITICUPU;0;
MA-BURITIRANA;0;
MA-CACHOEIRA GRANDE;0;
MA-CAJAPIO;196;
MA-CAJARI;0;
MA-CAMPESTRE DO MARANHAO;0;
MA-CANDIDO MENDES;23;
MA-CANTANHEDE;47;
MA-CAPINZAL DO NORTE;0;
MA-CAROLINA;551;
MA-CARUTAPERA;17;
MA-CAXIAS;4161;
MA-CEDRAL;0;
MA-CENTRAL DO MARANHAO;0;
MA-CENTRO DO GUILHERME;0;
MA-CENTRO NOVO DO MARANHAO;0;
MA-CHAPADINHA;1621;
MA-CIDELANDIA;0;
MA-CODO;3101;
MA-COELHO NETO;3240;
MA-COLINAS;0;
MA-CONCEICAO DO LAGO-ACU;0;
MA-COROATA;1570;
MA-CURURUPU;373;
MA-DAVINOPOLIS;0;
MA-DOM PEDRO;227;
MA-DUQUE BACELAR;1;
MA-ESPERANTINOPOLIS;1001;
MA-ESTREITO;148;
MA-FEIRA NOVA DO MARANHAO;0;
MA-FERNANDO FALCAO;0;
MA-FORMOSA DA SERRA NEGRA;0;
MA-FORTALEZA DOS NOGUEIRAS;6;
MA-FORTUNA;67;
MA-GODOFREDO VIANA;72;
MA-GONCALVES DIAS;11;
MA-GOVERNADOR ARCHER;9;
MA-GOVERNADOR EDISON LOBAO;0;
MA-GOVERNADOR EUGENIO BARROS;193;
MA-GOVERNADOR LUIZ ROCHA;0;
MA-GOVERNADOR NEWTON BELLO;0;
MA-GOVERNADOR NUNES FREIRE;0;
MA-GRACA ARANHA;0;
MA-GRAJAU;695;
MA-GUIMARAES;8;
MA-HUMBERTO DE CAMPOS;55;
MA-ICATU;0;
MA-IGARAPE DO MEIO;0;
MA-IGARAPE GRANDE;15;
MA-IMPERATRIZ;15433;
MA-ITAIPAVA DO GRAJAU;0;
MA-ITAPECURU MIRIM;673;
MA-ITINGA DO MARANHAO;0;
MA-JATOBA;0;
MA-JENIPAPO DOS VIEIRAS;0;
MA-JOAO LISBOA;441;
MA-JOSELANDIA;80;
MA-JUNCO DO MARANHAO;0;
MA-LAGO DA PEDRA;227;
MA-LAGO DO JUNCO;9;
MA-LAGO VERDE;0;
MA-LAGOA DO MATO;0;
MA-LAGO DOS RODRIGUES;0;
MA-LAGOA GRANDE DO MARANHAO;0;
MA-LAJEADO NOVO;0;
MA-LIMA CAMPOS;237;
MA-LORETO;0;
MA-LUIS DOMINGUES;0;
MA-MAGALHAES DE ALMEIDA;22;
MA-MARACACUME;0;
MA-MARAJA DO SENA;0;
MA-MARANHAOZINHO;0;
MA-MATA ROMA;8;
MA-MATINHA;5;
MA-MATOES;158;
MA-MATOES DO NORTE;0;
MA-MILAGRES DO MARANHAO;0;
MA-MIRADOR;8;
MA-MIRANDA DO NORTE;0;
MA-MIRINZAL;0;
MA-MONCAO;284;
MA-MONTES ALTOS;52;
MA-MORROS;77;
MA-NINA RODRIGUES;69;
MA-NOVA COLINAS;0;
MA-NOVA IORQUE;0;
MA-NOVA OLINDA DO MARANHAO;0;
MA-OLHO D AGUA DAS CUNHAS;192;
MA-OLINDA NOVA DO MARANHAO;0;
MA-PACO DO LUMIAR;1124;
MA-PALMEIRANDIA;25;
MA-PARAIBANO;24;
MA-PARNARAMA;522;
MA-PASSAGEM FRANCA;29;
MA-PASTOS BONS;8;
MA-PAULINO NEVES;0;
MA-PAULO RAMOS;26;
MA-PEDREIRAS;1996;
MA-PEDRO DO ROSARIO;0;
MA-PENALVA;67;
MA-PERI MIRIM;3;
MA-PERITORO;0;
MA-PINDARE MIRIM;111;
MA-PINHEIRO;1832;
MA-PIO XII;621;
MA-PIRAPEMAS;0;
MA-POCAO DE PEDRAS;555;
MA-PORTO FRANCO;342;
MA-PORTO RICO DO MARANHAO;0;
MA-PRESIDENTE DUTRA;340;
MA-PRESIDENTE JUSCELINO;126;
MA-PRESIDENTE MEDICI;0;
MA-PRESIDENTE SARNEY;0;
MA-PRESIDENTE VARGAS;55;
MA-PRIMEIRA CRUZ;139;
MA-RAPOSA;0;
MA-RIACHAO;20;
MA-RIBAMAR FIQUENE;0;
MA-ROSARIO;656;
MA-SAMBAIBA;0;
MA-SANTA FILOMENA DO MARANHAO;0;
MA-SANTA HELENA;0;
MA-SANTA INES;1847;
MA-SANTA LUZIA;714;
MA-SANTA LUZIA DO PARUA;0;
MA-SANTA QUITERIA DO MARANHAO;29;
MA-SANTA RITA;38;
MA-SANTANA DO MARANHAO;0;
MA-SANTO AMARO DO MARANHAO;0;
MA-SANTO ANTONIO DOS LOPES;199;
MA-SAO BENEDITO DO RIO PRETO;221;
MA-SAO BENTO;97;
MA-SAO BERNARDO;191;
MA-SAO DOMINGOS DO AZEITAO;0;
MA-SAO DOMINGOS DO MARANHAO;54;
MA-SAO FELIX DE BALSAS;0;
MA-SAO FRANCISCO DO BREJAO;0;
MA-SAO FRANCISCO DO MARANHAO;162;
MA-SAO JOAO BATISTA;8;
MA-SAO JOAO DO CARU;0;
MA-SAO JOAO DO PARAISO;0;
MA-SAO JOAO DO SOTER;0;
MA-SAO JOAO DOS PATOS;173;
MA-SAO JOSE DE RIBAMAR;1614;
MA-SAO JOSE DOS BASILIOS;0;
MA-SAO LUIS;162362;
MA-SAO LUIS GONZAGA DO MARANHAO;245;
MA-SAO MATEUS DO MARANHAO;510;
MA-SAO PEDRO DA AGUA BRANCA;0;
MA-SAO PEDRO DOS CRENTES;0;
MA-SAO RAIMUNDO DAS MANGABEIRAS;11;
MA-SAO RAIMUNDO DO DOCA BEZERRA;0;
MA-SAO ROBERTO;0;
MA-SAO VICENTE FERRER;3;
MA-SATUBINHA;0;
MA-SENADOR ALEXANDRE COSTA;0;
MA-SENADOR LA ROCQUE;0;
MA-SERRANO DO MARANHAO;0;
MA-SITIO NOVO;28;
MA-SUCUPIRA DO NORTE;0;
MA-SUCUPIRA DO RIACHAO;0;
MA-TASSO FRAGOSO;54;
MA-TIMBIRAS;410;
MA-TIMON;2108;
MA-TRIZIDELA DO VALE;0;
MA-TUFILANDIA;0;
MA-TUNTUM;157;
MA-TURIACU;75;
MA-TURILANDIA;0;
MA-TUTOIA;2521;
MA-URBANO SANTOS;97;
MA-VARGEM GRANDE;478;
MA-VIANA;339;
MA-VILA NOVA DOS MARTIRIOS;0;
MA-VITORIA DO MEARIM;94;
MA-VITORINO FREIRE;465;
MA-ZE DOCA;0;
MA-IGNORADO;638;
PI-ACAUA;0;
PI-AGRICOLANDIA;165;
PI-AGUA BRANCA;444;
PI-ALAGOINHA DO PIAUI;0;
PI-ALEGRETE DO PIAUI;0;
PI-ALTO LONGA;680;
PI-ALTOS;971;
PI-ALVORADA DO GURGUEIA;0;
PI-AMARANTE;476;
PI-ANGICAL DO PIAUI;228;
PI-ANISIO DE ABREU;2;
PI-ANTONIO ALMEIDA;94;
PI-AROAZES;267;
PI-AROEIRAS DO ITAIM;0;
PI-ARRAIAL;132;
PI-ASSUNCAO DO PIAUI;0;
PI-AVELINO LOPES;14;
PI-BAIXA GRANDE DO RIBEIRO;0;
PI-BARRA D ALCANTARA;0;
PI-BARRAS;154;
PI-BARREIRAS DO PIAUI;3;
PI-BARRO DURO;227;
PI-BATALHA;250;
PI-BELA VISTA DO PIAUI;0;
PI-BELEM DO PIAUI;0;
PI-BENEDITINOS;199;
PI-BERTOLINIA;31;
PI-BETANIA DO PIAUI;0;
PI-BOA HORA;0;
PI-BOCAINA;50;
PI-BOM JESUS;247;
PI-BOM PRINCIPIO DO PIAUI;0;
PI-BONFIM DO PIAUI;0;
PI-BOQUEIRAO DO PIAUI;0;
PI-BRASILEIRA;0;
PI-BREJO DO PIAUI;0;
PI-BURITI DOS LOPES;52;
PI-BURITI DOS MONTES;0;
PI-CABECEIRAS DO PIAUI;0;
PI-CAJAZEIRAS DO PIAUI;0;
PI-CAJUEIRO DA PRAIA;0;
PI-CALDEIRAO GRANDE DO PIAUI;0;
PI-CAMPINAS DO PIAUI;180;
PI-CAMPO ALEGRE DO FIDALGO;0;
PI-CAMPO GRANDE DO PIAUI;0;
PI-CAMPO LARGO DO PIAUI;0;
PI-CAMPO MAIOR;1589;
PI-CANAVIEIRA;0;
PI-CANTO DO BURITI;343;
PI-CAPITAO DE CAMPOS;113;
PI-CAPITAO GERVASIO OLIVEIRA;0;
PI-CARACOL;3;
PI-CARAUBAS DO PIAUI;0;
PI-CARIDADE DO PIAUI;0;
PI-CASTELO DO PIAUI;139;
PI-CAXINGO;0;
PI-COCAL;696;
PI-COCAL DE TELHA;0;
PI-COCAL DOS ALVES;0;
PI-COIVARAS;0;
PI-COLONIA DO GURGUEIA;0;
PI-COLONIA DO PIAUI;0;
PI-CONCEICAO DO CANINDE;31;
PI-CORONEL JOSE DIAS;0;
PI-CORRENTE;175;
PI-CRISTALANDIA DO PIAUI;3;
PI-CRISTINO CASTRO;40;
PI-CURIMATA;67;
PI-CURRAIS;0;
PI-CURRALINHOS;0;
PI-CURRAL NOVO DO PIAUI;0;
PI-DEMERVAL LOBAO;168;
PI-DIRCEU ARCOVERDE;16;
PI-DOM EXPEDITO LOPES;225;
PI-DOMINGOS MOURAO;1;
PI-DOM INOCENCIO;0;
PI-ELESBAO VELOSO;297;
PI-ELISEU MARTINS;16;
PI-ESPERANTINA;384;
PI-FARTURA DO PIAUI;0;
PI-FLORES DO PIAUI;22;
PI-FLORESTA DO PIAUI;0;
PI-FLORIANO;3342;
PI-FRANCINOPOLIS;223;
PI-FRANCISCO AYRES;58;
PI-FRANCISCO MACEDO;0;
PI-FRANCISCO SANTOS;66;
PI-FRONTEIRAS;169;
PI-GEMINIANO;0;
PI-GILBUES;23;
PI-GUADALUPE;317;
PI-GUARIBAS;0;
PI-HUGO NAPOLEAO;93;
PI-ILHA GRANDE;0;
PI-INHUMA;163;
PI-IPIRANGA DO PIAUI;91;
PI-ISAIAS COELHO;49;
PI-ITAINOPOLIS;115;
PI-ITAUEIRA;108;
PI-JACOBINA DO PIAUI;0;
PI-JAICOS;50;
PI-JARDIM DO MULATO;0;
PI-JATOBA DO PIAUI;0;
PI-JERUMENHA;173;
PI-JOAO COSTA;0;
PI-JOAQUIM PIRES;13;
PI-JOCA MARQUES;0;
PI-JOSE DE FREITAS;295;
PI-JUAZEIRO DO PIAUI;0;
PI-JULIO BORGES;0;
PI-JUREMA;0;
PI-LAGOINHA DO PIAUI;0;
PI-LAGOA ALEGRE;0;
PI-LAGOA DO BARRO DO PIAUI;0;
PI-LAGOA DE SAO FRANCISCO;0;
PI-LAGOA DO PIAUI;0;
PI-LAGOA DO SITIO;0;
PI-LANDRI SALES;208;
PI-LUIS CORREIA;1389;
PI-LUZILANDIA;164;
PI-MADEIRO;0;
PI-MANOEL EMIDIO;261;
PI-MARCOLANDIA;0;
PI-MARCOS PARENTE;59;
PI-MASSAPE DO PIAUI;0;
PI-MATIAS OLIMPIO;6;
PI-MIGUEL ALVES;988;
PI-MIGUEL LEAO;29;
PI-MILTON BRANDAO;0;
PI-MONSENHOR GIL;79;
PI-MONSENHOR HIPOLITO;54;
PI-MONTE ALEGRE DO PIAUI;58;
PI-MORRO CABECA NO TEMPO;0;
PI-MORRO DO CHAPEU DO PIAUI;0;
PI-MURICI DOS PORTELAS;0;
PI-NAZARE DO PIAUI;92;
PI-NAZARIA;0;
PI-NOSSA SENHORA DE NAZARE;0;
