Município;Total
PA-MARACANA;1378
PA-MARAPANIM;1481
PA-MARITUBA;15373
PA-MEDICILANDIA;1251
PA-MELGACO;942
PA-MOCAJUBA;2001
PA-MOJU;7541
PA-MOJUI DOS CAMPOS;680
PA-MONTE ALEGRE;3235
PA-MUANA;1009
PA-NOVA ESPERANCA DO PIRIA;887
PA-NOVA IPIXUNA;831
PA-NOVA TIMBOTEUA;945
PA-NOVO PROGRESSO;3940
PA-NOVO REPARTIMENTO;4318
PA-OBIDOS;2894
PA-OEIRAS DO PARA;1100
PA-ORIXIMINA;6220
PA-OUREM;196
PA-OURILANDIA DO NORTE;3222
PA-PACAJA;2540
PA-PALESTINA DO PARA;493
PA-PARAGOMINAS;18537
PA-PARAUAPEBAS;51681
PA-PAU D ARCO;634
PA-PEIXE-BOI;300
PA-PICARRA;1330
PA-PLACAS;946
PA-PONTA DE PEDRAS;1206
PA-PORTEL;4187
PA-PORTO DE MOZ;1693
PA-PRAINHA;1386
PA-PRIMAVERA;705
PA-QUATIPURU;466
PA-REDENCAO;12584
PA-RIO MARIA;2822
PA-RONDON DO PARA;3936
PA-RUROPOLIS;1804
PA-SALINOPOLIS;3712
PA-SALVATERRA;1197
PA-SANTA BARBARA DO PARA;2638
PA-SANTA CRUZ DO ARARI;315
PA-SANTA IZABEL DO PARA;9212
PA-SANTA LUZIA DO PARA;1023
PA-SANTA MARIA DAS BARREIRAS;1654
PA-SANTA MARIA DO PARA;2071
PA-SANTANA DO ARAGUAIA;5001
PA-SANTAREM;39913
PA-SANTAREM NOVO;544
PA-SANTO ANTONIO DO TAUA;2358
PA-SAO CAETANO DE ODIVELAS;867
PA-SAO DOMINGOS DO ARAGUAIA;1703
PA-SAO DOMINGOS DO CAPIM;2038
PA-SAO FELIX DO XINGU;5571
PA-SAO FRANCISCO DO PARA;844
PA-SAO GERALDO DO ARAGUAIA;2894
PA-SAO JOAO DA PONTA;336
PA-SAO JOAO DE PIRABAS;1311
PA-SAO JOAO DO ARAGUAIA;741
PA-SAO MIGUEL DO GUAMA;4668
PA-SAO SEBASTIAO DA BOA VISTA;969
PA-SAPUCAIA;1362
PA-SENADOR JOSE PORFIRIO;636
PA-SOURE;1334
PA-TAILANDIA;10290
PA-TERRA ALTA;607
PA-TERRA SANTA;1443
PA-TOME-ACU;6726
PA-TRACUATEUA;1439
PA-TRAIRAO;973
PA-TUCUMA;4158
PA-TUCURUI;13285
PA-ULIANOPOLIS;4070
PA-URUARA;2832
PA-VIGIA;2488
PA-VISEU;2307
PA-VITORIA DO XINGU;1173
PA-XINGUARA;8606
PA-IGNORADO;0
AP-SERRA DO NAVIO;72
AP-AMAPA;618
AP-PEDRA BRANCA DO AMAPARI;1989
AP-CALCOENE;610
AP-CUTIAS;329
AP-FERREIRA GOMES;224
AP-ITAUBAL;51
AP-LARANJAL DO JARI;1849
AP-MACAPA;107204
AP-MAZAGAO;1282
AP-OIAPOQUE;1617
AP-PORTO GRANDE;1602
AP-PRACUUBA;13
AP-SANTANA;9386
AP-TARTARUGALZINHO;707
AP-VITORIA DO JARI;153
AP-IGNORADO;0
TO-ABREULANDIA;236
TO-AGUIARNOPOLIS;1315
TO-ALIANCA DO TOCANTINS;592
TO-ALMAS;647
TO-ALVORADA;1570
TO-ANANAS;901
TO-ANGICO;240
TO-APARECIDA DO RIO NEGRO;515
TO-ARAGOMINAS;402
TO-ARAGUACEMA;519
TO-ARAGUACU;1297
TO-ARAGUAINA;32432
TO-ARAGUANA;503
TO-ARAGUATINS;2065
TO-ARAPOEMA;919
TO-ARRAIAS;988
TO-AUGUSTINOPOLIS;1648
TO-AURORA DO TOCANTINS;186
TO-AXIXA DO TOCANTINS;735
TO-BABACULANDIA;845
TO-BANDEIRANTES DO TOCANTINS;599
TO-BARRA DO OURO;314
TO-BARROLANDIA;550
TO-BERNARDO SAYAO;427
TO-BOM JESUS DO TOCANTINS;284
TO-BRASILANDIA DO TOCANTINS;315
TO-BREJINHO DE NAZARE;656
TO-BURITI DO TOCANTINS;577
TO-CACHOEIRINHA;256
TO-CAMPOS LINDOS;971
TO-CARIRI DO TOCANTINS;1084
TO-CARMOLANDIA;290
TO-CARRASCO BONITO;301
TO-CASEARA;701
TO-CENTENARIO;246
TO-CHAPADA DE AREIA;118
TO-CHAPADA DA NATIVIDADE;413
TO-COLINAS DO TOCANTINS;4600
TO-COMBINADO;410
TO-CONCEICAO DO TOCANTINS;264
TO-COUTO MAGALHAES;467
TO-CRISTALANDIA;668
TO-CRIXAS DO TOCANTINS;215
TO-DARCINOPOLIS;754
TO-DIANOPOLIS;2272
TO-DIVINOPOLIS DO TOCANTINS;762
TO-DOIS IRMAOS DO TOCANTINS;466
TO-DUERE;717
TO-ESPERANTINA;495
TO-FATIMA;370
TO-FIGUEIROPOLIS;626
TO-FILADELFIA;633
TO-FORMOSO DO ARAGUAIA;2552
TO-FORTALEZA DO TABOCAO;669
TO-GOIANORTE;331
TO-GOIATINS;271
TO-GUARAI;3200
TO-GURUPI;15015
TO-IPUEIRAS;246
TO-ITACAJA;406
TO-ITAGUATINS;396
TO-ITAPIRATINS;287
TO-ITAPORA DO TOCANTINS;375
TO-JAU DO TOCANTINS;387
TO-JUARINA;227
TO-LAGOA DA CONFUSAO;1881
TO-LAGOA DO TOCANTINS;229
TO-LAJEADO;437
TO-LAVANDEIRA;145
TO-LIZARDA;161
TO-LUZINOPOLIS;273
TO-MARIANOPOLIS DO TOCANTINS;820
TO-MATEIROS;451
TO-MAURILANDIA DO TOCANTINS;276
TO-MIRACEMA DO TOCANTINS;2099
TO-MIRANORTE;1340
TO-MONTE DO CARMO;762
TO-MONTE SANTO DO TOCANTINS;261
TO-PALMEIRAS DO TOCANTINS;328
TO-MURICILANDIA;382
TO-NATIVIDADE;871
TO-NAZARE;270
TO-NOVA OLINDA;1332
TO-NOVA ROSALANDIA;280
TO-NOVO ACORDO;384
TO-NOVO ALEGRE;119
TO-NOVO JARDIM;281
TO-OLIVEIRA DE FATIMA;181
TO-PALMEIRANTE;398
TO-PALMEIROPOLIS;763
TO-PARAISO DO TOCANTINS;9358
TO-PARANA;721
TO-PAU D ARCO;362
TO-PEDRO AFONSO;2279
TO-PEIXE;1190
TO-PEQUIZEIRO;388
TO-COLMEIA;697
TO-PINDORAMA DO TOCANTINS;321
TO-PIRAQUE;487
TO-PIUM;762
TO-PONTE ALTA DO BOM JESUS;155
TO-PONTE ALTA DO TOCANTINS;490
TO-PORTO ALEGRE DO TOCANTINS;228
TO-PORTO NACIONAL;9928
TO-PRAIA NORTE;225
TO-PRESIDENTE KENNEDY;292
TO-PUGMIL;421
TO-RECURSOLANDIA;283
TO-RIACHINHO;304
TO-RIO DA CONCEICAO;255
TO-RIO DOS BOIS;207
TO-RIO SONO;371
TO-SAMPAIO;175
TO-SANDOLANDIA;426
TO-SANTA FE DO ARAGUAIA;793
TO-SANTA MARIA DO TOCANTINS;269
TO-SANTA RITA DO TOCANTINS;436
TO-SANTA ROSA DO TOCANTINS;564
TO-SANTA TEREZA DO TOCANTINS;229
TO-SANTA TEREZINHA DO TOCANTINS;200
TO-SAO BENTO DO TOCANTINS;432
TO-SAO FELIX DO TOCANTINS;188
TO-SAO MIGUEL DO TOCANTINS;591
TO-SAO SALVADOR DO TOCANTINS;252
TO-SAO SEBASTIAO DO TOCANTINS;309
TO-SAO VALERIO;473
TO-SILVANOPOLIS;570
TO-SITIO NOVO DO TOCANTINS;808
TO-SUCUPIRA;225
TO-TAGUATINGA;1123
TO-TAIPAS DO TOCANTINS;30
TO-TALISMA;512
TO-PALMAS;121027
TO-TOCANTINIA;434
TO-TOCANTINOPOLIS;2093
TO-TUPIRAMA;253
TO-TUPIRATINS;174
TO-WANDERLANDIA;812
TO-XAMBIOA;1452
TO-IGNORADO;0
MA-ACAILANDIA;15803
MA-AFONSO CUNHA;285
MA-AGUA DOCE DO MARANHAO;560
MA-ALCANTARA;2105
MA-ALDEIAS ALTAS;1323
MA-ALTAMIRA DO MARANHAO;291
MA-ALTO ALEGRE DO MARANHAO;1272
MA-ALTO ALEGRE DO PINDARE;1512
MA-ALTO PARNAIBA;1227
MA-AMAPA DO MARANHAO;290
MA-AMARANTE DO MARANHAO;1939
MA-ANAJATUBA;786
MA-ANAPURUS;904
MA-APICUM-ACU;567
MA-ARAGUANA;247
MA-ARAIOSES;2171
MA-ARAME;741
MA-ARARI;1653
MA-AXIXA;521
MA-BACABAL;8570
MA-BACABEIRA;1344
MA-BACURI;967
MA-BACURITUBA;270
MA-BALSAS;19699
MA-BARAO DE GRAJAU;1264
MA-BARRA DO CORDA;5453
MA-BARREIRINHAS;1510
MA-BELAGUA;712
MA-BELA VISTA DO MARANHAO;545
MA-BENEDITO LEITE;283
MA-BEQUIMAO;902
MA-BERNARDO DO MEARIM;216
MA-BOA VISTA DO GURUPI;430
MA-BOM JARDIM;1766
MA-BOM JESUS DAS SELVAS;1469
MA-BOM LUGAR;430
MA-BREJO;1538
MA-BREJO DE AREIA;249
MA-BURITI;1029
MA-BURITI BRAVO;624
MA-BURITICUPU;4148
MA-BURITIRANA;92
MA-CACHOEIRA GRANDE;341
MA-CAJAPIO;291
MA-CAJARI;723
MA-CAMPESTRE DO MARANHAO;1399
MA-CANDIDO MENDES;717
MA-CANTANHEDE;772
MA-CAPINZAL DO NORTE;590
MA-CAROLINA;3051
MA-CARUTAPERA;1692
MA-CAXIAS;11336
MA-CEDRAL;630
MA-CENTRAL DO MARANHAO;186
MA-CENTRO DO GUILHERME;586
MA-CENTRO NOVO DO MARANHAO;693
MA-CHAPADINHA;4718
MA-CIDELANDIA;892
MA-CODO;8849
MA-COELHO NETO;3378
MA-COLINAS;2632
MA-CONCEICAO DO LAGO-ACU;823
MA-COROATA;3412
MA-CURURUPU;1406
MA-DAVINOPOLIS;1985
MA-DOM PEDRO;1509
MA-DUQUE BACELAR;437
MA-ESPERANTINOPOLIS;1099
MA-ESTREITO;3750
MA-FEIRA NOVA DO MARANHAO;477
MA-FERNANDO FALCAO;279
MA-FORMOSA DA SERRA NEGRA;766
MA-FORTALEZA DOS NOGUEIRAS;927
MA-FORTUNA;485
MA-GODOFREDO VIANA;1317
MA-GONCALVES DIAS;643
MA-GOVERNADOR ARCHER;324
MA-GOVERNADOR EDISON LOBAO;2088
MA-GOVERNADOR EUGENIO BARROS;489
MA-GOVERNADOR LUIZ ROCHA;540
MA-GOVERNADOR NEWTON BELLO;313
MA-GOVERNADOR NUNES FREIRE;1206
MA-GRACA ARANHA;214
MA-GRAJAU;6154
MA-GUIMARAES;470
MA-HUMBERTO DE CAMPOS;1665
MA-ICATU;1107
MA-IGARAPE DO MEIO;879
MA-IGARAPE GRANDE;406
MA-IMPERATRIZ;56460
MA-ITAIPAVA DO GRAJAU;265
MA-ITAPECURU MIRIM;3946
MA-ITINGA DO MARANHAO;2827
MA-JATOBA;378
MA-JENIPAPO DOS VIEIRAS;570
MA-JOAO LISBOA;1493
MA-JOSELANDIA;516
MA-JUNCO DO MARANHAO;545
MA-LAGO DA PEDRA;2521
MA-LAGO DO JUNCO;447
MA-LAGO VERDE;650
MA-LAGOA DO MATO;421
MA-LAGO DOS RODRIGUES;485
MA-LAGOA GRANDE DO MARANHAO;392
MA-LAJEADO NOVO;411
MA-LIMA CAMPOS;621
MA-LORETO;1226
MA-LUIS DOMINGUES;390
MA-MAGALHAES DE ALMEIDA;1045
MA-MARACACUME;949
MA-MARAJA DO SENA;5
MA-MARANHAOZINHO;757
MA-MATA ROMA;1101
MA-MATINHA;1057
MA-MATOES;1382
MA-MATOES DO NORTE;273
MA-MILAGRES DO MARANHAO;347
MA-MIRADOR;601
MA-MIRANDA DO NORTE;1345
MA-MIRINZAL;518
MA-MONCAO;1322
MA-MONTES ALTOS;394
MA-MORROS;856
MA-NINA RODRIGUES;378
MA-NOVA COLINAS;356
MA-NOVA IORQUE;272
MA-NOVA OLINDA DO MARANHAO;374
MA-OLHO D AGUA DAS CUNHAS;1182
MA-OLINDA NOVA DO MARANHAO;522
MA-PACO DO LUMIAR;7237
MA-PALMEIRANDIA;876
MA-PARAIBANO;931
MA-PARNARAMA;2025
MA-PASSAGEM FRANCA;400
MA-PASTOS BONS;1100
MA-PAULINO NEVES;51
MA-PAULO RAMOS;930
MA-PEDREIRAS;4350
MA-PEDRO DO ROSARIO;724
MA-PENALVA;1270
MA-PERI MIRIM;552
MA-PERITORO;1054
MA-PINDARE-MIRIM;2014
MA-PINHEIRO;4854
MA-PIO XII;1273
MA-PIRAPEMAS;662
MA-POCAO DE PEDRAS;773
MA-PORTO FRANCO;2332
MA-PORTO RICO DO MARANHAO;261
MA-PRESIDENTE DUTRA;3740
MA-PRESIDENTE JUSCELINO;476
MA-PRESIDENTE MEDICI;522
MA-PRESIDENTE SARNEY;82
MA-PRESIDENTE VARGAS;704
MA-PRIMEIRA CRUZ;350
MA-RAPOSA;1677
MA-RIACHAO;1504
MA-RIBAMAR FIQUENE;645
MA-ROSARIO;2983
MA-SAMBAIBA;836
MA-SANTA FILOMENA DO MARANHAO;296
MA-SANTA HELENA;1588
MA-SANTA INES;9782
MA-SANTA LUZIA;3740
MA-SANTA LUZIA DO PARUA;1685
MA-SANTA QUITERIA DO MARANHAO;1015
MA-SANTA RITA;1348
MA-SANTANA DO MARANHAO;391
MA-SANTO AMARO DO MARANHAO;620
MA-SANTO ANTONIO DOS LOPES;1250
MA-SAO BENEDITO DO RIO PRETO;715
MA-SAO BENTO;1257
MA-SAO BERNARDO;1211
MA-SAO DOMINGOS DO AZEITAO;619
MA-SAO DOMINGOS DO MARANHAO;1161
MA-SAO FELIX DE BALSAS;317
MA-SAO FRANCISCO DO BREJAO;610
MA-SAO FRANCISCO DO MARANHAO;545
MA-SAO JOAO BATISTA;1103
MA-SAO JOAO DO CARU;48
MA-SAO JOAO DO PARAISO;716
MA-SAO JOAO DO SOTER;426
MA-SAO JOAO DOS PATOS;2237
MA-SAO JOSE DE RIBAMAR;17281
MA-SAO JOSE DOS BASILIOS;231
MA-SAO LUIS;344535
MA-SAO LUIS GONZAGA DO MARANHAO;927
MA-SAO MATEUS DO MARANHAO;1970
MA-SAO PEDRO DA AGUA BRANCA;648
MA-SAO PEDRO DOS CRENTES;309
MA-SAO RAIMUNDO DAS MANGABEIRAS;2694
MA-SAO RAIMUNDO DO DOCA BEZERRA;288
MA-SAO ROBERTO;291
MA-SAO VICENTE FERRER;783
MA-SATUBINHA;419
MA-SENADOR ALEXANDRE COSTA;315
MA-SENADOR LA ROCQUE;920
MA-SERRANO DO MARANHAO;535
MA-SITIO NOVO;993
MA-SUCUPIRA DO NORTE;485
MA-SUCUPIRA DO RIACHAO;247
MA-TASSO FRAGOSO;1787
MA-TIMBIRAS;233
MA-TIMON;13552
MA-TRIZIDELA DO VALE;1843
MA-TUFILANDIA;314
MA-TUNTUM;1207
MA-TURIACU;1385
MA-TURILANDIA;605
MA-TUTOIA;4009
MA-URBANO SANTOS;1923
MA-VARGEM GRANDE;2458
MA-VIANA;1966
MA-VILA NOVA DOS MARTIRIOS;997
MA-VITORIA DO MEARIM;1450
MA-VITORINO FREIRE;1972
MA-ZE DOCA;3135
MA-IGNORADO;0
PI-ACAUA;295
PI-AGRICOLANDIA;150
PI-AGUA BRANCA;1456
PI-ALAGOINHA DO PIAUI;267
PI-ALEGRETE DO PIAUI;306
PI-ALTO LONGA;753
PI-ALTOS;2967
PI-ALVORADA DO GURGUEIA;390
PI-AMARANTE;777
PI-ANGICAL DO PIAUI;369
PI-ANISIO DE ABREU;461
PI-ANTONIO ALMEIDA;403
PI-AROAZES;174
PI-AROEIRAS DO ITAIM;181
PI-ARRAIAL;287
PI-ASSUNCAO DO PIAUI;352
PI-AVELINO LOPES;451
PI-BAIXA GRANDE DO RIBEIRO;2260
PI-BARRA D ALCANTARA;197
PI-BARRAS;2636
PI-BARREIRAS DO PIAUI;241
PI-BARRO DURO;421
PI-BATALHA;1172
PI-BELA VISTA DO PIAUI;227
PI-BELEM DO PIAUI;185
PI-BENEDITINOS;498
PI-BERTOLINIA;286
PI-BETANIA DO PIAUI;314
PI-BOA HORA;349
PI-BOCAINA;331
PI-BOM JESUS;3524
PI-BOM PRINCIPIO DO PIAUI;412
PI-BONFIM DO PIAUI;116
PI-BOQUEIRAO DO PIAUI;288
PI-BRASILEIRA;380
PI-BREJO DO PIAUI;233
PI-BURITI DOS LOPES;1062
PI-BURITI DOS MONTES;317
PI-CABECEIRAS DO PIAUI;510
PI-CAJAZEIRAS DO PIAUI;251
PI-CAJUEIRO DA PRAIA;890
PI-CALDEIRAO GRANDE DO PIAUI;199
PI-CAMPINAS DO PIAUI;253
PI-CAMPO ALEGRE DO FIDALGO;274
PI-CAMPO GRANDE DO PIAUI;306
PI-CAMPO LARGO DO PIAUI;292
PI-CAMPO MAIOR;4244
PI-CANAVIEIRA;248
PI-CANTO DO BURITI;1629
PI-CAPITAO DE CAMPOS;616
PI-CAPITAO GERVASIO OLIVEIRA;208
PI-CARACOL;499
PI-CARAUBAS DO PIAUI;299
PI-CARIDADE DO PIAUI;476
PI-CASTELO DO PIAUI;1066
PI-CAXINGO;388
PI-COCAL;1170
PI-COCAL DE TELHA;295
PI-COCAL DOS ALVES;308
PI-COIVARAS;253
PI-COLONIA DO GURGUEIA;306
PI-COLONIA DO PIAUI;369
PI-CONCEICAO DO CANINDE;232
PI-CORONEL JOSE DIAS;315
PI-CORRENTE;2337
PI-CRISTALANDIA DO PIAUI;375
PI-CRISTINO CASTRO;660
PI-CURIMATA;706
PI-CURRAIS;538
PI-CURRALINHOS;159
PI-CURRAL NOVO DO PIAUI;356
PI-DEMERVAL LOBAO;1121
PI-DIRCEU ARCOVERDE;336
PI-DOM EXPEDITO LOPES;354
PI-DOMINGOS MOURAO;176
PI-DOM INOCENCIO;271
PI-ELESBAO VELOSO;1029
PI-ELISEU MARTINS;309
PI-ESPERANTINA;2769
PI-FARTURA DO PIAUI;272
PI-FLORES DO PIAUI;408
PI-FLORESTA DO PIAUI;187
PI-FLORIANO;10125
PI-FRANCINOPOLIS;201
PI-FRANCISCO AYRES;256
PI-FRANCISCO MACEDO;180
PI-FRANCISCO SANTOS;370
PI-FRONTEIRAS;553
PI-GEMINIANO;233
PI-GILBUES;798
PI-GUADALUPE;939
PI-GUARIBAS;241
PI-HUGO NAPOLEAO;208
PI-ILHA GRANDE;448
PI-INHUMA;705
PI-IPIRANGA DO PIAUI;372
PI-ISAIAS COELHO;323
PI-ITAINOPOLIS;412
PI-ITAUEIRA;483
PI-JACOBINA DO PIAUI;307
PI-JAICOS;700
PI-JARDIM DO MULATO;175
PI-JATOBA DO PIAUI;238
PI-JERUMENHA;433
PI-JOAO COSTA;243
PI-JOAQUIM PIRES;670
PI-JOCA MARQUES;174
PI-JOSE DE FREITAS;2317
PI-JUAZEIRO DO PIAUI;352
PI-JULIO BORGES;402
PI-JUREMA;273
PI-LAGOINHA DO PIAUI;234
PI-LAGOA ALEGRE;502
PI-LAGOA DO BARRO DO PIAUI;913
PI-LAGOA DE SAO FRANCISCO;369
PI-LAGOA DO PIAUI;276
PI-LAGOA DO SITIO;219
PI-LANDRI SALES;318
PI-LUIS CORREIA;2229
PI-LUZILANDIA;1230
PI-MADEIRO;316
PI-MANOEL EMIDIO;401
PI-MARCOLANDIA;456
PI-MARCOS PARENTE;308
PI-MASSAPE DO PIAUI;275
PI-MATIAS OLIMPIO;547
PI-MIGUEL ALVES;1309
PI-MIGUEL LEAO;165
PI-MILTON BRANDAO;359
PI-MONSENHOR GIL;679
PI-MONSENHOR HIPOLITO;216
PI-MONTE ALEGRE DO PIAUI;907
PI-MORRO CABECA NO TEMPO;262
PI-MORRO DO CHAPEU DO PIAUI;366
PI-MURICI DOS PORTELAS;448
PI-NAZARE DO PIAUI;455
PI-NAZARIA;1275
PI-NOSSA SENHORA DE NAZARE;266
PI-NOSSA SENHORA DOS REMEDIOS;192
PI-NOVO ORIENTE DO PIAUI;331
PI-NOVO SANTO ANTONIO;149
PI-OEIRAS;3040
PI-OLHO D AGUA DO PIAUI;143
PI-PADRE MARCOS;408
PI-PAES LANDIM;191
PI-PAJEU DO PIAUI;210
PI-PALMEIRA DO PIAUI;209
PI-PALMEIRAIS;604
PI-PAQUETA;211
PI-PARNAGUA;549
PI-PARNAIBA;21752
PI-PASSAGEM FRANCA DO PIAUI;213
PI-PATOS DO PIAUI;270
PI-PAU D ARCO DO PIAUI;135
PI-PAULISTANA;1294
PI-PAVUSSU;235
PI-PEDRO II;2029
PI-PEDRO LAURENTINO;208
PI-NOVA SANTA RITA;189
PI-PICOS;14408
PI-PIMENTEIRAS;484
PI-PIO IX;628
PI-PIRACURUCA;1904
PI-PIRIPIRI;5765
PI-PORTO;542
PI-PORTO ALEGRE DO PIAUI;157
PI-PRATA DO PIAUI;159
PI-QUEIMADA NOVA;423
PI-REDENCAO DO GURGUEIA;470
PI-REGENERACAO;1272
PI-RIACHO FRIO;301
PI-RIBEIRA DO PIAUI;262
