Município;Total;
PI-NOSSA SENHORA DOS REMEDIOS;141;
PI-NOVO ORIENTE DO PIAUI;198;
PI-NOVO SANTO ANTONIO;0;
PI-OEIRAS;670;
PI-OLHO D AGUA DO PIAUI;0;
PI-PADRE MARCOS;60;
PI-PAES LANDIM;1;
PI-PAJEU DO PIAUI;0;
PI-PALMEIRA DO PIAUI;44;
PI-PALMEIRAIS;38;
PI-PAQUETA;0;
PI-PARNAGUA;2;
PI-PARNAIBA;7333;
PI-PASSAGEM FRANCA DO PIAUI;77;
PI-PATOS DO PIAUI;29;
PI-PAU D ARCO DO PIAUI;0;
PI-PAULISTANA;90;
PI-PAVUSSU;0;
PI-PEDRO II;463;
PI-PEDRO LAURENTINO;0;
PI-NOVA SANTA RITA;0;
PI-PICOS;3323;
PI-PIMENTEIRAS;131;
PI-PIO IX;186;
PI-PIRACURUCA;462;
PI-PIRIPIRI;1330;
PI-PORTO;287;
PI-PORTO ALEGRE DO PIAUI;0;
PI-PRATA DO PIAUI;90;
PI-QUEIMADA NOVA;21;
PI-REDENCAO DO GURGUEIA;63;
PI-REGENERACAO;245;
PI-RIACHO FRIO;0;
PI-RIBEIRA DO PIAUI;0;
PI-RIBEIRO GONCALVES;59;
PI-RIO GRANDE DO PIAUI;90;
PI-SANTA CRUZ DO PIAUI;67;
PI-SANTA CRUZ DOS MILAGRES;139;
PI-SANTA FILOMENA;81;
PI-SANTA LUZ;95;
PI-SANTANA DO PIAUI;166;
PI-SANTA ROSA DO PIAUI;134;
PI-SANTO ANTONIO DE LISBOA;85;
PI-SANTO ANTONIO DOS MILAGRES;0;
PI-SANTO INACIO DO PIAUI;123;
PI-SAO BRAZ DO PIAUI;23;
PI-SAO FELIX DO PIAUI;333;
PI-SAO FRANCISCO ASSIS DO PIAUI;0;
PI-SAO FRANCISCO DO PIAUI;8;
PI-SAO GONCALO DO GURGEIA;0;
PI-SAO GONCALO DO PIAUI;206;
PI-SAO JOAO DA CANABRAVA;73;
PI-SAO JOAO DA FRONTEIRA;0;
PI-SAO JOAO DA SERRA;7;
PI-SAO JOAO DA VARJOTA;0;
PI-SAO JOAO DO ARRAIAL;0;
PI-SAO JOAO DO PIAUI;366;
PI-SAO JOSE DO DIVINO;0;
PI-SAO JOSE DO PEIXE;142;
PI-SAO JOSE DO PIAUI;67;
PI-SAO JULIAO;69;
PI-SAO LOURENCO DO PIAUI;0;
PI-SAO LUIS DO PIAUI;0;
PI-SAO MIGUEL DA BAIXA GRANDE;0;
PI-SAO MIGUEL DO FIDALGO;0;
PI-SAO MIGUEL DO TAPUIO;63;
PI-SAO PEDRO DO PIAUI;323;
PI-SAO RAIMUNDO NONATO;626;
PI-SEBASTIAO BARROS;0;
PI-SEBASTIAO LEAL;0;
PI-SIGEFREDO PACHECO;0;
PI-SIMOES;259;
PI-SIMPLICIO MENDES;146;
PI-SOCORRO DO PIAUI;1;
PI-SUSSUAPARA;0;
PI-TAMBORIL DO PIAUI;0;
PI-TANQUE DO PIAUI;0;
PI-TERESINA;142844;
PI-UNIAO;1659;
PI-URUCUI;97;
PI-VALENCA DO PIAUI;431;
PI-VARZEA BRANCA;9;
PI-VARZEA GRANDE;66;
PI-VERA MENDES;0;
PI-VILA NOVA DO PIAUI;0;
PI-WALL FERRAZ;0;
PI-IGNORADO;0;
CE-ABAIARA;333;
CE-ACARAPE;770;
CE-ACARAU;586;
CE-ACOPIARA;2953;
CE-AIUABA;558;
CE-ALCANTARAS;604;
CE-ALTANEIRA;144;
CE-ALTO SANTO;332;
CE-AMONTADA;730;
CE-ANTONINA DO NORTE;102;
CE-APUIARES;155;
CE-AQUIRAZ;2445;
CE-ARACATI;3547;
CE-ARACOIABA;648;
CE-ARARENDA;194;
CE-ARARIPE;416;
CE-ARATUBA;320;
CE-ARNEIROZ;295;
CE-ASSARE;883;
CE-AURORA;843;
CE-BAIXIO;273;
CE-BANABUIU;486;
CE-BARBALHA;3674;
CE-BARREIRA;245;
CE-BARRO;790;
CE-BARROQUINHA;504;
CE-BATURITE;1118;
CE-BEBERIBE;1045;
CE-BELA CRUZ;731;
CE-BOA VIAGEM;941;
CE-BREJO SANTO;1305;
CE-CAMOCIM;2150;
CE-CAMPOS SALES;614;
CE-CANINDE;1591;
CE-CAPISTRANO;374;
CE-CARIDADE;279;
CE-CARIRE;66;
CE-CARIRIACU;548;
CE-CARIUS;450;
CE-CARNAUBAL;196;
CE-CASCAVEL;3216;
CE-CATARINA;234;
CE-CATUNDA;184;
CE-CAUCAIA;11360;
CE-CEDRO;740;
CE-CHAVAL;762;
CE-CHORO;98;
CE-CHOROZINHO;357;
CE-COREAU;1203;
CE-CRATEUS;1663;
CE-CRATO;6319;
CE-CROATA;143;
CE-CRUZ;200;
CE-DEPUTADO IRAPUAN PINHEIRO;228;
CE-ERERE;225;
CE-EUSEBIO;13570;
CE-FARIAS BRITO;635;
CE-FORQUILHA;940;
CE-FORTALEZA;388525;
CE-FORTIM;135;
CE-FRECHEIRINHA;270;
CE-GENERAL SAMPAIO;251;
CE-GRACA;374;
CE-GRANJA;892;
CE-GRANJEIRO;532;
CE-GROAIRAS;32;
CE-GUAIUBA;430;
CE-GUARACIABA DO NORTE;518;
CE-GUARAMIRANGA;135;
CE-HIDROLANDIA;33;
CE-HORIZONTE;3235;
CE-IBARETAMA;171;
CE-IBIAPINA;283;
CE-IBICUITINGA;406;
CE-ICAPUI;486;
CE-ICO;1792;
CE-IGUATU;3299;
CE-INDEPENDENCIA;1173;
CE-IPAPORANGA;124;
CE-IPAUMIRIM;397;
CE-IPU;603;
CE-IPUEIRAS;618;
CE-IRACEMA;452;
CE-IRAUCUBA;833;
CE-ITAICABA;810;
CE-ITAITINGA;547;
CE-ITAPAGE;734;
CE-ITAPIPOCA;2012;
CE-ITAPIUNA;377;
CE-ITAREMA;356;
CE-ITATIRA;290;
CE-JAGUARETAMA;402;
CE-JAGUARIBARA;149;
CE-JAGUARIBE;1016;
CE-JAGUARUANA;1655;
CE-JARDIM;499;
CE-JATI;15;
CE-JIJOCA DE JERICOACOARA;0;
CE-JUAZEIRO DO NORTE;12613;
CE-JUCAS;407;
CE-LAVRAS DA MANGABEIRA;1432;
CE-LIMOEIRO DO NORTE;2239;
CE-MADALENA;453;
CE-MARACANAU;20741;
CE-MARANGUAPE;4826;
CE-MARCO;477;
CE-MARTINOPOLE;207;
CE-MASSAPE;983;
CE-MAURITI;880;
CE-MERUOCA;557;
CE-MILAGRES;1061;
CE-MILHA;278;
CE-MIRAIMA;376;
CE-MISSAO VELHA;476;
CE-MOMBACA;1096;
CE-MONSENHOR TABOSA;813;
CE-MORADA NOVA;2894;
CE-MORAUJO;464;
CE-MORRINHOS;537;
CE-MUCAMBO;433;
CE-MULUNGU;239;
CE-NOVA OLINDA;492;
CE-NOVA RUSSAS;539;
CE-NOVO ORIENTE;564;
CE-OCARA;455;
CE-OROS;791;
CE-PACAJUS;3246;
CE-PACATUBA;1065;
CE-PACOTI;314;
CE-PACUJA;384;
CE-PALHANO;473;
CE-PALMACIA;316;
CE-PARACURU;1105;
CE-PARAIPABA;423;
CE-PARAMBU;372;
CE-PARAMOTI;139;
CE-PEDRA BRANCA;913;
CE-PENAFORTE;173;
CE-PENTECOSTE;547;
CE-PEREIRO;389;
CE-PINDORETAMA;251;
CE-PIQUET CARNEIRO;165;
CE-PIRES FERREIRA;206;
CE-PORANGA;342;
CE-PORTEIRAS;211;
CE-POTENGI;362;
CE-POTIRETAMA;140;
CE-QUITERIANOPOLIS;3;
CE-QUIXADA;2737;
CE-QUIXELO;236;
CE-QUIXERAMOBIM;1619;
CE-QUIXERE;982;
CE-REDENCAO;1071;
CE-RERIUTABA;57;
CE-RUSSAS;1579;
CE-SABOEIRO;77;
CE-SALITRE;30;
CE-SANTANA DO ACARAU;366;
CE-SANTANA DO CARIRI;310;
CE-SANTA QUITERIA;476;
CE-SAO BENEDITO;518;
CE-SAO GONCALO DO AMARANTE;821;
CE-SAO JOAO DO JAGUARIBE;293;
CE-SAO LUIS DO CURU;419;
CE-SENADOR POMPEU;778;
CE-SENADOR SA;517;
CE-SOBRAL;11648;
CE-SOLONOPOLE;320;
CE-TABULEIRO DO NORTE;622;
CE-TAMBORIL;526;
CE-TARRAFAS;251;
CE-TAUA;1346;
CE-TEJUCUOCA;271;
CE-TIANGUA;1487;
CE-TRAIRI;542;
CE-TURURU;318;
CE-UBAJARA;877;
CE-UMARI;329;
CE-UMIRIM;455;
CE-URUBURETAMA;725;
CE-URUOCA;547;
CE-VARJOTA;835;
CE-VARZEA ALEGRE;1141;
CE-VICOSA DO CEARA;906;
CE-IGNORADO;0;
RN-ACARI;413;
RN-ACU;3033;
RN-AFONSO BEZERRA;388;
RN-AGUA NOVA;250;
RN-ALEXANDRIA;344;
RN-ALMINO AFONSO;79;
RN-ALTO DO RODRIGUES;453;
RN-ANGICOS;238;
RN-ANTONIO MARTINS;116;
RN-APODI;792;
RN-AREIA BRANCA;2011;
RN-ARES;3214;
RN-AUGUSTO SEVERO;510;
RN-BAIA FORMOSA;1809;
RN-BARAUNA;484;
RN-BARCELONA;100;
RN-BENTO FERNANDES;117;
RN-BODO;0;
RN-BOM JESUS;255;
RN-BREJINHO;131;
RN-CAICARA DO NORTE;0;
RN-CAICARA DO RIO DO VENTO;170;
RN-CAICO;3404;
RN-CAMPO REDONDO;178;
RN-CANGUARETAMA;1067;
RN-CARAUBAS;484;
RN-CARNAUBA DOS DANTAS;158;
RN-CARNAUBAIS;424;
RN-CEARA-MIRIM;2986;
RN-CERRO CORA;314;
RN-CORONEL EZEQUIEL;145;
RN-CORONEL JOAO PESSOA;79;
RN-CRUZETA;291;
RN-CURRAIS NOVOS;2059;
RN-DOUTOR SEVERIANO;74;
RN-PARNAMIRIM;7456;
RN-ENCANTO;120;
RN-EQUADOR;129;
RN-ESPIRITO SANTO;123;
RN-EXTREMOZ;365;
RN-FELIPE GUERRA;266;
RN-FERNANDO PEDROSA;0;
RN-FLORANIA;377;
RN-FRANCISCO DANTAS;155;
RN-FRUTUOSO GOMES;151;
RN-GALINHOS;94;
RN-GOIANINHA;548;
RN-GOVERNADOR DIX-SEPT ROSADO;485;
RN-GROSSOS;324;
RN-GUAMARE;453;
RN-IELMO MARINHO;184;
RN-IPANGUACU;997;
RN-IPUEIRA;89;
RN-ITAJA;0;
RN-ITAU;272;
RN-JACANA;186;
RN-JANDAIRA;150;
RN-JANDUIS;266;
RN-BOA SAUDE;5;
RN-JAPI;503;
RN-JARDIM DE ANGICOS;126;
RN-JARDIM DE PIRANHAS;242;
RN-JARDIM DO SERIDO;656;
RN-JOAO CAMARA;614;
RN-JOAO DIAS;153;
RN-JOSE DA PENHA;154;
RN-JUCURUTU;369;
RN-JUNDIA;0;
RN-LAGOA D ANTA;204;
RN-LAGOA DE PEDRAS;131;
RN-LAGOA DE VELHOS;105;
RN-LAGOA NOVA;707;
RN-LAGOA SALGADA;6;
RN-LAJES;473;
RN-LAJES PINTADAS;119;
RN-LUCRECIA;265;
RN-LUIS GOMES;219;
RN-MACAIBA;1494;
RN-MACAU;3149;
RN-MAJOR SALES;0;
RN-MARCELINO VIEIRA;478;
RN-MARTINS;158;
RN-MAXARANGUAPE;224;
RN-MESSIAS TARGINO;262;
RN-MONTANHAS;202;
RN-MONTE ALEGRE;355;
RN-MONTE DAS GAMELEIRAS;242;
RN-MOSSORO;28828;
RN-NATAL;180915;
RN-NISIA FLORESTA;1221;
RN-NOVA CRUZ;885;
RN-OLHO D AGUA DO BORGES;206;
RN-OURO BRANCO;202;
RN-PARANA;183;
RN-PARAU;4;
RN-PARAZINHO;162;
RN-PARELHAS;520;
RN-RIO DO FOGO;0;
RN-PASSA E FICA;147;
RN-PASSAGEM;177;
RN-PATU;417;
RN-SANTA MARIA;0;
RN-PAU DOS FERROS;1106;
RN-PEDRA GRANDE;106;
RN-PEDRA PRETA;1;
RN-PEDRO AVELINO;285;
RN-PEDRO VELHO;236;
RN-PENDENCIAS;824;
RN-PILOES;82;
RN-POCO BRANCO;292;
RN-PORTALEGRE;151;
RN-PORTO DO MANGUE;0;
RN-SERRA CAIADA;120;
RN-PUREZA;9;
RN-RAFAEL FERNANDES;111;
RN-RAFAEL GODEIRO;230;
RN-RIACHO DA CRUZ;118;
RN-RIACHO DE SANTANA;264;
RN-RIACHUELO;186;
RN-RODOLFO FERNANDES;177;
RN-TIBAU;0;
RN-RUY BARBOSA;261;
RN-SANTA CRUZ;1092;
RN-SANTANA DO MATOS;324;
RN-SANTANA DO SERIDO;166;
RN-SANTO ANTONIO;539;
RN-SAO BENTO DO NORTE;145;
RN-SAO BENTO DO TRAIRI;295;
RN-SAO FERNANDO;150;
RN-SAO FRANCISCO DO OESTE;193;
RN-SAO GONCALO DO AMARANTE;5826;
RN-SAO JOAO DO SABUGI;132;
RN-SAO JOSE DE MIPIBU;828;
RN-SAO JOSE DO CAMPESTRE;221;
RN-SAO JOSE DO SERIDO;116;
RN-SAO MIGUEL;465;
RN-SAO MIGUEL DE TOUROS;0;
RN-SAO PAULO DO POTENGI;718;
RN-SAO PEDRO;134;
RN-SAO RAFAEL;310;
RN-SAO TOME;269;
RN-SAO VICENTE;123;
RN-SENADOR ELOI DE SOUZA;224;
RN-SENADOR GEORGINO AVELINO;107;
RN-SERRA DE SAO BENTO;172;
RN-SERRA DO MEL;50;
RN-SERRA NEGRA DO NORTE;57;
RN-SERRINHA;191;
RN-SERRINHA DOS PINTOS;0;
RN-SEVERIANO MELO;252;
RN-SITIO NOVO;189;
RN-TABOLEIRO GRANDE;121;
RN-TAIPU;410;
RN-TANGARA;214;
RN-TENENTE ANANIAS;381;
RN-TENENTE LAURENTINO CRUZ;0;
RN-TIBAU DO SUL;294;
RN-TIMBAUBA DOS BATISTAS;45;
RN-TOUROS;495;
RN-TRIUNFO POTIGUAR;0;
RN-UMARIZAL;223;
RN-UPANEMA;239;
RN-VARZEA;95;
RN-VENHA-VER;0;
RN-VERA CRUZ;295;
RN-VICOSA;2;
RN-VILA FLOR;82;
RN-IGNORADO;0;
PB-AGUA BRANCA;142;
PB-AGUIAR;437;
PB-ALAGOA GRANDE;1118;
PB-ALAGOA NOVA;667;
PB-ALAGOINHA;242;
PB-ALCANTIL;0;
PB-ALGODAO DE JANDAIRA;0;
PB-ALHANDRA;817;
PB-SAO JOAO DO RIO DO PEIXE;1320;
PB-AMPARO;0;
PB-APARECIDA;0;
PB-ARACAGI;408;
PB-ARARA;420;
PB-ARARUNA;718;
PB-AREIA;836;
PB-AREIA DE BARAUNAS;0;
PB-AREIAL;382;
PB-AROEIRAS;535;
PB-ASSUNCAO;0;
PB-BAIA DA TRAICAO;200;
PB-BANANEIRAS;527;
PB-BARAUNA;0;
PB-BARRA DE SANTANA;0;
PB-BARRA DE SANTA ROSA;405;
PB-BARRA DE SAO MIGUEL;99;
PB-BAYEUX;5315;
PB-BELEM;523;
PB-BELEM DO BREJO DO CRUZ;92;
PB-BERNARDINO BATISTA;0;
PB-BOA VENTURA;212;
PB-BOA VISTA;0;
PB-BOM JESUS;164;
PB-BOM SUCESSO;155;
PB-BONITO DE SANTA FE;750;
PB-BOQUEIRAO;525;
PB-IGARACY;278;
PB-BORBOREMA;286;
PB-BREJO DO CRUZ;326;
PB-BREJO DOS SANTOS;756;
PB-CAAPORA;2710;
PB-CABACEIRAS;329;
PB-CABEDELO;5704;
PB-CACHOEIRA DOS INDIOS;360;
PB-CACIMBA DE AREIA;85;
PB-CACIMBA DE DENTRO;298;
PB-CACIMBAS;0;
PB-CAICARA;535;
PB-CAJAZEIRAS;2481;
PB-CAJAZEIRINHAS;0;
PB-CALDAS BRANDAO;202;
PB-CAMALAU;253;
PB-CAMPINA GRANDE;34903;
PB-CAPIM;0;
PB-CARAUBAS;0;
PB-CARRAPATEIRA;180;
PB-CASSERENGUE;0;
PB-CATINGUEIRA;45;
PB-CATOLE DO ROCHA;818;
PB-CATURITE;0;
PB-CONCEICAO;307;
PB-CONDADO;42;
PB-CONDE;426;
PB-CONGO;107;
PB-COREMAS;1266;
PB-COXIXOLA;0;
PB-CRUZ DO ESPIRITO SANTO;771;
PB-CUBATI;162;
PB-CUITE;928;
PB-CUITEGI;271;
PB-CUITE DE MAMANGUAPE;0;
PB-CURRAL DE CIMA;0;
PB-CURRAL VELHO;104;
PB-DAMIAO;0;
PB-DESTERRO;48;
PB-VISTA SERRANA;67;
PB-DIAMANTE;221;
PB-DONA INES;179;
PB-DUAS ESTRADAS;295;
PB-EMAS;2;
PB-ESPERANCA;1400;
PB-FAGUNDES;219;
PB-FREI MARTINHO;101;
PB-GADO BRAVO;0;
PB-GUARABIRA;3030;
PB-GURINHEM;670;
PB-GURJAO;210;
PB-IBIARA;80;
PB-IMACULADA;233;
PB-INGA;832;
PB-ITABAIANA;1360;
PB-ITAPORANGA;746;
PB-ITAPOROROCA;538;
PB-ITATUBA;206;
PB-JACARAU;794;
PB-JERICO;559;
PB-JOAO PESSOA;161556;
PB-JUAREZ TAVORA;429;
PB-JUAZEIRINHO;413;
PB-JUNCO DO SERIDO;323;
PB-JURIPIRANGA;319;
PB-JURU;5;
PB-LAGOA;364;
PB-LAGOA DE DENTRO;346;
PB-LAGOA SECA;892;
PB-LASTRO;252;
PB-LIVRAMENTO;232;
PB-LOGRADOURO;0;
PB-LUCENA;721;
PB-MAE D AGUA;25;
PB-MALTA;24;
PB-MAMANGUAPE;2822;
PB-MANAIRA;163;
PB-MARCACAO;0;
PB-MARI;714;
PB-MARIZOPOLIS;0;
PB-MASSARANDUBA;307;
PB-MATARACA;326;
PB-MATINHAS;0;
PB-MATO GROSSO;0;
PB-MATUREIA;0;
PB-MOGEIRO;227;
PB-MONTADAS;176;
PB-MONTE HOREBE;144;
PB-MONTEIRO;761;
PB-MULUNGU;363;
PB-NATUBA;140;
PB-NAZAREZINHO;281;
PB-NOVA FLORESTA;191;
PB-NOVA OLINDA;326;
PB-NOVA PALMEIRA;232;
PB-OLHO D AGUA;381;
PB-OLIVEDOS;99;
PB-OURO VELHO;138;
PB-PARARI;0;
PB-PASSAGEM;137;
PB-PATOS;3774;
PB-PAULISTA;108;
PB-PEDRA BRANCA;254;
PB-PEDRA LAVRADA;189;
PB-PEDRAS DE FOGO;3400;
PB-PIANCO;1490;
PB-PICUI;706;
PB-PILAR;434;
PB-PILOES;219;
PB-PILOEZINHOS;399;
PB-PIRPIRITUBA;448;
PB-PITIMBU;326;
PB-POCINHOS;1834;
PB-POCO DANTAS;0;
PB-POCO DE JOSE DE MOURA;0;
PB-POMBAL;858;
PB-PRATA;2;
PB-PRINCESA ISABEL;401;
PB-PUXINANA;377;
PB-QUEIMADAS;1513;
PB-QUIXABA;89;
PB-REMIGIO;369;
PB-PEDRO REGIO;0;
PB-RIACHAO;0;
PB-RIACHAO DO BACAMARTE;0;
PB-RIACHAO DO POCO;0;
PB-RIACHO DE SANTO ANTONIO;0;
PB-RIACHO DOS CAVALOS;448;
PB-RIO TINTO;1518;
PB-SALGADINHO;109;
PB-SALGADO DE SAO FELIX;1133;
PB-SANTA CECILIA;0;
PB-SANTA CRUZ;198;
PB-SANTA HELENA;332;
PB-SANTA INES;0;
PB-SANTA LUZIA;507;
PB-SANTANA DE MANGUEIRA;53;
PB-SANTANA DOS GARROTES;453;
PB-SANTAREM;0;
PB-SANTA RITA;12278;
PB-SANTA TERESINHA;231;
PB-SANTO ANDRE;0;
PB-SAO BENTO;340;
PB-SAO BENTINHO;0;
PB-SAO DOMINGOS DO CARIRI;0;
PB-SAO DOMINGOS DE POMBAL;0;
PB-SAO FRANCISCO;0;
PB-SAO JOAO DO CARIRI;572;
PB-SAO JOAO DO TIGRE;63;
PB-SAO JOSE DA LAGOA TAPADA;375;
PB-SAO JOSE DE CAIANA;84;
PB-SAO JOSE DE ESPINHARAS;74;
PB-SAO JOSE DOS RAMOS;0;
PB-SAO JOSE DE PIRANHAS;784;
PB-SAO JOSE DE PRINCESA;0;
PB-SAO JOSE DO BONFIM;61;
PB-SAO JOSE DO BREJO DO CRUZ;0;
PB-SAO JOSE DO SABUGI;243;
PB-SAO JOSE DOS CORDEIROS;206;
PB-SAO MAMEDE;469;
PB-SAO MIGUEL DE TAIPU;92;
PB-SAO SEBASTIAO DE LAGOA DE ROCA;451;
PB-SAO SEBASTIAO DO UMBUZEIRO;48;
PB-SAPE;2097;
PB-SERIDO;294;
PB-SERRA BRANCA;433;
PB-SERRA DA RAIZ;248;
PB-SERRA GRANDE;149;
PB-SERRA REDONDA;444;
PB-SERRARIA;390;
PB-SERTAOZINHO;0;
PB-SOBRADO;0;
PB-SOLANEA;671;
PB-SOLEDADE;743;
PB-SOSSEGO;0;
PB-SOUSA;3460;
PB-SUME;414;
PB-CAMPO DE SANTANA;699;
PB-TAPEROA;595;
PB-TAVARES;222;
PB-TEIXEIRA;367;
PB-TENORIO;0;
PB-TRIUNFO;330;
PB-UIRAUNA;680;
PB-UMBUZEIRO;237;
PB-VARZEA;88;
PB-VIEIROPOLIS;0;
PB-ZABELE;0;
PB-IGNORADO;0;
PE-ABREU E LIMA;4717;
PE-AFOGADOS DA INGAZEIRA;1217;
PE-AFRANIO;275;
PE-AGRESTINA;675;
PE-AGUA PRETA;1859;
PE-AGUAS BELAS;538;
PE-ALAGOINHA;417;
PE-ALIANCA;4945;
PE-ALTINHO;446;
PE-AMARAJI;744;
PE-ANGELIM;370;
PE-ARACOIABA;0;
PE-ARARIPINA;2689;
PE-ARCOVERDE;3634;
PE-BARRA DE GUABIRABA;78;
PE-BARREIROS;5139;
PE-BELEM DE MARIA;448;
PE-BELEM DE SAO FRANCISCO;585;
PE-BELO JARDIM;4241;
PE-BETANIA;247;
PE-BEZERROS;1954;
PE-BODOCO;409;
PE-BOM CONSELHO;1073;
PE-BOM JARDIM;627;
PE-BONITO;1324;
PE-BREJAO;296;
PE-BREJINHO;167;
PE-BREJO DA MADRE DE DEUS;609;
PE-BUENOS AIRES;621;
PE-BUIQUE;782;
PE-CABO DE SANTO AGOSTINHO;12899;
PE-CABROBO;556;
PE-CACHOEIRINHA;537;
PE-CAETES;486;
PE-CALCADO;212;
PE-CALUMBI;275;
PE-CAMARAGIBE;5292;
PE-CAMOCIM DE SAO FELIX;273;
PE-CAMUTANGA;3642;
PE-CANHOTINHO;503;
PE-CAPOEIRAS;344;
PE-CARNAIBA;425;
PE-CARNAUBEIRA DA PENHA;209;
PE-CARPINA;4763;
PE-CARUARU;16351;
PE-CASINHAS;0;
PE-CATENDE;4355;
PE-CEDRO;371;
PE-CHA DE ALEGRIA;1373;
PE-CHA GRANDE;168;
PE-CONDADO;696;
PE-CORRENTES;459;
PE-CORTES;2907;
PE-CUMARU;516;
PE-CUPIRA;432;
PE-CUSTODIA;696;
PE-DORMENTES;299;
PE-ESCADA;7061;
PE-EXU;1057;
PE-FEIRA NOVA;484;
PE-FERNANDO DE NORONHA;127;
PE-FERREIROS;559;
PE-FLORES;513;
PE-FLORESTA;364;
PE-FREI MIGUELINHO;510;
PE-GAMELEIRA;1445;
PE-GARANHUNS;7500;
PE-GLORIA DO GOITA;772;
PE-GOIANA;12475;
PE-GRANITO;169;
PE-GRAVATA;2551;
PE-IATI;265;
PE-IBIMIRIM;308;
PE-IBIRAJUBA;1;
PE-IGARASSU;6057;
PE-IGUARACI;338;
PE-INAJA;626;
PE-INGAZEIRA;97;
PE-IPOJUCA;10482;
PE-IPUBI;526;
PE-ITACURUBA;6;
PE-ITAIBA;280;
PE-ITAMARACA;671;
PE-ITAMBE;1931;
PE-ITAPETIM;469;
PE-ITAPISSUMA;1885;
PE-ITAQUITINGA;816;
PE-JABOATAO DOS GUARARAPES;47727;
PE-JAQUEIRA;0;
PE-JATAUBA;1033;
PE-JATOBA;0;
PE-JOAO ALFREDO;168;
PE-JOAQUIM NABUCO;5922;
PE-JUCATI;70;
PE-JUPI;256;
PE-JUREMA;27;
PE-LAGOA DO CARRO;337;
PE-LAGOA DO ITAENGA;2957;
PE-LAGOA DO OURO;229;
PE-LAGOA DOS GATOS;49;
PE-LAGOA GRANDE;0;
PE-LAJEDO;676;
PE-LIMOEIRO;2619;
PE-MACAPARANA;2396;
PE-MACHADOS;35;
PE-MANARI;0;
PE-MARAIAL;3056;
PE-MIRANDIBA;425;
PE-MORENO;3843;
PE-NAZARE DA MATA;4766;
PE-OLINDA;45267;
PE-OROBO;626;
PE-OROCO;278;
PE-OURICURI;1000;
PE-PALMARES;2302;
PE-PALMEIRINA;408;
PE-PANELAS;447;
PE-PARANATAMA;249;
PE-PARNAMIRIM;429;
PE-PASSIRA;1052;
PE-PAUDALHO;3267;
PE-PAULISTA;17522;
PE-PEDRA;589;
PE-PESQUEIRA;3046;
PE-PETROLANDIA;2062;
PE-PETROLINA;18783;
PE-POCAO;170;
PE-POMBOS;940;
PE-PRIMAVERA;2872;
PE-QUIPAPA;567;
PE-QUIXABA;258;
PE-RECIFE;411301;
PE-RIACHO DAS ALMAS;683;
PE-RIBEIRAO;4155;
PE-RIO FORMOSO;7713;
PE-SAIRE;297;
PE-SALGADINHO;167;
PE-SALGUEIRO;2218;
PE-SALOA;27;
PE-SANHARO;963;
PE-SANTA CRUZ;32;
PE-SANTA CRUZ DA BAIXA VERDE;251;
PE-SANTA CRUZ DO CAPIBARIBE;1066;
PE-SANTA FILOMENA;0;
PE-SANTA MARIA DA BOA VISTA;4361;
PE-SANTA MARIA DO CAMBUCA;305;
PE-SANTA TEREZINHA;379;
PE-SAO BENEDITO DO SUL;499;
PE-SAO BENTO DO UNA;1076;
PE-SAO CAITANO;1262;
PE-SAO JOAO;455;
PE-SAO JOAQUIM DO MONTE;527;
PE-SAO JOSE DA COROA GRANDE;529;
PE-SAO JOSE DO BELMONTE;293;
PE-SAO JOSE DO EGITO;695;
PE-SAO LOURENCO DA MATA;7385;
PE-SAO VICENTE FERRER;781;
PE-SERRA TALHADA;3762;
PE-SERRITA;120;
PE-SERTANIA;767;
PE-SIRINHAEM;5679;
PE-MOREILANDIA;433;
PE-SOLIDAO;188;
PE-SURUBIM;1738;
PE-TABIRA;652;
PE-TACAIMBO;280;
PE-TACARATU;443;
PE-TAMANDARE;0;
PE-TAQUARITINGA DO NORTE;367;
PE-TEREZINHA;397;
PE-TERRA NOVA;165;
PE-TIMBAUBA;4450;
PE-TORITAMA;441;
PE-TRACUNHAEM;862;
PE-TRINDADE;592;
PE-TRIUNFO;567;
PE-TUPANATINGA;374;
PE-TUPARETAMA;245;
PE-VENTUROSA;637;
PE-VERDEJANTE;251;
PE-VERTENTE DO LERIO;358;
PE-VERTENTES;444;
PE-VICENCIA;5824;
PE-VITORIA DE SANTO ANTAO;7087;
PE-XEXEU;1235;
PE-IGNORADO;0;
AL-AGUA BRANCA;408;
AL-ANADIA;590;
AL-ARAPIRACA;11826;
AL-ATALAIA;3781;
AL-BARRA DE SANTO ANTONIO;277;
AL-BARRA DE SAO MIGUEL;384;
AL-BATALHA;303;
AL-BELEM;3410;
AL-BELO MONTE;163;
AL-BOCA DA MATA;5671;
AL-BRANQUINHA;170;
AL-CACIMBINHAS;217;
AL-CAJUEIRO;2270;
AL-CAMPESTRE;0;
AL-CAMPO ALEGRE;5147;
AL-CAMPO GRANDE;268;
AL-CANAPI;135;
AL-CAPELA;1161;
AL-CARNEIROS;192;
AL-CHA PRETA;219;
AL-COITE DO NOIA;269;
AL-COLONIA LEOPOLDINA;2587;
AL-COQUEIRO SECO;213;
AL-CORURIPE;9119;
AL-CRAIBAS;9;
AL-DELMIRO GOUVEIA;1412;
AL-DOIS RIACHOS;131;
AL-ESTRELA DE ALAGOAS;106;
AL-FEIRA GRANDE;903;
AL-FELIZ DESERTO;191;
AL-FLEXEIRAS;744;
AL-GIRAU DO PONCIANO;550;
