Município;Total
AM-TAPAUA;357
AM-TEFE;1155
AM-TONANTINS;9
AM-UARINI;10
AM-URUCARA;867
AM-URUCURITUBA;448
AM-IGNORADO;0
RR-AMAJARI;86
RR-ALTO ALEGRE;311
RR-BOA VISTA;31055
RR-BONFIM;338
RR-CANTA;417
RR-CARACARAI;104
RR-CAROEBE;21
RR-IRACEMA;31
RR-MUCAJAI;558
RR-NORMANDIA;162
RR-PACARAIMA;273
RR-RORAINOPOLIS;160
RR-SAO JOAO DA BALIZA;46
RR-SAO LUIZ;55
RR-UIRAMUTA;132
RR-IGNORADO;0
PA-ABAETETUBA;4453
PA-ABEL FIGUEIREDO;639
PA-ACARA;1770
PA-AFUA;1718
PA-AGUA AZUL DO NORTE;973
PA-ALENQUER;1564
PA-ALMEIRIM;6947
PA-ALTAMIRA;6392
PA-ANAJAS;70
PA-ANANINDEUA;45956
PA-ANAPU;885
PA-AUGUSTO CORREA;664
PA-AURORA DO PARA;698
PA-AVEIRO;600
PA-BAGRE;211
PA-BAIAO;825
PA-BANNACH;397
PA-BARCARENA;16689
PA-BELEM;294983
PA-BELTERRA;889
PA-BENEVIDES;3478
PA-BOM JESUS DO TOCANTINS;722
PA-BONITO;235
PA-BRAGANCA;2916
PA-BRASIL NOVO;564
PA-BREJO GRANDE DO ARAGUAIA;595
PA-BREU BRANCO;3154
PA-BREVES;4777
PA-BUJARU;630
PA-CACHOEIRA DO PIRIA;40
PA-CACHOEIRA DO ARARI;660
PA-CAMETA;3129
PA-CANAA DOS CARAJAS;2501
PA-CAPANEMA;3949
PA-CAPITAO POCO;1869
PA-CASTANHAL;18585
PA-CHAVES;181
PA-COLARES;285
PA-CONCEICAO DO ARAGUAIA;2817
PA-CONCORDIA DO PARA;1012
PA-CUMARU DO NORTE;1347
PA-CURIONOPOLIS;580
PA-CURRALINHO;334
PA-CURUA;309
PA-CURUCA;691
PA-DOM ELISEU;5237
PA-ELDORADO DO CARAJAS;1215
PA-FARO;260
PA-FLORESTA DO ARAGUAIA;655
PA-GARRAFAO DO NORTE;392
PA-GOIANESIA DO PARA;2675
PA-GURUPA;531
PA-IGARAPE-ACU;1488
PA-IGARAPE-MIRI;896
PA-INHANGAPI;572
PA-IPIXUNA DO PARA;1139
PA-IRITUIA;766
PA-ITAITUBA;6686
PA-ITUPIRANGA;1868
PA-JACAREACANGA;59
PA-JACUNDA;2866
PA-JURUTI;1418
PA-LIMOEIRO DO AJURU;686
PA-MAE DO RIO;1396
PA-MAGALHAES BARATA;343
PA-MARABA;24778
PA-MARACANA;1047
PA-MARAPANIM;905
PA-MARITUBA;7200
PA-MEDICILANDIA;986
PA-MELGACO;20
PA-MOCAJUBA;174
PA-MOJU;4273
PA-MOJUI DOS CAMPOS;0
PA-MONTE ALEGRE;2261
PA-MUANA;874
PA-NOVA ESPERANCA DO PIRIA;237
PA-NOVA IPIXUNA;545
PA-NOVA TIMBOTEUA;489
PA-NOVO PROGRESSO;1138
PA-NOVO REPARTIMENTO;2232
PA-OBIDOS;1510
PA-OEIRAS DO PARA;1093
PA-ORIXIMINA;5716
PA-OUREM;637
PA-OURILANDIA DO NORTE;1117
PA-PACAJA;1028
PA-PALESTINA DO PARA;253
PA-PARAGOMINAS;13835
PA-PARAUAPEBAS;18534
PA-PAU D ARCO;639
PA-PEIXE-BOI;258
PA-PICARRA;813
PA-PLACAS;81
PA-PONTA DE PEDRAS;1406
PA-PORTEL;1253
PA-PORTO DE MOZ;1145
PA-PRAINHA;655
PA-PRIMAVERA;309
PA-QUATIPURU;435
PA-REDENCAO;6489
PA-RIO MARIA;1606
PA-RONDON DO PARA;5048
PA-RUROPOLIS;867
PA-SALINOPOLIS;1542
PA-SALVATERRA;575
PA-SANTA BARBARA DO PARA;970
PA-SANTA CRUZ DO ARARI;14
PA-SANTA IZABEL DO PARA;4898
PA-SANTA LUZIA DO PARA;409
PA-SANTA MARIA DAS BARREIRAS;736
PA-SANTA MARIA DO PARA;872
PA-SANTANA DO ARAGUAIA;3472
PA-SANTAREM;23632
PA-SANTAREM NOVO;374
PA-SANTO ANTONIO DO TAUA;1548
PA-SAO CAETANO DE ODIVELAS;348
PA-SAO DOMINGOS DO ARAGUAIA;875
PA-SAO DOMINGOS DO CAPIM;1234
PA-SAO FELIX DO XINGU;2420
PA-SAO FRANCISCO DO PARA;677
PA-SAO GERALDO DO ARAGUAIA;1629
PA-SAO JOAO DA PONTA;199
PA-SAO JOAO DE PIRABAS;1276
PA-SAO JOAO DO ARAGUAIA;81
PA-SAO MIGUEL DO GUAMA;1969
PA-SAO SEBASTIAO DA BOA VISTA;240
PA-SAPUCAIA;641
PA-SENADOR JOSE PORFIRIO;541
PA-SOURE;903
PA-TAILANDIA;5952
PA-TERRA ALTA;392
PA-TERRA SANTA;697
PA-TOME-ACU;4178
PA-TRACUATEUA;793
PA-TRAIRAO;384
PA-TUCUMA;1239
PA-TUCURUI;10427
PA-ULIANOPOLIS;3934
PA-URUARA;2250
PA-VIGIA;1688
PA-VISEU;1403
PA-VITORIA DO XINGU;533
PA-XINGUARA;4195
PA-IGNORADO;0
AP-SERRA DO NAVIO;57
AP-AMAPA;614
AP-PEDRA BRANCA DO AMAPARI;1110
AP-CALCOENE;279
AP-CUTIAS;21
AP-FERREIRA GOMES;239
AP-ITAUBAL;27
AP-LARANJAL DO JARI;996
AP-MACAPA;62839
AP-MAZAGAO;633
AP-OIAPOQUE;703
AP-PORTO GRANDE;1080
AP-PRACUUBA;93
AP-SANTANA;3526
AP-TARTARUGALZINHO;571
AP-VITORIA DO JARI;322
AP-IGNORADO;0
TO-ABREULANDIA;158
TO-AGUIARNOPOLIS;271
TO-ALIANCA DO TOCANTINS;364
TO-ALMAS;274
TO-ALVORADA;698
TO-ANANAS;773
TO-ANGICO;170
TO-APARECIDA DO RIO NEGRO;302
TO-ARAGOMINAS;348
TO-ARAGUACEMA;411
TO-ARAGUACU;901
TO-ARAGUAINA;17501
TO-ARAGUANA;455
TO-ARAGUATINS;1275
TO-ARAPOEMA;831
TO-ARRAIAS;880
TO-AUGUSTINOPOLIS;493
TO-AURORA DO TOCANTINS;93
TO-AXIXA DO TOCANTINS;476
TO-BABACULANDIA;316
TO-BANDEIRANTES DO TOCANTINS;395
TO-BARRA DO OURO;47
TO-BARROLANDIA;334
TO-BERNARDO SAYAO;392
TO-BOM JESUS DO TOCANTINS;165
TO-BRASILANDIA DO TOCANTINS;239
TO-BREJINHO DE NAZARE;489
TO-BURITI DO TOCANTINS;155
TO-CACHOEIRINHA;144
TO-CAMPOS LINDOS;526
TO-CARIRI DO TOCANTINS;404
TO-CARMOLANDIA;163
TO-CARRASCO BONITO;88
TO-CASEARA;274
TO-CENTENARIO;108
TO-CHAPADA DE AREIA;108
TO-CHAPADA DA NATIVIDADE;154
TO-COLINAS DO TOCANTINS;2410
TO-COMBINADO;131
TO-CONCEICAO DO TOCANTINS;227
TO-COUTO MAGALHAES;232
TO-CRISTALANDIA;492
TO-CRIXAS DO TOCANTINS;88
TO-DARCINOPOLIS;232
TO-DIANOPOLIS;1202
TO-DIVINOPOLIS DO TOCANTINS;455
TO-DOIS IRMAOS DO TOCANTINS;276
TO-DUERE;404
TO-ESPERANTINA;267
TO-FATIMA;294
TO-FIGUEIROPOLIS;495
TO-FILADELFIA;388
TO-FORMOSO DO ARAGUAIA;1942
TO-FORTALEZA DO TABOCAO;273
TO-GOIANORTE;25
TO-GOIATINS;387
TO-GUARAI;1797
TO-GURUPI;9741
TO-IPUEIRAS;88
TO-ITACAJA;272
TO-ITAGUATINS;279
TO-ITAPIRATINS;208
TO-ITAPORA DO TOCANTINS;264
TO-JAU DO TOCANTINS;286
TO-JUARINA;97
TO-LAGOA DA CONFUSAO;575
TO-LAGOA DO TOCANTINS;120
TO-LAJEADO;334
TO-LAVANDEIRA;4
TO-LIZARDA;14
TO-LUZINOPOLIS;81
TO-MARIANOPOLIS DO TOCANTINS;386
TO-MATEIROS;64
TO-MAURILANDIA DO TOCANTINS;139
TO-MIRACEMA DO TOCANTINS;1930
TO-MIRANORTE;875
TO-MONTE DO CARMO;337
TO-MONTE SANTO DO TOCANTINS;140
TO-PALMEIRAS DO TOCANTINS;225
TO-MURICILANDIA;316
TO-NATIVIDADE;367
TO-NAZARE;170
TO-NOVA OLINDA;637
TO-NOVA ROSALANDIA;176
TO-NOVO ACORDO;213
TO-NOVO ALEGRE;81
TO-NOVO JARDIM;150
TO-OLIVEIRA DE FATIMA;137
TO-PALMEIRANTE;193
TO-PALMEIROPOLIS;543
TO-PARAISO DO TOCANTINS;5120
TO-PARANA;510
TO-PAU D ARCO;278
TO-PEDRO AFONSO;925
TO-PEIXE;2366
TO-PEQUIZEIRO;273
TO-COLMEIA;709
TO-PINDORAMA DO TOCANTINS;165
TO-PIRAQUE;424
TO-PIUM;480
TO-PONTE ALTA DO BOM JESUS;77
TO-PONTE ALTA DO TOCANTINS;299
TO-PORTO ALEGRE DO TOCANTINS;18
TO-PORTO NACIONAL;4246
TO-PRAIA NORTE;226
TO-PRESIDENTE KENNEDY;310
TO-PUGMIL;221
TO-RECURSOLANDIA;180
TO-RIACHINHO;181
TO-RIO DA CONCEICAO;83
TO-RIO DOS BOIS;146
TO-RIO SONO;133
TO-SAMPAIO;154
TO-SANDOLANDIA;228
TO-SANTA FE DO ARAGUAIA;656
TO-SANTA MARIA DO TOCANTINS;219
TO-SANTA RITA DO TOCANTINS;140
TO-SANTA ROSA DO TOCANTINS;326
TO-SANTA TEREZA DO TOCANTINS;21
TO-SANTA TEREZINHA DO TOCANTINS;151
TO-SAO BENTO DO TOCANTINS;95
TO-SAO FELIX DO TOCANTINS;10
TO-SAO MIGUEL DO TOCANTINS;212
TO-SAO SALVADOR DO TOCANTINS;263
TO-SAO SEBASTIAO DO TOCANTINS;112
TO-SAO VALERIO;81
TO-SILVANOPOLIS;344
TO-SITIO NOVO DO TOCANTINS;272
TO-SUCUPIRA;226
TO-TAGUATINGA;276
TO-TAIPAS DO TOCANTINS;115
TO-TALISMA;346
TO-PALMAS;81463
TO-TOCANTINIA;314
TO-TOCANTINOPOLIS;1347
TO-TUPIRAMA;121
TO-TUPIRATINS;161
TO-WANDERLANDIA;493
TO-XAMBIOA;971
TO-IGNORADO;0
MA-ACAILANDIA;13206
MA-AFONSO CUNHA;18
MA-AGUA DOCE DO MARANHAO;19
MA-ALCANTARA;567
MA-ALDEIAS ALTAS;843
MA-ALTAMIRA DO MARANHAO;138
MA-ALTO ALEGRE DO MARANHAO;656
MA-ALTO ALEGRE DO PINDARE;29
MA-ALTO PARNAIBA;591
MA-AMAPA DO MARANHAO;166
MA-AMARANTE DO MARANHAO;207
MA-ANAJATUBA;383
MA-ANAPURUS;461
MA-APICUM-ACU;0
MA-ARAGUANA;192
MA-ARAIOSES;685
MA-ARAME;318
MA-ARARI;817
MA-AXIXA;222
MA-BACABAL;6214
MA-BACABEIRA;519
MA-BACURI;23
MA-BACURITUBA;132
MA-BALSAS;9869
MA-BARAO DE GRAJAU;397
MA-BARRA DO CORDA;3468
MA-BARREIRINHAS;1297
MA-BELAGUA;114
MA-BELA VISTA DO MARANHAO;13
MA-BENEDITO LEITE;193
MA-BEQUIMAO;534
MA-BERNARDO DO MEARIM;113
MA-BOA VISTA DO GURUPI;205
MA-BOM JARDIM;586
MA-BOM JESUS DAS SELVAS;969
MA-BOM LUGAR;164
MA-BREJO;880
MA-BREJO DE AREIA;185
MA-BURITI;513
MA-BURITI BRAVO;76
MA-BURITICUPU;1011
MA-BURITIRANA;354
MA-CACHOEIRA GRANDE;159
MA-CAJAPIO;221
MA-CAJARI;373
MA-CAMPESTRE DO MARANHAO;532
MA-CANDIDO MENDES;318
MA-CANTANHEDE;409
MA-CAPINZAL DO NORTE;199
MA-CAROLINA;1417
MA-CARUTAPERA;831
MA-CAXIAS;11819
MA-CEDRAL;5
MA-CENTRAL DO MARANHAO;99
MA-CENTRO DO GUILHERME;3
MA-CENTRO NOVO DO MARANHAO;428
MA-CHAPADINHA;4210
MA-CIDELANDIA;765
MA-CODO;6582
MA-COELHO NETO;3945
MA-COLINAS;733
MA-CONCEICAO DO LAGO-ACU;27
MA-COROATA;2530
MA-CURURUPU;941
MA-DAVINOPOLIS;219
MA-DOM PEDRO;793
MA-DUQUE BACELAR;227
MA-ESPERANTINOPOLIS;372
MA-ESTREITO;1392
MA-FEIRA NOVA DO MARANHAO;253
MA-FERNANDO FALCAO;97
MA-FORMOSA DA SERRA NEGRA;347
MA-FORTALEZA DOS NOGUEIRAS;367
MA-FORTUNA;370
MA-GODOFREDO VIANA;69
MA-GONCALVES DIAS;247
MA-GOVERNADOR ARCHER;195
MA-GOVERNADOR EDISON LOBAO;550
MA-GOVERNADOR EUGENIO BARROS;389
MA-GOVERNADOR LUIZ ROCHA;48
MA-GOVERNADOR NEWTON BELLO;9
MA-GOVERNADOR NUNES FREIRE;860
MA-GRACA ARANHA;84
MA-GRAJAU;2361
MA-GUIMARAES;159
MA-HUMBERTO DE CAMPOS;201
MA-ICATU;325
MA-IGARAPE DO MEIO;55
MA-IGARAPE GRANDE;338
MA-IMPERATRIZ;28774
MA-ITAIPAVA DO GRAJAU;114
MA-ITAPECURU MIRIM;3368
MA-ITINGA DO MARANHAO;1846
MA-JATOBA;195
MA-JENIPAPO DOS VIEIRAS;81
MA-JOAO LISBOA;899
MA-JOSELANDIA;279
MA-JUNCO DO MARANHAO;7
MA-LAGO DA PEDRA;803
MA-LAGO DO JUNCO;239
MA-LAGO VERDE;267
MA-LAGOA DO MATO;213
MA-LAGO DOS RODRIGUES;246
MA-LAGOA GRANDE DO MARANHAO;119
MA-LAJEADO NOVO;228
MA-LIMA CAMPOS;368
MA-LORETO;409
MA-LUIS DOMINGUES;191
MA-MAGALHAES DE ALMEIDA;354
MA-MARACACUME;296
MA-MARAJA DO SENA;57
MA-MARANHAOZINHO;223
MA-MATA ROMA;542
MA-MATINHA;752
MA-MATOES;813
MA-MATOES DO NORTE;100
MA-MILAGRES DO MARANHAO;64
MA-MIRADOR;424
MA-MIRANDA DO NORTE;712
MA-MIRINZAL;285
MA-MONCAO;281
MA-MONTES ALTOS;346
MA-MORROS;219
MA-NINA RODRIGUES;188
MA-NOVA COLINAS;183
MA-NOVA IORQUE;114
MA-NOVA OLINDA DO MARANHAO;23
MA-OLHO D AGUA DAS CUNHAS;487
MA-OLINDA NOVA DO MARANHAO;299
MA-PACO DO LUMIAR;2850
MA-PALMEIRANDIA;284
MA-PARAIBANO;551
MA-PARNARAMA;1578
MA-PASSAGEM FRANCA;271
MA-PASTOS BONS;324
MA-PAULINO NEVES;57
MA-PAULO RAMOS;45
MA-PEDREIRAS;3715
MA-PEDRO DO ROSARIO;203
MA-PENALVA;573
MA-PERI MIRIM;4
MA-PERITORO;447
MA-PINDARE-MIRIM;1113
MA-PINHEIRO;4422
MA-PIO XII;817
MA-PIRAPEMAS;159
MA-POCAO DE PEDRAS;665
MA-PORTO FRANCO;1025
MA-PORTO RICO DO MARANHAO;144
MA-PRESIDENTE DUTRA;3327
MA-PRESIDENTE JUSCELINO;315
MA-PRESIDENTE MEDICI;274
MA-PRESIDENTE SARNEY;348
MA-PRESIDENTE VARGAS;70
MA-PRIMEIRA CRUZ;82
MA-RAPOSA;417
MA-RIACHAO;945
MA-RIBAMAR FIQUENE;265
MA-ROSARIO;2570
MA-SAMBAIBA;312
MA-SANTA FILOMENA DO MARANHAO;56
MA-SANTA HELENA;1041
MA-SANTA INES;6871
MA-SANTA LUZIA;1578
MA-SANTA LUZIA DO PARUA;70
MA-SANTA QUITERIA DO MARANHAO;256
MA-SANTA RITA;612
MA-SANTANA DO MARANHAO;144
MA-SANTO AMARO DO MARANHAO;141
MA-SANTO ANTONIO DOS LOPES;308
MA-SAO BENEDITO DO RIO PRETO;241
MA-SAO BENTO;424
MA-SAO BERNARDO;775
MA-SAO DOMINGOS DO AZEITAO;144
MA-SAO DOMINGOS DO MARANHAO;317
MA-SAO FELIX DE BALSAS;81
MA-SAO FRANCISCO DO BREJAO;380
MA-SAO FRANCISCO DO MARANHAO;270
MA-SAO JOAO BATISTA;294
MA-SAO JOAO DO CARU;5
MA-SAO JOAO DO PARAISO;303
MA-SAO JOAO DO SOTER;290
MA-SAO JOAO DOS PATOS;2592
MA-SAO JOSE DE RIBAMAR;5223
MA-SAO JOSE DOS BASILIOS;178
MA-SAO LUIS;180928
MA-SAO LUIS GONZAGA DO MARANHAO;716
MA-SAO MATEUS DO MARANHAO;830
MA-SAO PEDRO DA AGUA BRANCA;60
MA-SAO PEDRO DOS CRENTES;206
MA-SAO RAIMUNDO DAS MANGABEIRAS;1698
MA-SAO RAIMUNDO DO DOCA BEZERRA;264
MA-SAO ROBERTO;113
MA-SAO VICENTE FERRER;261
MA-SATUBINHA;73
MA-SENADOR ALEXANDRE COSTA;179
MA-SENADOR LA ROCQUE;581
MA-SERRANO DO MARANHAO;0
MA-SITIO NOVO;410
MA-SUCUPIRA DO NORTE;245
MA-SUCUPIRA DO RIACHAO;85
MA-TASSO FRAGOSO;803
MA-TIMBIRAS;584
MA-TIMON;8046
MA-TRIZIDELA DO VALE;535
MA-TUFILANDIA;72
MA-TUNTUM;685
MA-TURIACU;581
MA-TURILANDIA;268
MA-TUTOIA;3428
MA-URBANO SANTOS;267
MA-VARGEM GRANDE;992
MA-VIANA;2633
MA-VILA NOVA DOS MARTIRIOS;573
MA-VITORIA DO MEARIM;943
MA-VITORINO FREIRE;891
MA-ZE DOCA;1810
MA-IGNORADO;0
PI-ACAUA;201
PI-AGRICOLANDIA;113
PI-AGUA BRANCA;537
PI-ALAGOINHA DO PIAUI;125
PI-ALEGRETE DO PIAUI;135
PI-ALTO LONGA;203
PI-ALTOS;2153
PI-ALVORADA DO GURGUEIA;307
PI-AMARANTE;536
PI-ANGICAL DO PIAUI;236
PI-ANISIO DE ABREU;124
PI-ANTONIO ALMEIDA;83
PI-AROAZES;351
PI-AROEIRAS DO ITAIM;89
PI-ARRAIAL;111
PI-ASSUNCAO DO PIAUI;121
PI-AVELINO LOPES;283
PI-BAIXA GRANDE DO RIBEIRO;494
PI-BARRA D ALCANTARA;119
PI-BARRAS;1413
PI-BARREIRAS DO PIAUI;86
PI-BARRO DURO;278
PI-BATALHA;629
PI-BELA VISTA DO PIAUI;138
PI-BELEM DO PIAUI;31
PI-BENEDITINOS;302
PI-BERTOLINIA;149
PI-BETANIA DO PIAUI;127
PI-BOA HORA;186
PI-BOCAINA;100
PI-BOM JESUS;955
PI-BOM PRINCIPIO DO PIAUI;283
PI-BONFIM DO PIAUI;107
PI-BOQUEIRAO DO PIAUI;169
PI-BRASILEIRA;110
PI-BREJO DO PIAUI;121
PI-BURITI DOS LOPES;454
PI-BURITI DOS MONTES;195
PI-CABECEIRAS DO PIAUI;198
PI-CAJAZEIRAS DO PIAUI;70
PI-CAJUEIRO DA PRAIA;377
PI-CALDEIRAO GRANDE DO PIAUI;97
PI-CAMPINAS DO PIAUI;203
PI-CAMPO ALEGRE DO FIDALGO;72
PI-CAMPO GRANDE DO PIAUI;179
PI-CAMPO LARGO DO PIAUI;131
PI-CAMPO MAIOR;2526
PI-CANAVIEIRA;53
PI-CANTO DO BURITI;474
PI-CAPITAO DE CAMPOS;306
PI-CAPITAO GERVASIO OLIVEIRA;64
PI-CARACOL;93
PI-CARAUBAS DO PIAUI;146
PI-CARIDADE DO PIAUI;232
PI-CASTELO DO PIAUI;1047
PI-CAXINGO;162
PI-COCAL;545
PI-COCAL DE TELHA;263
PI-COCAL DOS ALVES;218
PI-COIVARAS;117
PI-COLONIA DO GURGUEIA;122
PI-COLONIA DO PIAUI;223
PI-CONCEICAO DO CANINDE;119
PI-CORONEL JOSE DIAS;146
PI-CORRENTE;1159
PI-CRISTALANDIA DO PIAUI;107
PI-CRISTINO CASTRO;355
PI-CURIMATA;410
PI-CURRAIS;95
PI-CURRALINHOS;66
PI-CURRAL NOVO DO PIAUI;112
PI-DEMERVAL LOBAO;295
PI-DIRCEU ARCOVERDE;232
PI-DOM EXPEDITO LOPES;251
PI-DOMINGOS MOURAO;78
PI-DOM INOCENCIO;168
PI-ELESBAO VELOSO;372
PI-ELISEU MARTINS;133
PI-ESPERANTINA;1514
PI-FARTURA DO PIAUI;124
PI-FLORES DO PIAUI;132
PI-FLORESTA DO PIAUI;136
PI-FLORIANO;4168
PI-FRANCINOPOLIS;216
PI-FRANCISCO AYRES;177
PI-FRANCISCO MACEDO;49
PI-FRANCISCO SANTOS;104
PI-FRONTEIRAS;893
PI-GEMINIANO;58
PI-GILBUES;345
PI-GUADALUPE;614
PI-GUARIBAS;30
PI-HUGO NAPOLEAO;153
PI-ILHA GRANDE;271
PI-INHUMA;384
PI-IPIRANGA DO PIAUI;287
PI-ISAIAS COELHO;218
PI-ITAINOPOLIS;277
PI-ITAUEIRA;210
PI-JACOBINA DO PIAUI;176
PI-JAICOS;459
PI-JARDIM DO MULATO;153
PI-JATOBA DO PIAUI;127
PI-JERUMENHA;123
PI-JOAO COSTA;89
PI-JOAQUIM PIRES;221
PI-JOCA MARQUES;136
PI-JOSE DE FREITAS;1321
PI-JUAZEIRO DO PIAUI;95
PI-JULIO BORGES;177
PI-JUREMA;107
PI-LAGOINHA DO PIAUI;62
PI-LAGOA ALEGRE;203
PI-LAGOA DO BARRO DO PIAUI;164
PI-LAGOA DE SAO FRANCISCO;260
PI-LAGOA DO PIAUI;671
PI-LAGOA DO SITIO;196
PI-LANDRI SALES;237
PI-LUIS CORREIA;1825
PI-LUZILANDIA;589
PI-MADEIRO;277
PI-MANOEL EMIDIO;191
PI-MARCOLANDIA;203
PI-MARCOS PARENTE;108
PI-MASSAPE DO PIAUI;79
PI-MATIAS OLIMPIO;250
PI-MIGUEL ALVES;672
PI-MIGUEL LEAO;79
PI-MILTON BRANDAO;148
PI-MONSENHOR GIL;353
PI-MONSENHOR HIPOLITO;85
PI-MONTE ALEGRE DO PIAUI;245
PI-MORRO CABECA NO TEMPO;103
PI-MORRO DO CHAPEU DO PIAUI;206
PI-MURICI DOS PORTELAS;204
PI-NAZARE DO PIAUI;90
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;135
PI-NOSSA SENHORA DOS REMEDIOS;126
PI-NOVO ORIENTE DO PIAUI;213
PI-NOVO SANTO ANTONIO;132
PI-OEIRAS;1573
PI-OLHO D AGUA DO PIAUI;72
PI-PADRE MARCOS;209
PI-PAES LANDIM;132
PI-PAJEU DO PIAUI;56
PI-PALMEIRA DO PIAUI;76
PI-PALMEIRAIS;321
PI-PAQUETA;68
PI-PARNAGUA;285
PI-PARNAIBA;11787
PI-PASSAGEM FRANCA DO PIAUI;117
PI-PATOS DO PIAUI;280
PI-PAU D ARCO DO PIAUI;91
PI-PAULISTANA;579
PI-PAVUSSU;132
PI-PEDRO II;1130
PI-PEDRO LAURENTINO;61
PI-NOVA SANTA RITA;108
PI-PICOS;5511
PI-PIMENTEIRAS;366
PI-PIO IX;827
PI-PIRACURUCA;785
PI-PIRIPIRI;2995
PI-PORTO;451
PI-PORTO ALEGRE DO PIAUI;156
PI-PRATA DO PIAUI;80
PI-QUEIMADA NOVA;211
PI-REDENCAO DO GURGUEIA;160
PI-REGENERACAO;603
PI-RIACHO FRIO;62
PI-RIBEIRA DO PIAUI;108
PI-RIBEIRO GONCALVES;296
PI-RIO GRANDE DO PIAUI;286
PI-SANTA CRUZ DO PIAUI;198
PI-SANTA CRUZ DOS MILAGRES;172
PI-SANTA FILOMENA;70
PI-SANTA LUZ;197
PI-SANTANA DO PIAUI;136
PI-SANTA ROSA DO PIAUI;143
