Município;Total
PA-PALESTINA DO PARA;0
PA-PARAGOMINAS;5910
PA-PARAUAPEBAS;0
PA-PAU D ARCO;0
PA-PEIXE-BOI;132
PA-PICARRA;0
PA-PLACAS;0
PA-PONTA DE PEDRAS;163
PA-PORTEL;453
PA-PORTO DE MOZ;64
PA-PRAINHA;308
PA-PRIMAVERA;290
PA-QUATIPURU;0
PA-REDENCAO;1102
PA-RIO MARIA;375
PA-RONDON DO PARA;1116
PA-RUROPOLIS;0
PA-SALINOPOLIS;148
PA-SALVATERRA;129
PA-SANTA BARBARA DO PARA;0
PA-SANTA CRUZ DO ARARI;1
PA-SANTA ISABEL DO PARA;2235
PA-SANTA LUZIA DO PARA;0
PA-SANTA MARIA DAS BARREIRAS;0
PA-SANTA MARIA DO PARA;344
PA-SANTANA DO ARAGUAIA;3261
PA-SANTAREM;14755
PA-SANTAREM NOVO;18
PA-SANTO ANTONIO DO TAUA;86
PA-SAO CAETANO DE ODIVELAS;13
PA-SAO DOMINGOS DO ARAGUAIA;0
PA-SAO DOMINGOS DO CAPIM;216
PA-SAO FELIX DO XINGU;3585
PA-SAO FRANCISCO DO PARA;1086
PA-SAO GERALDO DO ARAGUAIA;0
PA-SAO JOAO DA PONTA;0
PA-SAO JOAO DE PIRABAS;0
PA-SAO JOAO DO ARAGUAIA;1017
PA-SAO MIGUEL DO GUAMA;820
PA-SAO SEBASTIAO DA BOA VISTA;50
PA-SAPUCAIA;0
PA-SENADOR JOSE PORFIRIO;1031
PA-SOURE;479
PA-TAILANDIA;0
PA-TERRA ALTA;0
PA-TERRA SANTA;0
PA-TOME-ACU;1002
PA-TRACUATEUA;0
PA-TRAIRAO;0
PA-TUCUMA;0
PA-TUCURUI;17340
PA-ULIANOPOLIS;0
PA-URUARA;0
PA-VIGIA;355
PA-VISEU;267
PA-VITORIA DO XINGU;0
PA-XINGUARA;446
PA-IGNORADO;1
AP-SERRA DO NAVIO;0
AP-AMAPA;112
AP-PEDRA BRANCA DO AMAPARI;0
AP-CALCOENE;143
AP-CUTIAS;0
AP-FERREIRA GOMES;0
AP-ITAUBAL;0
AP-LARANJAL DO JARI;0
AP-MACAPA;28829
AP-MAZAGAO;92
AP-OIAPOQUE;24
AP-PORTO GRANDE;0
AP-PRACUUBA;0
AP-SANTANA;0
AP-TARTARUGALZINHO;0
AP-VITORIA DO JARI;0
AP-IGNORADO;0
TO-ABREULANDIA;0
TO-AGUIARNOPOLIS;0
TO-ALIANCA DO TOCANTINS;0
TO-ALMAS;0
TO-ALVORADA;0
TO-ANANAS;0
TO-ANGICO;0
TO-APARECIDA DO RIO NEGRO;0
TO-ARAGOMINAS;0
TO-ARAGUACEMA;0
TO-ARAGUACU;0
TO-ARAGUAINA;0
TO-ARAGUANA;0
TO-ARAGUATINS;0
TO-ARAPOEMA;0
TO-ARRAIAS;0
TO-AUGUSTINOPOLIS;0
TO-AURORA DO TOCANTINS;0
TO-AXIXA DO TOCANTINS;0
TO-BABACULANDIA;0
TO-BANDEIRANTES DO TOCANTINS;0
TO-BARRA DO OURO;0
TO-BARROLANDIA;0
TO-BERNARDO SAYAO;0
TO-BOM JESUS DO TOCANTINS;0
TO-BRASILANDIA DO TOCANTINS;0
TO-BREJINHO DE NAZARE;0
TO-BURITI DO TOCANTINS;0
TO-CACHOEIRINHA;0
TO-CAMPOS LINDOS;0
TO-CARIRI DO TOCANTINS;0
TO-CARMOLANDIA;0
TO-CARRASCO BONITO;0
TO-CASEARA;0
TO-CENTENARIO;0
TO-CHAPADA DE AREIA;0
TO-CHAPADA DA NATIVIDADE;0
TO-COLINAS DO TOCANTINS;0
TO-COMBINADO;0
TO-CONCEICAO DO TOCANTINS;0
TO-COUTO DE MAGALHAES;0
TO-CRISTALANDIA;0
TO-CRIXAS DO TOCANTINS;0
TO-DARCINOPOLIS;0
TO-DIANOPOLIS;0
TO-DIVINOPOLIS DO TOCANTINS;0
TO-DOIS IRMAOS DO TOCANTINS;0
TO-DUERE;0
TO-ESPERANTINA;0
TO-FATIMA;0
TO-FIGUEIROPOLIS;0
TO-FILADELFIA;0
TO-FORMOSO DO ARAGUAIA;0
TO-FORTALEZA DO TABOCAO;0
TO-GOIANORTE;0
TO-GOIATINS;0
TO-GUARAI;0
TO-GURUPI;0
TO-IPUEIRAS;0
TO-ITACAJA;0
TO-ITAGUATINS;0
TO-ITAPIRATINS;0
TO-ITAPORA DO TOCANTINS;0
TO-JAU DO TOCANTINS;0
TO-JUARINA;0
TO-LAGOA DA CONFUSAO;0
TO-LAGOA DO TOCANTINS;0
TO-LAJEADO;0
TO-LAVANDEIRA;0
TO-LIZARDA;0
TO-LUZINOPOLIS;0
TO-MARIANOPOLIS DO TOCANTINS;0
TO-MATEIROS;0
TO-MAURILANDIA DO TOCANTINS;0
TO-MIRACEMA DO TOCANTINS;0
TO-MIRANORTE;0
TO-MONTE DO CARMO;0
TO-MONTE SANTO DO TOCANTINS;0
TO-PALMEIRAS DO TOCANTINS;0
TO-MURICILANDIA;0
TO-NATIVIDADE;0
TO-NAZARE;0
TO-NOVA OLINDA;0
TO-NOVA ROSALANDIA;0
TO-NOVO ACORDO;0
TO-NOVO ALEGRE;0
TO-NOVO JARDIM;0
TO-OLIVEIRA DE FATIMA;0
TO-PALMEIRANTE;0
TO-PALMEIROPOLIS;0
TO-PARAISO DO TOCANTINS;0
TO-PARANA;0
TO-PAU D ARCO;0
TO-PEDRO AFONSO;0
TO-PEIXE;0
TO-PEQUIZEIRO;0
TO-COLMEIA;0
TO-PINDORAMA DO TOCANTINS;0
TO-PIRAQUE;0
TO-PIUM;0
TO-PONTE ALTA DO BOM JESUS;0
TO-PONTE ALTA DO TOCANTINS;0
TO-PORTO ALEGRE DO TOCANTINS;0
TO-PORTO NACIONAL;0
TO-PRAIA NORTE;0
TO-PRESIDENTE KENNEDY;0
TO-PUGMIL;0
TO-RECURSOLANDIA;0
TO-RIACHINHO;0
TO-RIO DA CONCEICAO;0
TO-RIO DOS BOIS;0
TO-RIO SONO;0
TO-SAMPAIO;0
TO-SANDOLANDIA;0
TO-SANTA FE DO ARAGUAIA;0
TO-SANTA MARIA DO TOCANTINS;0
TO-SANTA RITA DO TOCANTINS;0
TO-SANTA ROSA DO TOCANTINS;0
TO-SANTA TEREZA DO TOCANTINS;0
TO-SANTA TEREZINHA DO TOCANTINS;0
TO-SAO BENTO DO TOCANTINS;0
TO-SAO FELIX DO TOCANTINS;0
TO-SAO MIGUEL DO TOCANTINS;0
TO-SAO SALVADOR DO TOCANTINS;0
TO-SAO SEBASTIAO DO TOCANTINS;0
TO-SAO VALERIO DA NATIVIDADE;0
TO-SILVANOPOLIS;0
TO-SITIO NOVO DO TOCANTINS;0
TO-SUCUPIRA;0
TO-TAGUATINGA;0
TO-TAIPAS DO TOCANTINS;0
TO-TALISMA;0
TO-PALMAS;0
TO-TOCANTINIA;0
TO-TOCANTINOPOLIS;0
TO-TUPIRAMA;0
TO-TUPIRATINS;0
TO-WANDERLANDIA;0
TO-XAMBIOA;0
TO-IGNORADO;0
MA-ACAILANDIA;1319
MA-AFONSO CUNHA;6
MA-AGUA DOCE DO MARANHAO;0
MA-ALCANTARA;637
MA-ALDEIAS ALTAS;165
MA-ALTAMIRA DO MARANHAO;5
MA-ALTO ALEGRE DO MARANHAO;0
MA-ALTO ALEGRE DO PINDARE;0
MA-ALTO PARNAIBA;76
MA-AMAPA DO MARANHAO;0
MA-AMARANTE DO MARANHAO;81
MA-ANAJATUBA;20
MA-ANAPURUS;4
MA-APICUM-ACU;0
MA-ARAGUANA;0
MA-ARAIOSES;53
MA-ARAME;0
MA-ARARI;129
MA-AXIXA;6
MA-BACABAL;3879
MA-BACABEIRA;0
MA-BACURI;7
MA-BACURITUBA;0
MA-BALSAS;660
MA-BARAO DE GRAJAU;346
MA-BARRA DO CORDA;925
MA-BARREIRINHAS;125
MA-BELAGUA;0
MA-BELA VISTA DO MARANHAO;0
MA-BENEDITO LEITE;10
MA-BEQUIMAO;45
MA-BERNARDO DO MEARIM;0
MA-BOA VISTA DO GURUPI;0
MA-BOM JARDIM;192
MA-BOM JESUS DAS SELVAS;0
MA-BOM LUGAR;0
MA-BREJO;541
MA-BREJO DE AREIA;0
MA-BURITI;19
MA-BURITI BRAVO;26
MA-BURITICUPU;0
MA-BURITIRANA;0
MA-CACHOEIRA GRANDE;0
MA-CAJAPIO;206
MA-CAJARI;8
MA-CAMPESTRE DO MARANHAO;0
MA-CANDIDO MENDES;42
MA-CANTANHEDE;20
MA-CAPINZAL DO NORTE;0
MA-CAROLINA;1744
MA-CARUTAPERA;74
MA-CAXIAS;3597
MA-CEDRAL;1
MA-CENTRAL DO MARANHAO;0
MA-CENTRO DO GUILHERME;0
MA-CENTRO NOVO DO MARANHAO;0
MA-CHAPADINHA;1135
MA-CIDELANDIA;0
MA-CODO;1714
MA-COELHO NETO;3222
MA-COLINAS;0
MA-CONCEICAO DO LAGO-ACU;0
MA-COROATA;966
MA-CURURUPU;328
MA-DAVINOPOLIS;0
MA-DOM PEDRO;300
MA-DUQUE BACELAR;7
MA-ESPERANTINOPOLIS;677
MA-ESTREITO;5
MA-FEIRA NOVA DO MARANHAO;0
MA-FERNANDO FALCAO;0
MA-FORMOSA DA SERRA NEGRA;0
MA-FORTALEZA DOS NOGUEIRAS;72
MA-FORTUNA;58
MA-GODOFREDO VIANA;88
MA-GONCALVES DIAS;16
MA-GOVERNADOR ARCHER;15
MA-GOVERNADOR EDISON LOBAO;0
MA-GOVERNADOR EUGENIO BARROS;220
MA-GOVERNADOR LUIZ ROCHA;0
MA-GOVERNADOR NEWTON BELLO;0
MA-GOVERNADOR NUNES FREIRE;0
MA-GRACA ARANHA;7
MA-GRAJAU;3145
MA-GUIMARAES;37
MA-HUMBERTO DE CAMPOS;10
MA-ICATU;1
MA-IGARAPE DO MEIO;0
MA-IGARAPE GRANDE;239
MA-IMPERATRIZ;20311
MA-ITAIPAVA DO GRAJAU;0
MA-ITAPECURU MIRIM;337
MA-ITINGA DO MARANHAO;0
MA-JATOBA;0
MA-JENIPAPO DOS VIEIRAS;0
MA-JOAO LISBOA;445
MA-JOSELANDIA;2111
MA-JUNCO DO MARANHAO;0
MA-LAGO DA PEDRA;290
MA-LAGO DO JUNCO;17
MA-LAGO VERDE;5
MA-LAGOA DO MATO;0
MA-LAGO DOS RODRIGUES;0
MA-LAGOA GRANDE DO MARANHAO;0
MA-LAJEADO NOVO;0
MA-LIMA CAMPOS;25
MA-LORETO;8
MA-LUIS DOMINGUES;5
MA-MAGALHAES DE ALMEIDA;30
MA-MARACACUME;0
MA-MARAJA DO SENA;0
MA-MARANHAOZINHO;0
MA-MATA ROMA;104
MA-MATINHA;58
MA-MATOES;158
MA-MATOES DO NORTE;0
MA-MILAGRES DO MARANHAO;0
MA-MIRADOR;11
MA-MIRANDA DO NORTE;0
MA-MIRINZAL;8
MA-MONCAO;435
MA-MONTES ALTOS;40
MA-MORROS;6
MA-NINA RODRIGUES;1
MA-NOVA COLINAS;0
MA-NOVA IORQUE;7
MA-NOVA OLINDA DO MARANHAO;0
MA-OLHO D AGUA DAS CUNHAS;61
MA-OLINDA NOVA DO MARANHAO;0
MA-PACO DO LUMIAR;580
MA-PALMEIRANDIA;20
MA-PARAIBANO;41
MA-PARNARAMA;198
MA-PASSAGEM FRANCA;22
MA-PASTOS BONS;12
MA-PAULINO NEVES;0
MA-PAULO RAMOS;9
MA-PEDREIRAS;2674
MA-PEDRO DO ROSARIO;0
MA-PENALVA;44
MA-PERI MIRIM;5
MA-PERITORO;0
MA-PINDARE MIRIM;569
MA-PINHEIRO;864
MA-PIO XII;328
MA-PIRAPEMAS;6
MA-POCAO DE PEDRAS;232
MA-PORTO FRANCO;117
MA-PORTO RICO DO MARANHAO;0
MA-PRESIDENTE DUTRA;1341
MA-PRESIDENTE JUSCELINO;92
MA-PRESIDENTE MEDICI;0
MA-PRESIDENTE SARNEY;0
MA-PRESIDENTE VARGAS;5
MA-PRIMEIRA CRUZ;369
MA-RAPOSA;0
MA-RIACHAO;17
MA-RIBAMAR FIQUENE;0
MA-ROSARIO;954
MA-SAMBAIBA;7
MA-SANTA FILOMENA DO MARANHAO;0
MA-SANTA HELENA;0
MA-SANTA INES;2625
MA-SANTA LUZIA;819
MA-SANTA LUZIA DO PARUA;0
MA-SANTA QUITERIA DO MARANHAO;85
MA-SANTA RITA;25
MA-SANTANA DO MARANHAO;0
MA-SANTO AMARO DO MARANHAO;0
MA-SANTO ANTONIO DOS LOPES;281
MA-SAO BENEDITO DO RIO PRETO;39
MA-SAO BENTO;72
MA-SAO BERNARDO;72
MA-SAO DOMINGOS DO AZEITAO;0
MA-SAO DOMINGOS DO MARANHAO;119
MA-SAO FELIX DE BALSAS;7
MA-SAO FRANCISCO DO BREJAO;0
MA-SAO FRANCISCO DO MARANHAO;88
MA-SAO JOAO BATISTA;7
MA-SAO JOAO DO CARU;0
MA-SAO JOAO DO PARAISO;0
MA-SAO JOAO DO SOTER;0
MA-SAO JOAO DOS PATOS;599
MA-SAO JOSE DE RIBAMAR;3627
MA-SAO JOSE DOS BASILIOS;0
MA-SAO LUIS;177440
MA-SAO LUIS GONZAGA DO MARANHAO;342
MA-SAO MATEUS DO MARANHAO;2752
MA-SAO PEDRO DA AGUA BRANCA;0
MA-SAO PEDRO DOS CRENTES;0
MA-SAO RAIMUNDO DAS MANGABEIRAS;19
MA-SAO RAIMUNDO DO DOCA BEZERRA;0
MA-SAO ROBERTO;0
MA-SAO VICENTE FERRER;6
MA-SATUBINHA;0
MA-SENADOR ALEXANDRE COSTA;0
MA-SENADOR LA ROCQUE;0
MA-SERRANO DO MARANHAO;0
MA-SITIO NOVO;61
MA-SUCUPIRA DO NORTE;8
MA-SUCUPIRA DO RIACHAO;0
MA-TASSO FRAGOSO;7
MA-TIMBIRAS;327
MA-TIMON;1621
MA-TRIZIDELA DO VALE;0
MA-TUFILANDIA;0
MA-TUNTUM;168
MA-TURIACU;139
MA-TURILANDIA;0
MA-TUTOIA;2344
MA-URBANO SANTOS;64
MA-VARGEM GRANDE;117
MA-VIANA;83
MA-VILA NOVA DOS MARTIRIOS;0
MA-VITORIA DO MEARIM;81
MA-VITORINO FREIRE;194
MA-ZE DOCA;0
MA-IGNORADO;172
PI-ACAUA;0
PI-AGRICOLANDIA;86
PI-AGUA BRANCA;377
PI-ALAGOINHA DO PIAUI;0
PI-ALEGRETE DO PIAUI;0
PI-ALTO LONGA;291
PI-ALTOS;305
PI-ALVORADA DO GURGUEIA;0
PI-AMARANTE;158
PI-ANGICAL DO PIAUI;145
PI-ANISIO DE ABREU;3
PI-ANTONIO ALMEIDA;8
PI-AROAZES;121
PI-AROEIRAS DO ITAIM;0
PI-ARRAIAL;73
PI-ASSUNCAO DO PIAUI;0
PI-AVELINO LOPES;17
PI-BAIXA GRANDE DO RIBEIRO;0
PI-BARRA D ALCANTARA;0
PI-BARRAS;418
PI-BARREIRAS DO PIAUI;3
PI-BARRO DURO;115
PI-BATALHA;227
PI-BELA VISTA DO PIAUI;0
PI-BELEM DO PIAUI;0
PI-BENEDITINOS;161
PI-BERTOLINIA;39
PI-BETANIA DO PIAUI;0
PI-BOA HORA;0
PI-BOCAINA;93
PI-BOM JESUS;181
PI-BOM PRINCIPIO DO PIAUI;0
PI-BONFIM DO PIAUI;0
PI-BOQUEIRAO DO PIAUI;0
PI-BRASILEIRA;0
PI-BREJO DO PIAUI;0
PI-BURITI DOS LOPES;69
PI-BURITI DOS MONTES;0
PI-CABECEIRAS DO PIAUI;0
PI-CAJAZEIRAS DO PIAUI;0
PI-CAJUEIRO DA PRAIA;0
PI-CALDEIRAO GRANDE DO PIAUI;0
PI-CAMPINAS DO PIAUI;9
PI-CAMPO ALEGRE DO FIDALGO;0
PI-CAMPO GRANDE DO PIAUI;0
PI-CAMPO LARGO DO PIAUI;0
PI-CAMPO MAIOR;1619
PI-CANAVIEIRA;0
PI-CANTO DO BURITI;257
PI-CAPITAO DE CAMPOS;100
PI-CAPITAO GERVASIO OLIVEIRA;0
PI-CARACOL;9
PI-CARAUBAS DO PIAUI;0
PI-CARIDADE DO PIAUI;0
PI-CASTELO DO PIAUI;70
PI-CAXINGO;0
PI-COCAL;18
PI-COCAL DE TELHA;0
PI-COCAL DOS ALVES;0
PI-COIVARAS;0
PI-COLONIA DO GURGUEIA;0
PI-COLONIA DO PIAUI;0
PI-CONCEICAO DO CANINDE;22
PI-CORONEL JOSE DIAS;0
PI-CORRENTE;235
PI-CRISTALANDIA DO PIAUI;10
PI-CRISTINO CASTRO;40
PI-CURIMATA;147
PI-CURRAIS;0
PI-CURRALINHOS;0
PI-CURRAL NOVO DO PIAUI;0
PI-DEMERVAL LOBAO;132
PI-DIRCEU ARCOVERDE;3
PI-DOM EXPEDITO LOPES;236
PI-DOMINGOS MOURAO;6
PI-DOM INOCENCIO;0
PI-ELESBAO VELOSO;335
PI-ELISEU MARTINS;63
PI-ESPERANTINA;336
PI-FARTURA DO PIAUI;0
PI-FLORES DO PIAUI;9
PI-FLORESTA DO PIAUI;0
PI-FLORIANO;2849
PI-FRANCINOPOLIS;12
PI-FRANCISCO AYRES;50
PI-FRANCISCO MACEDO;0
PI-FRANCISCO SANTOS;27
PI-FRONTEIRAS;322
PI-GEMINIANO;0
PI-GILBUES;54
PI-GUADALUPE;374
PI-GUARIBAS;0
PI-HUGO NAPOLEAO;82
PI-ILHA GRANDE;0
PI-INHUMA;125
PI-IPIRANGA DO PIAUI;82
PI-ISAIAS COELHO;52
PI-ITAINOPOLIS;110
PI-ITAUEIRA;36
PI-JACOBINA DO PIAUI;0
PI-JAICOS;150
PI-JARDIM DO MULATO;0
PI-JATOBA DO PIAUI;0
PI-JERUMENHA;38
PI-JOAO COSTA;0
PI-JOAQUIM PIRES;15
PI-JOCA MARQUES;0
PI-JOSE DE FREITAS;316
PI-JUAZEIRO DO PIAUI;0
PI-JULIO BORGES;0
PI-JUREMA;0
PI-LAGOINHA DO PIAUI;0
PI-LAGOA ALEGRE;0
PI-LAGOA DO BARRO DO PIAUI;0
PI-LAGOA DE SAO FRANCISCO;0
PI-LAGOA DO PIAUI;0
PI-LAGOA DO SITIO;0
PI-LANDRI SALES;113
PI-LUIS CORREIA;1224
PI-LUZILANDIA;214
PI-MADEIRO;0
PI-MANOEL EMIDIO;17
PI-MARCOLANDIA;0
PI-MARCOS PARENTE;17
PI-MASSAPE DO PIAUI;0
PI-MATIAS OLIMPIO;9
PI-MIGUEL ALVES;326
PI-MIGUEL LEAO;33
PI-MILTON BRANDAO;0
PI-MONSENHOR GIL;74
PI-MONSENHOR HIPOLITO;42
PI-MONTE ALEGRE DO PIAUI;39
PI-MORRO CABECA NO TEMPO;0
PI-MORRO DO CHAPEU DO PIAUI;0
PI-MURICI DOS PORTELAS;0
PI-NAZARE DO PIAUI;115
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;0
PI-NOSSA SENHORA DOS REMEDIOS;27
PI-NOVO ORIENTE DO PIAUI;12
PI-NOVO SANTO ANTONIO;0
PI-OEIRAS;827
PI-OLHO D AGUA DO PIAUI;0
PI-PADRE MARCOS;28
PI-PAES LANDIM;11
PI-PAJEU DO PIAUI;0
PI-PALMEIRA DO PIAUI;12
PI-PALMEIRAIS;15
PI-PAQUETA;0
PI-PARNAGUA;12
PI-PARNAIBA;5603
PI-PASSAGEM FRANCA DO PIAUI;0
PI-PATOS DO PIAUI;0
PI-PAU D ARCO DO PIAUI;0
PI-PAULISTANA;312
PI-PAVUSSU;0
PI-PEDRO II;590
PI-PEDRO LAURENTINO;0
PI-NOVA SANTA RITA;0
PI-PICOS;5052
PI-PIMENTEIRAS;107
PI-PIO IX;155
PI-PIRACURUCA;717
PI-PIRIPIRI;1587
PI-PORTO;88
PI-PORTO ALEGRE DO PIAUI;0
PI-PRATA DO PIAUI;32
PI-QUEIMADA NOVA;0
PI-REDENCAO DO GURGUEIA;90
PI-REGENERACAO;279
PI-RIACHO FRIO;0
PI-RIBEIRA DO PIAUI;0
PI-RIBEIRO GONCALVES;252
PI-RIO GRANDE DO PIAUI;83
PI-SANTA CRUZ DO PIAUI;105
PI-SANTA CRUZ DOS MILAGRES;0
PI-SANTA FILOMENA;41
PI-SANTA LUZ;40
PI-SANTANA DO PIAUI;0
PI-SANTA ROSA DO PIAUI;0
PI-SANTO ANTONIO DE LISBOA;42
PI-SANTO ANTONIO DOS MILAGRES;0
PI-SANTO INACIO DO PIAUI;7
PI-SAO BRAZ DO PIAUI;0
PI-SAO FELIX DO PIAUI;13
