Município;Total;
AC-TARAUACA;555;
AC-XAPURI;164;
AC-PORTO ACRE;2;
AC-IGNORADO;0;
AM-ALVARAES;1;
AM-AMATURA;1;
AM-ANAMA;1;
AM-ANORI;231;
AM-APUI;0;
AM-ATALAIA DO NORTE;25;
AM-AUTAZES;113;
AM-BARCELOS;286;
AM-BARREIRINHA;499;
AM-BENJAMIN CONSTANT;717;
AM-BERURI;1;
AM-BOA VISTA DO RAMOS;128;
AM-BOCA DO ACRE;616;
AM-BORBA;509;
AM-CAAPIRANGA;81;
AM-CANUTAMA;12;
AM-CARAUARI;411;
AM-CAREIRO;229;
AM-CAREIRO DA VARZEA;0;
AM-COARI;2314;
AM-CODAJAS;404;
AM-EIRUNEPE;614;
AM-ENVIRA;53;
AM-FONTE BOA;287;
AM-GUAJARA;0;
AM-HUMAITA;1140;
AM-IPIXUNA;38;
AM-IRANDUBA;613;
AM-ITACOATIARA;3612;
AM-ITAMARATI;1;
AM-ITAPIRANGA;20;
AM-JAPURA;14;
AM-JURUA;8;
AM-JUTAI;28;
AM-LABREA;483;
AM-MANACAPURU;1581;
AM-MANAQUIRI;1;
AM-MANAUS;204563;
AM-MANICORE;588;
AM-MARAA;12;
AM-MAUES;659;
AM-NHAMUNDA;183;
AM-NOVA OLINDA DO NORTE;441;
AM-NOVO AIRAO;85;
AM-NOVO ARIPUANA;15;
AM-PARINTINS;2064;
AM-PAUINI;112;
AM-PRESIDENTE FIGUEIREDO;1967;
AM-RIO PRETO DA EVA;302;
AM-SANTA ISABEL DO RIO NEGRO;16;
AM-SANTO ANTONIO DO ICA;186;
AM-SAO GABRIEL DA CACHOEIRA;390;
AM-SAO PAULO DE OLIVENCA;201;
AM-SAO SEBASTIAO DO UATUMA;1;
AM-SILVES;65;
AM-TABATINGA;167;
AM-TAPAUA;12;
AM-TEFE;2072;
AM-TONANTINS;0;
AM-UARINI;1;
AM-URUCARA;426;
AM-URUCURITUBA;399;
AM-IGNORADO;14;
RR-AMAJARI;0;
RR-ALTO ALEGRE;6;
RR-BOA VISTA;20446;
RR-BONFIM;6;
RR-CANTA;0;
RR-CARACARAI;150;
RR-CAROEBE;0;
RR-IRACEMA;0;
RR-MUCAJAI;81;
RR-NORMANDIA;7;
RR-PACARAIMA;0;
RR-RORAINOPOLIS;0;
RR-SAO JOAO DA BALIZA;72;
RR-SAO LUIZ;9;
RR-UIRAMUTA;0;
RR-IGNORADO;0;
PA-ABAETETUBA;1659;
PA-ABEL FIGUEIREDO;122;
PA-ACARA;584;
PA-AFUA;212;
PA-AGUA AZUL DO NORTE;52;
PA-ALENQUER;710;
PA-ALMEIRIM;6170;
PA-ALTAMIRA;2427;
PA-ANAJAS;12;
PA-ANANINDEUA;19250;
PA-ANAPU;0;
PA-AUGUSTO CORREA;346;
PA-AURORA DO PARA;21;
PA-AVEIRO;257;
PA-BAGRE;2;
PA-BAIAO;11;
PA-BANNACH;0;
PA-BARCARENA;5447;
PA-BELEM;266687;
PA-BELTERRA;0;
PA-BENEVIDES;1332;
PA-BOM JESUS DO TOCANTINS;133;
PA-BONITO;0;
PA-BRAGANCA;1434;
PA-BRASIL NOVO;6;
PA-BREJO GRANDE DO ARAGUAIA;14;
PA-BREU BRANCO;877;
PA-BREVES;3333;
PA-BUJARU;100;
PA-CACHOEIRA DO PIRIA;0;
PA-CACHOEIRA DO ARARI;310;
PA-CAMETA;549;
PA-CANAA DOS CARAJAS;0;
PA-CAPANEMA;2713;
PA-CAPITAO POCO;565;
PA-CASTANHAL;7058;
PA-CHAVES;68;
PA-COLARES;2;
PA-CONCEICAO DO ARAGUAIA;1605;
PA-CONCORDIA DO PARA;98;
PA-CUMARU DO NORTE;25;
PA-CURIONOPOLIS;388;
PA-CURRALINHO;1;
PA-CURUA;0;
PA-CURUCA;278;
PA-DOM ELISEU;267;
PA-ELDORADO DOS CARAJAS;99;
PA-FARO;120;
PA-FLORESTA DO ARAGUAIA;0;
PA-GARRAFAO DO NORTE;299;
PA-GOIANESIA DO PARA;119;
PA-GURUPA;24;
PA-IGARAPE-ACU;477;
PA-IGARAPE-MIRI;597;
PA-INHANGAPI;159;
PA-IPIXUNA DO PARA;118;
PA-IRITUIA;490;
PA-ITAITUBA;1866;
PA-ITUPIRANGA;139;
PA-JACAREACANGA;10;
PA-JACUNDA;566;
PA-JURUTI;28;
PA-LIMOEIRO DO AJURU;7;
PA-MAE DO RIO;3;
PA-MAGALHAES BARATA;130;
PA-MARABA;7696;
PA-MARACANA;405;
PA-MARAPANIM;601;
PA-MARITUBA;0;
PA-MEDICILANDIA;97;
PA-MELGACO;17;
PA-MOCAJUBA;34;
PA-MOJU;1158;
PA-MONTE ALEGRE;684;
PA-MUANA;49;
PA-NOVA ESPERANCA DO PIRIA;5;
PA-NOVA IPIXUNA;0;
PA-NOVA TIMBOTEUA;220;
PA-NOVO PROGRESSO;3;
PA-NOVO REPARTIMENTO;29;
PA-OBIDOS;998;
PA-OEIRAS DO PARA;191;
PA-ORIXIMINA;3738;
PA-OUREM;291;
PA-OURILANDIA DO NORTE;5426;
PA-PACAJA;100;
PA-PALESTINA DO PARA;161;
PA-PARAGOMINAS;7185;
PA-PARAUAPEBAS;867;
PA-PAU D ARCO;41;
PA-PEIXE-BOI;115;
PA-PICARRA;0;
PA-PLACAS;0;
PA-PONTA DE PEDRAS;243;
PA-PORTEL;1016;
PA-PORTO DE MOZ;50;
PA-PRAINHA;311;
PA-PRIMAVERA;350;
PA-QUATIPURU;0;
PA-REDENCAO;2367;
PA-RIO MARIA;499;
PA-RONDON DO PARA;2226;
PA-RUROPOLIS;365;
PA-SALINOPOLIS;533;
PA-SALVATERRA;32;
PA-SANTA BARBARA DO PARA;800;
PA-SANTA CRUZ DO ARARI;50;
PA-SANTA ISABEL DO PARA;2383;
PA-SANTA LUZIA DO PARA;206;
PA-SANTA MARIA DAS BARREIRAS;30;
PA-SANTA MARIA DO PARA;425;
PA-SANTANA DO ARAGUAIA;844;
PA-SANTAREM;11109;
PA-SANTAREM NOVO;1;
PA-SANTO ANTONIO DO TAUA;438;
PA-SAO CAETANO DE ODIVELAS;307;
PA-SAO DOMINGOS DO ARAGUAIA;6;
PA-SAO DOMINGOS DO CAPIM;416;
PA-SAO FELIX DO XINGU;169;
PA-SAO FRANCISCO DO PARA;287;
PA-SAO GERALDO DO ARAGUAIA;631;
PA-SAO JOAO DA PONTA;0;
PA-SAO JOAO DE PIRABAS;342;
PA-SAO JOAO DO ARAGUAIA;23;
PA-SAO MIGUEL DO GUAMA;1207;
PA-SAO SEBASTIAO DA BOA VISTA;19;
PA-SAPUCAIA;0;
PA-SENADOR JOSE PORFIRIO;282;
PA-SOURE;528;
PA-TAILANDIA;1153;
PA-TERRA ALTA;0;
PA-TERRA SANTA;11;
PA-TOME-ACU;1047;
PA-TRACUATEUA;0;
PA-TRAIRAO;70;
PA-TUCUMA;381;
PA-TUCURUI;2554;
PA-ULIANOPOLIS;507;
PA-URUARA;0;
PA-VIGIA;631;
PA-VISEU;914;
PA-VITORIA DO XINGU;0;
PA-XINGUARA;966;
PA-IGNORADO;123;
AP-SERRA DO NAVIO;20;
AP-AMAPA;58;
AP-PEDRA BRANCA DO AMAPARI;0;
AP-CALCOENE;123;
AP-CUTIAS;0;
AP-FERREIRA GOMES;104;
AP-ITAUBAL;0;
AP-LARANJAL DO JARI;127;
AP-MACAPA;27594;
AP-MAZAGAO;106;
AP-OIAPOQUE;22;
AP-PORTO GRANDE;77;
AP-PRACUUBA;6;
AP-SANTANA;2279;
AP-TARTARUGALZINHO;5;
AP-VITORIA DO JARI;0;
AP-IGNORADO;53;
TO-ABREULANDIA;0;
TO-AGUIARNOPOLIS;0;
TO-ALIANCA DO TOCANTINS;0;
TO-ALMAS;10;
TO-ALVORADA;253;
TO-ANANAS;60;
TO-ANGICO;0;
TO-APARECIDA DO RIO NEGRO;4;
TO-ARAGOMINAS;0;
TO-ARAGUACEMA;107;
TO-ARAGUACU;162;
TO-ARAGUAINA;6404;
TO-ARAGUANA;5;
TO-ARAGUATINS;146;
TO-ARAPOEMA;375;
TO-ARRAIAS;318;
TO-AUGUSTINOPOLIS;26;
TO-AURORA DO TOCANTINS;35;
TO-AXIXA DO TOCANTINS;25;
TO-BABACULANDIA;194;
TO-BANDEIRANTES DO TOCANTINS;0;
TO-BARRA DO OURO;0;
TO-BARROLANDIA;20;
TO-BERNARDO SAYAO;2;
TO-BOM JESUS DO TOCANTINS;0;
TO-BRASILANDIA DO TOCANTINS;6;
TO-BREJINHO DE NAZARE;151;
TO-BURITI DO TOCANTINS;14;
TO-CACHOEIRINHA;0;
TO-CAMPOS LINDOS;0;
TO-CARIRI DO TOCANTINS;3;
TO-CARMOLANDIA;0;
TO-CARRASCO BONITO;0;
TO-CASEARA;77;
TO-CENTENARIO;0;
TO-CHAPADA DE AREIA;0;
TO-CHAPADA DA NATIVIDADE;0;
TO-COLINAS DO TOCANTINS;755;
TO-COMBINADO;63;
TO-CONCEICAO DO TOCANTINS;2;
TO-COUTO DE MAGALHAES;29;
TO-CRISTALANDIA;84;
TO-CRIXAS DO TOCANTINS;0;
TO-DARCINOPOLIS;6;
TO-DIANOPOLIS;198;
TO-DIVINOPOLIS DO TOCANTINS;14;
TO-DOIS IRMAOS DO TOCANTINS;43;
TO-DUERE;33;
TO-ESPERANTINA;0;
TO-FATIMA;20;
TO-FIGUEIROPOLIS;179;
TO-FILADELFIA;7;
TO-FORMOSO DO ARAGUAIA;1154;
TO-FORTALEZA DO TABOCAO;0;
TO-GOIANORTE;1;
TO-GOIATINS;170;
TO-GUARAI;722;
TO-GURUPI;5082;
TO-IPUEIRAS;0;
TO-ITACAJA;67;
TO-ITAGUATINS;8;
TO-ITAPIRATINS;0;
TO-ITAPORA DO TOCANTINS;16;
TO-JAU DO TOCANTINS;1;
TO-JUARINA;1;
TO-LAGOA DA CONFUSAO;11;
TO-LAGOA DO TOCANTINS;0;
TO-LAJEADO;0;
TO-LAVANDEIRA;0;
TO-LIZARDA;3;
TO-LUZINOPOLIS;0;
TO-MARIANOPOLIS DO TOCANTINS;2;
TO-MATEIROS;0;
TO-MAURILANDIA DO TOCANTINS;0;
TO-MIRACEMA DO TOCANTINS;619;
TO-MIRANORTE;312;
TO-MONTE DO CARMO;58;
TO-MONTE SANTO DO TOCANTINS;0;
TO-PALMEIRAS DO TOCANTINS;0;
TO-MURICILANDIA;0;
TO-NATIVIDADE;171;
TO-NAZARE;110;
TO-NOVA OLINDA;61;
TO-NOVA ROSALANDIA;9;
TO-NOVO ACORDO;140;
TO-NOVO ALEGRE;1;
TO-NOVO JARDIM;21;
TO-OLIVEIRA DE FATIMA;0;
TO-PALMEIRANTE;1;
TO-PALMEIROPOLIS;186;
TO-PARAISO DO TOCANTINS;1305;
TO-PARANA;41;
TO-PAU D ARCO;89;
TO-PEDRO AFONSO;80;
TO-PEIXE;125;
TO-PEQUIZEIRO;52;
TO-COLMEIA;150;
TO-PINDORAMA DO TOCANTINS;3;
TO-PIRAQUE;0;
TO-PIUM;168;
TO-PONTE ALTA DO BOM JESUS;44;
TO-PONTE ALTA DO TOCANTINS;210;
TO-PORTO ALEGRE DO TOCANTINS;0;
TO-PORTO NACIONAL;1619;
TO-PRAIA NORTE;0;
TO-PRESIDENTE KENNEDY;98;
TO-PUGMIL;0;
TO-RECURSOLANDIA;0;
TO-RIACHINHO;0;
TO-RIO DA CONCEICAO;0;
TO-RIO DOS BOIS;40;
TO-RIO SONO;4;
TO-SAMPAIO;0;
TO-SANDOLANDIA;0;
TO-SANTA FE DO ARAGUAIA;40;
TO-SANTA MARIA DO TOCANTINS;1;
TO-SANTA RITA DO TOCANTINS;0;
TO-SANTA ROSA DO TOCANTINS;66;
TO-SANTA TEREZA DO TOCANTINS;1;
TO-SANTA TEREZINHA DO TOCANTINS;0;
TO-SAO BENTO DO TOCANTINS;1;
TO-SAO FELIX DO TOCANTINS;0;
TO-SAO MIGUEL DO TOCANTINS;0;
TO-SAO SALVADOR DO TOCANTINS;1;
TO-SAO SEBASTIAO DO TOCANTINS;6;
TO-SAO VALERIO DA NATIVIDADE;0;
TO-SILVANOPOLIS;91;
TO-SITIO NOVO DO TOCANTINS;168;
TO-SUCUPIRA;0;
TO-TAGUATINGA;96;
TO-TAIPAS DO TOCANTINS;1;
TO-TALISMA;0;
TO-PALMAS;6758;
TO-TOCANTINIA;21;
TO-TOCANTINOPOLIS;326;
TO-TUPIRAMA;0;
TO-TUPIRATINS;0;
TO-WANDERLANDIA;171;
TO-XAMBIOA;118;
TO-IGNORADO;22;
MA-ACAILANDIA;3939;
MA-AFONSO CUNHA;3;
MA-AGUA DOCE DO MARANHAO;0;
MA-ALCANTARA;350;
MA-ALDEIAS ALTAS;210;
MA-ALTAMIRA DO MARANHAO;60;
MA-ALTO ALEGRE DO MARANHAO;0;
MA-ALTO ALEGRE DO PINDARE;0;
MA-ALTO PARNAIBA;58;
MA-AMAPA DO MARANHAO;0;
MA-AMARANTE DO MARANHAO;93;
MA-ANAJATUBA;33;
MA-ANAPURUS;8;
MA-APICUM-ACU;0;
MA-ARAGUANA;0;
MA-ARAIOSES;387;
MA-ARAME;113;
MA-ARARI;789;
MA-AXIXA;14;
MA-BACABAL;2877;
MA-BACABEIRA;0;
MA-BACURI;8;
MA-BACURITUBA;0;
MA-BALSAS;1451;
MA-BARAO DE GRAJAU;530;
MA-BARRA DO CORDA;1722;
MA-BARREIRINHAS;662;
MA-BELAGUA;0;
MA-BELA VISTA DO MARANHAO;0;
MA-BENEDITO LEITE;7;
MA-BEQUIMAO;603;
MA-BERNARDO DO MEARIM;0;
MA-BOA VISTA DO GURUPI;0;
MA-BOM JARDIM;109;
MA-BOM JESUS DAS SELVAS;0;
MA-BOM LUGAR;0;
MA-BREJO;657;
MA-BREJO DE AREIA;0;
MA-BURITI;20;
MA-BURITI BRAVO;54;
MA-BURITICUPU;0;
MA-BURITIRANA;0;
MA-CACHOEIRA GRANDE;0;
MA-CAJAPIO;331;
MA-CAJARI;4;
MA-CAMPESTRE DO MARANHAO;0;
MA-CANDIDO MENDES;111;
MA-CANTANHEDE;46;
MA-CAPINZAL DO NORTE;0;
MA-CAROLINA;1015;
MA-CARUTAPERA;67;
MA-CAXIAS;4414;
MA-CEDRAL;1;
MA-CENTRAL DO MARANHAO;0;
MA-CENTRO DO GUILHERME;0;
MA-CENTRO NOVO DO MARANHAO;0;
MA-CHAPADINHA;1341;
MA-CIDELANDIA;0;
MA-CODO;3108;
MA-COELHO NETO;2539;
MA-COLINAS;0;
MA-CONCEICAO DO LAGO-ACU;0;
MA-COROATA;1252;
MA-CURURUPU;58;
MA-DAVINOPOLIS;0;
MA-DOM PEDRO;179;
MA-DUQUE BACELAR;237;
MA-ESPERANTINOPOLIS;22;
MA-ESTREITO;135;
MA-FEIRA NOVA DO MARANHAO;0;
MA-FERNANDO FALCAO;0;
MA-FORMOSA DA SERRA NEGRA;0;
MA-FORTALEZA DOS NOGUEIRAS;282;
MA-FORTUNA;68;
MA-GODOFREDO VIANA;80;
MA-GONCALVES DIAS;15;
MA-GOVERNADOR ARCHER;241;
MA-GOVERNADOR EDISON LOBAO;0;
MA-GOVERNADOR EUGENIO BARROS;267;
MA-GOVERNADOR LUIZ ROCHA;0;
MA-GOVERNADOR NEWTON BELLO;0;
MA-GOVERNADOR NUNES FREIRE;0;
MA-GRACA ARANHA;2;
MA-GRAJAU;622;
MA-GUIMARAES;18;
MA-HUMBERTO DE CAMPOS;72;
MA-ICATU;4;
MA-IGARAPE DO MEIO;0;
MA-IGARAPE GRANDE;304;
MA-IMPERATRIZ;14963;
MA-ITAIPAVA DO GRAJAU;0;
MA-ITAPECURU MIRIM;1609;
MA-ITINGA DO MARANHAO;0;
MA-JATOBA;0;
MA-JENIPAPO DOS VIEIRAS;0;
MA-JOAO LISBOA;362;
MA-JOSELANDIA;65;
MA-JUNCO DO MARANHAO;0;
MA-LAGO DA PEDRA;343;
MA-LAGO DO JUNCO;13;
MA-LAGO VERDE;18;
MA-LAGOA DO MATO;0;
MA-LAGO DOS RODRIGUES;0;
MA-LAGOA GRANDE DO MARANHAO;0;
MA-LAJEADO NOVO;0;
MA-LIMA CAMPOS;129;
MA-LORETO;138;
MA-LUIS DOMINGUES;1;
MA-MAGALHAES DE ALMEIDA;270;
MA-MARACACUME;0;
MA-MARAJA DO SENA;0;
MA-MARANHAOZINHO;0;
MA-MATA ROMA;58;
MA-MATINHA;856;
MA-MATOES;288;
MA-MATOES DO NORTE;0;
MA-MILAGRES DO MARANHAO;0;
MA-MIRADOR;13;
MA-MIRANDA DO NORTE;17;
MA-MIRINZAL;12;
MA-MONCAO;160;
MA-MONTES ALTOS;113;
MA-MORROS;182;
MA-NINA RODRIGUES;3;
MA-NOVA COLINAS;0;
MA-NOVA IORQUE;4;
MA-NOVA OLINDA DO MARANHAO;0;
MA-OLHO D AGUA DAS CUNHAS;235;
MA-OLINDA NOVA DO MARANHAO;0;
MA-PACO DO LUMIAR;1325;
MA-PALMEIRANDIA;67;
MA-PARAIBANO;225;
MA-PARNARAMA;678;
MA-PASSAGEM FRANCA;38;
MA-PASTOS BONS;230;
MA-PAULINO NEVES;0;
MA-PAULO RAMOS;56;
MA-PEDREIRAS;1823;
MA-PEDRO DO ROSARIO;0;
MA-PENALVA;36;
MA-PERI MIRIM;3;
MA-PERITORO;0;
MA-PINDARE MIRIM;134;
MA-PINHEIRO;2120;
MA-PIO XII;779;
MA-PIRAPEMAS;5;
MA-POCAO DE PEDRAS;775;
MA-PORTO FRANCO;1003;
MA-PORTO RICO DO MARANHAO;0;
MA-PRESIDENTE DUTRA;387;
MA-PRESIDENTE JUSCELINO;128;
MA-PRESIDENTE MEDICI;0;
MA-PRESIDENTE SARNEY;0;
MA-PRESIDENTE VARGAS;55;
MA-PRIMEIRA CRUZ;37;
MA-RAPOSA;0;
MA-RIACHAO;51;
MA-RIBAMAR FIQUENE;0;
MA-ROSARIO;902;
MA-SAMBAIBA;0;
MA-SANTA FILOMENA DO MARANHAO;0;
MA-SANTA HELENA;0;
MA-SANTA INES;2126;
MA-SANTA LUZIA;435;
MA-SANTA LUZIA DO PARUA;22;
MA-SANTA QUITERIA DO MARANHAO;415;
MA-SANTA RITA;286;
MA-SANTANA DO MARANHAO;0;
MA-SANTO AMARO DO MARANHAO;0;
MA-SANTO ANTONIO DOS LOPES;345;
MA-SAO BENEDITO DO RIO PRETO;411;
MA-SAO BENTO;119;
MA-SAO BERNARDO;206;
MA-SAO DOMINGOS DO AZEITAO;0;
MA-SAO DOMINGOS DO MARANHAO;98;
MA-SAO FELIX DE BALSAS;2;
MA-SAO FRANCISCO DO BREJAO;0;
MA-SAO FRANCISCO DO MARANHAO;170;
MA-SAO JOAO BATISTA;7;
MA-SAO JOAO DO CARU;0;
MA-SAO JOAO DO PARAISO;0;
MA-SAO JOAO DO SOTER;0;
MA-SAO JOAO DOS PATOS;630;
MA-SAO JOSE DE RIBAMAR;2833;
MA-SAO JOSE DOS BASILIOS;0;
MA-SAO LUIS;161619;
MA-SAO LUIS GONZAGA DO MARANHAO;398;
MA-SAO MATEUS DO MARANHAO;854;
MA-SAO PEDRO DA AGUA BRANCA;0;
MA-SAO PEDRO DOS CRENTES;0;
MA-SAO RAIMUNDO DAS MANGABEIRAS;652;
MA-SAO RAIMUNDO DO DOCA BEZERRA;0;
MA-SAO ROBERTO;0;
MA-SAO VICENTE FERRER;446;
MA-SATUBINHA;0;
MA-SENADOR ALEXANDRE COSTA;0;
MA-SENADOR LA ROCQUE;0;
MA-SERRANO DO MARANHAO;0;
MA-SITIO NOVO;35;
MA-SUCUPIRA DO NORTE;68;
MA-SUCUPIRA DO RIACHAO;0;
MA-TASSO FRAGOSO;170;
MA-TIMBIRAS;412;
MA-TIMON;2790;
MA-TRIZIDELA DO VALE;0;
MA-TUFILANDIA;0;
MA-TUNTUM;87;
MA-TURIACU;42;
MA-TURILANDIA;0;
MA-TUTOIA;1504;
MA-URBANO SANTOS;108;
MA-VARGEM GRANDE;639;
MA-VIANA;385;
MA-VILA NOVA DOS MARTIRIOS;0;
MA-VITORIA DO MEARIM;99;
MA-VITORINO FREIRE;529;
MA-ZE DOCA;110;
MA-IGNORADO;622;
PI-ACAUA;0;
PI-AGRICOLANDIA;137;
PI-AGUA BRANCA;491;
PI-ALAGOINHA DO PIAUI;0;
PI-ALEGRETE DO PIAUI;19;
PI-ALTO LONGA;522;
PI-ALTOS;942;
PI-ALVORADA DO GURGUEIA;0;
PI-AMARANTE;275;
PI-ANGICAL DO PIAUI;88;
PI-ANISIO DE ABREU;24;
PI-ANTONIO ALMEIDA;166;
PI-AROAZES;308;
PI-AROEIRAS DO ITAIM;0;
PI-ARRAIAL;129;
PI-ASSUNCAO DO PIAUI;0;
PI-AVELINO LOPES;59;
PI-BAIXA GRANDE DO RIBEIRO;0;
PI-BARRA D ALCANTARA;0;
PI-BARRAS;720;
PI-BARREIRAS DO PIAUI;7;
PI-BARRO DURO;232;
PI-BATALHA;262;
PI-BELA VISTA DO PIAUI;0;
PI-BELEM DO PIAUI;0;
PI-BENEDITINOS;255;
PI-BERTOLINIA;90;
PI-BETANIA DO PIAUI;0;
PI-BOA HORA;0;
PI-BOCAINA;56;
PI-BOM JESUS;152;
PI-BOM PRINCIPIO DO PIAUI;193;
PI-BONFIM DO PIAUI;9;
PI-BOQUEIRAO DO PIAUI;0;
PI-BRASILEIRA;110;
PI-BREJO DO PIAUI;0;
PI-BURITI DOS LOPES;368;
PI-BURITI DOS MONTES;18;
PI-CABECEIRAS DO PIAUI;95;
PI-CAJAZEIRAS DO PIAUI;0;
PI-CAJUEIRO DA PRAIA;0;
PI-CALDEIRAO GRANDE DO PIAUI;29;
PI-CAMPINAS DO PIAUI;122;
PI-CAMPO ALEGRE DO FIDALGO;0;
PI-CAMPO GRANDE DO PIAUI;0;
PI-CAMPO LARGO DO PIAUI;0;
PI-CAMPO MAIOR;1423;
PI-CANAVIEIRA;0;
PI-CANTO DO BURITI;182;
PI-CAPITAO DE CAMPOS;105;
PI-CAPITAO GERVASIO OLIVEIRA;0;
PI-CARACOL;4;
PI-CARAUBAS DO PIAUI;0;
PI-CARIDADE DO PIAUI;0;
PI-CASTELO DO PIAUI;128;
PI-CAXINGO;0;
PI-COCAL;603;
PI-COCAL DE TELHA;0;
PI-COCAL DOS ALVES;0;
PI-COIVARAS;201;
PI-COLONIA DO GURGUEIA;26;
PI-COLONIA DO PIAUI;1;
PI-CONCEICAO DO CANINDE;61;
PI-CORONEL JOSE DIAS;85;
PI-CORRENTE;172;
PI-CRISTALANDIA DO PIAUI;3;
PI-CRISTINO CASTRO;73;
PI-CURIMATA;152;
PI-CURRAIS;0;
PI-CURRALINHOS;0;
PI-CURRAL NOVO DO PIAUI;0;
PI-DEMERVAL LOBAO;381;
PI-DIRCEU ARCOVERDE;22;
PI-DOM EXPEDITO LOPES;195;
PI-DOMINGOS MOURAO;2;
PI-DOM INOCENCIO;0;
PI-ELESBAO VELOSO;235;
PI-ELISEU MARTINS;59;
PI-ESPERANTINA;309;
PI-FARTURA DO PIAUI;48;
PI-FLORES DO PIAUI;39;
PI-FLORESTA DO PIAUI;0;
PI-FLORIANO;2342;
PI-FRANCINOPOLIS;183;
PI-FRANCISCO AYRES;81;
PI-FRANCISCO MACEDO;0;
PI-FRANCISCO SANTOS;89;
PI-FRONTEIRAS;272;
PI-GEMINIANO;0;
PI-GILBUES;39;
PI-GUADALUPE;320;
PI-GUARIBAS;0;
PI-HUGO NAPOLEAO;211;
PI-ILHA GRANDE;0;
PI-INHUMA;125;
PI-IPIRANGA DO PIAUI;87;
PI-ISAIAS COELHO;77;
PI-ITAINOPOLIS;89;
PI-ITAUEIRA;199;
PI-JACOBINA DO PIAUI;20;
PI-JAICOS;54;
PI-JARDIM DO MULATO;124;
PI-JATOBA DO PIAUI;0;
PI-JERUMENHA;201;
PI-JOAO COSTA;0;
PI-JOAQUIM PIRES;64;
PI-JOCA MARQUES;0;
PI-JOSE DE FREITAS;263;
PI-JUAZEIRO DO PIAUI;0;
PI-JULIO BORGES;0;
PI-JUREMA;0;
PI-LAGOINHA DO PIAUI;0;
PI-LAGOA ALEGRE;203;
PI-LAGOA DO BARRO DO PIAUI;54;
PI-LAGOA DE SAO FRANCISCO;0;
PI-LAGOA DO PIAUI;0;
PI-LAGOA DO SITIO;0;
PI-LANDRI SALES;198;
PI-LUIS CORREIA;2077;
PI-LUZILANDIA;196;
PI-MADEIRO;0;
PI-MANOEL EMIDIO;215;
PI-MARCOLANDIA;0;
PI-MARCOS PARENTE;45;
PI-MASSAPE DO PIAUI;0;
PI-MATIAS OLIMPIO;131;
PI-MIGUEL ALVES;454;
PI-MIGUEL LEAO;48;
PI-MILTON BRANDAO;0;
PI-MONSENHOR GIL;290;
PI-MONSENHOR HIPOLITO;51;
PI-MONTE ALEGRE DO PIAUI;57;
PI-MORRO CABECA NO TEMPO;0;
PI-MORRO DO CHAPEU DO PIAUI;0;
PI-MURICI DOS PORTELAS;0;
PI-NAZARE DO PIAUI;130;
PI-NAZARIA;0;
PI-NOSSA SENHORA DE NAZARE;0;
