Município;Total
MA-GUIMARAES;264
MA-HUMBERTO DE CAMPOS;1057
MA-ICATU;876
MA-IGARAPE DO MEIO;492
MA-IGARAPE GRANDE;371
MA-IMPERATRIZ;31944
MA-ITAIPAVA DO GRAJAU;108
MA-ITAPECURU MIRIM;3520
MA-ITINGA DO MARANHAO;1784
MA-JATOBA;252
MA-JENIPAPO DOS VIEIRAS;198
MA-JOAO LISBOA;1065
MA-JOSELANDIA;436
MA-JUNCO DO MARANHAO;3
MA-LAGO DA PEDRA;1301
MA-LAGO DO JUNCO;272
MA-LAGO VERDE;333
MA-LAGOA DO MATO;291
MA-LAGO DOS RODRIGUES;273
MA-LAGOA GRANDE DO MARANHAO;330
MA-LAJEADO NOVO;319
MA-LIMA CAMPOS;497
MA-LORETO;522
MA-LUIS DOMINGUES;208
MA-MAGALHAES DE ALMEIDA;540
MA-MARACACUME;369
MA-MARAJA DO SENA;75
MA-MARANHAOZINHO;411
MA-MATA ROMA;537
MA-MATINHA;965
MA-MATOES;1114
MA-MATOES DO NORTE;116
MA-MILAGRES DO MARANHAO;210
MA-MIRADOR;416
MA-MIRANDA DO NORTE;718
MA-MIRINZAL;304
MA-MONCAO;350
MA-MONTES ALTOS;247
MA-MORROS;419
MA-NINA RODRIGUES;212
MA-NOVA COLINAS;240
MA-NOVA IORQUE;116
MA-NOVA OLINDA DO MARANHAO;37
MA-OLHO D AGUA DAS CUNHAS;602
MA-OLINDA NOVA DO MARANHAO;373
MA-PACO DO LUMIAR;3685
MA-PALMEIRANDIA;354
MA-PARAIBANO;622
MA-PARNARAMA;1838
MA-PASSAGEM FRANCA;315
MA-PASTOS BONS;398
MA-PAULINO NEVES;185
MA-PAULO RAMOS;489
MA-PEDREIRAS;2836
MA-PEDRO DO ROSARIO;8
MA-PENALVA;666
MA-PERI MIRIM;204
MA-PERITORO;256
MA-PINDARE-MIRIM;1316
MA-PINHEIRO;2727
MA-PIO XII;1104
MA-PIRAPEMAS;470
MA-POCAO DE PEDRAS;920
MA-PORTO FRANCO;1401
MA-PORTO RICO DO MARANHAO;180
MA-PRESIDENTE DUTRA;2342
MA-PRESIDENTE JUSCELINO;314
MA-PRESIDENTE MEDICI;364
MA-PRESIDENTE SARNEY;473
MA-PRESIDENTE VARGAS;240
MA-PRIMEIRA CRUZ;295
MA-RAPOSA;565
MA-RIACHAO;1017
MA-RIBAMAR FIQUENE;363
MA-ROSARIO;1635
MA-SAMBAIBA;338
MA-SANTA FILOMENA DO MARANHAO;92
MA-SANTA HELENA;1226
MA-SANTA INES;6959
MA-SANTA LUZIA;2401
MA-SANTA LUZIA DO PARUA;679
MA-SANTA QUITERIA DO MARANHAO;257
MA-SANTA RITA;638
MA-SANTANA DO MARANHAO;178
MA-SANTO AMARO DO MARANHAO;205
MA-SANTO ANTONIO DOS LOPES;706
MA-SAO BENEDITO DO RIO PRETO;315
MA-SAO BENTO;651
MA-SAO BERNARDO;914
MA-SAO DOMINGOS DO AZEITAO;128
MA-SAO DOMINGOS DO MARANHAO;585
MA-SAO FELIX DE BALSAS;149
MA-SAO FRANCISCO DO BREJAO;364
MA-SAO FRANCISCO DO MARANHAO;427
MA-SAO JOAO BATISTA;304
MA-SAO JOAO DO CARU;9
MA-SAO JOAO DO PARAISO;435
MA-SAO JOAO DO SOTER;396
MA-SAO JOAO DOS PATOS;1101
MA-SAO JOSE DE RIBAMAR;7060
MA-SAO JOSE DOS BASILIOS;176
MA-SAO LUIS;235329
MA-SAO LUIS GONZAGA DO MARANHAO;672
MA-SAO MATEUS DO MARANHAO;1055
MA-SAO PEDRO DA AGUA BRANCA;122
MA-SAO PEDRO DOS CRENTES;236
MA-SAO RAIMUNDO DAS MANGABEIRAS;2191
MA-SAO RAIMUNDO DO DOCA BEZERRA;285
MA-SAO ROBERTO;112
MA-SAO VICENTE FERRER;448
MA-SATUBINHA;138
MA-SENADOR ALEXANDRE COSTA;294
MA-SENADOR LA ROCQUE;706
MA-SERRANO DO MARANHAO;243
MA-SITIO NOVO;709
MA-SUCUPIRA DO NORTE;280
MA-SUCUPIRA DO RIACHAO;85
MA-TASSO FRAGOSO;548
MA-TIMBIRAS;573
MA-TIMON;10115
MA-TRIZIDELA DO VALE;784
MA-TUFILANDIA;109
MA-TUNTUM;684
MA-TURIACU;748
MA-TURILANDIA;228
MA-TUTOIA;3997
MA-URBANO SANTOS;840
MA-VARGEM GRANDE;1330
MA-VIANA;1271
MA-VILA NOVA DOS MARTIRIOS;729
MA-VITORIA DO MEARIM;1217
MA-VITORINO FREIRE;1048
MA-ZE DOCA;1886
MA-IGNORADO;0
PI-ACAUA;217
PI-AGRICOLANDIA;111
PI-AGUA BRANCA;783
PI-ALAGOINHA DO PIAUI;156
PI-ALEGRETE DO PIAUI;140
PI-ALTO LONGA;392
PI-ALTOS;1580
PI-ALVORADA DO GURGUEIA;347
PI-AMARANTE;672
PI-ANGICAL DO PIAUI;245
PI-ANISIO DE ABREU;146
PI-ANTONIO ALMEIDA;243
PI-AROAZES;374
PI-AROEIRAS DO ITAIM;39
PI-ARRAIAL;162
PI-ASSUNCAO DO PIAUI;45
PI-AVELINO LOPES;358
PI-BAIXA GRANDE DO RIBEIRO;566
PI-BARRA D ALCANTARA;123
PI-BARRAS;1637
PI-BARREIRAS DO PIAUI;112
PI-BARRO DURO;338
PI-BATALHA;830
PI-BELA VISTA DO PIAUI;146
PI-BELEM DO PIAUI;32
PI-BENEDITINOS;282
PI-BERTOLINIA;226
PI-BETANIA DO PIAUI;197
PI-BOA HORA;182
PI-BOCAINA;121
PI-BOM JESUS;1105
PI-BOM PRINCIPIO DO PIAUI;290
PI-BONFIM DO PIAUI;122
PI-BOQUEIRAO DO PIAUI;182
PI-BRASILEIRA;195
PI-BREJO DO PIAUI;152
PI-BURITI DOS LOPES;553
PI-BURITI DOS MONTES;246
PI-CABECEIRAS DO PIAUI;320
PI-CAJAZEIRAS DO PIAUI;131
PI-CAJUEIRO DA PRAIA;386
PI-CALDEIRAO GRANDE DO PIAUI;111
PI-CAMPINAS DO PIAUI;211
PI-CAMPO ALEGRE DO FIDALGO;131
PI-CAMPO GRANDE DO PIAUI;213
PI-CAMPO LARGO DO PIAUI;142
PI-CAMPO MAIOR;2867
PI-CANAVIEIRA;69
PI-CANTO DO BURITI;1142
PI-CAPITAO DE CAMPOS;141
PI-CAPITAO GERVASIO OLIVEIRA;135
PI-CARACOL;118
PI-CARAUBAS DO PIAUI;158
PI-CARIDADE DO PIAUI;253
PI-CASTELO DO PIAUI;943
PI-CAXINGO;170
PI-COCAL;596
PI-COCAL DE TELHA;260
PI-COCAL DOS ALVES;221
PI-COIVARAS;126
PI-COLONIA DO GURGUEIA;193
PI-COLONIA DO PIAUI;220
PI-CONCEICAO DO CANINDE;124
PI-CORONEL JOSE DIAS;219
PI-CORRENTE;1306
PI-CRISTALANDIA DO PIAUI;90
PI-CRISTINO CASTRO;340
PI-CURIMATA;558
PI-CURRAIS;151
PI-CURRALINHOS;65
PI-CURRAL NOVO DO PIAUI;119
PI-DEMERVAL LOBAO;313
PI-DIRCEU ARCOVERDE;255
PI-DOM EXPEDITO LOPES;245
PI-DOMINGOS MOURAO;162
PI-DOM INOCENCIO;226
PI-ELESBAO VELOSO;426
PI-ELISEU MARTINS;150
PI-ESPERANTINA;1593
PI-FARTURA DO PIAUI;123
PI-FLORES DO PIAUI;192
PI-FLORESTA DO PIAUI;150
PI-FLORIANO;5937
PI-FRANCINOPOLIS;206
PI-FRANCISCO AYRES;172
PI-FRANCISCO MACEDO;86
PI-FRANCISCO SANTOS;210
PI-FRONTEIRAS;1012
PI-GEMINIANO;121
PI-GILBUES;458
PI-GUADALUPE;691
PI-GUARIBAS;42
PI-HUGO NAPOLEAO;172
PI-ILHA GRANDE;383
PI-INHUMA;403
PI-IPIRANGA DO PIAUI;292
PI-ISAIAS COELHO;219
PI-ITAINOPOLIS;304
PI-ITAUEIRA;309
PI-JACOBINA DO PIAUI;203
PI-JAICOS;523
PI-JARDIM DO MULATO;180
PI-JATOBA DO PIAUI;139
PI-JERUMENHA;314
PI-JOAO COSTA;110
PI-JOAQUIM PIRES;254
PI-JOCA MARQUES;135
PI-JOSE DE FREITAS;1439
PI-JUAZEIRO DO PIAUI;189
PI-JULIO BORGES;188
PI-JUREMA;167
PI-LAGOINHA DO PIAUI;82
PI-LAGOA ALEGRE;204
PI-LAGOA DO BARRO DO PIAUI;196
PI-LAGOA DE SAO FRANCISCO;284
PI-LAGOA DO PIAUI;236
PI-LAGOA DO SITIO;183
PI-LANDRI SALES;297
PI-LUIS CORREIA;1801
PI-LUZILANDIA;861
PI-MADEIRO;322
PI-MANOEL EMIDIO;266
PI-MARCOLANDIA;219
PI-MARCOS PARENTE;126
PI-MASSAPE DO PIAUI;168
PI-MATIAS OLIMPIO;267
PI-MIGUEL ALVES;713
PI-MIGUEL LEAO;87
PI-MILTON BRANDAO;196
PI-MONSENHOR GIL;395
PI-MONSENHOR HIPOLITO;206
PI-MONTE ALEGRE DO PIAUI;335
PI-MORRO CABECA NO TEMPO;114
PI-MORRO DO CHAPEU DO PIAUI;205
PI-MURICI DOS PORTELAS;232
PI-NAZARE DO PIAUI;156
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;132
PI-NOSSA SENHORA DOS REMEDIOS;184
PI-NOVO ORIENTE DO PIAUI;236
PI-NOVO SANTO ANTONIO;132
PI-OEIRAS;1801
PI-OLHO D AGUA DO PIAUI;75
PI-PADRE MARCOS;146
PI-PAES LANDIM;152
PI-PAJEU DO PIAUI;75
PI-PALMEIRA DO PIAUI;89
PI-PALMEIRAIS;466
PI-PAQUETA;79
PI-PARNAGUA;315
PI-PARNAIBA;12352
PI-PASSAGEM FRANCA DO PIAUI;116
PI-PATOS DO PIAUI;285
PI-PAU D ARCO DO PIAUI;92
PI-PAULISTANA;763
PI-PAVUSSU;151
PI-PEDRO II;1407
PI-PEDRO LAURENTINO;111
PI-NOVA SANTA RITA;165
PI-PICOS;7610
PI-PIMENTEIRAS;408
PI-PIO IX;798
PI-PIRACURUCA;857
PI-PIRIPIRI;3722
PI-PORTO;334
PI-PORTO ALEGRE DO PIAUI;144
PI-PRATA DO PIAUI;104
PI-QUEIMADA NOVA;118
PI-REDENCAO DO GURGUEIA;202
PI-REGENERACAO;760
PI-RIACHO FRIO;156
PI-RIBEIRA DO PIAUI;105
PI-RIBEIRO GONCALVES;448
PI-RIO GRANDE DO PIAUI;276
PI-SANTA CRUZ DO PIAUI;210
PI-SANTA CRUZ DOS MILAGRES;194
PI-SANTA FILOMENA;83
PI-SANTA LUZ;235
