Município;Total
AC-MARECHAL THAUMATURGO;887
AC-PLACIDO DE CASTRO;1212
AC-PORTO WALTER;544
AC-RIO BRANCO;105252
AC-RODRIGUES ALVES;702
AC-SANTA ROSA DO PURUS;234
AC-SENADOR GUIOMARD;2266
AC-SENA MADUREIRA;2328
AC-TARAUACA;1962
AC-XAPURI;784
AC-PORTO ACRE;1289
AC-IGNORADO;0
AM-ALVARAES;95
AM-AMATURA;509
AM-ANAMA;520
AM-ANORI;629
AM-APUI;981
AM-ATALAIA DO NORTE;750
AM-AUTAZES;1501
AM-BARCELOS;762
AM-BARREIRINHA;1057
AM-BENJAMIN CONSTANT;1193
AM-BERURI;36
AM-BOA VISTA DO RAMOS;665
AM-BOCA DO ACRE;2259
AM-BORBA;1498
AM-CAAPIRANGA;910
AM-CANUTAMA;290
AM-CARAUARI;959
AM-CAREIRO;1264
AM-CAREIRO DA VARZEA;886
AM-COARI;7410
AM-CODAJAS;941
AM-EIRUNEPE;1503
AM-ENVIRA;912
AM-FONTE BOA;1881
AM-GUAJARA;773
AM-HUMAITA;2585
AM-IPIXUNA;381
AM-IRANDUBA;4660
AM-ITACOATIARA;9233
AM-ITAMARATI;408
AM-ITAPIRANGA;48
AM-JAPURA;424
AM-JURUA;532
AM-JUTAI;35
AM-LABREA;1903
AM-MANACAPURU;4801
AM-MANAQUIRI;809
AM-MANAUS;517918
AM-MANICORE;1486
AM-MARAA;364
AM-MAUES;3214
AM-NHAMUNDA;834
AM-NOVA OLINDA DO NORTE;1051
AM-NOVO AIRAO;953
AM-NOVO ARIPUANA;763
AM-PARINTINS;5310
AM-PAUINI;848
AM-PRESIDENTE FIGUEIREDO;5753
AM-RIO PRETO DA EVA;1621
AM-SANTA ISABEL DO RIO NEGRO;265
AM-SANTO ANTONIO DO ICA;1246
AM-SAO GABRIEL DA CACHOEIRA;2168
AM-SAO PAULO DE OLIVENCA;714
AM-SAO SEBASTIAO DO UATUMA;457
AM-SILVES;448
AM-TABATINGA;2528
AM-TAPAUA;915
AM-TEFE;4700
AM-TONANTINS;450
AM-UARINI;396
AM-URUCARA;133
AM-URUCURITUBA;623
AM-IGNORADO;0
RR-AMAJARI;772
RR-ALTO ALEGRE;734
RR-BOA VISTA;86403
RR-BONFIM;969
RR-CANTA;284
RR-CARACARAI;1249
RR-CAROEBE;96
RR-IRACEMA;199
RR-MUCAJAI;1021
RR-NORMANDIA;800
RR-PACARAIMA;508
RR-RORAINOPOLIS;2422
RR-SAO JOAO DA BALIZA;546
RR-SAO LUIZ;453
RR-UIRAMUTA;108
RR-IGNORADO;0
PA-ABAETETUBA;9764
PA-ABEL FIGUEIREDO;652
PA-ACARA;4144
PA-AFUA;2165
PA-AGUA AZUL DO NORTE;1910
PA-ALENQUER;2714
PA-ALMEIRIM;5273
PA-ALTAMIRA;30910
PA-ANAJAS;1224
PA-ANANINDEUA;66636
PA-ANAPU;1511
PA-AUGUSTO CORREA;2334
PA-AURORA DO PARA;1887
PA-AVEIRO;749
PA-BAGRE;543
PA-BAIAO;2019
PA-BANNACH;502
PA-BARCARENA;23437
PA-BELEM;416999
PA-BELTERRA;1272
PA-BENEVIDES;9846
PA-BOM JESUS DO TOCANTINS;1232
PA-BONITO;1709
PA-BRAGANCA;7904
PA-BRASIL NOVO;1087
PA-BREJO GRANDE DO ARAGUAIA;688
PA-BREU BRANCO;3831
PA-BREVES;6223
PA-BUJARU;1728
PA-CACHOEIRA DO PIRIA;594
PA-CACHOEIRA DO ARARI;878
PA-CAMETA;6582
PA-CANAA DOS CARAJAS;21337
PA-CAPANEMA;7771
PA-CAPITAO POCO;3238
PA-CASTANHAL;27509
PA-CHAVES;872
PA-COLARES;527
PA-CONCEICAO DO ARAGUAIA;3466
PA-CONCORDIA DO PARA;3049
PA-CUMARU DO NORTE;1712
PA-CURIONOPOLIS;1738
PA-CURRALINHO;1071
PA-CURUA;1033
PA-CURUCA;1042
PA-DOM ELISEU;5304
PA-ELDORADO DO CARAJAS;2020
PA-FARO;596
PA-FLORESTA DO ARAGUAIA;1136
PA-GARRAFAO DO NORTE;1165
PA-GOIANESIA DO PARA;3110
PA-GURUPA;1649
PA-IGARAPE-ACU;2660
PA-IGARAPE-MIRI;3724
PA-INHANGAPI;959
PA-IPIXUNA DO PARA;2726
PA-IRITUIA;1824
PA-ITAITUBA;10814
PA-ITUPIRANGA;2768
PA-JACAREACANGA;761
PA-JACUNDA;4560
PA-JURUTI;4370
PA-LIMOEIRO DO AJURU;1092
PA-MAE DO RIO;2275
PA-MAGALHAES BARATA;331
PA-MARABA;47121
PA-MARACANA;1908
PA-MARAPANIM;256
PA-MARITUBA;18491
PA-MEDICILANDIA;1575
PA-MELGACO;947
PA-MOCAJUBA;1127
PA-MOJU;9212
PA-MOJUI DOS CAMPOS;69
PA-MONTE ALEGRE;2499
PA-MUANA;1060
PA-NOVA ESPERANCA DO PIRIA;495
PA-NOVA IPIXUNA;909
PA-NOVA TIMBOTEUA;949
PA-NOVO PROGRESSO;3993
PA-NOVO REPARTIMENTO;4771
PA-OBIDOS;3478
PA-OEIRAS DO PARA;1573
PA-ORIXIMINA;7874
PA-OUREM;567
PA-OURILANDIA DO NORTE;3550
PA-PACAJA;2084
PA-PALESTINA DO PARA;392
PA-PARAGOMINAS;18482
PA-PARAUAPEBAS;48991
PA-PAU D ARCO;704
PA-PEIXE-BOI;501
PA-PICARRA;1326
PA-PLACAS;1050
PA-PONTA DE PEDRAS;1498
PA-PORTEL;3621
PA-PORTO DE MOZ;1531
PA-PRAINHA;1368
PA-PRIMAVERA;750
PA-QUATIPURU;700
PA-REDENCAO;12753
PA-RIO MARIA;2705
PA-RONDON DO PARA;4580
PA-RUROPOLIS;2023
PA-SALINOPOLIS;2959
PA-SALVATERRA;821
PA-SANTA BARBARA DO PARA;1684
PA-SANTA CRUZ DO ARARI;357
PA-SANTA IZABEL DO PARA;7005
PA-SANTA LUZIA DO PARA;844
PA-SANTA MARIA DAS BARREIRAS;2067
PA-SANTA MARIA DO PARA;1996
PA-SANTANA DO ARAGUAIA;4271
PA-SANTAREM;43683
PA-SANTAREM NOVO;551
PA-SANTO ANTONIO DO TAUA;2470
PA-SAO CAETANO DE ODIVELAS;816
PA-SAO DOMINGOS DO ARAGUAIA;1593
PA-SAO DOMINGOS DO CAPIM;1831
PA-SAO FELIX DO XINGU;5633
PA-SAO FRANCISCO DO PARA;1139
PA-SAO GERALDO DO ARAGUAIA;2483
PA-SAO JOAO DA PONTA;274
PA-SAO JOAO DE PIRABAS;1244
PA-SAO JOAO DO ARAGUAIA;656
PA-SAO MIGUEL DO GUAMA;5875
PA-SAO SEBASTIAO DA BOA VISTA;925
PA-SAPUCAIA;1113
PA-SENADOR JOSE PORFIRIO;721
PA-SOURE;1276
PA-TAILANDIA;10795
PA-TERRA ALTA;454
PA-TERRA SANTA;1122
PA-TOME-ACU;7536
PA-TRACUATEUA;1636
PA-TRAIRAO;907
PA-TUCUMA;5080
PA-TUCURUI;12715
PA-ULIANOPOLIS;4651
PA-URUARA;3746
PA-VIGIA;2559
PA-VISEU;2381
PA-VITORIA DO XINGU;5506
PA-XINGUARA;7615
PA-IGNORADO;0
AP-SERRA DO NAVIO;150
AP-AMAPA;698
AP-PEDRA BRANCA DO AMAPARI;1334
AP-CALCOENE;576
AP-CUTIAS;390
AP-FERREIRA GOMES;2319
AP-ITAUBAL;317
AP-LARANJAL DO JARI;1905
AP-MACAPA;98261
AP-MAZAGAO;822
AP-OIAPOQUE;746
AP-PORTO GRANDE;2033
AP-PRACUUBA;277
AP-SANTANA;10771
AP-TARTARUGALZINHO;763
AP-VITORIA DO JARI;551
AP-IGNORADO;0
TO-ABREULANDIA;271
TO-AGUIARNOPOLIS;1493
TO-ALIANCA DO TOCANTINS;554
TO-ALMAS;655
TO-ALVORADA;1464
TO-ANANAS;1387
TO-ANGICO;295
TO-APARECIDA DO RIO NEGRO;419
TO-ARAGOMINAS;427
TO-ARAGUACEMA;329
TO-ARAGUACU;1169
TO-ARAGUAINA;30665
TO-ARAGUANA;498
TO-ARAGUATINS;2110
TO-ARAPOEMA;768
TO-ARRAIAS;829
TO-AUGUSTINOPOLIS;1500
TO-AURORA DO TOCANTINS;197
TO-AXIXA DO TOCANTINS;742
TO-BABACULANDIA;826
TO-BANDEIRANTES DO TOCANTINS;589
TO-BARRA DO OURO;307
TO-BARROLANDIA;350
TO-BERNARDO SAYAO;479
TO-BOM JESUS DO TOCANTINS;293
TO-BRASILANDIA DO TOCANTINS;335
TO-BREJINHO DE NAZARE;607
TO-BURITI DO TOCANTINS;587
TO-CACHOEIRINHA;179
TO-CAMPOS LINDOS;869
TO-CARIRI DO TOCANTINS;765
TO-CARMOLANDIA;293
TO-CARRASCO BONITO;189
TO-CASEARA;779
TO-CENTENARIO;250
TO-CHAPADA DE AREIA;189
TO-CHAPADA DA NATIVIDADE;255
TO-COLINAS DO TOCANTINS;3879
TO-COMBINADO;292
TO-CONCEICAO DO TOCANTINS;374
TO-COUTO MAGALHAES;426
TO-CRISTALANDIA;749
TO-CRIXAS DO TOCANTINS;257
TO-DARCINOPOLIS;586
TO-DIANOPOLIS;1972
TO-DIVINOPOLIS DO TOCANTINS;612
TO-DOIS IRMAOS DO TOCANTINS;438
TO-DUERE;655
TO-ESPERANTINA;442
TO-FATIMA;313
TO-FIGUEIROPOLIS;587
TO-FILADELFIA;624
TO-FORMOSO DO ARAGUAIA;2667
TO-FORTALEZA DO TABOCAO;609
TO-GOIANORTE;312
TO-GOIATINS;673
TO-GUARAI;3178
TO-GURUPI;14953
TO-IPUEIRAS;201
TO-ITACAJA;500
TO-ITAGUATINS;322
TO-ITAPIRATINS;319
TO-ITAPORA DO TOCANTINS;372
TO-JAU DO TOCANTINS;341
TO-JUARINA;166
TO-LAGOA DA CONFUSAO;1451
TO-LAGOA DO TOCANTINS;210
TO-LAJEADO;653
TO-LAVANDEIRA;170
TO-LIZARDA;210
TO-LUZINOPOLIS;229
TO-MARIANOPOLIS DO TOCANTINS;665
TO-MATEIROS;457
TO-MAURILANDIA DO TOCANTINS;238
TO-MIRACEMA DO TOCANTINS;1797
TO-MIRANORTE;1232
TO-MONTE DO CARMO;555
TO-MONTE SANTO DO TOCANTINS;192
TO-PALMEIRAS DO TOCANTINS;314
TO-MURICILANDIA;385
TO-NATIVIDADE;817
TO-NAZARE;253
TO-NOVA OLINDA;1315
TO-NOVA ROSALANDIA;262
TO-NOVO ACORDO;301
TO-NOVO ALEGRE;190
TO-NOVO JARDIM;228
TO-OLIVEIRA DE FATIMA;157
TO-PALMEIRANTE;510
TO-PALMEIROPOLIS;765
TO-PARAISO DO TOCANTINS;9237
TO-PARANA;585
TO-PAU D ARCO;407
TO-PEDRO AFONSO;2512
TO-PEIXE;1364
TO-PEQUIZEIRO;398
TO-COLMEIA;1048
TO-PINDORAMA DO TOCANTINS;320
TO-PIRAQUE;462
TO-PIUM;633
TO-PONTE ALTA DO BOM JESUS;185
TO-PONTE ALTA DO TOCANTINS;346
TO-PORTO ALEGRE DO TOCANTINS;302
TO-PORTO NACIONAL;8451
TO-PRAIA NORTE;282
TO-PRESIDENTE KENNEDY;268
TO-PUGMIL;285
TO-RECURSOLANDIA;250
TO-RIACHINHO;342
TO-RIO DA CONCEICAO;197
TO-RIO DOS BOIS;215
TO-RIO SONO;365
TO-SAMPAIO;200
TO-SANDOLANDIA;393
TO-SANTA FE DO ARAGUAIA;815
TO-SANTA MARIA DO TOCANTINS;189
TO-SANTA RITA DO TOCANTINS;257
TO-SANTA ROSA DO TOCANTINS;448
TO-SANTA TEREZA DO TOCANTINS;208
TO-SANTA TEREZINHA DO TOCANTINS;146
TO-SAO BENTO DO TOCANTINS;584
TO-SAO FELIX DO TOCANTINS;125
TO-SAO MIGUEL DO TOCANTINS;515
TO-SAO SALVADOR DO TOCANTINS;236
TO-SAO SEBASTIAO DO TOCANTINS;305
TO-SAO VALERIO;397
TO-SILVANOPOLIS;459
TO-SITIO NOVO DO TOCANTINS;534
TO-SUCUPIRA;327
TO-TAGUATINGA;1129
TO-TAIPAS DO TOCANTINS;175
TO-TALISMA;454
TO-PALMAS;128919
TO-TOCANTINIA;536
TO-TOCANTINOPOLIS;1858
TO-TUPIRAMA;197
TO-TUPIRATINS;190
TO-WANDERLANDIA;904
TO-XAMBIOA;1403
TO-IGNORADO;0
MA-ACAILANDIA;21159
MA-AFONSO CUNHA;254
MA-AGUA DOCE DO MARANHAO;79
MA-ALCANTARA;825
MA-ALDEIAS ALTAS;1651
MA-ALTAMIRA DO MARANHAO;288
MA-ALTO ALEGRE DO MARANHAO;718
MA-ALTO ALEGRE DO PINDARE;791
MA-ALTO PARNAIBA;912
MA-AMAPA DO MARANHAO;215
MA-AMARANTE DO MARANHAO;1287
MA-ANAJATUBA;873
MA-ANAPURUS;366
MA-APICUM-ACU;515
MA-ARAGUANA;22
MA-ARAIOSES;1872
MA-ARAME;964
MA-ARARI;1372
MA-AXIXA;488
MA-BACABAL;8655
MA-BACABEIRA;2106
MA-BACURI;802
MA-BACURITUBA;276
MA-BALSAS;17927
MA-BARAO DE GRAJAU;1153
MA-BARRA DO CORDA;4449
MA-BARREIRINHAS;3171
MA-BELAGUA;378
MA-BELA VISTA DO MARANHAO;258
MA-BENEDITO LEITE;349
MA-BEQUIMAO;766
MA-BERNARDO DO MEARIM;204
MA-BOA VISTA DO GURUPI;304
MA-BOM JARDIM;1040
MA-BOM JESUS DAS SELVAS;1620
MA-BOM LUGAR;310
MA-BREJO;1581
MA-BREJO DE AREIA;209
MA-BURITI;933
MA-BURITI BRAVO;635
MA-BURITICUPU;2491
MA-BURITIRANA;549
MA-CACHOEIRA GRANDE;275
MA-CAJAPIO;216
MA-CAJARI;665
MA-CAMPESTRE DO MARANHAO;1075
MA-CANDIDO MENDES;747
MA-CANTANHEDE;793
MA-CAPINZAL DO NORTE;678
MA-CAROLINA;2789
MA-CARUTAPERA;1326
MA-CAXIAS;14331
MA-CEDRAL;324
MA-CENTRAL DO MARANHAO;122
MA-CENTRO DO GUILHERME;389
MA-CENTRO NOVO DO MARANHAO;456
MA-CHAPADINHA;4483
MA-CIDELANDIA;826
MA-CODO;8900
MA-COELHO NETO;4047
MA-COLINAS;2281
MA-CONCEICAO DO LAGO-ACU;866
MA-COROATA;2955
MA-CURURUPU;1299
MA-DAVINOPOLIS;765
MA-DOM PEDRO;1410
MA-DUQUE BACELAR;474
MA-ESPERANTINOPOLIS;797
MA-ESTREITO;3437
MA-FEIRA NOVA DO MARANHAO;463
MA-FERNANDO FALCAO;284
MA-FORMOSA DA SERRA NEGRA;709
MA-FORTALEZA DOS NOGUEIRAS;765
MA-FORTUNA;518
MA-GODOFREDO VIANA;204
MA-GONCALVES DIAS;568
MA-GOVERNADOR ARCHER;198
MA-GOVERNADOR EDISON LOBAO;1445
MA-GOVERNADOR EUGENIO BARROS;563
MA-GOVERNADOR LUIZ ROCHA;347
MA-GOVERNADOR NEWTON BELLO;141
MA-GOVERNADOR NUNES FREIRE;1063
MA-GRACA ARANHA;266
MA-GRAJAU;6053
MA-GUIMARAES;481
MA-HUMBERTO DE CAMPOS;1430
MA-ICATU;828
MA-IGARAPE DO MEIO;960
MA-IGARAPE GRANDE;445
MA-IMPERATRIZ;54983
MA-ITAIPAVA DO GRAJAU;178
MA-ITAPECURU MIRIM;4725
MA-ITINGA DO MARANHAO;2277
MA-JATOBA;393
MA-JENIPAPO DOS VIEIRAS;484
MA-JOAO LISBOA;1619
MA-JOSELANDIA;44
MA-JUNCO DO MARANHAO;4
MA-LAGO DA PEDRA;2488
MA-LAGO DO JUNCO;345
MA-LAGO VERDE;648
MA-LAGOA DO MATO;405
MA-LAGO DOS RODRIGUES;459
MA-LAGOA GRANDE DO MARANHAO;312
MA-LAJEADO NOVO;278
MA-LIMA CAMPOS;1230
MA-LORETO;1284
MA-LUIS DOMINGUES;218
MA-MAGALHAES DE ALMEIDA;813
MA-MARACACUME;927
MA-MARAJA DO SENA;0
MA-MARANHAOZINHO;671
MA-MATA ROMA;843
MA-MATINHA;1150
MA-MATOES;1504
MA-MATOES DO NORTE;316
MA-MILAGRES DO MARANHAO;322
MA-MIRADOR;654
MA-MIRANDA DO NORTE;1123
MA-MIRINZAL;394
MA-MONCAO;1142
MA-MONTES ALTOS;413
MA-MORROS;1114
MA-NINA RODRIGUES;301
MA-NOVA COLINAS;336
MA-NOVA IORQUE;44
MA-NOVA OLINDA DO MARANHAO;219
MA-OLHO D AGUA DAS CUNHAS;1057
MA-OLINDA NOVA DO MARANHAO;527
MA-PACO DO LUMIAR;6997
MA-PALMEIRANDIA;741
MA-PARAIBANO;876
MA-PARNARAMA;2379
MA-PASSAGEM FRANCA;598
MA-PASTOS BONS;1076
MA-PAULINO NEVES;724
MA-PAULO RAMOS;934
MA-PEDREIRAS;4447
MA-PEDRO DO ROSARIO;578
MA-PENALVA;1971
MA-PERI MIRIM;411
MA-PERITORO;1018
MA-PINDARE-MIRIM;1870
MA-PINHEIRO;4877
MA-PIO XII;1430
MA-PIRAPEMAS;559
MA-POCAO DE PEDRAS;844
MA-PORTO FRANCO;2509
MA-PORTO RICO DO MARANHAO;290
MA-PRESIDENTE DUTRA;3944
MA-PRESIDENTE JUSCELINO;461
MA-PRESIDENTE MEDICI;376
MA-PRESIDENTE SARNEY;28
MA-PRESIDENTE VARGAS;548
MA-PRIMEIRA CRUZ;157
MA-RAPOSA;1729
MA-RIACHAO;1467
MA-RIBAMAR FIQUENE;617
MA-ROSARIO;2754
MA-SAMBAIBA;501
MA-SANTA FILOMENA DO MARANHAO;251
MA-SANTA HELENA;268
MA-SANTA INES;10774
MA-SANTA LUZIA;3470
MA-SANTA LUZIA DO PARUA;1542
MA-SANTA QUITERIA DO MARANHAO;294
MA-SANTA RITA;1476
MA-SANTANA DO MARANHAO;72
MA-SANTO AMARO DO MARANHAO;537
MA-SANTO ANTONIO DOS LOPES;1155
MA-SAO BENEDITO DO RIO PRETO;487
MA-SAO BENTO;410
MA-SAO BERNARDO;1316
MA-SAO DOMINGOS DO AZEITAO;503
MA-SAO DOMINGOS DO MARANHAO;1416
MA-SAO FELIX DE BALSAS;292
MA-SAO FRANCISCO DO BREJAO;467
MA-SAO FRANCISCO DO MARANHAO;522
MA-SAO JOAO BATISTA;560
MA-SAO JOAO DO CARU;26
MA-SAO JOAO DO PARAISO;702
MA-SAO JOAO DO SOTER;447
MA-SAO JOAO DOS PATOS;1152
MA-SAO JOSE DE RIBAMAR;18061
MA-SAO JOSE DOS BASILIOS;248
MA-SAO LUIS;332974
MA-SAO LUIS GONZAGA DO MARANHAO;898
MA-SAO MATEUS DO MARANHAO;1838
MA-SAO PEDRO DA AGUA BRANCA;455
MA-SAO PEDRO DOS CRENTES;348
MA-SAO RAIMUNDO DAS MANGABEIRAS;3602
MA-SAO RAIMUNDO DO DOCA BEZERRA;280
MA-SAO ROBERTO;3
MA-SAO VICENTE FERRER;451
MA-SATUBINHA;494
MA-SENADOR ALEXANDRE COSTA;28
MA-SENADOR LA ROCQUE;912
MA-SERRANO DO MARANHAO;520
MA-SITIO NOVO;956
MA-SUCUPIRA DO NORTE;411
MA-SUCUPIRA DO RIACHAO;194
MA-TASSO FRAGOSO;1618
MA-TIMBIRAS;748
MA-TIMON;12563
MA-TRIZIDELA DO VALE;1510
MA-TUFILANDIA;255
MA-TUNTUM;961
MA-TURIACU;1421
MA-TURILANDIA;332
MA-TUTOIA;4744
MA-URBANO SANTOS;1318
MA-VARGEM GRANDE;2299
MA-VIANA;2452
MA-VILA NOVA DOS MARTIRIOS;2379
MA-VITORIA DO MEARIM;2316
MA-VITORINO FREIRE;1524
MA-ZE DOCA;2385
MA-IGNORADO;0
PI-ACAUA;315
PI-AGRICOLANDIA;163
PI-AGUA BRANCA;1683
PI-ALAGOINHA DO PIAUI;255
PI-ALEGRETE DO PIAUI;229
PI-ALTO LONGA;569
PI-ALTOS;2650
PI-ALVORADA DO GURGUEIA;431
PI-AMARANTE;921
PI-ANGICAL DO PIAUI;332
PI-ANISIO DE ABREU;529
PI-ANTONIO ALMEIDA;253
PI-AROAZES;432
PI-AROEIRAS DO ITAIM;200
PI-ARRAIAL;226
PI-ASSUNCAO DO PIAUI;416
PI-AVELINO LOPES;614
PI-BAIXA GRANDE DO RIBEIRO;2720
PI-BARRA D ALCANTARA;213
PI-BARRAS;2696
PI-BARREIRAS DO PIAUI;201
PI-BARRO DURO;395
PI-BATALHA;1191
PI-BELA VISTA DO PIAUI;204
PI-BELEM DO PIAUI;120
PI-BENEDITINOS;493
PI-BERTOLINIA;298
PI-BETANIA DO PIAUI;230
PI-BOA HORA;410
PI-BOCAINA;443
PI-BOM JESUS;3943
PI-BOM PRINCIPIO DO PIAUI;313
PI-BONFIM DO PIAUI;130
PI-BOQUEIRAO DO PIAUI;366
PI-BRASILEIRA;333
PI-BREJO DO PIAUI;236
PI-BURITI DOS LOPES;751
PI-BURITI DOS MONTES;337
PI-CABECEIRAS DO PIAUI;383
PI-CAJAZEIRAS DO PIAUI;186
PI-CAJUEIRO DA PRAIA;566
PI-CALDEIRAO GRANDE DO PIAUI;323
PI-CAMPINAS DO PIAUI;233
PI-CAMPO ALEGRE DO FIDALGO;182
PI-CAMPO GRANDE DO PIAUI;299
PI-CAMPO LARGO DO PIAUI;268
PI-CAMPO MAIOR;3985
PI-CANAVIEIRA;256
PI-CANTO DO BURITI;1363
PI-CAPITAO DE CAMPOS;465
PI-CAPITAO GERVASIO OLIVEIRA;218
PI-CARACOL;723
PI-CARAUBAS DO PIAUI;247
PI-CARIDADE DO PIAUI;340
PI-CASTELO DO PIAUI;1174
PI-CAXINGO;324
PI-COCAL;1142
PI-COCAL DE TELHA;318
PI-COCAL DOS ALVES;297
PI-COIVARAS;217
PI-COLONIA DO GURGUEIA;344
PI-COLONIA DO PIAUI;376
PI-CONCEICAO DO CANINDE;246
PI-CORONEL JOSE DIAS;315
PI-CORRENTE;2105
PI-CRISTALANDIA DO PIAUI;294
PI-CRISTINO CASTRO;702
PI-CURIMATA;681
PI-CURRAIS;271
PI-CURRALINHOS;176
PI-CURRAL NOVO DO PIAUI;292
PI-DEMERVAL LOBAO;1068
PI-DIRCEU ARCOVERDE;343
PI-DOM EXPEDITO LOPES;332
PI-DOMINGOS MOURAO;228
PI-DOM INOCENCIO;347
PI-ELESBAO VELOSO;797
PI-ELISEU MARTINS;286
PI-ESPERANTINA;2674
PI-FARTURA DO PIAUI;206
PI-FLORES DO PIAUI;246
PI-FLORESTA DO PIAUI;193
PI-FLORIANO;8759
PI-FRANCINOPOLIS;265
PI-FRANCISCO AYRES;184
PI-FRANCISCO MACEDO;163
PI-FRANCISCO SANTOS;317
PI-FRONTEIRAS;1116
PI-GEMINIANO;235
PI-GILBUES;709
PI-GUADALUPE;895
PI-GUARIBAS;204
PI-HUGO NAPOLEAO;194
PI-ILHA GRANDE;428
PI-INHUMA;640
PI-IPIRANGA DO PIAUI;369
PI-ISAIAS COELHO;258
PI-ITAINOPOLIS;402
PI-ITAUEIRA;610
PI-JACOBINA DO PIAUI;284
PI-JAICOS;768
PI-JARDIM DO MULATO;186
PI-JATOBA DO PIAUI;271
PI-JERUMENHA;451
PI-JOAO COSTA;168
PI-JOAQUIM PIRES;643
PI-JOCA MARQUES;190
PI-JOSE DE FREITAS;2671
PI-JUAZEIRO DO PIAUI;374
PI-JULIO BORGES;338
PI-JUREMA;234
PI-LAGOINHA DO PIAUI;126
PI-LAGOA ALEGRE;361
PI-LAGOA DO BARRO DO PIAUI;257
PI-LAGOA DE SAO FRANCISCO;420
PI-LAGOA DO PIAUI;376
PI-LAGOA DO SITIO;274
PI-LANDRI SALES;339
PI-LUIS CORREIA;2968
PI-LUZILANDIA;1089
PI-MADEIRO;348
PI-MANOEL EMIDIO;297
PI-MARCOLANDIA;402
PI-MARCOS PARENTE;296
PI-MASSAPE DO PIAUI;274
PI-MATIAS OLIMPIO;576
PI-MIGUEL ALVES;1268
PI-MIGUEL LEAO;80
PI-MILTON BRANDAO;275
PI-MONSENHOR GIL;793
PI-MONSENHOR HIPOLITO;226
PI-MONTE ALEGRE DO PIAUI;2144
PI-MORRO CABECA NO TEMPO;214
PI-MORRO DO CHAPEU DO PIAUI;308
PI-MURICI DOS PORTELAS;430
PI-NAZARE DO PIAUI;322
PI-NAZARIA;557
PI-NOSSA SENHORA DE NAZARE;256
PI-NOSSA SENHORA DOS REMEDIOS;186
PI-NOVO ORIENTE DO PIAUI;49
PI-NOVO SANTO ANTONIO;206
PI-OEIRAS;3048
PI-OLHO D AGUA DO PIAUI;91
PI-PADRE MARCOS;295
PI-PAES LANDIM;176
PI-PAJEU DO PIAUI;161
PI-PALMEIRA DO PIAUI;264
PI-PALMEIRAIS;589
PI-PAQUETA;222
PI-PARNAGUA;491
PI-PARNAIBA;18071
PI-PASSAGEM FRANCA DO PIAUI;204
PI-PATOS DO PIAUI;279
PI-PAU D ARCO DO PIAUI;112
PI-PAULISTANA;1529
PI-PAVUSSU;190
PI-PEDRO II;2079
PI-PEDRO LAURENTINO;138
PI-NOVA SANTA RITA;184
PI-PICOS;13416
PI-PIMENTEIRAS;490
PI-PIO IX;607
PI-PIRACURUCA;1693
PI-PIRIPIRI;6018
PI-PORTO;86
PI-PORTO ALEGRE DO PIAUI;160
PI-PRATA DO PIAUI;32
PI-QUEIMADA NOVA;379
PI-REDENCAO DO GURGUEIA;457
PI-REGENERACAO;1240
PI-RIACHO FRIO;256
PI-RIBEIRA DO PIAUI;172
PI-RIBEIRO GONCALVES;844
