Município;Total
AM-ALVARAES;1307
AM-AMATURA;889
AM-ANAMA;502
AM-ANORI;852
AM-APUI;934
AM-ATALAIA DO NORTE;1649
AM-AUTAZES;303
AM-BARCELOS;750
AM-BARREIRINHA;1478
AM-BENJAMIN CONSTANT;2505
AM-BERURI;1560
AM-BOA VISTA DO RAMOS;1635
AM-BOCA DO ACRE;2577
AM-BORBA;2829
AM-CAAPIRANGA;1310
AM-CANUTAMA;812
AM-CARAUARI;1483
AM-CAREIRO;1257
AM-CAREIRO DA VARZEA;1241
AM-COARI;7859
AM-CODAJAS;1578
AM-EIRUNEPE;1604
AM-ENVIRA;1489
AM-FONTE BOA;2249
AM-GUAJARA;685
AM-HUMAITA;3422
AM-IPIXUNA;412
AM-IRANDUBA;4577
AM-ITACOATIARA;10112
AM-ITAMARATI;1249
AM-ITAPIRANGA;759
AM-JAPURA;1113
AM-JURUA;999
AM-JUTAI;782
AM-LABREA;1770
AM-MANACAPURU;6338
AM-MANAQUIRI;827
AM-MANAUS;532312
AM-MANICORE;2414
AM-MARAA;852
AM-MAUES;3358
AM-NHAMUNDA;1143
AM-NOVA OLINDA DO NORTE;1709
AM-NOVO AIRAO;1401
AM-NOVO ARIPUANA;896
AM-PARINTINS;6973
AM-PAUINI;1243
AM-PRESIDENTE FIGUEIREDO;6057
AM-RIO PRETO DA EVA;1757
AM-SANTA ISABEL DO RIO NEGRO;1075
AM-SANTO ANTONIO DO ICA;1163
AM-SAO GABRIEL DA CACHOEIRA;2532
AM-SAO PAULO DE OLIVENCA;1210
AM-SAO SEBASTIAO DO UATUMA;660
AM-SILVES;775
AM-TABATINGA;3774
AM-TAPAUA;1741
AM-TEFE;3056
AM-TONANTINS;1436
AM-UARINI;328
AM-URUCARA;1043
AM-URUCURITUBA;1178
AM-IGNORADO;0
RR-AMAJARI;697
RR-ALTO ALEGRE;1055
RR-BOA VISTA;97170
RR-BONFIM;1194
RR-CANTA;1907
RR-CARACARAI;1429
RR-CAROEBE;672
RR-IRACEMA;944
RR-MUCAJAI;830
RR-NORMANDIA;583
RR-PACARAIMA;679
RR-RORAINOPOLIS;2539
RR-SAO JOAO DA BALIZA;923
RR-SAO LUIZ;349
RR-UIRAMUTA;237
RR-IGNORADO;0
PA-ABAETETUBA;12143
PA-ABEL FIGUEIREDO;639
PA-ACARA;4660
PA-AFUA;1969
PA-AGUA AZUL DO NORTE;2329
PA-ALENQUER;2637
PA-ALMEIRIM;4188
PA-ALTAMIRA;15211
PA-ANAJAS;1553
PA-ANANINDEUA;70945
PA-ANAPU;1628
PA-AUGUSTO CORREA;2811
PA-AURORA DO PARA;1336
PA-AVEIRO;743
PA-BAGRE;783
PA-BAIAO;1576
PA-BANNACH;533
PA-BARCARENA;29412
PA-BELEM;404718
PA-BELTERRA;1663
PA-BENEVIDES;12269
PA-BOM JESUS DO TOCANTINS;813
PA-BONITO;2263
PA-BRAGANCA;7690
PA-BRASIL NOVO;1575
PA-BREJO GRANDE DO ARAGUAIA;827
PA-BREU BRANCO;4081
PA-BREVES;6214
PA-BUJARU;1618
PA-CACHOEIRA DO PIRIA;1111
PA-CACHOEIRA DO ARARI;1034
PA-CAMETA;6225
PA-CANAA DOS CARAJAS;22629
PA-CAPANEMA;9345
PA-CAPITAO POCO;3708
PA-CASTANHAL;34802
PA-CHAVES;1011
PA-COLARES;451
PA-CONCEICAO DO ARAGUAIA;3883
PA-CONCORDIA DO PARA;2960
PA-CUMARU DO NORTE;1684
PA-CURIONOPOLIS;3256
PA-CURRALINHO;1659
PA-CURUA;1016
PA-CURUCA;2084
PA-DOM ELISEU;5152
PA-ELDORADO DO CARAJAS;2237
PA-FARO;594
PA-FLORESTA DO ARAGUAIA;1432
PA-GARRAFAO DO NORTE;2138
PA-GOIANESIA DO PARA;3260
PA-GURUPA;2620
PA-IGARAPE-ACU;2282
PA-IGARAPE-MIRI;954
PA-INHANGAPI;1025
PA-IPIXUNA DO PARA;2862
PA-IRITUIA;1644
PA-ITAITUBA;15234
PA-ITUPIRANGA;2583
PA-JACAREACANGA;793
PA-JACUNDA;3339
PA-JURUTI;5203
PA-LIMOEIRO DO AJURU;1446
PA-MAE DO RIO;2372
PA-MAGALHAES BARATA;280
PA-MARABA;55026
PA-MARACANA;1773
PA-MARAPANIM;1687
PA-MARITUBA;13059
PA-MEDICILANDIA;1359
PA-MELGACO;951
PA-MOCAJUBA;1872
PA-MOJU;10678
PA-MOJUI DOS CAMPOS;1068
PA-MONTE ALEGRE;3231
PA-MUANA;953
PA-NOVA ESPERANCA DO PIRIA;875
PA-NOVA IPIXUNA;1082
PA-NOVA TIMBOTEUA;1027
PA-NOVO PROGRESSO;3751
PA-NOVO REPARTIMENTO;4423
PA-OBIDOS;3764
PA-OEIRAS DO PARA;1075
PA-ORIXIMINA;4751
PA-OUREM;877
PA-OURILANDIA DO NORTE;3549
PA-PACAJA;2942
PA-PALESTINA DO PARA;478
PA-PARAGOMINAS;20298
PA-PARAUAPEBAS;71477
PA-PAU D ARCO;787
PA-PEIXE-BOI;327
PA-PICARRA;1268
PA-PLACAS;1432
PA-PONTA DE PEDRAS;1830
PA-PORTEL;3376
PA-PORTO DE MOZ;2497
PA-PRAINHA;1689
PA-PRIMAVERA;650
PA-QUATIPURU;622
PA-REDENCAO;13455
PA-RIO MARIA;3098
PA-RONDON DO PARA;3592
PA-RUROPOLIS;2248
PA-SALINOPOLIS;4304
PA-SALVATERRA;1308
PA-SANTA BARBARA DO PARA;2276
PA-SANTA CRUZ DO ARARI;342
PA-SANTA IZABEL DO PARA;9179
PA-SANTA LUZIA DO PARA;1098
PA-SANTA MARIA DAS BARREIRAS;2046
PA-SANTA MARIA DO PARA;2141
PA-SANTANA DO ARAGUAIA;5014
PA-SANTAREM;43918
PA-SANTAREM NOVO;264
PA-SANTO ANTONIO DO TAUA;2828
PA-SAO CAETANO DE ODIVELAS;960
PA-SAO DOMINGOS DO ARAGUAIA;1945
PA-SAO DOMINGOS DO CAPIM;1699
PA-SAO FELIX DO XINGU;5907
PA-SAO FRANCISCO DO PARA;1213
PA-SAO GERALDO DO ARAGUAIA;3576
PA-SAO JOAO DA PONTA;374
PA-SAO JOAO DE PIRABAS;1476
PA-SAO JOAO DO ARAGUAIA;302
PA-SAO MIGUEL DO GUAMA;6692
PA-SAO SEBASTIAO DA BOA VISTA;952
PA-SAPUCAIA;1340
PA-SENADOR JOSE PORFIRIO;932
PA-SOURE;1387
PA-TAILANDIA;13209
PA-TERRA ALTA;686
PA-TERRA SANTA;1319
PA-TOME-ACU;8666
PA-TRACUATEUA;1457
PA-TRAIRAO;890
PA-TUCUMA;4755
PA-TUCURUI;9282
PA-ULIANOPOLIS;4408
PA-URUARA;2438
PA-VIGIA;2478
PA-VISEU;1865
PA-VITORIA DO XINGU;1011
PA-XINGUARA;9202
PA-IGNORADO;0
AP-SERRA DO NAVIO;386
AP-AMAPA;437
AP-PEDRA BRANCA DO AMAPARI;2146
AP-CALCOENE;206
AP-CUTIAS;451
AP-FERREIRA GOMES;730
AP-ITAUBAL;389
AP-LARANJAL DO JARI;2809
AP-MACAPA;101972
AP-MAZAGAO;723
AP-OIAPOQUE;1015
AP-PORTO GRANDE;1748
AP-PRACUUBA;289
AP-SANTANA;10728
AP-TARTARUGALZINHO;1177
AP-VITORIA DO JARI;504
AP-IGNORADO;0
TO-ABREULANDIA;278
TO-AGUIARNOPOLIS;1489
TO-ALIANCA DO TOCANTINS;720
TO-ALMAS;636
TO-ALVORADA;1598
TO-ANANAS;882
TO-ANGICO;238
TO-APARECIDA DO RIO NEGRO;606
TO-ARAGOMINAS;375
TO-ARAGUACEMA;578
TO-ARAGUACU;1314
TO-ARAGUAINA;35568
TO-ARAGUANA;489
TO-ARAGUATINS;2464
TO-ARAPOEMA;2923
TO-ARRAIAS;888
TO-AUGUSTINOPOLIS;1520
TO-AURORA DO TOCANTINS;56
TO-AXIXA DO TOCANTINS;794
TO-BABACULANDIA;529
TO-BANDEIRANTES DO TOCANTINS;722
TO-BARRA DO OURO;282
TO-BARROLANDIA;490
TO-BERNARDO SAYAO;455
TO-BOM JESUS DO TOCANTINS;324
TO-BRASILANDIA DO TOCANTINS;367
TO-BREJINHO DE NAZARE;690
TO-BURITI DO TOCANTINS;551
TO-CACHOEIRINHA;231
TO-CAMPOS LINDOS;1297
TO-CARIRI DO TOCANTINS;1253
TO-CARMOLANDIA;278
TO-CARRASCO BONITO;339
TO-CASEARA;850
TO-CENTENARIO;169
TO-CHAPADA DE AREIA;216
TO-CHAPADA DA NATIVIDADE;444
TO-COLINAS DO TOCANTINS;4332
TO-COMBINADO;349
TO-CONCEICAO DO TOCANTINS;284
TO-COUTO MAGALHAES;543
TO-CRISTALANDIA;704
TO-CRIXAS DO TOCANTINS;307
TO-DARCINOPOLIS;530
TO-DIANOPOLIS;2563
TO-DIVINOPOLIS DO TOCANTINS;1117
TO-DOIS IRMAOS DO TOCANTINS;473
TO-DUERE;777
TO-ESPERANTINA;433
TO-FATIMA;387
TO-FIGUEIROPOLIS;627
TO-FILADELFIA;510
TO-FORMOSO DO ARAGUAIA;2597
TO-FORTALEZA DO TABOCAO;769
TO-GOIANORTE;456
TO-GOIATINS;338
TO-GUARAI;3185
TO-GURUPI;16374
TO-IPUEIRAS;261
TO-ITACAJA;423
TO-ITAGUATINS;416
TO-ITAPIRATINS;409
TO-ITAPORA DO TOCANTINS;476
TO-JAU DO TOCANTINS;389
TO-JUARINA;256
TO-LAGOA DA CONFUSAO;2241
TO-LAGOA DO TOCANTINS;297
TO-LAJEADO;420
TO-LAVANDEIRA;118
TO-LIZARDA;178
TO-LUZINOPOLIS;364
TO-MARIANOPOLIS DO TOCANTINS;1086
TO-MATEIROS;412
TO-MAURILANDIA DO TOCANTINS;242
TO-MIRACEMA DO TOCANTINS;2348
TO-MIRANORTE;1327
TO-MONTE DO CARMO;717
TO-MONTE SANTO DO TOCANTINS;235
TO-PALMEIRAS DO TOCANTINS;354
TO-MURICILANDIA;432
TO-NATIVIDADE;934
TO-NAZARE;354
TO-NOVA OLINDA;1281
TO-NOVA ROSALANDIA;417
TO-NOVO ACORDO;436
TO-NOVO ALEGRE;120
TO-NOVO JARDIM;294
TO-OLIVEIRA DE FATIMA;204
TO-PALMEIRANTE;458
TO-PALMEIROPOLIS;976
TO-PARAISO DO TOCANTINS;9004
TO-PARANA;796
TO-PAU D ARCO;436
TO-PEDRO AFONSO;2379
TO-PEIXE;1288
TO-PEQUIZEIRO;475
TO-COLMEIA;722
TO-PINDORAMA DO TOCANTINS;360
TO-PIRAQUE;472
TO-PIUM;965
TO-PONTE ALTA DO BOM JESUS;176
TO-PONTE ALTA DO TOCANTINS;513
TO-PORTO ALEGRE DO TOCANTINS;247
TO-PORTO NACIONAL;9856
TO-PRAIA NORTE;334
TO-PRESIDENTE KENNEDY;316
TO-PUGMIL;334
TO-RECURSOLANDIA;85
TO-RIACHINHO;266
TO-RIO DA CONCEICAO;291
TO-RIO DOS BOIS;268
TO-RIO SONO;354
TO-SAMPAIO;258
TO-SANDOLANDIA;477
TO-SANTA FE DO ARAGUAIA;783
TO-SANTA MARIA DO TOCANTINS;328
TO-SANTA RITA DO TOCANTINS;397
TO-SANTA ROSA DO TOCANTINS;628
TO-SANTA TEREZA DO TOCANTINS;204
TO-SANTA TEREZINHA DO TOCANTINS;146
TO-SAO BENTO DO TOCANTINS;415
TO-SAO FELIX DO TOCANTINS;245
TO-SAO MIGUEL DO TOCANTINS;553
TO-SAO SALVADOR DO TOCANTINS;390
TO-SAO SEBASTIAO DO TOCANTINS;307
TO-SAO VALERIO;397
TO-SILVANOPOLIS;673
TO-SITIO NOVO DO TOCANTINS;838
TO-SUCUPIRA;374
TO-TAGUATINGA;1336
TO-TAIPAS DO TOCANTINS;242
TO-TALISMA;513
TO-PALMAS;131645
TO-TOCANTINIA;457
TO-TOCANTINOPOLIS;2294
TO-TUPIRAMA;190
TO-TUPIRATINS;214
TO-WANDERLANDIA;731
TO-XAMBIOA;1628
TO-IGNORADO;0
MA-ACAILANDIA;18717
MA-AFONSO CUNHA;363
MA-AGUA DOCE DO MARANHAO;620
MA-ALCANTARA;668
MA-ALDEIAS ALTAS;2116
MA-ALTAMIRA DO MARANHAO;389
MA-ALTO ALEGRE DO MARANHAO;2813
MA-ALTO ALEGRE DO PINDARE;1819
MA-ALTO PARNAIBA;1493
MA-AMAPA DO MARANHAO;323
MA-AMARANTE DO MARANHAO;1402
MA-ANAJATUBA;766
MA-ANAPURUS;888
MA-APICUM-ACU;708
MA-ARAGUANA;272
MA-ARAIOSES;1990
MA-ARAME;2139
MA-ARARI;2249
MA-AXIXA;889
MA-BACABAL;8653
MA-BACABEIRA;1409
MA-BACURI;907
MA-BACURITUBA;324
MA-BALSAS;21933
MA-BARAO DE GRAJAU;1591
MA-BARRA DO CORDA;3009
MA-BARREIRINHAS;5237
MA-BELAGUA;639
MA-BELA VISTA DO MARANHAO;595
MA-BENEDITO LEITE;304
MA-BEQUIMAO;909
MA-BERNARDO DO MEARIM;981
MA-BOA VISTA DO GURUPI;398
MA-BOM JARDIM;1622
MA-BOM JESUS DAS SELVAS;1688
MA-BOM LUGAR;525
MA-BREJO;1604
MA-BREJO DE AREIA;249
MA-BURITI;1168
MA-BURITI BRAVO;801
MA-BURITICUPU;4544
MA-BURITIRANA;518
MA-CACHOEIRA GRANDE;328
MA-CAJAPIO;387
MA-CAJARI;1843
MA-CAMPESTRE DO MARANHAO;1780
MA-CANDIDO MENDES;1144
MA-CANTANHEDE;741
MA-CAPINZAL DO NORTE;331
MA-CAROLINA;2528
MA-CARUTAPERA;1696
MA-CAXIAS;12144
MA-CEDRAL;614
MA-CENTRAL DO MARANHAO;500
MA-CENTRO DO GUILHERME;793
MA-CENTRO NOVO DO MARANHAO;1592
MA-CHAPADINHA;4750
MA-CIDELANDIA;932
MA-CODO;11244
MA-COELHO NETO;2494
MA-COLINAS;3231
MA-CONCEICAO DO LAGO-ACU;837
MA-COROATA;4412
MA-CURURUPU;498
MA-DAVINOPOLIS;2315
MA-DOM PEDRO;2099
MA-DUQUE BACELAR;541
MA-ESPERANTINOPOLIS;940
MA-ESTREITO;3326
MA-FEIRA NOVA DO MARANHAO;812
MA-FERNANDO FALCAO;387
MA-FORMOSA DA SERRA NEGRA;724
MA-FORTALEZA DOS NOGUEIRAS;991
MA-FORTUNA;500
MA-GODOFREDO VIANA;1588
MA-GONCALVES DIAS;762
MA-GOVERNADOR ARCHER;309
MA-GOVERNADOR EDISON LOBAO;2501
MA-GOVERNADOR EUGENIO BARROS;498
MA-GOVERNADOR LUIZ ROCHA;531
MA-GOVERNADOR NEWTON BELLO;366
MA-GOVERNADOR NUNES FREIRE;1938
MA-GRACA ARANHA;209
MA-GRAJAU;6576
MA-GUIMARAES;470
MA-HUMBERTO DE CAMPOS;1458
MA-ICATU;852
MA-IGARAPE DO MEIO;866
MA-IGARAPE GRANDE;651
MA-IMPERATRIZ;60240
MA-ITAIPAVA DO GRAJAU;425
MA-ITAPECURU MIRIM;4952
MA-ITINGA DO MARANHAO;3440
MA-JATOBA;12
MA-JENIPAPO DOS VIEIRAS;589
MA-JOAO LISBOA;1895
MA-JOSELANDIA;489
MA-JUNCO DO MARANHAO;629
MA-LAGO DA PEDRA;2717
MA-LAGO DO JUNCO;648
MA-LAGO VERDE;647
MA-LAGOA DO MATO;459
MA-LAGO DOS RODRIGUES;710
MA-LAGOA GRANDE DO MARANHAO;406
MA-LAJEADO NOVO;295
MA-LIMA CAMPOS;649
MA-LORETO;1289
MA-LUIS DOMINGUES;408
MA-MAGALHAES DE ALMEIDA;1061
MA-MARACACUME;1415
MA-MARAJA DO SENA;11
MA-MARANHAOZINHO;911
MA-MATA ROMA;922
MA-MATINHA;1120
MA-MATOES;1352
MA-MATOES DO NORTE;324
MA-MILAGRES DO MARANHAO;364
MA-MIRADOR;1126
MA-MIRANDA DO NORTE;1377
MA-MIRINZAL;479
MA-MONCAO;1774
MA-MONTES ALTOS;403
MA-MORROS;1174
MA-NINA RODRIGUES;578
MA-NOVA COLINAS;391
MA-NOVA IORQUE;479
MA-NOVA OLINDA DO MARANHAO;469
MA-OLHO D AGUA DAS CUNHAS;924
MA-OLINDA NOVA DO MARANHAO;838
MA-PACO DO LUMIAR;8255
MA-PALMEIRANDIA;745
MA-PARAIBANO;874
MA-PARNARAMA;2326
MA-PASSAGEM FRANCA;802
MA-PASTOS BONS;1853
MA-PAULINO NEVES;1416
MA-PAULO RAMOS;861
MA-PEDREIRAS;5608
MA-PEDRO DO ROSARIO;1113
MA-PENALVA;1612
MA-PERI MIRIM;545
MA-PERITORO;1485
MA-PINDARE-MIRIM;3233
MA-PINHEIRO;4974
MA-PIO XII;1559
MA-PIRAPEMAS;662
MA-POCAO DE PEDRAS;723
MA-PORTO FRANCO;2335
MA-PORTO RICO DO MARANHAO;520
MA-PRESIDENTE DUTRA;4908
MA-PRESIDENTE JUSCELINO;498
MA-PRESIDENTE MEDICI;631
MA-PRESIDENTE SARNEY;527
MA-PRESIDENTE VARGAS;569
MA-PRIMEIRA CRUZ;317
MA-RAPOSA;1941
MA-RIACHAO;2129
MA-RIBAMAR FIQUENE;585
MA-ROSARIO;3236
MA-SAMBAIBA;1004
MA-SANTA FILOMENA DO MARANHAO;349
MA-SANTA HELENA;2156
MA-SANTA INES;11190
MA-SANTA LUZIA;3694
MA-SANTA LUZIA DO PARUA;1993
MA-SANTA QUITERIA DO MARANHAO;1686
MA-SANTA RITA;1428
MA-SANTANA DO MARANHAO;449
MA-SANTO AMARO DO MARANHAO;1054
MA-SANTO ANTONIO DOS LOPES;1306
MA-SAO BENEDITO DO RIO PRETO;1280
MA-SAO BENTO;1334
MA-SAO BERNARDO;1106
MA-SAO DOMINGOS DO AZEITAO;778
MA-SAO DOMINGOS DO MARANHAO;2656
MA-SAO FELIX DE BALSAS;535
MA-SAO FRANCISCO DO BREJAO;543
MA-SAO FRANCISCO DO MARANHAO;545
MA-SAO JOAO BATISTA;566
MA-SAO JOAO DO CARU;543
MA-SAO JOAO DO PARAISO;734
MA-SAO JOAO DO SOTER;441
MA-SAO JOAO DOS PATOS;2278
MA-SAO JOSE DE RIBAMAR;16802
MA-SAO JOSE DOS BASILIOS;236
MA-SAO LUIS;361268
MA-SAO LUIS GONZAGA DO MARANHAO;1093
MA-SAO MATEUS DO MARANHAO;2938
MA-SAO PEDRO DA AGUA BRANCA;620
MA-SAO PEDRO DOS CRENTES;390
MA-SAO RAIMUNDO DAS MANGABEIRAS;3338
MA-SAO RAIMUNDO DO DOCA BEZERRA;411
MA-SAO ROBERTO;286
MA-SAO VICENTE FERRER;774
MA-SATUBINHA;411
MA-SENADOR ALEXANDRE COSTA;441
MA-SENADOR LA ROCQUE;867
MA-SERRANO DO MARANHAO;527
MA-SITIO NOVO;1046
MA-SUCUPIRA DO NORTE;531
MA-SUCUPIRA DO RIACHAO;286
MA-TASSO FRAGOSO;1998
MA-TIMBIRAS;1638
MA-TIMON;16486
MA-TRIZIDELA DO VALE;2286
MA-TUFILANDIA;344
MA-TUNTUM;1438
MA-TURIACU;134
MA-TURILANDIA;1148
MA-TUTOIA;3328
MA-URBANO SANTOS;2767
MA-VARGEM GRANDE;2494
MA-VIANA;1981
MA-VILA NOVA DOS MARTIRIOS;1049
MA-VITORIA DO MEARIM;1442
MA-VITORINO FREIRE;2294
MA-ZE DOCA;3755
MA-IGNORADO;0
PI-ACAUA;306
PI-AGRICOLANDIA;179
PI-AGUA BRANCA;1700
PI-ALAGOINHA DO PIAUI;252
PI-ALEGRETE DO PIAUI;231
PI-ALTO LONGA;742
PI-ALTOS;3032
PI-ALVORADA DO GURGUEIA;409
PI-AMARANTE;803
PI-ANGICAL DO PIAUI;333
PI-ANISIO DE ABREU;519
PI-ANTONIO ALMEIDA;473
PI-AROAZES;308
PI-AROEIRAS DO ITAIM;207
PI-ARRAIAL;292
PI-ASSUNCAO DO PIAUI;7
PI-AVELINO LOPES;475
PI-BAIXA GRANDE DO RIBEIRO;3277
PI-BARRA D ALCANTARA;230
PI-BARRAS;2561
PI-BARREIRAS DO PIAUI;254
PI-BARRO DURO;488
PI-BATALHA;1386
PI-BELA VISTA DO PIAUI;228
PI-BELEM DO PIAUI;286
PI-BENEDITINOS;685
PI-BERTOLINIA;292
PI-BETANIA DO PIAUI;334
PI-BOA HORA;387
PI-BOCAINA;340
PI-BOM JESUS;3849
PI-BOM PRINCIPIO DO PIAUI;501
PI-BONFIM DO PIAUI;125
PI-BOQUEIRAO DO PIAUI;265
PI-BRASILEIRA;390
PI-BREJO DO PIAUI;246
PI-BURITI DOS LOPES;1085
PI-BURITI DOS MONTES;297
PI-CABECEIRAS DO PIAUI;605
PI-CAJAZEIRAS DO PIAUI;264
PI-CAJUEIRO DA PRAIA;1007
PI-CALDEIRAO GRANDE DO PIAUI;292
PI-CAMPINAS DO PIAUI;173
PI-CAMPO ALEGRE DO FIDALGO;342
PI-CAMPO GRANDE DO PIAUI;294
PI-CAMPO LARGO DO PIAUI;276
PI-CAMPO MAIOR;4429
PI-CANAVIEIRA;324
PI-CANTO DO BURITI;1844
PI-CAPITAO DE CAMPOS;608
PI-CAPITAO GERVASIO OLIVEIRA;288
PI-CARACOL;593
PI-CARAUBAS DO PIAUI;289
PI-CARIDADE DO PIAUI;542
PI-CASTELO DO PIAUI;1057
PI-CAXINGO;360
PI-COCAL;1344
PI-COCAL DE TELHA;278
PI-COCAL DOS ALVES;285
PI-COIVARAS;316
PI-COLONIA DO GURGUEIA;371
PI-COLONIA DO PIAUI;352
PI-CONCEICAO DO CANINDE;245
PI-CORONEL JOSE DIAS;305
PI-CORRENTE;2645
PI-CRISTALANDIA DO PIAUI;350
PI-CRISTINO CASTRO;677
PI-CURIMATA;754
PI-CURRAIS;509
PI-CURRALINHOS;251
PI-CURRAL NOVO DO PIAUI;13
PI-DEMERVAL LOBAO;1353
PI-DIRCEU ARCOVERDE;346
PI-DOM EXPEDITO LOPES;335
PI-DOMINGOS MOURAO;175
PI-DOM INOCENCIO;867
PI-ELESBAO VELOSO;1362
PI-ELISEU MARTINS;296
PI-ESPERANTINA;2682
PI-FARTURA DO PIAUI;57
PI-FLORES DO PIAUI;316
PI-FLORESTA DO PIAUI;189
PI-FLORIANO;11008
PI-FRANCINOPOLIS;219
PI-FRANCISCO AYRES;313
PI-FRANCISCO MACEDO;192
PI-FRANCISCO SANTOS;387
PI-FRONTEIRAS;662
PI-GEMINIANO;255
PI-GILBUES;821
PI-GUADALUPE;945
PI-GUARIBAS;295
PI-HUGO NAPOLEAO;200
PI-ILHA GRANDE;458
PI-INHUMA;738
PI-IPIRANGA DO PIAUI;416
PI-ISAIAS COELHO;447
PI-ITAINOPOLIS;77
PI-ITAUEIRA;877
PI-JACOBINA DO PIAUI;358
PI-JAICOS;809
PI-JARDIM DO MULATO;214
PI-JATOBA DO PIAUI;57
PI-JERUMENHA;455
PI-JOAO COSTA;273
PI-JOAQUIM PIRES;688
PI-JOCA MARQUES;171
PI-JOSE DE FREITAS;2498
PI-JUAZEIRO DO PIAUI;451
PI-JULIO BORGES;434
PI-JUREMA;335
PI-LAGOINHA DO PIAUI;118
PI-LAGOA ALEGRE;361
PI-LAGOA DO BARRO DO PIAUI;566
PI-LAGOA DE SAO FRANCISCO;263
PI-LAGOA DO PIAUI;379
PI-LAGOA DO SITIO;225
PI-LANDRI SALES;426
PI-LUIS CORREIA;2229
PI-LUZILANDIA;1372
PI-MADEIRO;464
PI-MANOEL EMIDIO;244
PI-MARCOLANDIA;644
PI-MARCOS PARENTE;346
PI-MASSAPE DO PIAUI;322
PI-MATIAS OLIMPIO;543
PI-MIGUEL ALVES;1337
PI-MIGUEL LEAO;234
PI-MILTON BRANDAO;317
PI-MONSENHOR GIL;658
PI-MONSENHOR HIPOLITO;235
PI-MONTE ALEGRE DO PIAUI;1204
PI-MORRO CABECA NO TEMPO;301
PI-MORRO DO CHAPEU DO PIAUI;391
PI-MURICI DOS PORTELAS;451
PI-NAZARE DO PIAUI;468
PI-NAZARIA;1169
PI-NOSSA SENHORA DE NAZARE;248
PI-NOSSA SENHORA DOS REMEDIOS;179
PI-NOVO ORIENTE DO PIAUI;347
PI-NOVO SANTO ANTONIO;154
PI-OEIRAS;3606
PI-OLHO D AGUA DO PIAUI;209
PI-PADRE MARCOS;477
PI-PAES LANDIM;172
PI-PAJEU DO PIAUI;166
PI-PALMEIRA DO PIAUI;253
PI-PALMEIRAIS;654
PI-PAQUETA;244
PI-PARNAGUA;581
PI-PARNAIBA;22648
PI-PASSAGEM FRANCA DO PIAUI;336
PI-PATOS DO PIAUI;246
PI-PAU D ARCO DO PIAUI;161
PI-PAULISTANA;1358
PI-PAVUSSU;240
PI-PEDRO II;2016
PI-PEDRO LAURENTINO;240
PI-NOVA SANTA RITA;176
PI-PICOS;14218
PI-PIMENTEIRAS;433
PI-PIO IX;626
PI-PIRACURUCA;2037
PI-PIRIPIRI;6882
PI-PORTO;671
PI-PORTO ALEGRE DO PIAUI;203
PI-PRATA DO PIAUI;196
PI-QUEIMADA NOVA;1287
PI-REDENCAO DO GURGUEIA;580
PI-REGENERACAO;1154
