Município;Total
MA-CAXIAS;11911
MA-CEDRAL;273
MA-CENTRAL DO MARANHAO;183
MA-CENTRO DO GUILHERME;321
MA-CENTRO NOVO DO MARANHAO;347
MA-CHAPADINHA;4213
MA-CIDELANDIA;1461
MA-CODO;6857
MA-COELHO NETO;3058
MA-COLINAS;1229
MA-CONCEICAO DO LAGO-ACU;699
MA-COROATA;2802
MA-CURURUPU;1226
MA-DAVINOPOLIS;460
MA-DOM PEDRO;1620
MA-DUQUE BACELAR;526
MA-ESPERANTINOPOLIS;677
MA-ESTREITO;7245
MA-FEIRA NOVA DO MARANHAO;377
MA-FERNANDO FALCAO;178
MA-FORMOSA DA SERRA NEGRA;565
MA-FORTALEZA DOS NOGUEIRAS;618
MA-FORTUNA;384
MA-GODOFREDO VIANA;923
MA-GONCALVES DIAS;407
MA-GOVERNADOR ARCHER;310
MA-GOVERNADOR EDISON LOBAO;1720
MA-GOVERNADOR EUGENIO BARROS;589
MA-GOVERNADOR LUIZ ROCHA;296
MA-GOVERNADOR NEWTON BELLO;297
MA-GOVERNADOR NUNES FREIRE;1290
MA-GRACA ARANHA;182
MA-GRAJAU;5123
MA-GUIMARAES;573
MA-HUMBERTO DE CAMPOS;1362
MA-ICATU;1065
MA-IGARAPE DO MEIO;600
MA-IGARAPE GRANDE;67
MA-IMPERATRIZ;42302
MA-ITAIPAVA DO GRAJAU;140
MA-ITAPECURU MIRIM;4574
MA-ITINGA DO MARANHAO;1750
MA-JATOBA;348
MA-JENIPAPO DOS VIEIRAS;340
MA-JOAO LISBOA;1430
MA-JOSELANDIA;502
MA-JUNCO DO MARANHAO;152
MA-LAGO DA PEDRA;1723
MA-LAGO DO JUNCO;342
MA-LAGO VERDE;419
MA-LAGOA DO MATO;242
MA-LAGO DOS RODRIGUES;387
MA-LAGOA GRANDE DO MARANHAO;187
MA-LAJEADO NOVO;281
MA-LIMA CAMPOS;564
MA-LORETO;797
MA-LUIS DOMINGUES;204
MA-MAGALHAES DE ALMEIDA;766
MA-MARACACUME;744
MA-MARAJA DO SENA;93
MA-MARANHAOZINHO;181
MA-MATA ROMA;911
MA-MATINHA;1140
MA-MATOES;1537
MA-MATOES DO NORTE;253
MA-MILAGRES DO MARANHAO;240
MA-MIRADOR;456
MA-MIRANDA DO NORTE;749
MA-MIRINZAL;347
MA-MONCAO;753
MA-MONTES ALTOS;733
MA-MORROS;515
MA-NINA RODRIGUES;320
MA-NOVA COLINAS;308
MA-NOVA IORQUE;200
MA-NOVA OLINDA DO MARANHAO;205
MA-OLHO D AGUA DAS CUNHAS;940
MA-OLINDA NOVA DO MARANHAO;468
MA-PACO DO LUMIAR;4034
MA-PALMEIRANDIA;400
MA-PARAIBANO;769
MA-PARNARAMA;1909
MA-PASSAGEM FRANCA;375
MA-PASTOS BONS;636
MA-PAULINO NEVES;291
MA-PAULO RAMOS;644
MA-PEDREIRAS;3750
MA-PEDRO DO ROSARIO;476
MA-PENALVA;1396
MA-PERI MIRIM;133
MA-PERITORO;923
MA-PINDARE-MIRIM;1169
MA-PINHEIRO;3980
MA-PIO XII;646
MA-PIRAPEMAS;491
MA-POCAO DE PEDRAS;1111
MA-PORTO FRANCO;2403
MA-PORTO RICO DO MARANHAO;271
MA-PRESIDENTE DUTRA;3168
MA-PRESIDENTE JUSCELINO;409
MA-PRESIDENTE MEDICI;352
MA-PRESIDENTE SARNEY;7
MA-PRESIDENTE VARGAS;449
MA-PRIMEIRA CRUZ;62
MA-RAPOSA;1255
MA-RIACHAO;1166
MA-RIBAMAR FIQUENE;345
MA-ROSARIO;2132
MA-SAMBAIBA;544
MA-SANTA FILOMENA DO MARANHAO;1
MA-SANTA HELENA;1071
MA-SANTA INES;8489
MA-SANTA LUZIA;3945
MA-SANTA LUZIA DO PARUA;1121
MA-SANTA QUITERIA DO MARANHAO;415
MA-SANTA RITA;834
MA-SANTANA DO MARANHAO;199
MA-SANTO AMARO DO MARANHAO;313
MA-SANTO ANTONIO DOS LOPES;589
MA-SAO BENEDITO DO RIO PRETO;351
MA-SAO BENTO;960
MA-SAO BERNARDO;1128
MA-SAO DOMINGOS DO AZEITAO;234
MA-SAO DOMINGOS DO MARANHAO;1033
MA-SAO FELIX DE BALSAS;264
MA-SAO FRANCISCO DO BREJAO;394
MA-SAO FRANCISCO DO MARANHAO;507
MA-SAO JOAO BATISTA;25
MA-SAO JOAO DO CARU;467
MA-SAO JOAO DO PARAISO;456
MA-SAO JOAO DO SOTER;313
MA-SAO JOAO DOS PATOS;1422
MA-SAO JOSE DE RIBAMAR;12756
MA-SAO JOSE DOS BASILIOS;204
MA-SAO LUIS;324299
MA-SAO LUIS GONZAGA DO MARANHAO;687
MA-SAO MATEUS DO MARANHAO;1342
MA-SAO PEDRO DA AGUA BRANCA;220
MA-SAO PEDRO DOS CRENTES;290
MA-SAO RAIMUNDO DAS MANGABEIRAS;2795
MA-SAO RAIMUNDO DO DOCA BEZERRA;322
MA-SAO ROBERTO;191
MA-SAO VICENTE FERRER;420
MA-SATUBINHA;203
MA-SENADOR ALEXANDRE COSTA;272
MA-SENADOR LA ROCQUE;785
MA-SERRANO DO MARANHAO;3
MA-SITIO NOVO;963
MA-SUCUPIRA DO NORTE;48
MA-SUCUPIRA DO RIACHAO;144
MA-TASSO FRAGOSO;1063
MA-TIMBIRAS;704
MA-TIMON;13168
MA-TRIZIDELA DO VALE;1256
MA-TUFILANDIA;405
MA-TUNTUM;344
MA-TURIACU;912
MA-TURILANDIA;309
MA-TUTOIA;2490
MA-URBANO SANTOS;2167
MA-VARGEM GRANDE;1641
MA-VIANA;1659
MA-VILA NOVA DOS MARTIRIOS;400
MA-VITORIA DO MEARIM;1176
MA-VITORINO FREIRE;1339
MA-ZE DOCA;1971
MA-IGNORADO;0
PI-ACAUA;267
PI-AGRICOLANDIA;145
PI-AGUA BRANCA;980
PI-ALAGOINHA DO PIAUI;190
PI-ALEGRETE DO PIAUI;157
PI-ALTO LONGA;482
PI-ALTOS;1862
PI-ALVORADA DO GURGUEIA;310
PI-AMARANTE;733
PI-ANGICAL DO PIAUI;222
PI-ANISIO DE ABREU;266
PI-ANTONIO ALMEIDA;273
PI-AROAZES;336
PI-AROEIRAS DO ITAIM;104
PI-ARRAIAL;162
PI-ASSUNCAO DO PIAUI;344
PI-AVELINO LOPES;457
PI-BAIXA GRANDE DO RIBEIRO;1042
PI-BARRA D ALCANTARA;150
PI-BARRAS;1874
PI-BARREIRAS DO PIAUI;153
PI-BARRO DURO;494
PI-BATALHA;973
PI-BELA VISTA DO PIAUI;156
PI-BELEM DO PIAUI;76
PI-BENEDITINOS;402
PI-BERTOLINIA;50
PI-BETANIA DO PIAUI;217
PI-BOA HORA;211
PI-BOCAINA;192
PI-BOM JESUS;1670
PI-BOM PRINCIPIO DO PIAUI;289
PI-BONFIM DO PIAUI;15
PI-BOQUEIRAO DO PIAUI;229
PI-BRASILEIRA;114
PI-BREJO DO PIAUI;151
PI-BURITI DOS LOPES;715
PI-BURITI DOS MONTES;256
PI-CABECEIRAS DO PIAUI;347
PI-CAJAZEIRAS DO PIAUI;141
PI-CAJUEIRO DA PRAIA;416
PI-CALDEIRAO GRANDE DO PIAUI;129
PI-CAMPINAS DO PIAUI;230
PI-CAMPO ALEGRE DO FIDALGO;144
PI-CAMPO GRANDE DO PIAUI;254
PI-CAMPO LARGO DO PIAUI;290
PI-CAMPO MAIOR;3575
PI-CANAVIEIRA;208
PI-CANTO DO BURITI;1167
PI-CAPITAO DE CAMPOS;370
PI-CAPITAO GERVASIO OLIVEIRA;137
PI-CARACOL;302
PI-CARAUBAS DO PIAUI;155
PI-CARIDADE DO PIAUI;193
PI-CASTELO DO PIAUI;1017
PI-CAXINGO;226
PI-COCAL;916
PI-COCAL DE TELHA;250
PI-COCAL DOS ALVES;297
PI-COIVARAS;183
PI-COLONIA DO GURGUEIA;304
PI-COLONIA DO PIAUI;267
PI-CONCEICAO DO CANINDE;123
PI-CORONEL JOSE DIAS;211
PI-CORRENTE;1737
PI-CRISTALANDIA DO PIAUI;228
PI-CRISTINO CASTRO;480
PI-CURIMATA;666
PI-CURRAIS;162
PI-CURRALINHOS;68
PI-CURRAL NOVO DO PIAUI;149
PI-DEMERVAL LOBAO;474
PI-DIRCEU ARCOVERDE;22
PI-DOM EXPEDITO LOPES;261
PI-DOMINGOS MOURAO;159
PI-DOM INOCENCIO;235
PI-ELESBAO VELOSO;457
PI-ELISEU MARTINS;268
PI-ESPERANTINA;1687
PI-FARTURA DO PIAUI;191
PI-FLORES DO PIAUI;224
PI-FLORESTA DO PIAUI;157
PI-FLORIANO;7364
PI-FRANCINOPOLIS;205
PI-FRANCISCO AYRES;197
PI-FRANCISCO MACEDO;147
PI-FRANCISCO SANTOS;268
PI-FRONTEIRAS;1086
PI-GEMINIANO;153
PI-GILBUES;709
PI-GUADALUPE;776
PI-GUARIBAS;0
PI-HUGO NAPOLEAO;174
PI-ILHA GRANDE;408
PI-INHUMA;592
PI-IPIRANGA DO PIAUI;355
PI-ISAIAS COELHO;237
PI-ITAINOPOLIS;348
PI-ITAUEIRA;504
PI-JACOBINA DO PIAUI;232
PI-JAICOS;614
PI-JARDIM DO MULATO;204
PI-JATOBA DO PIAUI;236
PI-JERUMENHA;289
PI-JOAO COSTA;152
PI-JOAQUIM PIRES;363
PI-JOCA MARQUES;139
PI-JOSE DE FREITAS;1421
PI-JUAZEIRO DO PIAUI;240
PI-JULIO BORGES;296
PI-JUREMA;187
PI-LAGOINHA DO PIAUI;92
PI-LAGOA ALEGRE;258
PI-LAGOA DO BARRO DO PIAUI;211
PI-LAGOA DE SAO FRANCISCO;456
PI-LAGOA DO PIAUI;283
PI-LAGOA DO SITIO;231
PI-LANDRI SALES;279
PI-LUIS CORREIA;2045
PI-LUZILANDIA;1114
PI-MADEIRO;338
PI-MANOEL EMIDIO;242
PI-MARCOLANDIA;297
PI-MARCOS PARENTE;190
PI-MASSAPE DO PIAUI;257
PI-MATIAS OLIMPIO;452
PI-MIGUEL ALVES;1137
PI-MIGUEL LEAO;108
PI-MILTON BRANDAO;202
PI-MONSENHOR GIL;544
PI-MONSENHOR HIPOLITO;223
PI-MONTE ALEGRE DO PIAUI;613
PI-MORRO CABECA NO TEMPO;212
PI-MORRO DO CHAPEU DO PIAUI;298
PI-MURICI DOS PORTELAS;247
PI-NAZARE DO PIAUI;160
PI-NAZARIA;212
PI-NOSSA SENHORA DE NAZARE;199
PI-NOSSA SENHORA DOS REMEDIOS;211
PI-NOVO ORIENTE DO PIAUI;219
PI-NOVO SANTO ANTONIO;18
PI-OEIRAS;2048
PI-OLHO D AGUA DO PIAUI;76
PI-PADRE MARCOS;174
PI-PAES LANDIM;188
PI-PAJEU DO PIAUI;78
PI-PALMEIRA DO PIAUI;224
PI-PALMEIRAIS;454
PI-PAQUETA;137
PI-PARNAGUA;441
PI-PARNAIBA;15239
PI-PASSAGEM FRANCA DO PIAUI;125
PI-PATOS DO PIAUI;7
PI-PAU D ARCO DO PIAUI;85
PI-PAULISTANA;2160
PI-PAVUSSU;164
PI-PEDRO II;1742
PI-PEDRO LAURENTINO;138
PI-NOVA SANTA RITA;163
PI-PICOS;10372
PI-PIMENTEIRAS;512
PI-PIO IX;899
PI-PIRACURUCA;1064
PI-PIRIPIRI;4879
PI-PORTO;419
PI-PORTO ALEGRE DO PIAUI;179
PI-PRATA DO PIAUI;124
PI-QUEIMADA NOVA;306
PI-REDENCAO DO GURGUEIA;371
PI-REGENERACAO;1055
PI-RIACHO FRIO;172
PI-RIBEIRA DO PIAUI;126
PI-RIBEIRO GONCALVES;247
PI-RIO GRANDE DO PIAUI;304
PI-SANTA CRUZ DO PIAUI;270
