AP-MACAPA;53959;
AP-MAZAGAO;422;
AP-OIAPOQUE;340;
AP-PORTO GRANDE;864;
AP-PRACUUBA;88;
AP-SANTANA;4684;
AP-TARTARUGALZINHO;258;
AP-VITORIA DO JARI;269;
AP-IGNORADO;0;
TO-ABREULANDIA;131;
TO-AGUIARNOPOLIS;412;
TO-ALIANCA DO TOCANTINS;341;
TO-ALMAS;454;
TO-ALVORADA;538;
TO-ANANAS;616;
TO-ANGICO;99;
TO-APARECIDA DO RIO NEGRO;161;
TO-ARAGOMINAS;193;
TO-ARAGUACEMA;490;
TO-ARAGUACU;823;
TO-ARAGUAINA;14103;
TO-ARAGUANA;225;
TO-ARAGUATINS;980;
TO-ARAPOEMA;766;
TO-ARRAIAS;647;
TO-AUGUSTINOPOLIS;365;
TO-AURORA DO TOCANTINS;30;
TO-AXIXA DO TOCANTINS;500;
TO-BABACULANDIA;333;
TO-BANDEIRANTES DO TOCANTINS;325;
TO-BARRA DO OURO;44;
TO-BARROLANDIA;223;
TO-BERNARDO SAYAO;281;
TO-BOM JESUS DO TOCANTINS;50;
TO-BRASILANDIA DO TOCANTINS;160;
TO-BREJINHO DE NAZARE;472;
TO-BURITI DO TOCANTINS;154;
TO-CACHOEIRINHA;74;
TO-CAMPOS LINDOS;334;
TO-CARIRI DO TOCANTINS;249;
TO-CARMOLANDIA;180;
TO-CARRASCO BONITO;88;
TO-CASEARA;221;
TO-CENTENARIO;105;
TO-CHAPADA DE AREIA;64;
TO-CHAPADA DA NATIVIDADE;24;
TO-COLINAS DO TOCANTINS;1925;
TO-COMBINADO;20;
TO-CONCEICAO DO TOCANTINS;45;
TO-COUTO MAGALHAES;87;
TO-CRISTALANDIA;411;
TO-CRIXAS DO TOCANTINS;105;
TO-DARCINOPOLIS;170;
TO-DIANOPOLIS;909;
TO-DIVINOPOLIS DO TOCANTINS;418;
TO-DOIS IRMAOS DO TOCANTINS;241;
TO-DUERE;499;
TO-ESPERANTINA;191;
TO-FATIMA;256;
TO-FIGUEIROPOLIS;418;
TO-FILADELFIA;330;
TO-FORMOSO DO ARAGUAIA;1719;
TO-FORTALEZA DO TABOCAO;161;
TO-GOIANORTE;13;
TO-GOIATINS;163;
TO-GUARAI;1486;
TO-GURUPI;7821;
TO-IPUEIRAS;7;
TO-ITACAJA;237;
TO-ITAGUATINS;195;
TO-ITAPIRATINS;147;
TO-ITAPORA DO TOCANTINS;265;
TO-JAU DO TOCANTINS;237;
TO-JUARINA;69;
TO-LAGOA DA CONFUSAO;470;
TO-LAGOA DO TOCANTINS;49;
TO-LAJEADO;294;
TO-LAVANDEIRA;2;
TO-LIZARDA;45;
TO-LUZINOPOLIS;108;
TO-MARIANOPOLIS DO TOCANTINS;350;
TO-MATEIROS;12;
TO-MAURILANDIA DO TOCANTINS;102;
TO-MIRACEMA DO TOCANTINS;1802;
TO-MIRANORTE;906;
TO-MONTE DO CARMO;282;
TO-MONTE SANTO DO TOCANTINS;126;
TO-PALMEIRAS DO TOCANTINS;173;
TO-MURICILANDIA;157;
TO-NATIVIDADE;266;
TO-NAZARE;195;
TO-NOVA OLINDA;388;
TO-NOVA ROSALANDIA;154;
TO-NOVO ACORDO;169;
TO-NOVO ALEGRE;74;
TO-NOVO JARDIM;135;
TO-OLIVEIRA DE FATIMA;103;
TO-PALMEIRANTE;31;
TO-PALMEIROPOLIS;450;
TO-PARAISO DO TOCANTINS;6118;
TO-PARANA;314;
TO-PAU D ARCO;174;
TO-PEDRO AFONSO;1034;
TO-PEIXE;2343;
TO-PEQUIZEIRO;154;
TO-COLMEIA;657;
TO-PINDORAMA DO TOCANTINS;132;
TO-PIRAQUE;310;
TO-PIUM;446;
TO-PONTE ALTA DO BOM JESUS;5;
TO-PONTE ALTA DO TOCANTINS;239;
TO-PORTO ALEGRE DO TOCANTINS;224;
TO-PORTO NACIONAL;3055;
TO-PRAIA NORTE;1;
TO-PRESIDENTE KENNEDY;272;
TO-PUGMIL;174;
TO-RECURSOLANDIA;155;
TO-RIACHINHO;180;
TO-RIO DA CONCEICAO;92;
TO-RIO DOS BOIS;137;
TO-RIO SONO;15;
TO-SAMPAIO;195;
TO-SANDOLANDIA;227;
TO-SANTA FE DO ARAGUAIA;330;
TO-SANTA MARIA DO TOCANTINS;16;
TO-SANTA RITA DO TOCANTINS;62;
TO-SANTA ROSA DO TOCANTINS;244;
TO-SANTA TEREZA DO TOCANTINS;20;
TO-SANTA TEREZINHA DO TOCANTINS;113;
TO-SAO BENTO DO TOCANTINS;9;
TO-SAO FELIX DO TOCANTINS;15;
TO-SAO MIGUEL DO TOCANTINS;114;
TO-SAO SALVADOR DO TOCANTINS;183;
TO-SAO SEBASTIAO DO TOCANTINS;102;
TO-SAO VALERIO;243;
TO-SILVANOPOLIS;145;
TO-SITIO NOVO DO TOCANTINS;146;
TO-SUCUPIRA;166;
TO-TAGUATINGA;525;
TO-TAIPAS DO TOCANTINS;112;
TO-TALISMA;237;
TO-PALMAS;73702;
TO-TOCANTINIA;222;
TO-TOCANTINOPOLIS;1014;
TO-TUPIRAMA;85;
TO-TUPIRATINS;140;
TO-WANDERLANDIA;467;
TO-XAMBIOA;484;
TO-IGNORADO;0;
MA-ACAILANDIA;9915;
MA-AFONSO CUNHA;48;
MA-AGUA DOCE DO MARANHAO;13;
MA-ALCANTARA;508;
MA-ALDEIAS ALTAS;402;
MA-ALTAMIRA DO MARANHAO;22;
MA-ALTO ALEGRE DO MARANHAO;269;
MA-ALTO ALEGRE DO PINDARE;18;
MA-ALTO PARNAIBA;499;
MA-AMAPA DO MARANHAO;164;
MA-AMARANTE DO MARANHAO;82;
MA-ANAJATUBA;221;
MA-ANAPURUS;378;
MA-APICUM-ACU;0;
MA-ARAGUANA;16;
MA-ARAIOSES;138;
MA-ARAME;86;
MA-ARARI;804;
MA-AXIXA;246;
MA-BACABAL;5938;
MA-BACABEIRA;386;
MA-BACURI;11;
MA-BACURITUBA;84;
MA-BALSAS;7650;
MA-BARAO DE GRAJAU;470;
MA-BARRA DO CORDA;3121;
MA-BARREIRINHAS;1262;
MA-BELAGUA;10;
MA-BELA VISTA DO MARANHAO;3;
MA-BENEDITO LEITE;221;
MA-BEQUIMAO;442;
MA-BERNARDO DO MEARIM;79;
MA-BOA VISTA DO GURUPI;16;
MA-BOM JARDIM;912;
MA-BOM JESUS DAS SELVAS;538;
MA-BOM LUGAR;114;
MA-BREJO;874;
MA-BREJO DE AREIA;0;
MA-BURITI;95;
MA-BURITI BRAVO;220;
MA-BURITICUPU;1798;
MA-BURITIRANA;304;
MA-CACHOEIRA GRANDE;163;
MA-CAJAPIO;201;
MA-CAJARI;2;
MA-CAMPESTRE DO MARANHAO;576;
MA-CANDIDO MENDES;557;
MA-CANTANHEDE;57;
MA-CAPINZAL DO NORTE;170;
MA-CAROLINA;1104;
MA-CARUTAPERA;1043;
MA-CAXIAS;10250;
MA-CEDRAL;28;
MA-CENTRAL DO MARANHAO;99;
MA-CENTRO DO GUILHERME;31;
MA-CENTRO NOVO DO MARANHAO;30;
MA-CHAPADINHA;3848;
MA-CIDELANDIA;575;
MA-CODO;5637;
MA-COELHO NETO;3029;
MA-COLINAS;741;
MA-CONCEICAO DO LAGO-ACU;22;
MA-COROATA;2760;
MA-CURURUPU;771;
MA-DAVINOPOLIS;135;
MA-DOM PEDRO;572;
MA-DUQUE BACELAR;195;
MA-ESPERANTINOPOLIS;323;
MA-ESTREITO;1160;
MA-FEIRA NOVA DO MARANHAO;1;
MA-FERNANDO FALCAO;2;
MA-FORMOSA DA SERRA NEGRA;204;
MA-FORTALEZA DOS NOGUEIRAS;425;
MA-FORTUNA;331;
MA-GODOFREDO VIANA;138;
MA-GONCALVES DIAS;10;
MA-GOVERNADOR ARCHER;109;
MA-GOVERNADOR EDISON LOBAO;436;
MA-GOVERNADOR EUGENIO BARROS;415;
MA-GOVERNADOR LUIZ ROCHA;44;
MA-GOVERNADOR NEWTON BELLO;18;
MA-GOVERNADOR NUNES FREIRE;75;
MA-GRACA ARANHA;40;
MA-GRAJAU;1959;
MA-GUIMARAES;139;
MA-HUMBERTO DE CAMPOS;185;
MA-ICATU;371;
MA-IGARAPE DO MEIO;3;
MA-IGARAPE GRANDE;420;
MA-IMPERATRIZ;23674;
MA-ITAIPAVA DO GRAJAU;49;
MA-ITAPECURU MIRIM;3415;
MA-ITINGA DO MARANHAO;1284;
MA-JATOBA;6;
MA-JENIPAPO DOS VIEIRAS;51;
MA-JOAO LISBOA;773;
MA-JOSELANDIA;258;
MA-JUNCO DO MARANHAO;55;
MA-LAGO DA PEDRA;780;
MA-LAGO DO JUNCO;247;
MA-LAGO VERDE;328;
MA-LAGOA DO MATO;89;
MA-LAGO DOS RODRIGUES;141;
MA-LAGOA GRANDE DO MARANHAO;93;
MA-LAJEADO NOVO;50;
MA-LIMA CAMPOS;376;
MA-LORETO;314;
MA-LUIS DOMINGUES;263;
MA-MAGALHAES DE ALMEIDA;305;
MA-MARACACUME;337;
MA-MARAJA DO SENA;105;
MA-MARANHAOZINHO;1;
MA-MATA ROMA;543;
MA-MATINHA;785;
MA-MATOES;717;
MA-MATOES DO NORTE;73;
MA-MILAGRES DO MARANHAO;109;
MA-MIRADOR;500;
MA-MIRANDA DO NORTE;362;
MA-MIRINZAL;258;
MA-MONCAO;9;
MA-MONTES ALTOS;550;
MA-MORROS;252;
MA-NINA RODRIGUES;246;
MA-NOVA COLINAS;206;
MA-NOVA IORQUE;34;
MA-NOVA OLINDA DO MARANHAO;253;
MA-OLHO D AGUA DAS CUNHAS;366;
MA-OLINDA NOVA DO MARANHAO;5;
MA-PACO DO LUMIAR;2863;
MA-PALMEIRANDIA;243;
MA-PARAIBANO;516;
MA-PARNARAMA;1185;
MA-PASSAGEM FRANCA;246;
MA-PASTOS BONS;252;
MA-PAULINO NEVES;45;
MA-PAULO RAMOS;54;
MA-PEDREIRAS;3584;
MA-PEDRO DO ROSARIO;45;
MA-PENALVA;54;
MA-PERI MIRIM;7;
MA-PERITORO;452;
MA-PINDARE-MIRIM;1241;
MA-PINHEIRO;3880;
MA-PIO XII;712;
MA-PIRAPEMAS;212;
MA-POCAO DE PEDRAS;769;
MA-PORTO FRANCO;966;
MA-PORTO RICO DO MARANHAO;149;
MA-PRESIDENTE DUTRA;3029;
MA-PRESIDENTE JUSCELINO;263;
MA-PRESIDENTE MEDICI;86;
MA-PRESIDENTE SARNEY;279;
MA-PRESIDENTE VARGAS;72;
MA-PRIMEIRA CRUZ;74;
MA-RAPOSA;492;
MA-RIACHAO;818;
MA-RIBAMAR FIQUENE;253;
MA-ROSARIO;2290;
MA-SAMBAIBA;280;
MA-SANTA FILOMENA DO MARANHAO;31;
MA-SANTA HELENA;1049;
MA-SANTA INES;6122;
MA-SANTA LUZIA;1210;
MA-SANTA LUZIA DO PARUA;72;
MA-SANTA QUITERIA DO MARANHAO;318;
MA-SANTA RITA;567;
MA-SANTANA DO MARANHAO;3;
MA-SANTO AMARO DO MARANHAO;230;
MA-SANTO ANTONIO DOS LOPES;453;
MA-SAO BENEDITO DO RIO PRETO;215;
MA-SAO BENTO;142;
MA-SAO BERNARDO;759;
MA-SAO DOMINGOS DO AZEITAO;173;
MA-SAO DOMINGOS DO MARANHAO;129;
MA-SAO FELIX DE BALSAS;6;
MA-SAO FRANCISCO DO BREJAO;296;
MA-SAO FRANCISCO DO MARANHAO;247;
MA-SAO JOAO BATISTA;22;
MA-SAO JOAO DO CARU;1;
MA-SAO JOAO DO PARAISO;418;
MA-SAO JOAO DO SOTER;174;
MA-SAO JOAO DOS PATOS;2519;
MA-SAO JOSE DE RIBAMAR;4622;
MA-SAO JOSE DOS BASILIOS;97;
MA-SAO LUIS;161147;
MA-SAO LUIS GONZAGA DO MARANHAO;714;
MA-SAO MATEUS DO MARANHAO;917;
MA-SAO PEDRO DA AGUA BRANCA;63;
MA-SAO PEDRO DOS CRENTES;170;
MA-SAO RAIMUNDO DAS MANGABEIRAS;1362;
MA-SAO RAIMUNDO DO DOCA BEZERRA;273;
MA-SAO ROBERTO;123;
MA-SAO VICENTE FERRER;486;
MA-SATUBINHA;46;
MA-SENADOR ALEXANDRE COSTA;183;
MA-SENADOR LA ROCQUE;535;
MA-SERRANO DO MARANHAO;187;
MA-SITIO NOVO;328;
MA-SUCUPIRA DO NORTE;230;
MA-SUCUPIRA DO RIACHAO;143;
MA-TASSO FRAGOSO;673;
MA-TIMBIRAS;552;
MA-TIMON;6582;
MA-TRIZIDELA DO VALE;534;
MA-TUFILANDIA;1;
MA-TUNTUM;391;
MA-TURIACU;677;
MA-TURILANDIA;319;
MA-TUTOIA;2891;
MA-URBANO SANTOS;164;
MA-VARGEM GRANDE;1082;
MA-VIANA;2341;
MA-VILA NOVA DOS MARTIRIOS;207;
MA-VITORIA DO MEARIM;1045;
MA-VITORINO FREIRE;873;
MA-ZE DOCA;2193;
MA-IGNORADO;0;
PI-ACAUA;165;
PI-AGRICOLANDIA;92;
PI-AGUA BRANCA;480;
PI-ALAGOINHA DO PIAUI;123;
PI-ALEGRETE DO PIAUI;104;
PI-ALTO LONGA;207;
PI-ALTOS;1869;
PI-ALVORADA DO GURGUEIA;76;
PI-AMARANTE;387;
PI-ANGICAL DO PIAUI;206;
PI-ANISIO DE ABREU;220;
PI-ANTONIO ALMEIDA;235;
PI-AROAZES;251;
PI-AROEIRAS DO ITAIM;0;
PI-ARRAIAL;117;
PI-ASSUNCAO DO PIAUI;100;
PI-AVELINO LOPES;174;
PI-BAIXA GRANDE DO RIBEIRO;345;
PI-BARRA D ALCANTARA;136;
PI-BARRAS;1265;
PI-BARREIRAS DO PIAUI;64;
PI-BARRO DURO;289;
PI-BATALHA;514;
PI-BELA VISTA DO PIAUI;129;
PI-BELEM DO PIAUI;30;
PI-BENEDITINOS;294;
PI-BERTOLINIA;133;
PI-BETANIA DO PIAUI;96;
PI-BOA HORA;110;
PI-BOCAINA;140;
PI-BOM JESUS;624;
PI-BOM PRINCIPIO DO PIAUI;204;
PI-BONFIM DO PIAUI;106;
PI-BOQUEIRAO DO PIAUI;126;
PI-BRASILEIRA;111;
PI-BREJO DO PIAUI;90;
PI-BURITI DOS LOPES;492;
PI-BURITI DOS MONTES;187;
PI-CABECEIRAS DO PIAUI;183;
PI-CAJAZEIRAS DO PIAUI;70;
PI-CAJUEIRO DA PRAIA;323;
PI-CALDEIRAO GRANDE DO PIAUI;85;
PI-CAMPINAS DO PIAUI;177;
PI-CAMPO ALEGRE DO FIDALGO;53;
PI-CAMPO GRANDE DO PIAUI;165;
PI-CAMPO LARGO DO PIAUI;140;
PI-CAMPO MAIOR;2274;
PI-CANAVIEIRA;0;
PI-CANTO DO BURITI;542;
PI-CAPITAO DE CAMPOS;301;
PI-CAPITAO GERVASIO OLIVEIRA;67;
PI-CARACOL;4;
PI-CARAUBAS DO PIAUI;121;
PI-CARIDADE DO PIAUI;138;
PI-CASTELO DO PIAUI;748;
PI-CAXINGO;133;
PI-COCAL;562;
PI-COCAL DE TELHA;203;
PI-COCAL DOS ALVES;207;
PI-COIVARAS;80;
PI-COLONIA DO GURGUEIA;117;
PI-COLONIA DO PIAUI;178;
PI-CONCEICAO DO CANINDE;99;
PI-CORONEL JOSE DIAS;78;
PI-CORRENTE;558;
PI-CRISTALANDIA DO PIAUI;97;
PI-CRISTINO CASTRO;164;
PI-CURIMATA;316;
PI-CURRAIS;101;
PI-CURRALINHOS;68;
PI-CURRAL NOVO DO PIAUI;130;
PI-DEMERVAL LOBAO;256;
PI-DIRCEU ARCOVERDE;136;
PI-DOM EXPEDITO LOPES;239;
PI-DOMINGOS MOURAO;88;
PI-DOM INOCENCIO;125;
PI-ELESBAO VELOSO;393;
PI-ELISEU MARTINS;126;
PI-ESPERANTINA;1180;
PI-FARTURA DO PIAUI;135;
PI-FLORES DO PIAUI;31;
PI-FLORESTA DO PIAUI;148;
PI-FLORIANO;3687;
PI-FRANCINOPOLIS;163;
PI-FRANCISCO AYRES;126;
PI-FRANCISCO MACEDO;38;
PI-FRANCISCO SANTOS;77;
PI-FRONTEIRAS;941;
PI-GEMINIANO;131;
PI-GILBUES;188;
PI-GUADALUPE;540;
PI-GUARIBAS;31;
PI-HUGO NAPOLEAO;99;
PI-ILHA GRANDE;189;
PI-INHUMA;372;
PI-IPIRANGA DO PIAUI;273;
PI-ISAIAS COELHO;169;
PI-ITAINOPOLIS;264;
PI-ITAUEIRA;129;
PI-JACOBINA DO PIAUI;156;
PI-JAICOS;386;
PI-JARDIM DO MULATO;167;
PI-JATOBA DO PIAUI;129;
PI-JERUMENHA;121;
PI-JOAO COSTA;65;
PI-JOAQUIM PIRES;125;
PI-JOCA MARQUES;145;
PI-JOSE DE FREITAS;1433;
PI-JUAZEIRO DO PIAUI;87;
PI-JULIO BORGES;163;
PI-JUREMA;119;
PI-LAGOINHA DO PIAUI;55;
PI-LAGOA ALEGRE;180;
PI-LAGOA DO BARRO DO PIAUI;150;
PI-LAGOA DE SAO FRANCISCO;219;
PI-LAGOA DO PIAUI;462;
PI-LAGOA DO SITIO;186;
PI-LANDRI SALES;226;
PI-LUIS CORREIA;1956;
PI-LUZILANDIA;489;
PI-MADEIRO;269;
PI-MANOEL EMIDIO;203;
PI-MARCOLANDIA;131;
PI-MARCOS PARENTE;69;
PI-MASSAPE DO PIAUI;86;
PI-MATIAS OLIMPIO;259;
PI-MIGUEL ALVES;494;
PI-MIGUEL LEAO;59;
PI-MILTON BRANDAO;100;
PI-MONSENHOR GIL;249;
PI-MONSENHOR HIPOLITO;79;
PI-MONTE ALEGRE DO PIAUI;282;
PI-MORRO CABECA NO TEMPO;0;
PI-MORRO DO CHAPEU DO PIAUI;207;
PI-MURICI DOS PORTELAS;195;
