Município;Total;
PI-NOVO ORIENTE DO PIAUI;223;
PI-NOVO SANTO ANTONIO;0;
PI-OEIRAS;786;
PI-OLHO D AGUA DO PIAUI;0;
PI-PADRE MARCOS;49;
PI-PAES LANDIM;4;
PI-PAJEU DO PIAUI;0;
PI-PALMEIRA DO PIAUI;48;
PI-PALMEIRAIS;11;
PI-PAQUETA;0;
PI-PARNAGUA;4;
PI-PARNAIBA;6749;
PI-PASSAGEM FRANCA DO PIAUI;0;
PI-PATOS DO PIAUI;0;
PI-PAU D ARCO DO PIAUI;0;
PI-PAULISTANA;179;
PI-PAVUSSU;0;
PI-PEDRO II;424;
PI-PEDRO LAURENTINO;0;
PI-NOVA SANTA RITA;0;
PI-PICOS;4079;
PI-PIMENTEIRAS;114;
PI-PIO IX;306;
PI-PIRACURUCA;546;
PI-PIRIPIRI;1533;
PI-PORTO;222;
PI-PORTO ALEGRE DO PIAUI;0;
PI-PRATA DO PIAUI;99;
PI-QUEIMADA NOVA;0;
PI-REDENCAO DO GURGUEIA;49;
PI-REGENERACAO;299;
PI-RIACHO FRIO;0;
PI-RIBEIRA DO PIAUI;0;
PI-RIBEIRO GONCALVES;170;
PI-RIO GRANDE DO PIAUI;89;
PI-SANTA CRUZ DO PIAUI;28;
PI-SANTA CRUZ DOS MILAGRES;0;
PI-SANTA FILOMENA;7;
PI-SANTA LUZ;102;
PI-SANTANA DO PIAUI;0;
PI-SANTA ROSA DO PIAUI;0;
PI-SANTO ANTONIO DE LISBOA;92;
PI-SANTO ANTONIO DOS MILAGRES;0;
PI-SANTO INACIO DO PIAUI;132;
PI-SAO BRAZ DO PIAUI;0;
PI-SAO FELIX DO PIAUI;288;
PI-SAO FRANCISCO ASSIS DO PIAUI;0;
PI-SAO FRANCISCO DO PIAUI;8;
PI-SAO GONCALO DO GURGEIA;0;
PI-SAO GONCALO DO PIAUI;212;
PI-SAO JOAO DA CANABRAVA;0;
PI-SAO JOAO DA FRONTEIRA;0;
PI-SAO JOAO DA SERRA;7;
PI-SAO JOAO DA VARJOTA;0;
PI-SAO JOAO DO ARRAIAL;0;
PI-SAO JOAO DO PIAUI;693;
PI-SAO JOSE DO DIVINO;5;
PI-SAO JOSE DO PEIXE;197;
PI-SAO JOSE DO PIAUI;9;
PI-SAO JULIAO;113;
PI-SAO LOURENCO DO PIAUI;0;
PI-SAO LUIS DO PIAUI;0;
PI-SAO MIGUEL DA BAIXA GRANDE;0;
PI-SAO MIGUEL DO FIDALGO;0;
PI-SAO MIGUEL DO TAPUIO;70;
PI-SAO PEDRO DO PIAUI;364;
PI-SAO RAIMUNDO NONATO;709;
PI-SEBASTIAO BARROS;0;
PI-SEBASTIAO LEAL;0;
PI-SIGEFREDO PACHECO;99;
PI-SIMOES;224;
PI-SIMPLICIO MENDES;114;
PI-SOCORRO DO PIAUI;4;
PI-SUSSUAPARA;0;
PI-TAMBORIL DO PIAUI;0;
PI-TANQUE DO PIAUI;0;
PI-TERESINA;135862;
PI-UNIAO;1362;
PI-URUCUI;75;
PI-VALENCA DO PIAUI;457;
PI-VARZEA BRANCA;0;
PI-VARZEA GRANDE;13;
PI-VERA MENDES;0;
PI-VILA NOVA DO PIAUI;0;
PI-WALL FERRAZ;0;
PI-IGNORADO;11;
CE-ABAIARA;403;
CE-ACARAPE;133;
CE-ACARAU;815;
CE-ACOPIARA;1502;
CE-AIUABA;498;
CE-ALCANTARAS;646;
CE-ALTANEIRA;170;
CE-ALTO SANTO;276;
CE-AMONTADA;819;
CE-ANTONINA DO NORTE;109;
CE-APUIARES;128;
CE-AQUIRAZ;5444;
CE-ARACATI;2869;
CE-ARACOIABA;710;
CE-ARARENDA;0;
CE-ARARIPE;427;
CE-ARATUBA;408;
CE-ARNEIROZ;330;
CE-ASSARE;1170;
CE-AURORA;2319;
CE-BAIXIO;250;
CE-BANABUIU;5;
CE-BARBALHA;2441;
CE-BARREIRA;9;
CE-BARRO;852;
CE-BARROQUINHA;6;
CE-BATURITE;1535;
CE-BEBERIBE;1047;
CE-BELA CRUZ;549;
CE-BOA VIAGEM;1130;
CE-BREJO SANTO;1422;
CE-CAMOCIM;2238;
CE-CAMPOS SALES;899;
CE-CANINDE;1424;
CE-CAPISTRANO;356;
CE-CARIDADE;230;
CE-CARIRE;252;
CE-CARIRIACU;629;
CE-CARIUS;464;
CE-CARNAUBAL;238;
CE-CASCAVEL;2313;
CE-CATARINA;337;
CE-CATUNDA;0;
CE-CAUCAIA;10989;
CE-CEDRO;150;
CE-CHAVAL;751;
CE-CHORO;0;
CE-CHOROZINHO;10;
CE-COREAU;845;
CE-CRATEUS;1651;
CE-CRATO;4749;
CE-CROATA;172;
CE-CRUZ;143;
CE-DEPUTADO IRAPUAN PINHEIRO;0;
CE-ERERE;1;
CE-EUSEBIO;2234;
CE-FARIAS BRITO;638;
CE-FORQUILHA;685;
CE-FORTALEZA;377067;
CE-FORTIM;8;
CE-FRECHEIRINHA;274;
CE-GENERAL SAMPAIO;118;
CE-GRACA;139;
CE-GRANJA;761;
CE-GRANJEIRO;3;
CE-GROAIRAS;411;
CE-GUAIUBA;404;
CE-GUARACIABA DO NORTE;789;
CE-GUARAMIRANGA;165;
CE-HIDROLANDIA;384;
CE-HORIZONTE;675;
CE-IBARETAMA;10;
CE-IBIAPINA;293;
CE-IBICUITINGA;7;
CE-ICAPUI;405;
CE-ICO;1552;
CE-IGUATU;0;
CE-INDEPENDENCIA;1150;
CE-IPAPORANGA;0;
CE-IPAUMIRIM;459;
CE-IPU;582;
CE-IPUEIRAS;637;
CE-IRACEMA;576;
CE-IRAUCUBA;828;
CE-ITAICABA;209;
CE-ITAITINGA;62;
CE-ITAPAGE;741;
CE-ITAPIPOCA;2289;
CE-ITAPIUNA;423;
CE-ITAREMA;200;
CE-ITATIRA;337;
CE-JAGUARETAMA;443;
CE-JAGUARIBARA;187;
CE-JAGUARIBE;834;
CE-JAGUARUANA;808;
CE-JARDIM;476;
CE-JATI;16;
CE-JIJOCA DE JERICOACOARA;0;
CE-JUAZEIRO DO NORTE;11908;
CE-JUCAS;436;
CE-LAVRAS DA MANGABEIRA;1833;
CE-LIMOEIRO DO NORTE;1659;
CE-MADALENA;287;
CE-MARACANAU;17089;
CE-MARANGUAPE;8707;
CE-MARCO;654;
CE-MARTINOPOLE;36;
CE-MASSAPE;1109;
CE-MAURITI;680;
CE-MERUOCA;532;
CE-MILAGRES;702;
CE-MILHA;290;
CE-MIRAIMA;339;
CE-MISSAO VELHA;770;
CE-MOMBACA;914;
CE-MONSENHOR TABOSA;838;
CE-MORADA NOVA;2903;
CE-MORAUJO;434;
CE-MORRINHOS;456;
CE-MUCAMBO;391;
CE-MULUNGU;272;
CE-NOVA OLINDA;493;
CE-NOVA RUSSAS;532;
CE-NOVO ORIENTE;531;
CE-OCARA;7;
CE-OROS;814;
CE-PACAJUS;3383;
CE-PACATUBA;991;
CE-PACOTI;270;
CE-PACUJA;254;
CE-PALHANO;189;
CE-PALMACIA;313;
CE-PARACURU;1042;
CE-PARAIPABA;399;
CE-PARAMBU;483;
CE-PARAMOTI;154;
CE-PEDRA BRANCA;906;
CE-PENAFORTE;148;
CE-PENTECOSTE;527;
CE-PEREIRO;495;
CE-PINDORETAMA;272;
CE-PIQUET CARNEIRO;184;
CE-PIRES FERREIRA;1;
CE-PORANGA;407;
CE-PORTEIRAS;169;
CE-POTENGI;383;
CE-POTIRETAMA;0;
CE-QUITERIANOPOLIS;1;
CE-QUIXADA;3184;
CE-QUIXELO;266;
CE-QUIXERAMOBIM;1633;
CE-QUIXERE;673;
CE-REDENCAO;1028;
CE-RERIUTABA;784;
CE-RUSSAS;1576;
CE-SABOEIRO;70;
CE-SALITRE;1;
CE-SANTANA DO ACARAU;445;
CE-SANTANA DO CARIRI;264;
CE-SANTA QUITERIA;640;
CE-SAO BENEDITO;585;
CE-SAO GONCALO DO AMARANTE;717;
CE-SAO JOAO DO JAGUARIBE;264;
CE-SAO LUIS DO CURU;350;
CE-SENADOR POMPEU;285;
CE-SENADOR SA;409;
CE-SOBRAL;9972;
CE-SOLONOPOLE;534;
CE-TABULEIRO DO NORTE;672;
CE-TAMBORIL;1164;
CE-TARRAFAS;0;
CE-TAUA;221;
CE-TEJUCUOCA;307;
CE-TIANGUA;1690;
CE-TRAIRI;418;
CE-TURURU;7;
CE-UBAJARA;957;
CE-UMARI;88;
CE-UMIRIM;38;
CE-URUBURETAMA;1073;
CE-URUOCA;596;
CE-VARJOTA;2;
CE-VARZEA ALEGRE;1179;
CE-VICOSA DO CEARA;800;
CE-IGNORADO;3812;
RN-ACARI;361;
RN-ACU;2788;
RN-AFONSO BEZERRA;306;
RN-AGUA NOVA;116;
RN-ALEXANDRIA;412;
RN-ALMINO AFONSO;103;
RN-ALTO DO RODRIGUES;577;
RN-ANGICOS;264;
RN-ANTONIO MARTINS;37;
RN-APODI;913;
RN-AREIA BRANCA;1827;
RN-ARES;2978;
RN-AUGUSTO SEVERO;257;
RN-BAIA FORMOSA;2638;
RN-BARAUNA;366;
RN-BARCELONA;110;
RN-BENTO FERNANDES;143;
RN-BODO;0;
RN-BOM JESUS;261;
RN-BREJINHO;162;
RN-CAICARA DO NORTE;0;
RN-CAICARA DO RIO DO VENTO;160;
RN-CAICO;3067;
RN-CAMPO REDONDO;214;
RN-CANGUARETAMA;543;
RN-CARAUBAS;524;
RN-CARNAUBA DOS DANTAS;67;
RN-CARNAUBAIS;205;
RN-CEARA-MIRIM;3124;
RN-CERRO CORA;466;
RN-CORONEL EZEQUIEL;209;
RN-CORONEL JOAO PESSOA;5;
RN-CRUZETA;212;
RN-CURRAIS NOVOS;1940;
RN-DOUTOR SEVERIANO;55;
RN-PARNAMIRIM;10249;
RN-ENCANTO;75;
RN-EQUADOR;100;
RN-ESPIRITO SANTO;129;
RN-EXTREMOZ;413;
RN-FELIPE GUERRA;256;
RN-FERNANDO PEDROSA;0;
RN-FLORANIA;419;
RN-FRANCISCO DANTAS;2;
RN-FRUTUOSO GOMES;117;
RN-GALINHOS;133;
RN-GOIANINHA;453;
RN-GOVERNADOR DIX-SEPT ROSADO;360;
RN-GROSSOS;339;
RN-GUAMARE;372;
RN-IELMO MARINHO;219;
RN-IPANGUACU;512;
RN-IPUEIRA;96;
RN-ITAJA;0;
RN-ITAU;244;
RN-JACANA;195;
RN-JANDAIRA;113;
RN-JANDUIS;270;
RN-BOA SAUDE;445;
RN-JAPI;363;
RN-JARDIM DE ANGICOS;128;
RN-JARDIM DE PIRANHAS;249;
RN-JARDIM DO SERIDO;675;
RN-JOAO CAMARA;920;
RN-JOAO DIAS;151;
RN-JOSE DA PENHA;105;
RN-JUCURUTU;277;
RN-JUNDIA;0;
RN-LAGOA D ANTA;191;
RN-LAGOA DE PEDRAS;4;
RN-LAGOA DE VELHOS;114;
RN-LAGOA NOVA;228;
RN-LAGOA SALGADA;6;
RN-LAJES;487;
RN-LAJES PINTADAS;121;
RN-LUCRECIA;273;
RN-LUIS GOMES;242;
RN-MACAIBA;2245;
RN-MACAU;2991;
RN-MAJOR SALES;0;
RN-MARCELINO VIEIRA;430;
RN-MARTINS;203;
RN-MAXARANGUAPE;250;
RN-MESSIAS TARGINO;253;
RN-MONTANHAS;193;
RN-MONTE ALEGRE;397;
RN-MONTE DAS GAMELEIRAS;253;
RN-MOSSORO;22773;
RN-NATAL;167368;
RN-NISIA FLORESTA;376;
RN-NOVA CRUZ;824;
RN-OLHO D AGUA DO BORGES;224;
RN-OURO BRANCO;197;
RN-PARANA;26;
RN-PARAU;159;
RN-PARAZINHO;161;
RN-PARELHAS;370;
RN-RIO DO FOGO;0;
RN-PASSA E FICA;125;
RN-PASSAGEM;168;
RN-PATU;423;
RN-SANTA MARIA;0;
RN-PAU DOS FERROS;986;
RN-PEDRA GRANDE;111;
RN-PEDRA PRETA;120;
RN-PEDRO AVELINO;293;
RN-PEDRO VELHO;244;
RN-PENDENCIAS;590;
RN-PILOES;82;
RN-POCO BRANCO;264;
RN-PORTALEGRE;149;
RN-PORTO DO MANGUE;0;
RN-SERRA CAIADA;181;
RN-PUREZA;64;
RN-RAFAEL FERNANDES;101;
RN-RAFAEL GODEIRO;232;
RN-RIACHO DA CRUZ;107;
RN-RIACHO DE SANTANA;249;
RN-RIACHUELO;212;
RN-RODOLFO FERNANDES;173;
RN-TIBAU;0;
RN-RUY BARBOSA;224;
RN-SANTA CRUZ;0;
RN-SANTANA DO MATOS;342;
RN-SANTANA DO SERIDO;115;
RN-SANTO ANTONIO;497;
RN-SAO BENTO DO NORTE;210;
RN-SAO BENTO DO TRAIRI;206;
RN-SAO FERNANDO;139;
RN-SAO FRANCISCO DO OESTE;52;
RN-SAO GONCALO DO AMARANTE;4399;
RN-SAO JOAO DO SABUGI;123;
RN-SAO JOSE DE MIPIBU;734;
RN-SAO JOSE DO CAMPESTRE;240;
RN-SAO JOSE DO SERIDO;123;
RN-SAO MIGUEL;247;
RN-SAO MIGUEL DE TOUROS;0;
RN-SAO PAULO DO POTENGI;431;
RN-SAO PEDRO;134;
RN-SAO RAFAEL;232;
RN-SAO TOME;374;
RN-SAO VICENTE;127;
RN-SENADOR ELOI DE SOUZA;238;
RN-SENADOR GEORGINO AVELINO;85;
RN-SERRA DE SAO BENTO;294;
RN-SERRA DO MEL;55;
RN-SERRA NEGRA DO NORTE;56;
RN-SERRINHA;192;
RN-SERRINHA DOS PINTOS;0;
RN-SEVERIANO MELO;252;
RN-SITIO NOVO;146;
RN-TABOLEIRO GRANDE;146;
RN-TAIPU;182;
RN-TANGARA;182;
RN-TENENTE ANANIAS;401;
RN-TENENTE LAURENTINO CRUZ;0;
RN-TIBAU DO SUL;124;
RN-TIMBAUBA DOS BATISTAS;51;
RN-TOUROS;491;
RN-TRIUNFO POTIGUAR;0;
RN-UMARIZAL;210;
RN-UPANEMA;253;
RN-VARZEA;95;
RN-VENHA-VER;0;
RN-VERA CRUZ;127;
RN-VICOSA;8;
RN-VILA FLOR;72;
RN-IGNORADO;1021;
PB-AGUA BRANCA;147;
PB-AGUIAR;416;
PB-ALAGOA GRANDE;833;
PB-ALAGOA NOVA;536;
PB-ALAGOINHA;219;
PB-ALCANTIL;0;
PB-ALGODAO DE JANDAIRA;0;
PB-ALHANDRA;698;
PB-SAO JOAO DO RIO DO PEIXE;1058;
PB-AMPARO;0;
PB-APARECIDA;0;
PB-ARACAGI;458;
PB-ARARA;333;
PB-ARARUNA;731;
PB-AREIA;834;
PB-AREIA DE BARAUNAS;0;
PB-AREIAL;288;
PB-AROEIRAS;727;
PB-ASSUNCAO;0;
PB-BAIA DA TRAICAO;16;
PB-BANANEIRAS;452;
PB-BARAUNA;0;
PB-BARRA DE SANTANA;0;
PB-BARRA DE SANTA ROSA;447;
PB-BARRA DE SAO MIGUEL;114;
PB-BAYEUX;3960;
PB-BELEM;627;
PB-BELEM DO BREJO DO CRUZ;94;
PB-BERNARDINO BATISTA;0;
PB-BOA VENTURA;174;
PB-BOA VISTA;0;
PB-BOM JESUS;179;
PB-BOM SUCESSO;168;
PB-BONITO DE SANTA FE;813;
PB-BOQUEIRAO;115;
PB-IGARACY;15;
PB-BORBOREMA;347;
PB-BREJO DO CRUZ;293;
PB-BREJO DOS SANTOS;706;
PB-CAAPORA;2414;
PB-CABACEIRAS;280;
PB-CABEDELO;4599;
PB-CACHOEIRA DOS INDIOS;353;
PB-CACIMBA DE AREIA;100;
PB-CACIMBA DE DENTRO;275;
PB-CACIMBAS;0;
PB-CAICARA;507;
PB-CAJAZEIRAS;1852;
PB-CAJAZEIRINHAS;0;
PB-CALDAS BRANDAO;142;
PB-CAMALAU;298;
PB-CAMPINA GRANDE;33199;
PB-CAPIM;0;
PB-CARAUBAS;0;
PB-CARRAPATEIRA;112;
PB-CASSERENGUE;0;
PB-CATINGUEIRA;50;
PB-CATOLE DO ROCHA;849;
PB-CATURITE;0;
PB-CONCEICAO;248;
PB-CONDADO;36;
PB-CONDE;1126;
PB-CONGO;111;
PB-COREMAS;1356;
PB-COXIXOLA;0;
PB-CRUZ DO ESPIRITO SANTO;882;
PB-CUBATI;175;
PB-CUITE;424;
PB-CUITEGI;258;
PB-CUITE DE MAMANGUAPE;0;
PB-CURRAL DE CIMA;0;
PB-CURRAL VELHO;102;
PB-DAMIAO;0;
PB-DESTERRO;38;
PB-VISTA SERRANA;79;
PB-DIAMANTE;6;
PB-DONA INES;104;
PB-DUAS ESTRADAS;310;
PB-EMAS;162;
PB-ESPERANCA;954;
PB-FAGUNDES;251;
PB-FREI MARTINHO;99;
PB-GADO BRAVO;0;
PB-GUARABIRA;1860;
PB-GURINHEM;397;
PB-GURJAO;183;
PB-IBIARA;72;
PB-IMACULADA;185;
PB-INGA;708;
PB-ITABAIANA;1359;
PB-ITAPORANGA;715;
PB-ITAPOROROCA;491;
PB-ITATUBA;225;
PB-JACARAU;776;
PB-JERICO;338;
PB-JOAO PESSOA;145611;
PB-JUAREZ TAVORA;351;
PB-JUAZEIRINHO;314;
PB-JUNCO DO SERIDO;294;
PB-JURIPIRANGA;124;
PB-JURU;204;
PB-LAGOA;366;
PB-LAGOA DE DENTRO;237;
PB-LAGOA SECA;639;
PB-LASTRO;309;
PB-LIVRAMENTO;234;
PB-LOGRADOURO;0;
PB-LUCENA;580;
PB-MAE D AGUA;28;
PB-MALTA;5;
PB-MAMANGUAPE;2212;
PB-MANAIRA;135;
PB-MARCACAO;0;
PB-MARI;668;
PB-MARIZOPOLIS;0;
PB-MASSARANDUBA;280;
PB-MATARACA;197;
PB-MATINHAS;0;
PB-MATO GROSSO;0;
PB-MATUREIA;0;
PB-MOGEIRO;223;
PB-MONTADAS;186;
PB-MONTE HOREBE;166;
PB-MONTEIRO;952;
PB-MULUNGU;324;
PB-NATUBA;163;
PB-NAZAREZINHO;309;
PB-NOVA FLORESTA;206;
PB-NOVA OLINDA;319;
PB-NOVA PALMEIRA;243;
PB-OLHO D AGUA;182;
PB-OLIVEDOS;97;
PB-OURO VELHO;133;
PB-PARARI;0;
PB-PASSAGEM;143;
PB-PATOS;2907;
PB-PAULISTA;89;
PB-PEDRA BRANCA;255;
PB-PEDRA LAVRADA;216;
PB-PEDRAS DE FOGO;1825;
PB-PIANCO;1447;
PB-PICUI;550;
PB-PILAR;279;
PB-PILOES;246;
PB-PILOEZINHOS;438;
PB-PIRPIRITUBA;439;
PB-PITIMBU;229;
PB-POCINHOS;454;
PB-POCO DANTAS;0;
PB-POCO DE JOSE DE MOURA;0;
PB-POMBAL;835;
PB-PRATA;33;
PB-PRINCESA ISABEL;388;
PB-PUXINANA;265;
PB-QUEIMADAS;1385;
PB-QUIXABA;0;
PB-REMIGIO;356;
PB-PEDRO REGIO;0;
PB-RIACHAO;0;
PB-RIACHAO DO BACAMARTE;0;
PB-RIACHAO DO POCO;0;
PB-RIACHO DE SANTO ANTONIO;0;
PB-RIACHO DOS CAVALOS;451;
PB-RIO TINTO;1909;
PB-SALGADINHO;41;
PB-SALGADO DE SAO FELIX;1114;
PB-SANTA CECILIA;0;
PB-SANTA CRUZ;223;
PB-SANTA HELENA;375;
PB-SANTA INES;0;
PB-SANTA LUZIA;398;
PB-SANTANA DE MANGUEIRA;50;
PB-SANTANA DOS GARROTES;426;
PB-SANTAREM;0;
PB-SANTA RITA;8129;
PB-SANTA TERESINHA;140;
PB-SANTO ANDRE;0;
PB-SAO BENTO;326;
PB-SAO BENTINHO;0;
PB-SAO DOMINGOS DO CARIRI;0;
PB-SAO DOMINGOS DE POMBAL;0;
PB-SAO FRANCISCO;0;
PB-SAO JOAO DO CARIRI;592;
PB-SAO JOAO DO TIGRE;75;
PB-SAO JOSE DA LAGOA TAPADA;404;
PB-SAO JOSE DE CAIANA;73;
PB-SAO JOSE DE ESPINHARAS;51;
PB-SAO JOSE DOS RAMOS;0;
PB-SAO JOSE DE PIRANHAS;558;
PB-SAO JOSE DE PRINCESA;0;
PB-SAO JOSE DO BONFIM;86;
PB-SAO JOSE DO BREJO DO CRUZ;0;
PB-SAO JOSE DO SABUGI;130;
PB-SAO JOSE DOS CORDEIROS;214;
PB-SAO MAMEDE;390;
PB-SAO MIGUEL DE TAIPU;65;
PB-SAO SEBASTIAO DE LAGOA DE ROCA;348;
PB-SAO SEBASTIAO DO UMBUZEIRO;53;
PB-SAPE;1593;
PB-SERIDO;301;
PB-SERRA BRANCA;434;
PB-SERRA DA RAIZ;157;
PB-SERRA GRANDE;133;
PB-SERRA REDONDA;412;
PB-SERRARIA;311;
PB-SERTAOZINHO;0;
PB-SOBRADO;0;
PB-SOLANEA;764;
PB-SOLEDADE;687;
PB-SOSSEGO;0;
PB-SOUSA;2928;
PB-SUME;448;
PB-CAMPO DE SANTANA;236;
PB-TAPEROA;48;
PB-TAVARES;276;
PB-TEIXEIRA;303;
PB-TENORIO;0;
PB-TRIUNFO;187;
PB-UIRAUNA;720;
PB-UMBUZEIRO;250;
PB-VARZEA;62;
PB-VIEIROPOLIS;0;
PB-ZABELE;0;
PB-IGNORADO;77;
PE-ABREU E LIMA;1709;
PE-AFOGADOS DA INGAZEIRA;1379;
PE-AFRANIO;128;
PE-AGRESTINA;508;
PE-AGUA PRETA;1001;
PE-AGUAS BELAS;469;
PE-ALAGOINHA;323;
PE-ALIANCA;5033;
PE-ALTINHO;470;
PE-AMARAJI;383;
PE-ANGELIM;334;
PE-ARACOIABA;0;
PE-ARARIPINA;1878;
PE-ARCOVERDE;3640;
PE-BARRA DE GUABIRABA;61;
PE-BARREIROS;4256;
PE-BELEM DE MARIA;295;
PE-BELEM DE SAO FRANCISCO;556;
PE-BELO JARDIM;4647;
PE-BETANIA;160;
PE-BEZERROS;1236;
PE-BODOCO;274;
PE-BOM CONSELHO;790;
PE-BOM JARDIM;547;
PE-BONITO;1195;
PE-BREJAO;70;
PE-BREJINHO;92;
PE-BREJO DA MADRE DE DEUS;611;
PE-BUENOS AIRES;447;
PE-BUIQUE;408;
PE-CABO DE SANTO AGOSTINHO;12314;
PE-CABROBO;453;
PE-CACHOEIRINHA;353;
PE-CAETES;240;
PE-CALCADO;223;
PE-CALUMBI;18;
PE-CAMARAGIBE;4208;
PE-CAMOCIM DE SAO FELIX;262;
PE-CAMUTANGA;2002;
PE-CANHOTINHO;268;
PE-CAPOEIRAS;108;
PE-CARNAIBA;180;
PE-CARNAUBEIRA DA PENHA;77;
PE-CARPINA;3050;
PE-CARUARU;16464;
PE-CASINHAS;0;
PE-CATENDE;2889;
PE-CEDRO;289;
PE-CHA DE ALEGRIA;1108;
PE-CHA GRANDE;142;
PE-CONDADO;421;
PE-CORRENTES;464;
PE-CORTES;2209;
PE-CUMARU;444;
PE-CUPIRA;223;
PE-CUSTODIA;584;
PE-DORMENTES;0;
PE-ESCADA;7640;
PE-EXU;812;
PE-FEIRA NOVA;452;
PE-FERNANDO DE NORONHA;411;
PE-FERREIROS;368;
PE-FLORES;309;
PE-FLORESTA;255;
PE-FREI MIGUELINHO;513;
PE-GAMELEIRA;795;
PE-GARANHUNS;7487;
PE-GLORIA DO GOITA;608;
PE-GOIANA;11606;
PE-GRANITO;106;
PE-GRAVATA;2402;
PE-IATI;241;
PE-IBIMIRIM;286;
PE-IBIRAJUBA;1;
PE-IGARASSU;7914;
PE-IGUARACI;82;
PE-INAJA;229;
PE-INGAZEIRA;148;
PE-IPOJUCA;8153;
PE-IPUBI;394;
PE-ITACURUBA;7;
PE-ITAIBA;310;
PE-ITAMARACA;741;
PE-ITAMBE;1058;
PE-ITAPETIM;498;
PE-ITAPISSUMA;1018;
PE-ITAQUITINGA;423;
PE-JABOATAO DOS GUARARAPES;42632;
PE-JAQUEIRA;0;
PE-JATAUBA;463;
PE-JATOBA;0;
PE-JOAO ALFREDO;440;
PE-JOAQUIM NABUCO;5245;
PE-JUCATI;79;
PE-JUPI;202;
PE-JUREMA;9;
PE-LAGOA DO CARRO;0;
PE-LAGOA DO ITAENGA;2360;
PE-LAGOA DO OURO;148;
PE-LAGOA DOS GATOS;253;
PE-LAGOA GRANDE;0;
PE-LAJEDO;586;
PE-LIMOEIRO;2737;
PE-MACAPARANA;816;
PE-MACHADOS;273;
PE-MANARI;0;
PE-MARAIAL;2749;
PE-MIRANDIBA;333;
PE-MORENO;2882;
PE-NAZARE DA MATA;4540;
PE-OLINDA;32099;
PE-OROBO;474;
PE-OROCO;188;
PE-OURICURI;647;
PE-PALMARES;3014;
PE-PALMEIRINA;324;
PE-PANELAS;452;
PE-PARANATAMA;18;
PE-PARNAMIRIM;300;
PE-PASSIRA;624;
PE-PAUDALHO;2522;
PE-PAULISTA;19442;
PE-PEDRA;518;
PE-PESQUEIRA;2714;
PE-PETROLANDIA;1428;
PE-PETROLINA;16908;
PE-POCAO;119;
PE-POMBOS;1128;
PE-PRIMAVERA;375;
PE-QUIPAPA;881;
PE-QUIXABA;0;
PE-RECIFE;424971;
PE-RIACHO DAS ALMAS;575;
PE-RIBEIRAO;2769;
PE-RIO FORMOSO;4284;
PE-SAIRE;102;
PE-SALGADINHO;148;
PE-SALGUEIRO;2332;
PE-SALOA;16;
PE-SANHARO;938;
PE-SANTA CRUZ;0;
PE-SANTA CRUZ DA BAIXA VERDE;135;
PE-SANTA CRUZ DO CAPIBARIBE;662;
PE-SANTA FILOMENA;0;
PE-SANTA MARIA DA BOA VISTA;3443;
PE-SANTA MARIA DO CAMBUCA;214;
PE-SANTA TEREZINHA;0;
PE-SAO BENEDITO DO SUL;326;
PE-SAO BENTO DO UNA;1082;
PE-SAO CAITANO;753;
PE-SAO JOAO;271;
PE-SAO JOAQUIM DO MONTE;298;
PE-SAO JOSE DA COROA GRANDE;317;
PE-SAO JOSE DO BELMONTE;341;
PE-SAO JOSE DO EGITO;621;
PE-SAO LOURENCO DA MATA;5975;
PE-SAO VICENTE FERRER;411;
PE-SERRA TALHADA;2818;
PE-SERRITA;115;
PE-SERTANIA;781;
PE-SIRINHAEM;2798;
PE-MOREILANDIA;312;
PE-SOLIDAO;207;
PE-SURUBIM;2011;
PE-TABIRA;558;
PE-TACAIMBO;311;
PE-TACARATU;121;
PE-TAMANDARE;0;
PE-TAQUARITINGA DO NORTE;360;
PE-TEREZINHA;59;
PE-TERRA NOVA;167;
PE-TIMBAUBA;6706;
PE-TORITAMA;303;
PE-TRACUNHAEM;539;
PE-TRINDADE;508;
PE-TRIUNFO;434;
PE-TUPANATINGA;403;
PE-TUPARETAMA;269;
PE-VENTUROSA;554;
PE-VERDEJANTE;120;
PE-VERTENTE DO LERIO;128;
PE-VERTENTES;195;
PE-VICENCIA;4338;
PE-VITORIA DE SANTO ANTAO;6820;
PE-XEXEU;112;
PE-IGNORADO;377;
AL-AGUA BRANCA;465;
AL-ANADIA;583;
AL-ARAPIRACA;9854;
AL-ATALAIA;2718;
AL-BARRA DE SANTO ANTONIO;248;
AL-BARRA DE SAO MIGUEL;288;
AL-BATALHA;326;
AL-BELEM;99;
AL-BELO MONTE;143;
AL-BOCA DA MATA;2200;
AL-BRANQUINHA;153;
AL-CACIMBINHAS;295;
AL-CAJUEIRO;1365;
AL-CAMPESTRE;0;
AL-CAMPO ALEGRE;3510;
AL-CAMPO GRANDE;173;
AL-CANAPI;176;
AL-CAPELA;1126;
AL-CARNEIROS;315;
AL-CHA PRETA;145;
AL-COITE DO NOIA;298;
AL-COLONIA LEOPOLDINA;2607;
AL-COQUEIRO SECO;2;
AL-CORURIPE;7483;
AL-CRAIBAS;3;
AL-DELMIRO GOUVEIA;1662;
AL-DOIS RIACHOS;181;
AL-ESTRELA DE ALAGOAS;0;
AL-FEIRA GRANDE;803;
AL-FELIZ DESERTO;151;
AL-FLEXEIRAS;503;
AL-GIRAU DO PONCIANO;806;
AL-IBATEGUARA;136;
AL-IGACI;263;
AL-IGREJA NOVA;1012;
