Município;Total
PA-BOM JESUS DO TOCANTINS;3076
PA-BONITO;105
PA-BRAGANCA;1192
PA-BRASIL NOVO;105
PA-BREJO GRANDE DO ARAGUAIA;427
PA-BREU BRANCO;780
PA-BREVES;3074
PA-BUJARU;265
PA-CACHOEIRA DO PIRIA;8
PA-CACHOEIRA DO ARARI;388
PA-CAMETA;782
PA-CANAA DOS CARAJAS;163
PA-CAPANEMA;2510
PA-CAPITAO POCO;505
PA-CASTANHAL;10558
PA-CHAVES;255
PA-COLARES;3
PA-CONCEICAO DO ARAGUAIA;1240
PA-CONCORDIA DO PARA;694
PA-CUMARU DO NORTE;256
PA-CURIONOPOLIS;325
PA-CURRALINHO;125
PA-CURUA;182
PA-CURUCA;289
PA-DOM ELISEU;1857
PA-ELDORADO DOS CARAJAS;81
PA-FARO;134
PA-FLORESTA DO ARAGUAIA;116
PA-GARRAFAO DO NORTE;43
PA-GOIANESIA DO PARA;358
PA-GURUPA;10
PA-IGARAPE-ACU;598
PA-IGARAPE-MIRI;828
PA-INHANGAPI;273
PA-IPIXUNA DO PARA;507
PA-IRITUIA;343
PA-ITAITUBA;4368
PA-ITUPIRANGA;105
PA-JACAREACANGA;34
PA-JACUNDA;996
PA-JURUTI;133
PA-LIMOEIRO DO AJURU;18
PA-MAE DO RIO;278
PA-MAGALHAES BARATA;183
PA-MARABA;7695
PA-MARACANA;225
PA-MARAPANIM;697
PA-MARITUBA;2835
PA-MEDICILANDIA;407
PA-MELGACO;5
PA-MOCAJUBA;17
PA-MOJU;1815
PA-MONTE ALEGRE;786
PA-MUANA;314
PA-NOVA ESPERANCA DO PIRIA;11
PA-NOVA IPIXUNA;109
PA-NOVA TIMBOTEUA;431
PA-NOVO PROGRESSO;488
PA-NOVO REPARTIMENTO;1129
PA-OBIDOS;880
PA-OEIRAS DO PARA;5
PA-ORIXIMINA;3580
PA-OUREM;262
PA-OURILANDIA DO NORTE;282
PA-PACAJA;19
PA-PALESTINA DO PARA;1
PA-PARAGOMINAS;8450
PA-PARAUAPEBAS;6434
PA-PAU D ARCO;25
PA-PEIXE-BOI;102
PA-PICARRA;347
PA-PLACAS;9
PA-PONTA DE PEDRAS;399
PA-PORTEL;714
PA-PORTO DE MOZ;65
PA-PRAINHA;443
PA-PRIMAVERA;285
PA-QUATIPURU;201
PA-REDENCAO;3670
PA-RIO MARIA;471
PA-RONDON DO PARA;2670
PA-RUROPOLIS;261
PA-SALINOPOLIS;779
PA-SALVATERRA;299
PA-SANTA BARBARA DO PARA;1092
PA-SANTA CRUZ DO ARARI;21
PA-SANTA ISABEL DO PARA;3472
PA-SANTA LUZIA DO PARA;304
PA-SANTA MARIA DAS BARREIRAS;259
PA-SANTA MARIA DO PARA;386
PA-SANTANA DO ARAGUAIA;703
PA-SANTAREM;11729
PA-SANTAREM NOVO;1
PA-SANTO ANTONIO DO TAUA;1110
PA-SAO CAETANO DE ODIVELAS;408
PA-SAO DOMINGOS DO ARAGUAIA;71
PA-SAO DOMINGOS DO CAPIM;708
PA-SAO FELIX DO XINGU;138
PA-SAO FRANCISCO DO PARA;286
PA-SAO GERALDO DO ARAGUAIA;322
PA-SAO JOAO DA PONTA;86
PA-SAO JOAO DE PIRABAS;380
PA-SAO JOAO DO ARAGUAIA;15
PA-SAO MIGUEL DO GUAMA;2285
PA-SAO SEBASTIAO DA BOA VISTA;21
PA-SAPUCAIA;87
PA-SENADOR JOSE PORFIRIO;390
PA-SOURE;473
PA-TAILANDIA;1935
PA-TERRA ALTA;156
PA-TERRA SANTA;31
PA-TOME-ACU;2288
PA-TRACUATEUA;263
PA-TRAIRAO;90
PA-TUCUMA;664
PA-TUCURUI;7039
PA-ULIANOPOLIS;1547
PA-URUARA;471
PA-VIGIA;857
PA-VISEU;755
PA-VITORIA DO XINGU;10
PA-XINGUARA;1945
PA-IGNORADO;0
AP-SERRA DO NAVIO;155
AP-AMAPA;589
AP-PEDRA BRANCA DO AMAPARI;48
AP-CALCOENE;128
AP-CUTIAS;53
AP-FERREIRA GOMES;107
AP-ITAUBAL;14
AP-LARANJAL DO JARI;271
AP-MACAPA;37851
AP-MAZAGAO;309
AP-OIAPOQUE;137
AP-PORTO GRANDE;806
AP-PRACUUBA;9
AP-SANTANA;3070
AP-TARTARUGALZINHO;248
AP-VITORIA DO JARI;134
AP-IGNORADO;0
TO-ABREULANDIA;10
TO-AGUIARNOPOLIS;95
TO-ALIANCA DO TOCANTINS;290
TO-ALMAS;143
TO-ALVORADA;517
TO-ANANAS;241
TO-ANGICO;71
TO-APARECIDA DO RIO NEGRO;26
TO-ARAGOMINAS;161
TO-ARAGUACEMA;302
TO-ARAGUACU;304
TO-ARAGUAINA;8928
TO-ARAGUANA;34
TO-ARAGUATINS;514
TO-ARAPOEMA;257
TO-ARRAIAS;218
TO-AUGUSTINOPOLIS;287
TO-AURORA DO TOCANTINS;2
TO-AXIXA DO TOCANTINS;184
TO-BABACULANDIA;190
TO-BANDEIRANTES DO TOCANTINS;73
TO-BARRA DO OURO;8
TO-BARROLANDIA;132
TO-BERNARDO SAYAO;167
TO-BOM JESUS DO TOCANTINS;4
TO-BRASILANDIA DO TOCANTINS;80
TO-BREJINHO DE NAZARE;198
TO-BURITI DO TOCANTINS;28
TO-CACHOEIRINHA;64
TO-CAMPOS LINDOS;85
TO-CARIRI DO TOCANTINS;219
TO-CARMOLANDIA;74
TO-CARRASCO BONITO;44
TO-CASEARA;62
TO-CENTENARIO;2
TO-CHAPADA DE AREIA;57
TO-CHAPADA DA NATIVIDADE;7
TO-COLINAS DO TOCANTINS;1154
TO-COMBINADO;64
TO-CONCEICAO DO TOCANTINS;7
TO-COUTO DE MAGALHAES;35
TO-CRISTALANDIA;456
TO-CRIXAS DO TOCANTINS;22
TO-DARCINOPOLIS;17
TO-DIANOPOLIS;489
TO-DIVINOPOLIS DO TOCANTINS;247
TO-DOIS IRMAOS DO TOCANTINS;120
TO-DUERE;237
TO-ESPERANTINA;82
TO-FATIMA;144
TO-FIGUEIROPOLIS;274
TO-FILADELFIA;142
TO-FORMOSO DO ARAGUAIA;1433
TO-FORTALEZA DO TABOCAO;104
TO-GOIANORTE;7
TO-GOIATINS;170
TO-GUARAI;1064
TO-GURUPI;6906
TO-IPUEIRAS;2
TO-ITACAJA;59
TO-ITAGUATINS;44
TO-ITAPIRATINS;20
TO-ITAPORA DO TOCANTINS;148
TO-JAU DO TOCANTINS;74
TO-JUARINA;1
TO-LAGOA DA CONFUSAO;244
TO-LAGOA DO TOCANTINS;27
TO-LAJEADO;137
TO-LAVANDEIRA;0
TO-LIZARDA;5
TO-LUZINOPOLIS;41
TO-MARIANOPOLIS DO TOCANTINS;145
TO-MATEIROS;22
TO-MAURILANDIA DO TOCANTINS;28
TO-MIRACEMA DO TOCANTINS;4286
TO-MIRANORTE;498
TO-MONTE DO CARMO;83
TO-MONTE SANTO DO TOCANTINS;17
TO-PALMEIRAS DO TOCANTINS;43
TO-MURICILANDIA;91
TO-NATIVIDADE;127
TO-NAZARE;44
TO-NOVA OLINDA;241
TO-NOVA ROSALANDIA;113
TO-NOVO ACORDO;3
TO-NOVO ALEGRE;43
TO-NOVO JARDIM;103
TO-OLIVEIRA DE FATIMA;51
TO-PALMEIRANTE;2
TO-PALMEIROPOLIS;266
TO-PARAISO DO TOCANTINS;2893
TO-PARANA;102
TO-PAU D ARCO;68
TO-PEDRO AFONSO;406
TO-PEIXE;257
TO-PEQUIZEIRO;74
TO-COLMEIA;199
TO-PINDORAMA DO TOCANTINS;27
TO-PIRAQUE;66
TO-PIUM;336
TO-PONTE ALTA DO BOM JESUS;5
TO-PONTE ALTA DO TOCANTINS;110
TO-PORTO ALEGRE DO TOCANTINS;49
TO-PORTO NACIONAL;7035
TO-PRAIA NORTE;1
TO-PRESIDENTE KENNEDY;144
TO-PUGMIL;97
TO-RECURSOLANDIA;4
TO-RIACHINHO;45
TO-RIO DA CONCEICAO;52
TO-RIO DOS BOIS;41
TO-RIO SONO;12
TO-SAMPAIO;39
TO-SANDOLANDIA;145
TO-SANTA FE DO ARAGUAIA;179
TO-SANTA MARIA DO TOCANTINS;6
TO-SANTA RITA DO TOCANTINS;29
TO-SANTA ROSA DO TOCANTINS;13
TO-SANTA TEREZA DO TOCANTINS;14
TO-SANTA TEREZINHA DO TOCANTINS;62
TO-SAO BENTO DO TOCANTINS;3
TO-SAO FELIX DO TOCANTINS;0
TO-SAO MIGUEL DO TOCANTINS;109
TO-SAO SALVADOR DO TOCANTINS;112
TO-SAO SEBASTIAO DO TOCANTINS;48
TO-SAO VALERIO DA NATIVIDADE;150
TO-SILVANOPOLIS;30
TO-SITIO NOVO DO TOCANTINS;106
TO-SUCUPIRA;43
TO-TAGUATINGA;326
TO-TAIPAS DO TOCANTINS;3
TO-TALISMA;70
TO-PALMAS;47149
TO-TOCANTINIA;152
TO-TOCANTINOPOLIS;362
TO-TUPIRAMA;71
TO-TUPIRATINS;78
TO-WANDERLANDIA;263
TO-XAMBIOA;187
TO-IGNORADO;0
MA-ACAILANDIA;5146
MA-AFONSO CUNHA;1
MA-AGUA DOCE DO MARANHAO;3
MA-ALCANTARA;541
MA-ALDEIAS ALTAS;159
MA-ALTAMIRA DO MARANHAO;17
MA-ALTO ALEGRE DO MARANHAO;242
MA-ALTO ALEGRE DO PINDARE;107
MA-ALTO PARNAIBA;53
MA-AMAPA DO MARANHAO;10
MA-AMARANTE DO MARANHAO;30
MA-ANAJATUBA;168
MA-ANAPURUS;185
MA-APICUM-ACU;0
MA-ARAGUANA;6
MA-ARAIOSES;536
MA-ARAME;59
MA-ARARI;898
MA-AXIXA;229
MA-BACABAL;3272
MA-BACABEIRA;535
MA-BACURI;6
MA-BACURITUBA;0
MA-BALSAS;2769
MA-BARAO DE GRAJAU;400
MA-BARRA DO CORDA;1333
MA-BARREIRINHAS;613
MA-BELAGUA;0
MA-BELA VISTA DO MARANHAO;0
MA-BENEDITO LEITE;9
MA-BEQUIMAO;426
MA-BERNARDO DO MEARIM;71
MA-BOA VISTA DO GURUPI;1
MA-BOM JARDIM;455
MA-BOM JESUS DAS SELVAS;103
MA-BOM LUGAR;119
MA-BREJO;562
MA-BREJO DE AREIA;0
MA-BURITI;8
MA-BURITI BRAVO;53
MA-BURITICUPU;514
MA-BURITIRANA;91
MA-CACHOEIRA GRANDE;96
MA-CAJAPIO;202
MA-CAJARI;2
MA-CAMPESTRE DO MARANHAO;320
MA-CANDIDO MENDES;30
MA-CANTANHEDE;168
MA-CAPINZAL DO NORTE;30
MA-CAROLINA;974
MA-CARUTAPERA;428
MA-CAXIAS;4611
MA-CEDRAL;9
MA-CENTRAL DO MARANHAO;0
MA-CENTRO DO GUILHERME;0
MA-CENTRO NOVO DO MARANHAO;0
MA-CHAPADINHA;2311
MA-CIDELANDIA;107
MA-CODO;3754
MA-COELHO NETO;2041
MA-COLINAS;628
MA-CONCEICAO DO LAGO-ACU;16
MA-COROATA;2001
MA-CURURUPU;815
MA-DAVINOPOLIS;26
MA-DOM PEDRO;392
MA-DUQUE BACELAR;75
MA-ESPERANTINOPOLIS;288
MA-ESTREITO;766
MA-FEIRA NOVA DO MARANHAO;3
MA-FERNANDO FALCAO;0
MA-FORMOSA DA SERRA NEGRA;70
MA-FORTALEZA DOS NOGUEIRAS;269
MA-FORTUNA;157
MA-GODOFREDO VIANA;24
MA-GONCALVES DIAS;10
MA-GOVERNADOR ARCHER;136
MA-GOVERNADOR EDISON LOBAO;135
MA-GOVERNADOR EUGENIO BARROS;278
MA-GOVERNADOR LUIZ ROCHA;38
MA-GOVERNADOR NEWTON BELLO;28
MA-GOVERNADOR NUNES FREIRE;33
MA-GRACA ARANHA;10
MA-GRAJAU;752
MA-GUIMARAES;8
MA-HUMBERTO DE CAMPOS;142
MA-ICATU;285
MA-IGARAPE DO MEIO;12
MA-IGARAPE GRANDE;216
MA-IMPERATRIZ;16609
MA-ITAIPAVA DO GRAJAU;62
MA-ITAPECURU MIRIM;1451
MA-ITINGA DO MARANHAO;1067
MA-JATOBA;222
MA-JENIPAPO DOS VIEIRAS;1
MA-JOAO LISBOA;199
MA-JOSELANDIA;103
MA-JUNCO DO MARANHAO;0
MA-LAGO DA PEDRA;640
MA-LAGO DO JUNCO;9
MA-LAGO VERDE;18
MA-LAGOA DO MATO;42
MA-LAGO DOS RODRIGUES;1
MA-LAGOA GRANDE DO MARANHAO;50
MA-LAJEADO NOVO;3
MA-LIMA CAMPOS;257
MA-LORETO;193
MA-LUIS DOMINGUES;2
MA-MAGALHAES DE ALMEIDA;184
MA-MARACACUME;6
MA-MARAJA DO SENA;0
MA-MARANHAOZINHO;0
MA-MATA ROMA;294
MA-MATINHA;889
MA-MATOES;448
MA-MATOES DO NORTE;0
MA-MILAGRES DO MARANHAO;0
MA-MIRADOR;11
MA-MIRANDA DO NORTE;276
MA-MIRINZAL;181
MA-MONCAO;22
MA-MONTES ALTOS;226
MA-MORROS;87
MA-NINA RODRIGUES;137
MA-NOVA COLINAS;199
MA-NOVA IORQUE;5
MA-NOVA OLINDA DO MARANHAO;31
MA-OLHO D AGUA DAS CUNHAS;217
MA-OLINDA NOVA DO MARANHAO;134
MA-PACO DO LUMIAR;1114
MA-PALMEIRANDIA;34
MA-PARAIBANO;26
MA-PARNARAMA;789
MA-PASSAGEM FRANCA;149
MA-PASTOS BONS;165
MA-PAULINO NEVES;0
MA-PAULO RAMOS;45
MA-PEDREIRAS;2050
MA-PEDRO DO ROSARIO;0
MA-PENALVA;50
MA-PERI MIRIM;69
MA-PERITORO;76
MA-PINDARE MIRIM;331
MA-PINHEIRO;2039
MA-PIO XII;247
MA-PIRAPEMAS;3
MA-POCAO DE PEDRAS;450
MA-PORTO FRANCO;533
MA-PORTO RICO DO MARANHAO;47
MA-PRESIDENTE DUTRA;915
MA-PRESIDENTE JUSCELINO;201
MA-PRESIDENTE MEDICI;5
MA-PRESIDENTE SARNEY;108
MA-PRESIDENTE VARGAS;49
MA-PRIMEIRA CRUZ;50
MA-RAPOSA;340
MA-RIACHAO;102
MA-RIBAMAR FIQUENE;44
MA-ROSARIO;1117
MA-SAMBAIBA;95
MA-SANTA FILOMENA DO MARANHAO;4
MA-SANTA HELENA;665
MA-SANTA INES;3978
MA-SANTA LUZIA;927
MA-SANTA LUZIA DO PARUA;139
MA-SANTA QUITERIA DO MARANHAO;201
MA-SANTA RITA;92
MA-SANTANA DO MARANHAO;0
MA-SANTO AMARO DO MARANHAO;36
MA-SANTO ANTONIO DOS LOPES;280
MA-SAO BENEDITO DO RIO PRETO;278
MA-SAO BENTO;334
MA-SAO BERNARDO;383
MA-SAO DOMINGOS DO AZEITAO;11
MA-SAO DOMINGOS DO MARANHAO;85
MA-SAO FELIX DE BALSAS;2
MA-SAO FRANCISCO DO BREJAO;24
MA-SAO FRANCISCO DO MARANHAO;102
MA-SAO JOAO BATISTA;7
MA-SAO JOAO DO CARU;3
MA-SAO JOAO DO PARAISO;4
MA-SAO JOAO DO SOTER;59
MA-SAO JOAO DOS PATOS;704
MA-SAO JOSE DE RIBAMAR;3188
MA-SAO JOSE DOS BASILIOS;3
MA-SAO LUIS;169077
MA-SAO LUIS GONZAGA DO MARANHAO;621
MA-SAO MATEUS DO MARANHAO;758
MA-SAO PEDRO DA AGUA BRANCA;91
MA-SAO PEDRO DOS CRENTES;0
MA-SAO RAIMUNDO DAS MANGABEIRAS;356
MA-SAO RAIMUNDO DO DOCA BEZERRA;82
MA-SAO ROBERTO;0
MA-SAO VICENTE FERRER;9
MA-SATUBINHA;31
MA-SENADOR ALEXANDRE COSTA;91
MA-SENADOR LA ROCQUE;4
MA-SERRANO DO MARANHAO;0
MA-SITIO NOVO;52
MA-SUCUPIRA DO NORTE;169
MA-SUCUPIRA DO RIACHAO;107
MA-TASSO FRAGOSO;250
MA-TIMBIRAS;608
MA-TIMON;4323
MA-TRIZIDELA DO VALE;392
MA-TUFILANDIA;0
MA-TUNTUM;171
MA-TURIACU;326
MA-TURILANDIA;112
MA-TUTOIA;2256
MA-URBANO SANTOS;146
MA-VARGEM GRANDE;626
MA-VIANA;646
MA-VILA NOVA DOS MARTIRIOS;218
MA-VITORIA DO MEARIM;700
MA-VITORINO FREIRE;582
MA-ZE DOCA;348
MA-IGNORADO;0
PI-ACAUA;0
PI-AGRICOLANDIA;140
PI-AGUA BRANCA;317
PI-ALAGOINHA DO PIAUI;141
PI-ALEGRETE DO PIAUI;101
PI-ALTO LONGA;390
PI-ALTOS;1076
PI-ALVORADA DO GURGUEIA;74
PI-AMARANTE;324
PI-ANGICAL DO PIAUI;161
PI-ANISIO DE ABREU;92
PI-ANTONIO ALMEIDA;107
PI-AROAZES;207
PI-AROEIRAS DO ITAIM;0
PI-ARRAIAL;81
PI-ASSUNCAO DO PIAUI;0
PI-AVELINO LOPES;110
PI-BAIXA GRANDE DO RIBEIRO;107
PI-BARRA D ALCANTARA;91
PI-BARRAS;1026
PI-BARREIRAS DO PIAUI;5
PI-BARRO DURO;310
PI-BATALHA;366
PI-BELA VISTA DO PIAUI;87
PI-BELEM DO PIAUI;0
PI-BENEDITINOS;210
PI-BERTOLINIA;102
PI-BETANIA DO PIAUI;19
PI-BOA HORA;99
PI-BOCAINA;143
PI-BOM JESUS;450
PI-BOM PRINCIPIO DO PIAUI;214
PI-BONFIM DO PIAUI;52
PI-BOQUEIRAO DO PIAUI;61
PI-BRASILEIRA;61
PI-BREJO DO PIAUI;0
PI-BURITI DOS LOPES;316
PI-BURITI DOS MONTES;93
PI-CABECEIRAS DO PIAUI;127
PI-CAJAZEIRAS DO PIAUI;42
PI-CAJUEIRO DA PRAIA;28
PI-CALDEIRAO GRANDE DO PIAUI;85
PI-CAMPINAS DO PIAUI;176
PI-CAMPO ALEGRE DO FIDALGO;4
PI-CAMPO GRANDE DO PIAUI;0
PI-CAMPO LARGO DO PIAUI;55
PI-CAMPO MAIOR;1742
PI-CANAVIEIRA;0
PI-CANTO DO BURITI;307
PI-CAPITAO DE CAMPOS;195
PI-CAPITAO GERVASIO OLIVEIRA;0
PI-CARACOL;3
PI-CARAUBAS DO PIAUI;92
PI-CARIDADE DO PIAUI;74
PI-CASTELO DO PIAUI;271
PI-CAXINGO;91
PI-COCAL;423
PI-COCAL DE TELHA;73
PI-COCAL DOS ALVES;61
PI-COIVARAS;73
PI-COLONIA DO GURGUEIA;114
PI-COLONIA DO PIAUI;2
PI-CONCEICAO DO CANINDE;142
PI-CORONEL JOSE DIAS;110
PI-CORRENTE;297
PI-CRISTALANDIA DO PIAUI;64
PI-CRISTINO CASTRO;56
PI-CURIMATA;197
PI-CURRAIS;0
PI-CURRALINHOS;35
PI-CURRAL NOVO DO PIAUI;17
PI-DEMERVAL LOBAO;480
PI-DIRCEU ARCOVERDE;102
PI-DOM EXPEDITO LOPES;211
PI-DOMINGOS MOURAO;94
PI-DOM INOCENCIO;63
PI-ELESBAO VELOSO;278
PI-ELISEU MARTINS;89
PI-ESPERANTINA;822
PI-FARTURA DO PIAUI;55
PI-FLORES DO PIAUI;43
PI-FLORESTA DO PIAUI;31
PI-FLORIANO;3000
PI-FRANCINOPOLIS;162
PI-FRANCISCO AYRES;124
PI-FRANCISCO MACEDO;35
PI-FRANCISCO SANTOS;93
PI-FRONTEIRAS;485
PI-GEMINIANO;94
PI-GILBUES;176
PI-GUADALUPE;296
PI-GUARIBAS;0
PI-HUGO NAPOLEAO;213
PI-ILHA GRANDE;112
PI-INHUMA;201
PI-IPIRANGA DO PIAUI;177
PI-ISAIAS COELHO;141
PI-ITAINOPOLIS;65
PI-ITAUEIRA;129
PI-JACOBINA DO PIAUI;94
PI-JAICOS;63
PI-JARDIM DO MULATO;94
PI-JATOBA DO PIAUI;35
PI-JERUMENHA;135
PI-JOAO COSTA;0
PI-JOAQUIM PIRES;101
PI-JOCA MARQUES;0
PI-JOSE DE FREITAS;427
PI-JUAZEIRO DO PIAUI;48
PI-JULIO BORGES;83
PI-JUREMA;63
PI-LAGOINHA DO PIAUI;33
PI-LAGOA ALEGRE;145
PI-LAGOA DO BARRO DO PIAUI;369
PI-LAGOA DE SAO FRANCISCO;101
PI-LAGOA DO PIAUI;240
PI-LAGOA DO SITIO;144
PI-LANDRI SALES;151
PI-LUIS CORREIA;2177
PI-LUZILANDIA;326
PI-MADEIRO;0
PI-MANOEL EMIDIO;103
PI-MARCOLANDIA;104
PI-MARCOS PARENTE;5
PI-MASSAPE DO PIAUI;0
PI-MATIAS OLIMPIO;158
PI-MIGUEL ALVES;406
PI-MIGUEL LEAO;24
PI-MILTON BRANDAO;26
PI-MONSENHOR GIL;178
PI-MONSENHOR HIPOLITO;76
PI-MONTE ALEGRE DO PIAUI;56
PI-MORRO CABECA NO TEMPO;0
PI-MORRO DO CHAPEU DO PIAUI;12
PI-MURICI DOS PORTELAS;132
PI-NAZARE DO PIAUI;94
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;0
PI-NOSSA SENHORA DOS REMEDIOS;111
PI-NOVO ORIENTE DO PIAUI;141
PI-NOVO SANTO ANTONIO;67
PI-OEIRAS;761
PI-OLHO D AGUA DO PIAUI;28
PI-PADRE MARCOS;107
PI-PAES LANDIM;78
PI-PAJEU DO PIAUI;73
PI-PALMEIRA DO PIAUI;61
PI-PALMEIRAIS;196
PI-PAQUETA;29
PI-PARNAGUA;33
PI-PARNAIBA;8433
PI-PASSAGEM FRANCA DO PIAUI;56
PI-PATOS DO PIAUI;66
PI-PAU D ARCO DO PIAUI;0
PI-PAULISTANA;350
PI-PAVUSSU;65
PI-PEDRO II;608
PI-PEDRO LAURENTINO;0
PI-NOVA SANTA RITA;93
PI-PICOS;3469
PI-PIMENTEIRAS;393
PI-PIO IX;754
PI-PIRACURUCA;501
PI-PIRIPIRI;1546
PI-PORTO;29804
PI-PORTO ALEGRE DO PIAUI;0
PI-PRATA DO PIAUI;75
PI-QUEIMADA NOVA;139
PI-REDENCAO DO GURGUEIA;3
PI-REGENERACAO;281
PI-RIACHO FRIO;44
PI-RIBEIRA DO PIAUI;0
PI-RIBEIRO GONCALVES;71
PI-RIO GRANDE DO PIAUI;118
PI-SANTA CRUZ DO PIAUI;124
PI-SANTA CRUZ DOS MILAGRES;131
PI-SANTA FILOMENA;50
PI-SANTA LUZ;159
PI-SANTANA DO PIAUI;125
PI-SANTA ROSA DO PIAUI;104
PI-SANTO ANTONIO DE LISBOA;59
PI-SANTO ANTONIO DOS MILAGRES;56
PI-SANTO INACIO DO PIAUI;76
PI-SAO BRAZ DO PIAUI;0
