Município;Total
AM-BENJAMIN CONSTANT;355
AM-BERURI;1
AM-BOA VISTA DO RAMOS;173
AM-BOCA DO ACRE;383
AM-BORBA;154
AM-CAAPIRANGA;305
AM-CANUTAMA;5
AM-CARAUARI;441
AM-CAREIRO;450
AM-CAREIRO DA VARZEA;5
AM-COARI;1971
AM-CODAJAS;156
AM-EIRUNEPE;249
AM-ENVIRA;254
AM-FONTE BOA;168
AM-GUAJARA;98
AM-HUMAITA;1260
AM-IPIXUNA;123
AM-IRANDUBA;1053
AM-ITACOATIARA;6013
AM-ITAMARATI;84
AM-ITAPIRANGA;189
AM-JAPURA;1
AM-JURUA;3
AM-JUTAI;9
AM-LABREA;319
AM-MANACAPURU;980
AM-MANAQUIRI;1
AM-MANAUS;241236
AM-MANICORE;719
AM-MARAA;1
AM-MAUES;733
AM-NHAMUNDA;340
AM-NOVA OLINDA DO NORTE;462
AM-NOVO AIRAO;16
AM-NOVO ARIPUANA;22
AM-PARINTINS;2158
AM-PAUINI;2
AM-PRESIDENTE FIGUEIREDO;2326
AM-RIO PRETO DA EVA;393
AM-SANTA ISABEL DO RIO NEGRO;16
AM-SANTO ANTONIO DO ICA;90
AM-SAO GABRIEL DA CACHOEIRA;387
AM-SAO PAULO DE OLIVENCA;11
AM-SAO SEBASTIAO DO UATUMA;104
AM-SILVES;49
AM-TABATINGA;335
AM-TAPAUA;181
AM-TEFE;801
AM-TONANTINS;1
AM-UARINI;1
AM-URUCARA;376
AM-URUCURITUBA;223
AM-IGNORADO;0
RR-AMAJARI;5
RR-ALTO ALEGRE;31
RR-BOA VISTA;26133
RR-BONFIM;125
RR-CANTA;81
RR-CARACARAI;136
RR-CAROEBE;9
RR-IRACEMA;3
RR-MUCAJAI;90
RR-NORMANDIA;3
RR-PACARAIMA;60
RR-RORAINOPOLIS;126
RR-SAO JOAO DA BALIZA;23
RR-SAO LUIZ;20
RR-UIRAMUTA;0
RR-IGNORADO;0
PA-ABAETETUBA;3260
PA-ABEL FIGUEIREDO;360
PA-ACARA;919
PA-AFUA;611
PA-AGUA AZUL DO NORTE;499
PA-ALENQUER;880
PA-ALMEIRIM;5127
PA-ALTAMIRA;4095
PA-ANAJAS;21
PA-ANANINDEUA;28371
PA-ANAPU;513
PA-AUGUSTO CORREA;653
PA-AURORA DO PARA;528
PA-AVEIRO;135
PA-BAGRE;108
PA-BAIAO;384
PA-BANNACH;49
PA-BARCARENA;7324
PA-BELEM;265545
PA-BELTERRA;443
PA-BENEVIDES;1912
PA-BOM JESUS DO TOCANTINS;2333
PA-BONITO;28
PA-BRAGANCA;1358
PA-BRASIL NOVO;202
PA-BREJO GRANDE DO ARAGUAIA;351
PA-BREU BRANCO;1033
PA-BREVES;2747
PA-BUJARU;389
PA-CACHOEIRA DO PIRIA;15
PA-CACHOEIRA DO ARARI;449
PA-CAMETA;954
PA-CANAA DOS CARAJAS;249
PA-CAPANEMA;2760
PA-CAPITAO POCO;1017
PA-CASTANHAL;12693
PA-CHAVES;287
PA-COLARES;7
PA-CONCEICAO DO ARAGUAIA;1642
PA-CONCORDIA DO PARA;831
PA-CUMARU DO NORTE;383
PA-CURIONOPOLIS;371
PA-CURRALINHO;123
PA-CURUA;27
PA-CURUCA;477
PA-DOM ELISEU;2337
PA-ELDORADO DOS CARAJAS;125
PA-FARO;150
PA-FLORESTA DO ARAGUAIA;506
PA-GARRAFAO DO NORTE;171
PA-GOIANESIA DO PARA;1018
PA-GURUPA;210
PA-IGARAPE-ACU;793
PA-IGARAPE-MIRI;1260
PA-INHANGAPI;363
PA-IPIXUNA DO PARA;737
PA-IRITUIA;494
PA-ITAITUBA;1861
PA-ITUPIRANGA;672
PA-JACAREACANGA;60
PA-JACUNDA;1867
PA-JURUTI;593
PA-LIMOEIRO DO AJURU;10
PA-MAE DO RIO;969
PA-MAGALHAES BARATA;193
PA-MARABA;11795
PA-MARACANA;511
PA-MARAPANIM;1033
PA-MARITUBA;4082
PA-MEDICILANDIA;559
PA-MELGACO;10
PA-MOCAJUBA;30
PA-MOJU;1884
PA-MONTE ALEGRE;1487
PA-MUANA;379
PA-NOVA ESPERANCA DO PIRIA;42
PA-NOVA IPIXUNA;95
PA-NOVA TIMBOTEUA;537
PA-NOVO PROGRESSO;1198
PA-NOVO REPARTIMENTO;1530
PA-OBIDOS;850
PA-OEIRAS DO PARA;220
PA-ORIXIMINA;5032
PA-OUREM;301
PA-OURILANDIA DO NORTE;535
PA-PACAJA;106
PA-PALESTINA DO PARA;152
PA-PARAGOMINAS;8084
PA-PARAUAPEBAS;9559
PA-PAU D ARCO;49
PA-PEIXE-BOI;174
PA-PICARRA;160
PA-PLACAS;263
PA-PONTA DE PEDRAS;462
PA-PORTEL;1023
PA-PORTO DE MOZ;80
PA-PRAINHA;302
PA-PRIMAVERA;308
PA-QUATIPURU;191
PA-REDENCAO;4553
PA-RIO MARIA;690
PA-RONDON DO PARA;3513
PA-RUROPOLIS;224
PA-SALINOPOLIS;1276
PA-SALVATERRA;629
PA-SANTA BARBARA DO PARA;782
PA-SANTA CRUZ DO ARARI;30
PA-SANTA ISABEL DO PARA;3709
PA-SANTA LUZIA DO PARA;403
PA-SANTA MARIA DAS BARREIRAS;298
PA-SANTA MARIA DO PARA;739
PA-SANTANA DO ARAGUAIA;1265
PA-SANTAREM;14787
PA-SANTAREM NOVO;237
PA-SANTO ANTONIO DO TAUA;1444
PA-SAO CAETANO DE ODIVELAS;349
PA-SAO DOMINGOS DO ARAGUAIA;459
PA-SAO DOMINGOS DO CAPIM;768
PA-SAO FELIX DO XINGU;1039
PA-SAO FRANCISCO DO PARA;400
PA-SAO GERALDO DO ARAGUAIA;1070
PA-SAO JOAO DA PONTA;170
PA-SAO JOAO DE PIRABAS;336
PA-SAO JOAO DO ARAGUAIA;2
PA-SAO MIGUEL DO GUAMA;2318
PA-SAO SEBASTIAO DA BOA VISTA;29
PA-SAPUCAIA;575
PA-SENADOR JOSE PORFIRIO;624
PA-SOURE;617
PA-TAILANDIA;2113
PA-TERRA ALTA;253
PA-TERRA SANTA;24
PA-TOME-ACU;2641
PA-TRACUATEUA;252
PA-TRAIRAO;280
PA-TUCUMA;1191
PA-TUCURUI;10112
PA-ULIANOPOLIS;1882
PA-URUARA;1140
PA-VIGIA;1182
PA-VISEU;1197
PA-VITORIA DO XINGU;222
PA-XINGUARA;2669
PA-IGNORADO;0
AP-SERRA DO NAVIO;80
AP-AMAPA;878
AP-PEDRA BRANCA DO AMAPARI;41
AP-CALCOENE;88
AP-CUTIAS;114
AP-FERREIRA GOMES;28
AP-ITAUBAL;21
AP-LARANJAL DO JARI;540
AP-MACAPA;39430
AP-MAZAGAO;402
AP-OIAPOQUE;338
AP-PORTO GRANDE;691
AP-PRACUUBA;16
AP-SANTANA;3519
AP-TARTARUGALZINHO;266
AP-VITORIA DO JARI;191
AP-IGNORADO;0
TO-ABREULANDIA;87
TO-AGUIARNOPOLIS;457
TO-ALIANCA DO TOCANTINS;364
TO-ALMAS;116
TO-ALVORADA;513
TO-ANANAS;245
TO-ANGICO;103
TO-APARECIDA DO RIO NEGRO;50
TO-ARAGOMINAS;175
TO-ARAGUACEMA;152
TO-ARAGUACU;700
TO-ARAGUAINA;11435
TO-ARAGUANA;93
TO-ARAGUATINS;604
TO-ARAPOEMA;366
TO-ARRAIAS;153
TO-AUGUSTINOPOLIS;312
TO-AURORA DO TOCANTINS;16
TO-AXIXA DO TOCANTINS;395
TO-BABACULANDIA;175
TO-BANDEIRANTES DO TOCANTINS;207
TO-BARRA DO OURO;53
TO-BARROLANDIA;176
TO-BERNARDO SAYAO;250
TO-BOM JESUS DO TOCANTINS;54
TO-BRASILANDIA DO TOCANTINS;83
TO-BREJINHO DE NAZARE;388
TO-BURITI DO TOCANTINS;224
TO-CACHOEIRINHA;49
TO-CAMPOS LINDOS;59
TO-CARIRI DO TOCANTINS;224
TO-CARMOLANDIA;116
TO-CARRASCO BONITO;55
TO-CASEARA;121
TO-CENTENARIO;117
TO-CHAPADA DE AREIA;45
TO-CHAPADA DA NATIVIDADE;6
TO-COLINAS DO TOCANTINS;1355
TO-COMBINADO;66
TO-CONCEICAO DO TOCANTINS;16
TO-COUTO DE MAGALHAES;81
TO-CRISTALANDIA;352
TO-CRIXAS DO TOCANTINS;45
TO-DARCINOPOLIS;225
TO-DIANOPOLIS;648
TO-DIVINOPOLIS DO TOCANTINS;511
TO-DOIS IRMAOS DO TOCANTINS;182
TO-DUERE;320
TO-ESPERANTINA;95
TO-FATIMA;176
TO-FIGUEIROPOLIS;319
TO-FILADELFIA;207
TO-FORMOSO DO ARAGUAIA;1235
TO-FORTALEZA DO TABOCAO;161
TO-GOIANORTE;60
TO-GOIATINS;207
TO-GUARAI;1187
TO-GURUPI;7345
TO-IPUEIRAS;107
TO-ITACAJA;115
TO-ITAGUATINS;39
TO-ITAPIRATINS;128
TO-ITAPORA DO TOCANTINS;176
TO-JAU DO TOCANTINS;119
TO-JUARINA;1
TO-LAGOA DA CONFUSAO;207
TO-LAGOA DO TOCANTINS;94
TO-LAJEADO;293
TO-LAVANDEIRA;1
TO-LIZARDA;21
TO-LUZINOPOLIS;75
TO-MARIANOPOLIS DO TOCANTINS;269
TO-MATEIROS;17
TO-MAURILANDIA DO TOCANTINS;5
TO-MIRACEMA DO TOCANTINS;2952
TO-MIRANORTE;770
TO-MONTE DO CARMO;180
TO-MONTE SANTO DO TOCANTINS;77
TO-PALMEIRAS DO TOCANTINS;186
TO-MURICILANDIA;144
TO-NATIVIDADE;173
TO-NAZARE;165
TO-NOVA OLINDA;214
TO-NOVA ROSALANDIA;156
TO-NOVO ACORDO;125
TO-NOVO ALEGRE;60
TO-NOVO JARDIM;121
TO-OLIVEIRA DE FATIMA;84
TO-PALMEIRANTE;124
TO-PALMEIROPOLIS;281
TO-PARAISO DO TOCANTINS;3572
TO-PARANA;112
TO-PAU D ARCO;68
TO-PEDRO AFONSO;438
TO-PEIXE;337
TO-PEQUIZEIRO;103
TO-COLMEIA;385
TO-PINDORAMA DO TOCANTINS;107
TO-PIRAQUE;153
TO-PIUM;401
TO-PONTE ALTA DO BOM JESUS;3
TO-PONTE ALTA DO TOCANTINS;64
TO-PORTO ALEGRE DO TOCANTINS;51
TO-PORTO NACIONAL;8275
TO-PRAIA NORTE;12
TO-PRESIDENTE KENNEDY;173
TO-PUGMIL;153
TO-RECURSOLANDIA;61
TO-RIACHINHO;66
TO-RIO DA CONCEICAO;61
TO-RIO DOS BOIS;67
TO-RIO SONO;15
TO-SAMPAIO;99
TO-SANDOLANDIA;202
TO-SANTA FE DO ARAGUAIA;236
TO-SANTA MARIA DO TOCANTINS;4
TO-SANTA RITA DO TOCANTINS;56
TO-SANTA ROSA DO TOCANTINS;123
TO-SANTA TEREZA DO TOCANTINS;7
TO-SANTA TEREZINHA DO TOCANTINS;9
TO-SAO BENTO DO TOCANTINS;6
TO-SAO FELIX DO TOCANTINS;2
TO-SAO MIGUEL DO TOCANTINS;115
TO-SAO SALVADOR DO TOCANTINS;134
TO-SAO SEBASTIAO DO TOCANTINS;51
TO-SAO VALERIO DA NATIVIDADE;191
TO-SILVANOPOLIS;73
TO-SITIO NOVO DO TOCANTINS;109
TO-SUCUPIRA;147
TO-TAGUATINGA;450
TO-TAIPAS DO TOCANTINS;79
TO-TALISMA;161
TO-PALMAS;57782
TO-TOCANTINIA;175
TO-TOCANTINOPOLIS;711
TO-TUPIRAMA;68
TO-TUPIRATINS;130
TO-WANDERLANDIA;299
TO-XAMBIOA;257
TO-IGNORADO;0
MA-ACAILANDIA;6295
MA-AFONSO CUNHA;2
MA-AGUA DOCE DO MARANHAO;21
MA-ALCANTARA;534
MA-ALDEIAS ALTAS;151
MA-ALTAMIRA DO MARANHAO;17
MA-ALTO ALEGRE DO MARANHAO;248
MA-ALTO ALEGRE DO PINDARE;19
MA-ALTO PARNAIBA;386
MA-AMAPA DO MARANHAO;0
MA-AMARANTE DO MARANHAO;77
MA-ANAJATUBA;15
MA-ANAPURUS;220
MA-APICUM-ACU;0
MA-ARAGUANA;6
MA-ARAIOSES;85
MA-ARAME;181
MA-ARARI;956
MA-AXIXA;7
MA-BACABAL;3517
MA-BACABEIRA;360
MA-BACURI;5
MA-BACURITUBA;84
MA-BALSAS;6397
MA-BARAO DE GRAJAU;372
MA-BARRA DO CORDA;1599
MA-BARREIRINHAS;896
MA-BELAGUA;0
MA-BELA VISTA DO MARANHAO;4
MA-BENEDITO LEITE;138
MA-BEQUIMAO;450
MA-BERNARDO DO MEARIM;53
MA-BOA VISTA DO GURUPI;2
MA-BOM JARDIM;763
MA-BOM JESUS DAS SELVAS;405
MA-BOM LUGAR;124
MA-BREJO;674
MA-BREJO DE AREIA;0
MA-BURITI;22
MA-BURITI BRAVO;215
MA-BURITICUPU;659
MA-BURITIRANA;99
MA-CACHOEIRA GRANDE;107
MA-CAJAPIO;167
MA-CAJARI;10
MA-CAMPESTRE DO MARANHAO;645
MA-CANDIDO MENDES;365
MA-CANTANHEDE;68
MA-CAPINZAL DO NORTE;42
MA-CAROLINA;947
MA-CARUTAPERA;875
MA-CAXIAS;4955
MA-CEDRAL;8
MA-CENTRAL DO MARANHAO;102
MA-CENTRO DO GUILHERME;60
MA-CENTRO NOVO DO MARANHAO;89
MA-CHAPADINHA;1983
MA-CIDELANDIA;93
MA-CODO;4113
MA-COELHO NETO;2227
MA-COLINAS;663
MA-CONCEICAO DO LAGO-ACU;165
MA-COROATA;2424
MA-CURURUPU;761
MA-DAVINOPOLIS;191
MA-DOM PEDRO;504
MA-DUQUE BACELAR;8
MA-ESPERANTINOPOLIS;382
MA-ESTREITO;460
MA-FEIRA NOVA DO MARANHAO;143
MA-FERNANDO FALCAO;30
MA-FORMOSA DA SERRA NEGRA;12
MA-FORTALEZA DOS NOGUEIRAS;372
MA-FORTUNA;149
MA-GODOFREDO VIANA;31
MA-GONCALVES DIAS;25
MA-GOVERNADOR ARCHER;116
MA-GOVERNADOR EDISON LOBAO;239
MA-GOVERNADOR EUGENIO BARROS;383
MA-GOVERNADOR LUIZ ROCHA;44
MA-GOVERNADOR NEWTON BELLO;1
MA-GOVERNADOR NUNES FREIRE;70
MA-GRACA ARANHA;39
MA-GRAJAU;1338
MA-GUIMARAES;43
MA-HUMBERTO DE CAMPOS;321
MA-ICATU;343
MA-IGARAPE DO MEIO;1
MA-IGARAPE GRANDE;258
MA-IMPERATRIZ;18834
MA-ITAIPAVA DO GRAJAU;1
MA-ITAPECURU MIRIM;1721
MA-ITINGA DO MARANHAO;1170
MA-JATOBA;0
MA-JENIPAPO DOS VIEIRAS;115
MA-JOAO LISBOA;489
MA-JOSELANDIA;17
MA-JUNCO DO MARANHAO;0
MA-LAGO DA PEDRA;691
MA-LAGO DO JUNCO;267
MA-LAGO VERDE;25
MA-LAGOA DO MATO;1
MA-LAGO DOS RODRIGUES;1
MA-LAGOA GRANDE DO MARANHAO;86
MA-LAJEADO NOVO;20
MA-LIMA CAMPOS;261
MA-LORETO;235
MA-LUIS DOMINGUES;2
MA-MAGALHAES DE ALMEIDA;246
MA-MARACACUME;121
MA-MARAJA DO SENA;0
MA-MARANHAOZINHO;0
MA-MATA ROMA;358
MA-MATINHA;667
MA-MATOES;498
MA-MATOES DO NORTE;3
MA-MILAGRES DO MARANHAO;103
MA-MIRADOR;49
MA-MIRANDA DO NORTE;258
MA-MIRINZAL;11
MA-MONCAO;14
MA-MONTES ALTOS;271
MA-MORROS;156
MA-NINA RODRIGUES;166
MA-NOVA COLINAS;186
MA-NOVA IORQUE;3
MA-NOVA OLINDA DO MARANHAO;22
MA-OLHO D AGUA DAS CUNHAS;283
MA-OLINDA NOVA DO MARANHAO;0
MA-PACO DO LUMIAR;1425
MA-PALMEIRANDIA;166
MA-PARAIBANO;310
MA-PARNARAMA;1110
MA-PASSAGEM FRANCA;161
MA-PASTOS BONS;195
MA-PAULINO NEVES;40
MA-PAULO RAMOS;91
MA-PEDREIRAS;2371
MA-PEDRO DO ROSARIO;0
MA-PENALVA;44
MA-PERI MIRIM;3
MA-PERITORO;252
MA-PINDARE MIRIM;897
MA-PINHEIRO;2036
MA-PIO XII;516
MA-PIRAPEMAS;4
MA-POCAO DE PEDRAS;445
MA-PORTO FRANCO;464
MA-PORTO RICO DO MARANHAO;188
MA-PRESIDENTE DUTRA;1096
MA-PRESIDENTE JUSCELINO;241
MA-PRESIDENTE MEDICI;0
MA-PRESIDENTE SARNEY;1
MA-PRESIDENTE VARGAS;44
MA-PRIMEIRA CRUZ;64
MA-RAPOSA;635
MA-RIACHAO;766
MA-RIBAMAR FIQUENE;44
MA-ROSARIO;1271
MA-SAMBAIBA;221
MA-SANTA FILOMENA DO MARANHAO;49
MA-SANTA HELENA;1093
MA-SANTA INES;4612
MA-SANTA LUZIA;1126
MA-SANTA LUZIA DO PARUA;130
MA-SANTA QUITERIA DO MARANHAO;255
MA-SANTA RITA;263
MA-SANTANA DO MARANHAO;2
MA-SANTO AMARO DO MARANHAO;82
MA-SANTO ANTONIO DOS LOPES;424
MA-SAO BENEDITO DO RIO PRETO;250
MA-SAO BENTO;132
MA-SAO BERNARDO;505
MA-SAO DOMINGOS DO AZEITAO;130
MA-SAO DOMINGOS DO MARANHAO;130
MA-SAO FELIX DE BALSAS;7
MA-SAO FRANCISCO DO BREJAO;28
MA-SAO FRANCISCO DO MARANHAO;89
MA-SAO JOAO BATISTA;308
MA-SAO JOAO DO CARU;1
MA-SAO JOAO DO PARAISO;129
MA-SAO JOAO DO SOTER;132
MA-SAO JOAO DOS PATOS;842
MA-SAO JOSE DE RIBAMAR;3118
MA-SAO JOSE DOS BASILIOS;6
MA-SAO LUIS;179301
MA-SAO LUIS GONZAGA DO MARANHAO;555
MA-SAO MATEUS DO MARANHAO;724
MA-SAO PEDRO DA AGUA BRANCA;73
MA-SAO PEDRO DOS CRENTES;39
MA-SAO RAIMUNDO DAS MANGABEIRAS;962
MA-SAO RAIMUNDO DO DOCA BEZERRA;268
MA-SAO ROBERTO;6
MA-SAO VICENTE FERRER;326
MA-SATUBINHA;39
MA-SENADOR ALEXANDRE COSTA;112
MA-SENADOR LA ROCQUE;9
MA-SERRANO DO MARANHAO;78
MA-SITIO NOVO;92
MA-SUCUPIRA DO NORTE;198
MA-SUCUPIRA DO RIACHAO;96
MA-TASSO FRAGOSO;513
MA-TIMBIRAS;564
MA-TIMON;4589
MA-TRIZIDELA DO VALE;428
MA-TUFILANDIA;1
MA-TUNTUM;332
MA-TURIACU;654
MA-TURILANDIA;115
MA-TUTOIA;4392
MA-URBANO SANTOS;154
MA-VARGEM GRANDE;816
MA-VIANA;814
MA-VILA NOVA DOS MARTIRIOS;126
MA-VITORIA DO MEARIM;623
MA-VITORINO FREIRE;769
MA-ZE DOCA;1986
MA-IGNORADO;0
PI-ACAUA;106
PI-AGRICOLANDIA;98
PI-AGUA BRANCA;375
PI-ALAGOINHA DO PIAUI;123
PI-ALEGRETE DO PIAUI;87
PI-ALTO LONGA;149
PI-ALTOS;1224
PI-ALVORADA DO GURGUEIA;75
PI-AMARANTE;288
PI-ANGICAL DO PIAUI;179
PI-ANISIO DE ABREU;96
PI-ANTONIO ALMEIDA;184
PI-AROAZES;205
PI-AROEIRAS DO ITAIM;0
PI-ARRAIAL;86
PI-ASSUNCAO DO PIAUI;100
PI-AVELINO LOPES;110
PI-BAIXA GRANDE DO RIBEIRO;194
PI-BARRA D ALCANTARA;123
PI-BARRAS;1036
PI-BARREIRAS DO PIAUI;5
PI-BARRO DURO;131
PI-BATALHA;47
PI-BELA VISTA DO PIAUI;118
PI-BELEM DO PIAUI;29
PI-BENEDITINOS;235
PI-BERTOLINIA;101
PI-BETANIA DO PIAUI;53
PI-BOA HORA;76
PI-BOCAINA;144
PI-BOM JESUS;486
PI-BOM PRINCIPIO DO PIAUI;201
PI-BONFIM DO PIAUI;92
PI-BOQUEIRAO DO PIAUI;94
PI-BRASILEIRA;107
PI-BREJO DO PIAUI;96
PI-BURITI DOS LOPES;509
PI-BURITI DOS MONTES;113
PI-CABECEIRAS DO PIAUI;178
PI-CAJAZEIRAS DO PIAUI;56
PI-CAJUEIRO DA PRAIA;158
PI-CALDEIRAO GRANDE DO PIAUI;85
PI-CAMPINAS DO PIAUI;165
PI-CAMPO ALEGRE DO FIDALGO;24
PI-CAMPO GRANDE DO PIAUI;132
PI-CAMPO LARGO DO PIAUI;93
PI-CAMPO MAIOR;1995
PI-CANAVIEIRA;0
PI-CANTO DO BURITI;241
PI-CAPITAO DE CAMPOS;215
PI-CAPITAO GERVASIO OLIVEIRA;34
PI-CARACOL;3
PI-CARAUBAS DO PIAUI;114
PI-CARIDADE DO PIAUI;5
PI-CASTELO DO PIAUI;475
PI-CAXINGO;120
PI-COCAL;512
PI-COCAL DE TELHA;161
PI-COCAL DOS ALVES;99
PI-COIVARAS;83
PI-COLONIA DO GURGUEIA;102
PI-COLONIA DO PIAUI;5
PI-CONCEICAO DO CANINDE;59
PI-CORONEL JOSE DIAS;67
PI-CORRENTE;398
PI-CRISTALANDIA DO PIAUI;64
PI-CRISTINO CASTRO;141
PI-CURIMATA;142
PI-CURRAIS;2
PI-CURRALINHOS;61
PI-CURRAL NOVO DO PIAUI;130
PI-DEMERVAL LOBAO;530
PI-DIRCEU ARCOVERDE;147
PI-DOM EXPEDITO LOPES;237
PI-DOMINGOS MOURAO;91
PI-DOM INOCENCIO;91
PI-ELESBAO VELOSO;353
PI-ELISEU MARTINS;105
PI-ESPERANTINA;902
PI-FARTURA DO PIAUI;99
PI-FLORES DO PIAUI;48
PI-FLORESTA DO PIAUI;98
PI-FLORIANO;3554
PI-FRANCINOPOLIS;146
PI-FRANCISCO AYRES;121
PI-FRANCISCO MACEDO;35
PI-FRANCISCO SANTOS;82
PI-FRONTEIRAS;854
PI-GEMINIANO;136
PI-GILBUES;166
PI-GUADALUPE;327
PI-GUARIBAS;0
PI-HUGO NAPOLEAO;295
PI-ILHA GRANDE;128
PI-INHUMA;190
PI-IPIRANGA DO PIAUI;203
PI-ISAIAS COELHO;152
PI-ITAINOPOLIS;127
PI-ITAUEIRA;94
PI-JACOBINA DO PIAUI;91
PI-JAICOS;263
PI-JARDIM DO MULATO;111
PI-JATOBA DO PIAUI;89
PI-JERUMENHA;120
PI-JOAO COSTA;38
PI-JOAQUIM PIRES;110
PI-JOCA MARQUES;131
PI-JOSE DE FREITAS;620
PI-JUAZEIRO DO PIAUI;0
PI-JULIO BORGES;157
PI-JUREMA;115
PI-LAGOINHA DO PIAUI;50
PI-LAGOA ALEGRE;129
PI-LAGOA DO BARRO DO PIAUI;126
PI-LAGOA DE SAO FRANCISCO;199
PI-LAGOA DO PIAUI;299
PI-LAGOA DO SITIO;164
PI-LANDRI SALES;166
PI-LUIS CORREIA;1778
PI-LUZILANDIA;353
PI-MADEIRO;172
PI-MANOEL EMIDIO;104
PI-MARCOLANDIA;125
PI-MARCOS PARENTE;53
PI-MASSAPE DO PIAUI;58
PI-MATIAS OLIMPIO;231
PI-MIGUEL ALVES;546
PI-MIGUEL LEAO;27
PI-MILTON BRANDAO;90
PI-MONSENHOR GIL;222
PI-MONSENHOR HIPOLITO;80
PI-MONTE ALEGRE DO PIAUI;8
PI-MORRO CABECA NO TEMPO;0
PI-MORRO DO CHAPEU DO PIAUI;197
PI-MURICI DOS PORTELAS;128
PI-NAZARE DO PIAUI;71
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;89
PI-NOSSA SENHORA DOS REMEDIOS;111
PI-NOVO ORIENTE DO PIAUI;134
PI-NOVO SANTO ANTONIO;95
PI-OEIRAS;829
PI-OLHO D AGUA DO PIAUI;28
PI-PADRE MARCOS;181
PI-PAES LANDIM;65
PI-PAJEU DO PIAUI;66
PI-PALMEIRA DO PIAUI;67
PI-PALMEIRAIS;240
PI-PAQUETA;57
PI-PARNAGUA;73
PI-PARNAIBA;8482
PI-PASSAGEM FRANCA DO PIAUI;68
PI-PATOS DO PIAUI;111
PI-PAU D ARCO DO PIAUI;45
PI-PAULISTANA;385
PI-PAVUSSU;105
PI-PEDRO II;782
PI-PEDRO LAURENTINO;0
PI-NOVA SANTA RITA;90
PI-PICOS;4237
PI-PIMENTEIRAS;209
PI-PIO IX;667
PI-PIRACURUCA;559
PI-PIRIPIRI;1953
PI-PORTO;334
PI-PORTO ALEGRE DO PIAUI;62
PI-PRATA DO PIAUI;62
PI-QUEIMADA NOVA;157
PI-REDENCAO DO GURGUEIA;101
PI-REGENERACAO;373
PI-RIACHO FRIO;51
PI-RIBEIRA DO PIAUI;81
PI-RIBEIRO GONCALVES;102
PI-RIO GRANDE DO PIAUI;144
PI-SANTA CRUZ DO PIAUI;185
PI-SANTA CRUZ DOS MILAGRES;137
PI-SANTA FILOMENA;20
PI-SANTA LUZ;156
PI-SANTANA DO PIAUI;144
PI-SANTA ROSA DO PIAUI;113
PI-SANTO ANTONIO DE LISBOA;29
PI-SANTO ANTONIO DOS MILAGRES;56
PI-SANTO INACIO DO PIAUI;138
