Município;Total
AM-FONTE BOA;1779
AM-GUAJARA;666
AM-HUMAITA;2988
AM-IPIXUNA;347
AM-IRANDUBA;4482
AM-ITACOATIARA;9473
AM-ITAMARATI;707
AM-ITAPIRANGA;471
AM-JAPURA;702
AM-JURUA;910
AM-JUTAI;807
AM-LABREA;2056
AM-MANACAPURU;5854
AM-MANAQUIRI;966
AM-MANAUS;488463
AM-MANICORE;1511
AM-MARAA;442
AM-MAUES;3423
AM-NHAMUNDA;791
AM-NOVA OLINDA DO NORTE;2041
AM-NOVO AIRAO;932
AM-NOVO ARIPUANA;937
AM-PARINTINS;6146
AM-PAUINI;980
AM-PRESIDENTE FIGUEIREDO;5701
AM-RIO PRETO DA EVA;1734
AM-SANTA ISABEL DO RIO NEGRO;278
AM-SANTO ANTONIO DO ICA;1344
AM-SAO GABRIEL DA CACHOEIRA;2455
AM-SAO PAULO DE OLIVENCA;1044
AM-SAO SEBASTIAO DO UATUMA;615
AM-SILVES;466
AM-TABATINGA;3336
AM-TAPAUA;1443
AM-TEFE;2997
AM-TONANTINS;975
AM-UARINI;388
AM-URUCARA;788
AM-URUCURITUBA;849
AM-IGNORADO;0
RR-AMAJARI;577
RR-ALTO ALEGRE;885
RR-BOA VISTA;86846
RR-BONFIM;997
RR-CANTA;892
RR-CARACARAI;1407
RR-CAROEBE;419
RR-IRACEMA;266
RR-MUCAJAI;1067
RR-NORMANDIA;514
RR-PACARAIMA;609
RR-RORAINOPOLIS;2115
RR-SAO JOAO DA BALIZA;627
RR-SAO LUIZ;628
RR-UIRAMUTA;234
RR-IGNORADO;0
PA-ABAETETUBA;10497
PA-ABEL FIGUEIREDO;739
PA-ACARA;4421
PA-AFUA;2425
PA-AGUA AZUL DO NORTE;1714
PA-ALENQUER;2814
PA-ALMEIRIM;3916
PA-ALTAMIRA;16409
PA-ANAJAS;1291
PA-ANANINDEUA;65320
PA-ANAPU;1500
PA-AUGUSTO CORREA;2554
PA-AURORA DO PARA;1608
PA-AVEIRO;733
PA-BAGRE;678
PA-BAIAO;1685
PA-BANNACH;547
PA-BARCARENA;27498
PA-BELEM;409277
PA-BELTERRA;1319
PA-BENEVIDES;9980
PA-BOM JESUS DO TOCANTINS;1275
PA-BONITO;1972
PA-BRAGANCA;7135
PA-BRASIL NOVO;1346
PA-BREJO GRANDE DO ARAGUAIA;762
PA-BREU BRANCO;3571
PA-BREVES;7354
PA-BUJARU;1295
PA-CACHOEIRA DO PIRIA;768
PA-CACHOEIRA DO ARARI;811
PA-CAMETA;6179
PA-CANAA DOS CARAJAS;11926
PA-CAPANEMA;7417
PA-CAPITAO POCO;2158
PA-CASTANHAL;31292
PA-CHAVES;1069
PA-COLARES;584
PA-CONCEICAO DO ARAGUAIA;3783
PA-CONCORDIA DO PARA;2814
PA-CUMARU DO NORTE;1789
PA-CURIONOPOLIS;2465
PA-CURRALINHO;1840
PA-CURUA;853
PA-CURUCA;1782
PA-DOM ELISEU;4715
PA-ELDORADO DO CARAJAS;1876
PA-FARO;570
PA-FLORESTA DO ARAGUAIA;1164
PA-GARRAFAO DO NORTE;1325
PA-GOIANESIA DO PARA;2641
PA-GURUPA;1761
PA-IGARAPE-ACU;2350
PA-IGARAPE-MIRI;3682
PA-INHANGAPI;936
PA-IPIXUNA DO PARA;2505
PA-IRITUIA;1768
PA-ITAITUBA;11057
PA-ITUPIRANGA;2699
PA-JACAREACANGA;748
PA-JACUNDA;3854
PA-JURUTI;6676
PA-LIMOEIRO DO AJURU;1025
PA-MAE DO RIO;2558
PA-MAGALHAES BARATA;587
PA-MARABA;46807
PA-MARACANA;1993
PA-MARAPANIM;1539
PA-MARITUBA;13754
PA-MEDICILANDIA;1341
PA-MELGACO;985
PA-MOCAJUBA;1843
PA-MOJU;7781
PA-MOJUI DOS CAMPOS;567
PA-MONTE ALEGRE;3195
PA-MUANA;1009
PA-NOVA ESPERANCA DO PIRIA;876
PA-NOVA IPIXUNA;1046
PA-NOVA TIMBOTEUA;884
PA-NOVO PROGRESSO;3913
PA-NOVO REPARTIMENTO;4569
PA-OBIDOS;2972
PA-OEIRAS DO PARA;1109
PA-ORIXIMINA;6293
PA-OUREM;885
PA-OURILANDIA DO NORTE;2646
PA-PACAJA;3441
PA-PALESTINA DO PARA;451
PA-PARAGOMINAS;18284
PA-PARAUAPEBAS;43702
PA-PAU D ARCO;579
PA-PEIXE-BOI;380
PA-PICARRA;1147
PA-PLACAS;842
PA-PONTA DE PEDRAS;1322
PA-PORTEL;3860
PA-PORTO DE MOZ;2074
PA-PRAINHA;1483
PA-PRIMAVERA;656
PA-QUATIPURU;534
PA-REDENCAO;12422
PA-RIO MARIA;2722
PA-RONDON DO PARA;3805
PA-RUROPOLIS;1858
PA-SALINOPOLIS;3861
PA-SALVATERRA;1076
PA-SANTA BARBARA DO PARA;2885
PA-SANTA CRUZ DO ARARI;216
PA-SANTA IZABEL DO PARA;7203
PA-SANTA LUZIA DO PARA;1201
PA-SANTA MARIA DAS BARREIRAS;1723
PA-SANTA MARIA DO PARA;2076
PA-SANTANA DO ARAGUAIA;4660
PA-SANTAREM;42534
PA-SANTAREM NOVO;296
PA-SANTO ANTONIO DO TAUA;2386
PA-SAO CAETANO DE ODIVELAS;783
PA-SAO DOMINGOS DO ARAGUAIA;1726
PA-SAO DOMINGOS DO CAPIM;2085
PA-SAO FELIX DO XINGU;5621
PA-SAO FRANCISCO DO PARA;1191
PA-SAO GERALDO DO ARAGUAIA;2949
PA-SAO JOAO DA PONTA;309
PA-SAO JOAO DE PIRABAS;1316
PA-SAO JOAO DO ARAGUAIA;682
PA-SAO MIGUEL DO GUAMA;5314
PA-SAO SEBASTIAO DA BOA VISTA;974
PA-SAPUCAIA;1172
PA-SENADOR JOSE PORFIRIO;693
PA-SOURE;1403
PA-TAILANDIA;11346
PA-TERRA ALTA;532
PA-TERRA SANTA;1103
PA-TOME-ACU;6815
PA-TRACUATEUA;1446
PA-TRAIRAO;1022
PA-TUCUMA;4400
PA-TUCURUI;10567
PA-ULIANOPOLIS;4423
PA-URUARA;2669
PA-VIGIA;2601
PA-VISEU;1887
PA-VITORIA DO XINGU;2869
PA-XINGUARA;8300
PA-IGNORADO;0
AP-SERRA DO NAVIO;146
AP-AMAPA;619
AP-PEDRA BRANCA DO AMAPARI;1825
AP-CALCOENE;566
AP-CUTIAS;370
AP-FERREIRA GOMES;729
AP-ITAUBAL;398
AP-LARANJAL DO JARI;2187
AP-MACAPA;108958
AP-MAZAGAO;821
AP-OIAPOQUE;946
AP-PORTO GRANDE;2018
AP-PRACUUBA;284
AP-SANTANA;10336
AP-TARTARUGALZINHO;1431
AP-VITORIA DO JARI;609
AP-IGNORADO;0
TO-ABREULANDIA;272
TO-AGUIARNOPOLIS;1105
TO-ALIANCA DO TOCANTINS;563
TO-ALMAS;729
TO-ALVORADA;1705
TO-ANANAS;870
TO-ANGICO;252
TO-APARECIDA DO RIO NEGRO;463
TO-ARAGOMINAS;399
TO-ARAGUACEMA;490
TO-ARAGUACU;1288
TO-ARAGUAINA;33264
TO-ARAGUANA;402
TO-ARAGUATINS;2019
TO-ARAPOEMA;2434
TO-ARRAIAS;1394
TO-AUGUSTINOPOLIS;1557
TO-AURORA DO TOCANTINS;235
TO-AXIXA DO TOCANTINS;722
TO-BABACULANDIA;793
TO-BANDEIRANTES DO TOCANTINS;558
TO-BARRA DO OURO;333
TO-BARROLANDIA;527
TO-BERNARDO SAYAO;430
TO-BOM JESUS DO TOCANTINS;267
TO-BRASILANDIA DO TOCANTINS;357
TO-BREJINHO DE NAZARE;585
TO-BURITI DO TOCANTINS;525
TO-CACHOEIRINHA;203
TO-CAMPOS LINDOS;828
TO-CARIRI DO TOCANTINS;1012
TO-CARMOLANDIA;378
TO-CARRASCO BONITO;213
TO-CASEARA;646
TO-CENTENARIO;211
TO-CHAPADA DE AREIA;104
TO-CHAPADA DA NATIVIDADE;358
TO-COLINAS DO TOCANTINS;3571
TO-COMBINADO;344
TO-CONCEICAO DO TOCANTINS;293
TO-COUTO MAGALHAES;416
TO-CRISTALANDIA;628
TO-CRIXAS DO TOCANTINS;232
TO-DARCINOPOLIS;777
TO-DIANOPOLIS;2067
TO-DIVINOPOLIS DO TOCANTINS;701
TO-DOIS IRMAOS DO TOCANTINS;409
TO-DUERE;690
TO-ESPERANTINA;443
TO-FATIMA;351
TO-FIGUEIROPOLIS;648
TO-FILADELFIA;575
TO-FORMOSO DO ARAGUAIA;2578
TO-FORTALEZA DO TABOCAO;659
TO-GOIANORTE;376
TO-GOIATINS;653
TO-GUARAI;3088
TO-GURUPI;14826
TO-IPUEIRAS;257
TO-ITACAJA;388
TO-ITAGUATINS;372
TO-ITAPIRATINS;302
TO-ITAPORA DO TOCANTINS;371
TO-JAU DO TOCANTINS;342
TO-JUARINA;219
TO-LAGOA DA CONFUSAO;1921
TO-LAGOA DO TOCANTINS;212
TO-LAJEADO;738
TO-LAVANDEIRA;159
TO-LIZARDA;196
TO-LUZINOPOLIS;245
TO-MARIANOPOLIS DO TOCANTINS;785
TO-MATEIROS;572
TO-MAURILANDIA DO TOCANTINS;271
TO-MIRACEMA DO TOCANTINS;1785
TO-MIRANORTE;1376
TO-MONTE DO CARMO;859
TO-MONTE SANTO DO TOCANTINS;230
TO-PALMEIRAS DO TOCANTINS;313
TO-MURICILANDIA;391
TO-NATIVIDADE;826
TO-NAZARE;276
TO-NOVA OLINDA;1315
TO-NOVA ROSALANDIA;270
TO-NOVO ACORDO;514
TO-NOVO ALEGRE;132
TO-NOVO JARDIM;236
TO-OLIVEIRA DE FATIMA;145
TO-PALMEIRANTE;393
TO-PALMEIROPOLIS;816
TO-PARAISO DO TOCANTINS;8525
TO-PARANA;713
TO-PAU D ARCO;387
TO-PEDRO AFONSO;2270
TO-PEIXE;1239
TO-PEQUIZEIRO;376
TO-COLMEIA;739
TO-PINDORAMA DO TOCANTINS;313
TO-PIRAQUE;501
TO-PIUM;766
TO-PONTE ALTA DO BOM JESUS;132
TO-PONTE ALTA DO TOCANTINS;475
TO-PORTO ALEGRE DO TOCANTINS;209
TO-PORTO NACIONAL;8376
TO-PRAIA NORTE;274
TO-PRESIDENTE KENNEDY;263
TO-PUGMIL;301
TO-RECURSOLANDIA;211
TO-RIACHINHO;208
TO-RIO DA CONCEICAO;227
TO-RIO DOS BOIS;200
TO-RIO SONO;342
TO-SAMPAIO;153
TO-SANDOLANDIA;438
TO-SANTA FE DO ARAGUAIA;824
TO-SANTA MARIA DO TOCANTINS;246
TO-SANTA RITA DO TOCANTINS;384
TO-SANTA ROSA DO TOCANTINS;480
TO-SANTA TEREZA DO TOCANTINS;242
TO-SANTA TEREZINHA DO TOCANTINS;143
TO-SAO BENTO DO TOCANTINS;445
TO-SAO FELIX DO TOCANTINS;180
TO-SAO MIGUEL DO TOCANTINS;599
TO-SAO SALVADOR DO TOCANTINS;287
TO-SAO SEBASTIAO DO TOCANTINS;294
TO-SAO VALERIO;478
TO-SILVANOPOLIS;590
TO-SITIO NOVO DO TOCANTINS;877
TO-SUCUPIRA;261
TO-TAGUATINGA;1121
TO-TAIPAS DO TOCANTINS;222
TO-TALISMA;493
TO-PALMAS;132322
TO-TOCANTINIA;378
TO-TOCANTINOPOLIS;1960
TO-TUPIRAMA;171
TO-TUPIRATINS;167
TO-WANDERLANDIA;789
TO-XAMBIOA;1449
TO-IGNORADO;0
MA-ACAILANDIA;15793
MA-AFONSO CUNHA;271
MA-AGUA DOCE DO MARANHAO;468
MA-ALCANTARA;1982
MA-ALDEIAS ALTAS;1283
MA-ALTAMIRA DO MARANHAO;359
MA-ALTO ALEGRE DO MARANHAO;1038
MA-ALTO ALEGRE DO PINDARE;983
MA-ALTO PARNAIBA;1083
MA-AMAPA DO MARANHAO;287
MA-AMARANTE DO MARANHAO;2247
MA-ANAJATUBA;770
MA-ANAPURUS;596
MA-APICUM-ACU;572
MA-ARAGUANA;251
MA-ARAIOSES;2148
MA-ARAME;743
MA-ARARI;1563
MA-AXIXA;540
MA-BACABAL;8818
MA-BACABEIRA;1476
MA-BACURI;843
MA-BACURITUBA;278
MA-BALSAS;18467
MA-BARAO DE GRAJAU;1253
MA-BARRA DO CORDA;4932
MA-BARREIRINHAS;4002
MA-BELAGUA;516
MA-BELA VISTA DO MARANHAO;352
MA-BENEDITO LEITE;293
MA-BEQUIMAO;937
MA-BERNARDO DO MEARIM;212
MA-BOA VISTA DO GURUPI;419
MA-BOM JARDIM;1701
MA-BOM JESUS DAS SELVAS;1364
MA-BOM LUGAR;450
MA-BREJO;1656
MA-BREJO DE AREIA;259
MA-BURITI;1104
MA-BURITI BRAVO;310
MA-BURITICUPU;2965
MA-BURITIRANA;504
MA-CACHOEIRA GRANDE;201
MA-CAJAPIO;307
MA-CAJARI;743
MA-CAMPESTRE DO MARANHAO;1215
MA-CANDIDO MENDES;714
MA-CANTANHEDE;808
MA-CAPINZAL DO NORTE;535
MA-CAROLINA;3013
MA-CARUTAPERA;1645
MA-CAXIAS;11009
MA-CEDRAL;341
MA-CENTRAL DO MARANHAO;183
MA-CENTRO DO GUILHERME;205
MA-CENTRO NOVO DO MARANHAO;685
MA-CHAPADINHA;4948
MA-CIDELANDIA;1156
MA-CODO;8850
MA-COELHO NETO;3022
MA-COLINAS;2543
MA-CONCEICAO DO LAGO-ACU;948
MA-COROATA;3094
MA-CURURUPU;1420
MA-DAVINOPOLIS;2072
MA-DOM PEDRO;1455
MA-DUQUE BACELAR;425
MA-ESPERANTINOPOLIS;1241
MA-ESTREITO;3542
MA-FEIRA NOVA DO MARANHAO;454
MA-FERNANDO FALCAO;347
MA-FORMOSA DA SERRA NEGRA;759
MA-FORTALEZA DOS NOGUEIRAS;771
MA-FORTUNA;502
MA-GODOFREDO VIANA;1063
MA-GONCALVES DIAS;646
MA-GOVERNADOR ARCHER;333
MA-GOVERNADOR EDISON LOBAO;2065
MA-GOVERNADOR EUGENIO BARROS;541
MA-GOVERNADOR LUIZ ROCHA;500
MA-GOVERNADOR NEWTON BELLO;305
MA-GOVERNADOR NUNES FREIRE;1209
MA-GRACA ARANHA;216
MA-GRAJAU;6720
MA-GUIMARAES;492
MA-HUMBERTO DE CAMPOS;2067
MA-ICATU;1217
MA-IGARAPE DO MEIO;944
MA-IGARAPE GRANDE;462
MA-IMPERATRIZ;57294
MA-ITAIPAVA DO GRAJAU;244
MA-ITAPECURU MIRIM;4901
MA-ITINGA DO MARANHAO;2645
MA-JATOBA;363
MA-JENIPAPO DOS VIEIRAS;535
MA-JOAO LISBOA;1474
MA-JOSELANDIA;506
MA-JUNCO DO MARANHAO;260
MA-LAGO DA PEDRA;2506
MA-LAGO DO JUNCO;409
MA-LAGO VERDE;652
MA-LAGOA DO MATO;424
MA-LAGO DOS RODRIGUES;489
MA-LAGOA GRANDE DO MARANHAO;409
MA-LAJEADO NOVO;412
MA-LIMA CAMPOS;625
MA-LORETO;1240
MA-LUIS DOMINGUES;411
MA-MAGALHAES DE ALMEIDA;872
MA-MARACACUME;976
MA-MARAJA DO SENA;5
MA-MARANHAOZINHO;403
MA-MATA ROMA;925
MA-MATINHA;1036
MA-MATOES;1423
MA-MATOES DO NORTE;301
MA-MILAGRES DO MARANHAO;355
MA-MIRADOR;896
MA-MIRANDA DO NORTE;1158
MA-MIRINZAL;461
MA-MONCAO;1286
MA-MONTES ALTOS;415
MA-MORROS;866
MA-NINA RODRIGUES;397
MA-NOVA COLINAS;338
MA-NOVA IORQUE;217
MA-NOVA OLINDA DO MARANHAO;390
MA-OLHO D AGUA DAS CUNHAS;1369
MA-OLINDA NOVA DO MARANHAO;423
MA-PACO DO LUMIAR;7385
MA-PALMEIRANDIA;803
MA-PARAIBANO;871
MA-PARNARAMA;2113
MA-PASSAGEM FRANCA;677
MA-PASTOS BONS;1057
MA-PAULINO NEVES;958
MA-PAULO RAMOS;955
MA-PEDREIRAS;4421
MA-PEDRO DO ROSARIO;491
MA-PENALVA;1111
MA-PERI MIRIM;512
MA-PERITORO;934
MA-PINDARE-MIRIM;2110
MA-PINHEIRO;4864
MA-PIO XII;1326
MA-PIRAPEMAS;631
MA-POCAO DE PEDRAS;796
MA-PORTO FRANCO;2240
MA-PORTO RICO DO MARANHAO;259
MA-PRESIDENTE DUTRA;4251
MA-PRESIDENTE JUSCELINO;469
MA-PRESIDENTE MEDICI;595
MA-PRESIDENTE SARNEY;533
MA-PRESIDENTE VARGAS;767
MA-PRIMEIRA CRUZ;277
MA-RAPOSA;1614
MA-RIACHAO;1502
MA-RIBAMAR FIQUENE;616
MA-ROSARIO;2602
MA-SAMBAIBA;897
MA-SANTA FILOMENA DO MARANHAO;296
MA-SANTA HELENA;1641
MA-SANTA INES;10224
MA-SANTA LUZIA;3812
MA-SANTA LUZIA DO PARUA;1669
MA-SANTA QUITERIA DO MARANHAO;1024
MA-SANTA RITA;1388
MA-SANTANA DO MARANHAO;459
MA-SANTO AMARO DO MARANHAO;686
MA-SANTO ANTONIO DOS LOPES;1167
MA-SAO BENEDITO DO RIO PRETO;728
MA-SAO BENTO;1257
MA-SAO BERNARDO;1151
MA-SAO DOMINGOS DO AZEITAO;644
MA-SAO DOMINGOS DO MARANHAO;1263
MA-SAO FELIX DE BALSAS;309
MA-SAO FRANCISCO DO BREJAO;546
MA-SAO FRANCISCO DO MARANHAO;546
MA-SAO JOAO BATISTA;704
MA-SAO JOAO DO CARU;420
MA-SAO JOAO DO PARAISO;768
MA-SAO JOAO DO SOTER;379
MA-SAO JOAO DOS PATOS;2184
MA-SAO JOSE DE RIBAMAR;17899
MA-SAO JOSE DOS BASILIOS;191
MA-SAO LUIS;340335
MA-SAO LUIS GONZAGA DO MARANHAO;902
MA-SAO MATEUS DO MARANHAO;1907
MA-SAO PEDRO DA AGUA BRANCA;596
MA-SAO PEDRO DOS CRENTES;253
MA-SAO RAIMUNDO DAS MANGABEIRAS;2572
MA-SAO RAIMUNDO DO DOCA BEZERRA;252
MA-SAO ROBERTO;303
MA-SAO VICENTE FERRER;890
MA-SATUBINHA;460
MA-SENADOR ALEXANDRE COSTA;308
MA-SENADOR LA ROCQUE;963
MA-SERRANO DO MARANHAO;542
MA-SITIO NOVO;977
MA-SUCUPIRA DO NORTE;486
MA-SUCUPIRA DO RIACHAO;260
MA-TASSO FRAGOSO;1732
MA-TIMBIRAS;1204
MA-TIMON;13805
MA-TRIZIDELA DO VALE;1503
MA-TUFILANDIA;307
MA-TUNTUM;1265
MA-TURIACU;1413
MA-TURILANDIA;566
MA-TUTOIA;4926
MA-URBANO SANTOS;2268
MA-VARGEM GRANDE;2477
MA-VIANA;2163
MA-VILA NOVA DOS MARTIRIOS;904
MA-VITORIA DO MEARIM;1517
MA-VITORINO FREIRE;1967
MA-ZE DOCA;2796
MA-IGNORADO;0
PI-ACAUA;281
PI-AGRICOLANDIA;159
PI-AGUA BRANCA;1525
PI-ALAGOINHA DO PIAUI;243
PI-ALEGRETE DO PIAUI;294
PI-ALTO LONGA;715
PI-ALTOS;2828
PI-ALVORADA DO GURGUEIA;382
PI-AMARANTE;1812
PI-ANGICAL DO PIAUI;382
PI-ANISIO DE ABREU;412
PI-ANTONIO ALMEIDA;377
PI-AROAZES;327
PI-AROEIRAS DO ITAIM;187
PI-ARRAIAL;281
PI-ASSUNCAO DO PIAUI;362
PI-AVELINO LOPES;513
PI-BAIXA GRANDE DO RIBEIRO;2346
PI-BARRA D ALCANTARA;219
PI-BARRAS;2556
PI-BARREIRAS DO PIAUI;223
PI-BARRO DURO;432
PI-BATALHA;1171
PI-BELA VISTA DO PIAUI;233
PI-BELEM DO PIAUI;173
PI-BENEDITINOS;460
PI-BERTOLINIA;282
PI-BETANIA DO PIAUI;307
PI-BOA HORA;376
PI-BOCAINA;371
PI-BOM JESUS;3419
PI-BOM PRINCIPIO DO PIAUI;381
PI-BONFIM DO PIAUI;116
PI-BOQUEIRAO DO PIAUI;318
PI-BRASILEIRA;342
PI-BREJO DO PIAUI;233
PI-BURITI DOS LOPES;1188
PI-BURITI DOS MONTES;282
PI-CABECEIRAS DO PIAUI;438
PI-CAJAZEIRAS DO PIAUI;245
PI-CAJUEIRO DA PRAIA;870
PI-CALDEIRAO GRANDE DO PIAUI;221
PI-CAMPINAS DO PIAUI;239
PI-CAMPO ALEGRE DO FIDALGO;275
PI-CAMPO GRANDE DO PIAUI;306
PI-CAMPO LARGO DO PIAUI;379
PI-CAMPO MAIOR;4688
PI-CANAVIEIRA;266
PI-CANTO DO BURITI;1506
PI-CAPITAO DE CAMPOS;617
PI-CAPITAO GERVASIO OLIVEIRA;198
PI-CARACOL;430
PI-CARAUBAS DO PIAUI;208
PI-CARIDADE DO PIAUI;339
PI-CASTELO DO PIAUI;1093
PI-CAXINGO;355
PI-COCAL;1156
PI-COCAL DE TELHA;297
PI-COCAL DOS ALVES;294
PI-COIVARAS;270
PI-COLONIA DO GURGUEIA;331
PI-COLONIA DO PIAUI;365
PI-CONCEICAO DO CANINDE;268
PI-CORONEL JOSE DIAS;319
PI-CORRENTE;2298
PI-CRISTALANDIA DO PIAUI;385
PI-CRISTINO CASTRO;644
PI-CURIMATA;709
PI-CURRAIS;420
PI-CURRALINHOS;168
PI-CURRAL NOVO DO PIAUI;286
PI-DEMERVAL LOBAO;996
PI-DIRCEU ARCOVERDE;339
PI-DOM EXPEDITO LOPES;337
PI-DOMINGOS MOURAO;190
PI-DOM INOCENCIO;271
PI-ELESBAO VELOSO;825
PI-ELISEU MARTINS;294
PI-ESPERANTINA;2675
PI-FARTURA DO PIAUI;199
PI-FLORES DO PIAUI;363
PI-FLORESTA DO PIAUI;174
PI-FLORIANO;9833
PI-FRANCINOPOLIS;226
PI-FRANCISCO AYRES;257
PI-FRANCISCO MACEDO;177
PI-FRANCISCO SANTOS;355
PI-FRONTEIRAS;702
PI-GEMINIANO;187
PI-GILBUES;823
PI-GUADALUPE;981
PI-GUARIBAS;304
PI-HUGO NAPOLEAO;222
PI-ILHA GRANDE;405
PI-INHUMA;713
PI-IPIRANGA DO PIAUI;361
PI-ISAIAS COELHO;245
PI-ITAINOPOLIS;404
PI-ITAUEIRA;503
PI-JACOBINA DO PIAUI;297
PI-JAICOS;754
PI-JARDIM DO MULATO;201
PI-JATOBA DO PIAUI;248
PI-JERUMENHA;400
PI-JOAO COSTA;229
PI-JOAQUIM PIRES;667
PI-JOCA MARQUES;176
PI-JOSE DE FREITAS;2379
PI-JUAZEIRO DO PIAUI;346
PI-JULIO BORGES;393
PI-JUREMA;295
PI-LAGOINHA DO PIAUI;220
PI-LAGOA ALEGRE;372
PI-LAGOA DO BARRO DO PIAUI;885
PI-LAGOA DE SAO FRANCISCO;424
PI-LAGOA DO PIAUI;407
PI-LAGOA DO SITIO;214
PI-LANDRI SALES;294
PI-LUIS CORREIA;2603
PI-LUZILANDIA;1285
PI-MADEIRO;326
PI-MANOEL EMIDIO;418
PI-MARCOLANDIA;457
PI-MARCOS PARENTE;325
PI-MASSAPE DO PIAUI;259
PI-MATIAS OLIMPIO;597
PI-MIGUEL ALVES;1205
PI-MIGUEL LEAO;196
PI-MILTON BRANDAO;307
PI-MONSENHOR GIL;677
PI-MONSENHOR HIPOLITO;213
PI-MONTE ALEGRE DO PIAUI;801
PI-MORRO CABECA NO TEMPO;21
PI-MORRO DO CHAPEU DO PIAUI;372
PI-MURICI DOS PORTELAS;446
PI-NAZARE DO PIAUI;470
PI-NAZARIA;923
PI-NOSSA SENHORA DE NAZARE;236
PI-NOSSA SENHORA DOS REMEDIOS;195
PI-NOVO ORIENTE DO PIAUI;278
PI-NOVO SANTO ANTONIO;149
PI-OEIRAS;2992
PI-OLHO D AGUA DO PIAUI;143
PI-PADRE MARCOS;326
PI-PAES LANDIM;160
PI-PAJEU DO PIAUI;201
PI-PALMEIRA DO PIAUI;137
PI-PALMEIRAIS;569
PI-PAQUETA;172
PI-PARNAGUA;526
PI-PARNAIBA;21583
PI-PASSAGEM FRANCA DO PIAUI;231
PI-PATOS DO PIAUI;273
PI-PAU D ARCO DO PIAUI;119
PI-PAULISTANA;1422
PI-PAVUSSU;209
PI-PEDRO II;1948
PI-PEDRO LAURENTINO;205
PI-NOVA SANTA RITA;191
PI-PICOS;12978
PI-PIMENTEIRAS;453
PI-PIO IX;602
PI-PIRACURUCA;1877
PI-PIRIPIRI;5588
PI-PORTO;694
PI-PORTO ALEGRE DO PIAUI;142
PI-PRATA DO PIAUI;162
PI-QUEIMADA NOVA;343
PI-REDENCAO DO GURGUEIA;496
PI-REGENERACAO;1335
PI-RIACHO FRIO;283
PI-RIBEIRA DO PIAUI;261
