Município;Total;
AM-SANTA ISABEL DO RIO NEGRO;18;
AM-SANTO ANTONIO DO ICA;20;
AM-SAO GABRIEL DA CACHOEIRA;221;
AM-SAO PAULO DE OLIVENCA;29;
AM-SAO SEBASTIAO DO UATUMA;19;
AM-SILVES;35;
AM-TABATINGA;241;
AM-TAPAUA;10;
AM-TEFE;945;
AM-TONANTINS;9;
AM-UARINI;12;
AM-URUCARA;211;
AM-URUCURITUBA;271;
AM-IGNORADO;0;
RR-AMAJARI;0;
RR-ALTO ALEGRE;19;
RR-BOA VISTA;21453;
RR-BONFIM;10;
RR-CANTA;0;
RR-CARACARAI;189;
RR-CAROEBE;0;
RR-IRACEMA;0;
RR-MUCAJAI;62;
RR-NORMANDIA;3;
RR-PACARAIMA;0;
RR-RORAINOPOLIS;0;
RR-SAO JOAO DA BALIZA;14;
RR-SAO LUIZ;39;
RR-UIRAMUTA;0;
RR-IGNORADO;21;
PA-ABAETETUBA;1884;
PA-ABEL FIGUEIREDO;103;
PA-ACARA;639;
PA-AFUA;407;
PA-AGUA AZUL DO NORTE;166;
PA-ALENQUER;534;
PA-ALMEIRIM;4471;
PA-ALTAMIRA;2338;
PA-ANAJAS;25;
PA-ANANINDEUA;19453;
PA-ANAPU;0;
PA-AUGUSTO CORREA;264;
PA-AURORA DO PARA;400;
PA-AVEIRO;127;
PA-BAGRE;5;
PA-BAIAO;14;
PA-BANNACH;0;
PA-BARCARENA;4615;
PA-BELEM;259036;
PA-BELTERRA;0;
PA-BENEVIDES;1251;
PA-BOM JESUS DO TOCANTINS;270;
PA-BONITO;19;
PA-BRAGANCA;1292;
PA-BRASIL NOVO;63;
PA-BREJO GRANDE DO ARAGUAIA;95;
PA-BREU BRANCO;702;
PA-BREVES;3238;
PA-BUJARU;259;
PA-CACHOEIRA DO PIRIA;0;
PA-CACHOEIRA DO ARARI;322;
PA-CAMETA;745;
PA-CANAA DOS CARAJAS;0;
PA-CAPANEMA;2463;
PA-CAPITAO POCO;456;
PA-CASTANHAL;8979;
PA-CHAVES;297;
PA-COLARES;3;
PA-CONCEICAO DO ARAGUAIA;1097;
PA-CONCORDIA DO PARA;622;
PA-CUMARU DO NORTE;163;
PA-CURIONOPOLIS;137;
PA-CURRALINHO;1;
PA-CURUA;0;
PA-CURUCA;315;
PA-DOM ELISEU;1678;
PA-ELDORADO DOS CARAJAS;296;
PA-FARO;92;
PA-FLORESTA DO ARAGUAIA;0;
PA-GARRAFAO DO NORTE;8;
PA-GOIANESIA DO PARA;152;
PA-GURUPA;17;
PA-IGARAPE-ACU;524;
PA-IGARAPE-MIRI;586;
PA-INHANGAPI;172;
PA-IPIXUNA DO PARA;206;
PA-IRITUIA;352;
PA-ITAITUBA;2912;
PA-ITUPIRANGA;175;
PA-JACAREACANGA;24;
PA-JACUNDA;656;
PA-JURUTI;103;
PA-LIMOEIRO DO AJURU;392;
PA-MAE DO RIO;626;
PA-MAGALHAES BARATA;194;
PA-MARABA;7459;
PA-MARACANA;138;
PA-MARAPANIM;338;
PA-MARITUBA;0;
PA-MEDICILANDIA;361;
PA-MELGACO;7;
PA-MOCAJUBA;17;
PA-MOJU;1210;
PA-MONTE ALEGRE;689;
PA-MUANA;74;
PA-NOVA ESPERANCA DO PIRIA;87;
PA-NOVA IPIXUNA;0;
PA-NOVA TIMBOTEUA;310;
PA-NOVO PROGRESSO;45;
PA-NOVO REPARTIMENTO;162;
PA-OBIDOS;835;
PA-OEIRAS DO PARA;10;
PA-ORIXIMINA;3007;
PA-OUREM;233;
PA-OURILANDIA DO NORTE;186;
PA-PACAJA;4;
PA-PALESTINA DO PARA;111;
PA-PARAGOMINAS;7735;
PA-PARAUAPEBAS;5785;
PA-PAU D ARCO;21;
PA-PEIXE-BOI;117;
PA-PICARRA;0;
PA-PLACAS;0;
PA-PONTA DE PEDRAS;363;
PA-PORTEL;1011;
PA-PORTO DE MOZ;34;
PA-PRAINHA;284;
PA-PRIMAVERA;428;
PA-QUATIPURU;0;
PA-REDENCAO;3155;
PA-RIO MARIA;410;
PA-RONDON DO PARA;2219;
PA-RUROPOLIS;55;
PA-SALINOPOLIS;613;
PA-SALVATERRA;296;
PA-SANTA BARBARA DO PARA;737;
PA-SANTA CRUZ DO ARARI;34;
PA-SANTA ISABEL DO PARA;3167;
PA-SANTA LUZIA DO PARA;257;
PA-SANTA MARIA DAS BARREIRAS;194;
PA-SANTA MARIA DO PARA;388;
PA-SANTANA DO ARAGUAIA;620;
PA-SANTAREM;11316;
PA-SANTAREM NOVO;3;
PA-SANTO ANTONIO DO TAUA;705;
PA-SAO CAETANO DE ODIVELAS;543;
PA-SAO DOMINGOS DO ARAGUAIA;27;
PA-SAO DOMINGOS DO CAPIM;432;
PA-SAO FELIX DO XINGU;103;
PA-SAO FRANCISCO DO PARA;262;
PA-SAO GERALDO DO ARAGUAIA;236;
PA-SAO JOAO DA PONTA;0;
PA-SAO JOAO DE PIRABAS;338;
PA-SAO JOAO DO ARAGUAIA;13;
PA-SAO MIGUEL DO GUAMA;1651;
PA-SAO SEBASTIAO DA BOA VISTA;59;
PA-SAPUCAIA;0;
PA-SENADOR JOSE PORFIRIO;152;
PA-SOURE;419;
PA-TAILANDIA;1469;
PA-TERRA ALTA;185;
PA-TERRA SANTA;39;
PA-TOME-ACU;1567;
PA-TRACUATEUA;0;
PA-TRAIRAO;174;
PA-TUCUMA;237;
PA-TUCURUI;2777;
PA-ULIANOPOLIS;1188;
PA-URUARA;265;
PA-VIGIA;446;
PA-VISEU;717;
PA-VITORIA DO XINGU;4;
PA-XINGUARA;1001;
PA-IGNORADO;593;
AP-SERRA DO NAVIO;149;
AP-AMAPA;540;
AP-PEDRA BRANCA DO AMAPARI;5;
AP-CALCOENE;77;
AP-CUTIAS;12;
AP-FERREIRA GOMES;77;
AP-ITAUBAL;0;
AP-LARANJAL DO JARI;159;
AP-MACAPA;33644;
AP-MAZAGAO;225;
AP-OIAPOQUE;74;
AP-PORTO GRANDE;607;
AP-PRACUUBA;18;
AP-SANTANA;2618;
AP-TARTARUGALZINHO;213;
AP-VITORIA DO JARI;0;
AP-IGNORADO;10;
TO-ABREULANDIA;2;
TO-AGUIARNOPOLIS;0;
TO-ALIANCA DO TOCANTINS;302;
TO-ALMAS;113;
TO-ALVORADA;1413;
TO-ANANAS;129;
TO-ANGICO;20;
TO-APARECIDA DO RIO NEGRO;23;
TO-ARAGOMINAS;123;
TO-ARAGUACEMA;77;
TO-ARAGUACU;315;
TO-ARAGUAINA;7964;
TO-ARAGUANA;28;
TO-ARAGUATINS;257;
TO-ARAPOEMA;232;
TO-ARRAIAS;405;
TO-AUGUSTINOPOLIS;221;
TO-AURORA DO TOCANTINS;2;
TO-AXIXA DO TOCANTINS;212;
TO-BABACULANDIA;162;
TO-BANDEIRANTES DO TOCANTINS;0;
TO-BARRA DO OURO;0;
TO-BARROLANDIA;131;
TO-BERNARDO SAYAO;96;
TO-BOM JESUS DO TOCANTINS;58;
TO-BRASILANDIA DO TOCANTINS;62;
TO-BREJINHO DE NAZARE;116;
TO-BURITI DO TOCANTINS;9;
TO-CACHOEIRINHA;3;
TO-CAMPOS LINDOS;86;
TO-CARIRI DO TOCANTINS;160;
TO-CARMOLANDIA;22;
TO-CARRASCO BONITO;48;
TO-CASEARA;95;
TO-CENTENARIO;0;
TO-CHAPADA DE AREIA;0;
TO-CHAPADA DA NATIVIDADE;0;
TO-COLINAS DO TOCANTINS;1294;
TO-COMBINADO;50;
TO-CONCEICAO DO TOCANTINS;3;
TO-COUTO DE MAGALHAES;22;
TO-CRISTALANDIA;366;
TO-CRIXAS DO TOCANTINS;0;
TO-DARCINOPOLIS;2;
TO-DIANOPOLIS;395;
TO-DIVINOPOLIS DO TOCANTINS;173;
TO-DOIS IRMAOS DO TOCANTINS;81;
TO-DUERE;170;
TO-ESPERANTINA;1;
TO-FATIMA;52;
TO-FIGUEIROPOLIS;248;
TO-FILADELFIA;175;
TO-FORMOSO DO ARAGUAIA;1197;
TO-FORTALEZA DO TABOCAO;83;
TO-GOIANORTE;72;
TO-GOIATINS;174;
TO-GUARAI;931;
TO-GURUPI;6297;
TO-IPUEIRAS;0;
TO-ITACAJA;72;
TO-ITAGUATINS;35;
TO-ITAPIRATINS;10;
TO-ITAPORA DO TOCANTINS;135;
TO-JAU DO TOCANTINS;65;
TO-JUARINA;5;
TO-LAGOA DA CONFUSAO;102;
TO-LAGOA DO TOCANTINS;18;
TO-LAJEADO;24;
TO-LAVANDEIRA;0;
TO-LIZARDA;44;
TO-LUZINOPOLIS;0;
TO-MARIANOPOLIS DO TOCANTINS;108;
TO-MATEIROS;63;
TO-MAURILANDIA DO TOCANTINS;78;
TO-MIRACEMA DO TOCANTINS;542;
TO-MIRANORTE;432;
TO-MONTE DO CARMO;119;
TO-MONTE SANTO DO TOCANTINS;0;
TO-PALMEIRAS DO TOCANTINS;14;
TO-MURICILANDIA;4;
TO-NATIVIDADE;223;
TO-NAZARE;4;
TO-NOVA OLINDA;162;
TO-NOVA ROSALANDIA;88;
TO-NOVO ACORDO;9;
TO-NOVO ALEGRE;1;
TO-NOVO JARDIM;36;
TO-OLIVEIRA DE FATIMA;0;
TO-PALMEIRANTE;2;
TO-PALMEIROPOLIS;229;
TO-PARAISO DO TOCANTINS;3144;
TO-PARANA;94;
TO-PAU D ARCO;60;
TO-PEDRO AFONSO;300;
TO-PEIXE;267;
TO-PEQUIZEIRO;72;
TO-COLMEIA;167;
TO-PINDORAMA DO TOCANTINS;19;
TO-PIRAQUE;115;
TO-PIUM;224;
TO-PONTE ALTA DO BOM JESUS;14;
TO-PONTE ALTA DO TOCANTINS;19;
TO-PORTO ALEGRE DO TOCANTINS;57;
TO-PORTO NACIONAL;1951;
TO-PRAIA NORTE;4;
TO-PRESIDENTE KENNEDY;123;
TO-PUGMIL;0;
TO-RECURSOLANDIA;1;
TO-RIACHINHO;2;
TO-RIO DA CONCEICAO;46;
TO-RIO DOS BOIS;1;
TO-RIO SONO;9;
TO-SAMPAIO;1;
TO-SANDOLANDIA;64;
TO-SANTA FE DO ARAGUAIA;185;
TO-SANTA MARIA DO TOCANTINS;3;
TO-SANTA RITA DO TOCANTINS;0;
TO-SANTA ROSA DO TOCANTINS;3;
TO-SANTA TEREZA DO TOCANTINS;15;
TO-SANTA TEREZINHA DO TOCANTINS;0;
TO-SAO BENTO DO TOCANTINS;1;
TO-SAO FELIX DO TOCANTINS;1;
TO-SAO MIGUEL DO TOCANTINS;57;
TO-SAO SALVADOR DO TOCANTINS;18;
TO-SAO SEBASTIAO DO TOCANTINS;2;
TO-SAO VALERIO DA NATIVIDADE;134;
TO-SILVANOPOLIS;15;
TO-SITIO NOVO DO TOCANTINS;121;
TO-SUCUPIRA;34;
TO-TAGUATINGA;188;
TO-TAIPAS DO TOCANTINS;3;
TO-TALISMA;0;
TO-PALMAS;41386;
TO-TOCANTINIA;74;
TO-TOCANTINOPOLIS;287;
TO-TUPIRAMA;0;
TO-TUPIRATINS;58;
TO-WANDERLANDIA;293;
TO-XAMBIOA;205;
TO-IGNORADO;225;
MA-ACAILANDIA;6507;
MA-AFONSO CUNHA;3;
MA-AGUA DOCE DO MARANHAO;0;
MA-ALCANTARA;381;
MA-ALDEIAS ALTAS;79;
MA-ALTAMIRA DO MARANHAO;37;
MA-ALTO ALEGRE DO MARANHAO;0;
MA-ALTO ALEGRE DO PINDARE;0;
MA-ALTO PARNAIBA;60;
MA-AMAPA DO MARANHAO;0;
MA-AMARANTE DO MARANHAO;29;
MA-ANAJATUBA;16;
MA-ANAPURUS;139;
MA-APICUM-ACU;0;
MA-ARAGUANA;0;
MA-ARAIOSES;90;
MA-ARAME;44;
MA-ARARI;781;
MA-AXIXA;198;
MA-BACABAL;3454;
MA-BACABEIRA;0;
MA-BACURI;11;
MA-BACURITUBA;0;
MA-BALSAS;2029;
MA-BARAO DE GRAJAU;423;
MA-BARRA DO CORDA;960;
MA-BARREIRINHAS;539;
MA-BELAGUA;0;
MA-BELA VISTA DO MARANHAO;0;
MA-BENEDITO LEITE;11;
MA-BEQUIMAO;494;
MA-BERNARDO DO MEARIM;0;
MA-BOA VISTA DO GURUPI;0;
MA-BOM JARDIM;226;
MA-BOM JESUS DAS SELVAS;0;
MA-BOM LUGAR;0;
MA-BREJO;216;
MA-BREJO DE AREIA;0;
MA-BURITI;23;
MA-BURITI BRAVO;77;
MA-BURITICUPU;0;
MA-BURITIRANA;0;
MA-CACHOEIRA GRANDE;0;
MA-CAJAPIO;192;
MA-CAJARI;4;
MA-CAMPESTRE DO MARANHAO;0;
MA-CANDIDO MENDES;46;
MA-CANTANHEDE;22;
MA-CAPINZAL DO NORTE;0;
MA-CAROLINA;882;
MA-CARUTAPERA;237;
MA-CAXIAS;4597;
MA-CEDRAL;5;
MA-CENTRAL DO MARANHAO;0;
MA-CENTRO DO GUILHERME;0;
MA-CENTRO NOVO DO MARANHAO;0;
MA-CHAPADINHA;2121;
MA-CIDELANDIA;0;
MA-CODO;3545;
MA-COELHO NETO;1808;
MA-COLINAS;227;
MA-CONCEICAO DO LAGO-ACU;0;
MA-COROATA;598;
MA-CURURUPU;1350;
MA-DAVINOPOLIS;0;
MA-DOM PEDRO;274;
MA-DUQUE BACELAR;197;
MA-ESPERANTINOPOLIS;197;
MA-ESTREITO;247;
MA-FEIRA NOVA DO MARANHAO;0;
MA-FERNANDO FALCAO;0;
MA-FORMOSA DA SERRA NEGRA;0;
MA-FORTALEZA DOS NOGUEIRAS;334;
MA-FORTUNA;131;
MA-GODOFREDO VIANA;38;
MA-GONCALVES DIAS;14;
MA-GOVERNADOR ARCHER;93;
MA-GOVERNADOR EDISON LOBAO;0;
MA-GOVERNADOR EUGENIO BARROS;232;
MA-GOVERNADOR LUIZ ROCHA;0;
MA-GOVERNADOR NEWTON BELLO;0;
MA-GOVERNADOR NUNES FREIRE;0;
MA-GRACA ARANHA;12;
MA-GRAJAU;373;
MA-GUIMARAES;16;
MA-HUMBERTO DE CAMPOS;149;
MA-ICATU;13;
MA-IGARAPE DO MEIO;0;
MA-IGARAPE GRANDE;188;
MA-IMPERATRIZ;15695;
MA-ITAIPAVA DO GRAJAU;0;
MA-ITAPECURU MIRIM;1311;
MA-ITINGA DO MARANHAO;0;
MA-JATOBA;0;
MA-JENIPAPO DOS VIEIRAS;0;
MA-JOAO LISBOA;222;
MA-JOSELANDIA;15;
MA-JUNCO DO MARANHAO;0;
MA-LAGO DA PEDRA;277;
MA-LAGO DO JUNCO;14;
MA-LAGO VERDE;20;
MA-LAGOA DO MATO;0;
MA-LAGO DOS RODRIGUES;0;
MA-LAGOA GRANDE DO MARANHAO;0;
MA-LAJEADO NOVO;0;
MA-LIMA CAMPOS;247;
MA-LORETO;84;
MA-LUIS DOMINGUES;2;
MA-MAGALHAES DE ALMEIDA;76;
MA-MARACACUME;0;
MA-MARAJA DO SENA;0;
MA-MARANHAOZINHO;0;
MA-MATA ROMA;230;
MA-MATINHA;945;
MA-MATOES;266;
MA-MATOES DO NORTE;0;
MA-MILAGRES DO MARANHAO;0;
MA-MIRADOR;16;
MA-MIRANDA DO NORTE;326;
MA-MIRINZAL;13;
MA-MONCAO;36;
MA-MONTES ALTOS;158;
MA-MORROS;101;
MA-NINA RODRIGUES;117;
MA-NOVA COLINAS;0;
MA-NOVA IORQUE;6;
MA-NOVA OLINDA DO MARANHAO;0;
MA-OLHO D AGUA DAS CUNHAS;175;
MA-OLINDA NOVA DO MARANHAO;0;
MA-PACO DO LUMIAR;1280;
MA-PALMEIRANDIA;54;
MA-PARAIBANO;330;
MA-PARNARAMA;869;
MA-PASSAGEM FRANCA;48;
MA-PASTOS BONS;240;
MA-PAULINO NEVES;0;
MA-PAULO RAMOS;48;
MA-PEDREIRAS;1974;
MA-PEDRO DO ROSARIO;0;
MA-PENALVA;40;
MA-PERI MIRIM;63;
MA-PERITORO;0;
MA-PINDARE MIRIM;361;
MA-PINHEIRO;2006;
MA-PIO XII;207;
MA-PIRAPEMAS;8;
MA-POCAO DE PEDRAS;270;
MA-PORTO FRANCO;854;
MA-PORTO RICO DO MARANHAO;0;
MA-PRESIDENTE DUTRA;525;
MA-PRESIDENTE JUSCELINO;123;
MA-PRESIDENTE MEDICI;0;
MA-PRESIDENTE SARNEY;0;
MA-PRESIDENTE VARGAS;10;
MA-PRIMEIRA CRUZ;68;
MA-RAPOSA;0;
MA-RIACHAO;85;
MA-RIBAMAR FIQUENE;0;
MA-ROSARIO;1237;
MA-SAMBAIBA;49;
MA-SANTA FILOMENA DO MARANHAO;0;
MA-SANTA HELENA;439;
MA-SANTA INES;2775;
MA-SANTA LUZIA;442;
MA-SANTA LUZIA DO PARUA;128;
MA-SANTA QUITERIA DO MARANHAO;265;
MA-SANTA RITA;84;
MA-SANTANA DO MARANHAO;0;
MA-SANTO AMARO DO MARANHAO;0;
MA-SANTO ANTONIO DOS LOPES;263;
MA-SAO BENEDITO DO RIO PRETO;864;
MA-SAO BENTO;317;
MA-SAO BERNARDO;272;
MA-SAO DOMINGOS DO AZEITAO;0;
MA-SAO DOMINGOS DO MARANHAO;83;
MA-SAO FELIX DE BALSAS;2;
MA-SAO FRANCISCO DO BREJAO;0;
MA-SAO FRANCISCO DO MARANHAO;68;
MA-SAO JOAO BATISTA;8;
MA-SAO JOAO DO CARU;0;
MA-SAO JOAO DO PARAISO;0;
MA-SAO JOAO DO SOTER;0;
MA-SAO JOAO DOS PATOS;627;
MA-SAO JOSE DE RIBAMAR;3079;
MA-SAO JOSE DOS BASILIOS;0;
MA-SAO LUIS;178139;
MA-SAO LUIS GONZAGA DO MARANHAO;534;
MA-SAO MATEUS DO MARANHAO;986;
MA-SAO PEDRO DA AGUA BRANCA;0;
MA-SAO PEDRO DOS CRENTES;0;
MA-SAO RAIMUNDO DAS MANGABEIRAS;327;
MA-SAO RAIMUNDO DO DOCA BEZERRA;0;
MA-SAO ROBERTO;0;
MA-SAO VICENTE FERRER;211;
MA-SATUBINHA;0;
MA-SENADOR ALEXANDRE COSTA;0;
MA-SENADOR LA ROCQUE;0;
MA-SERRANO DO MARANHAO;0;
MA-SITIO NOVO;7;
MA-SUCUPIRA DO NORTE;54;
MA-SUCUPIRA DO RIACHAO;0;
MA-TASSO FRAGOSO;202;
MA-TIMBIRAS;388;
MA-TIMON;3908;
MA-TRIZIDELA DO VALE;0;
MA-TUFILANDIA;0;
MA-TUNTUM;148;
MA-TURIACU;86;
MA-TURILANDIA;0;
MA-TUTOIA;1621;
MA-URBANO SANTOS;191;
MA-VARGEM GRANDE;559;
MA-VIANA;487;
MA-VILA NOVA DOS MARTIRIOS;0;
MA-VITORIA DO MEARIM;405;
MA-VITORINO FREIRE;434;
MA-ZE DOCA;491;
MA-IGNORADO;996;
PI-ACAUA;0;
PI-AGRICOLANDIA;174;
PI-AGUA BRANCA;285;
PI-ALAGOINHA DO PIAUI;145;
PI-ALEGRETE DO PIAUI;79;
PI-ALTO LONGA;667;
PI-ALTOS;1164;
PI-ALVORADA DO GURGUEIA;0;
PI-AMARANTE;280;
PI-ANGICAL DO PIAUI;170;
PI-ANISIO DE ABREU;87;
PI-ANTONIO ALMEIDA;98;
PI-AROAZES;208;
PI-AROEIRAS DO ITAIM;0;
PI-ARRAIAL;136;
PI-ASSUNCAO DO PIAUI;0;
PI-AVELINO LOPES;127;
PI-BAIXA GRANDE DO RIBEIRO;32;
PI-BARRA D ALCANTARA;0;
PI-BARRAS;779;
PI-BARREIRAS DO PIAUI;4;
PI-BARRO DURO;294;
PI-BATALHA;192;
PI-BELA VISTA DO PIAUI;0;
PI-BELEM DO PIAUI;0;
PI-BENEDITINOS;188;
PI-BERTOLINIA;74;
PI-BETANIA DO PIAUI;0;
PI-BOA HORA;0;
PI-BOCAINA;42;
PI-BOM JESUS;416;
PI-BOM PRINCIPIO DO PIAUI;223;
PI-BONFIM DO PIAUI;34;
PI-BOQUEIRAO DO PIAUI;0;
PI-BRASILEIRA;43;
PI-BREJO DO PIAUI;0;
PI-BURITI DOS LOPES;527;
PI-BURITI DOS MONTES;10;
PI-CABECEIRAS DO PIAUI;67;
PI-CAJAZEIRAS DO PIAUI;0;
PI-CAJUEIRO DA PRAIA;0;
PI-CALDEIRAO GRANDE DO PIAUI;84;
PI-CAMPINAS DO PIAUI;187;
PI-CAMPO ALEGRE DO FIDALGO;0;
PI-CAMPO GRANDE DO PIAUI;0;
PI-CAMPO LARGO DO PIAUI;0;
PI-CAMPO MAIOR;1763;
PI-CANAVIEIRA;0;
PI-CANTO DO BURITI;157;
PI-CAPITAO DE CAMPOS;94;
PI-CAPITAO GERVASIO OLIVEIRA;0;
PI-CARACOL;4;
PI-CARAUBAS DO PIAUI;0;
PI-CARIDADE DO PIAUI;0;
PI-CASTELO DO PIAUI;146;
PI-CAXINGO;0;
PI-COCAL;414;
PI-COCAL DE TELHA;0;
PI-COCAL DOS ALVES;0;
PI-COIVARAS;33;
PI-COLONIA DO GURGUEIA;79;
PI-COLONIA DO PIAUI;9;
PI-CONCEICAO DO CANINDE;89;
PI-CORONEL JOSE DIAS;96;
PI-CORRENTE;257;
PI-CRISTALANDIA DO PIAUI;3;
PI-CRISTINO CASTRO;170;
PI-CURIMATA;140;
PI-CURRAIS;0;
PI-CURRALINHOS;0;
PI-CURRAL NOVO DO PIAUI;0;
PI-DEMERVAL LOBAO;331;
PI-DIRCEU ARCOVERDE;72;
PI-DOM EXPEDITO LOPES;105;
PI-DOMINGOS MOURAO;104;
PI-DOM INOCENCIO;40;
PI-ELESBAO VELOSO;264;
PI-ELISEU MARTINS;56;
PI-ESPERANTINA;425;
PI-FARTURA DO PIAUI;43;
PI-FLORES DO PIAUI;8;
PI-FLORESTA DO PIAUI;0;
PI-FLORIANO;2674;
PI-FRANCINOPOLIS;209;
PI-FRANCISCO AYRES;55;
PI-FRANCISCO MACEDO;0;
PI-FRANCISCO SANTOS;56;
PI-FRONTEIRAS;354;
PI-GEMINIANO;0;
PI-GILBUES;23;
PI-GUADALUPE;473;
PI-GUARIBAS;0;
PI-HUGO NAPOLEAO;279;
PI-ILHA GRANDE;0;
PI-INHUMA;182;
PI-IPIRANGA DO PIAUI;102;
PI-ISAIAS COELHO;131;
PI-ITAINOPOLIS;88;
PI-ITAUEIRA;73;
PI-JACOBINA DO PIAUI;24;
PI-JAICOS;65;
PI-JARDIM DO MULATO;0;
PI-JATOBA DO PIAUI;0;
PI-JERUMENHA;139;
PI-JOAO COSTA;0;
PI-JOAQUIM PIRES;93;
PI-JOCA MARQUES;0;
PI-JOSE DE FREITAS;193;
PI-JUAZEIRO DO PIAUI;0;
PI-JULIO BORGES;0;
PI-JUREMA;0;
PI-LAGOINHA DO PIAUI;0;
PI-LAGOA ALEGRE;134;
PI-LAGOA DO BARRO DO PIAUI;50;
PI-LAGOA DE SAO FRANCISCO;0;
PI-LAGOA DO PIAUI;0;
PI-LAGOA DO SITIO;0;
PI-LANDRI SALES;136;
PI-LUIS CORREIA;1949;
PI-LUZILANDIA;213;
PI-MADEIRO;0;
PI-MANOEL EMIDIO;206;
PI-MARCOLANDIA;0;
PI-MARCOS PARENTE;19;
PI-MASSAPE DO PIAUI;0;
PI-MATIAS OLIMPIO;64;
PI-MIGUEL ALVES;460;
PI-MIGUEL LEAO;31;
PI-MILTON BRANDAO;0;
PI-MONSENHOR GIL;109;
PI-MONSENHOR HIPOLITO;47;
PI-MONTE ALEGRE DO PIAUI;66;
PI-MORRO CABECA NO TEMPO;0;
PI-MORRO DO CHAPEU DO PIAUI;0;
PI-MURICI DOS PORTELAS;0;
PI-NAZARE DO PIAUI;93;
PI-NAZARIA;0;
PI-NOSSA SENHORA DE NAZARE;0;
