Município;Total
PA-ORIXIMINA;6193
PA-OUREM;783
PA-OURILANDIA DO NORTE;3436
PA-PACAJA;3968
PA-PALESTINA DO PARA;482
PA-PARAGOMINAS;18321
PA-PARAUAPEBAS;59872
PA-PAU D ARCO;612
PA-PEIXE-BOI;296
PA-PICARRA;1173
PA-PLACAS;1169
PA-PONTA DE PEDRAS;980
PA-PORTEL;2851
PA-PORTO DE MOZ;1782
PA-PRAINHA;1210
PA-PRIMAVERA;589
PA-QUATIPURU;576
PA-REDENCAO;13144
PA-RIO MARIA;2712
PA-RONDON DO PARA;2704
PA-RUROPOLIS;2160
PA-SALINOPOLIS;3859
PA-SALVATERRA;590
PA-SANTA BARBARA DO PARA;2176
PA-SANTA CRUZ DO ARARI;302
PA-SANTA IZABEL DO PARA;8119
PA-SANTA LUZIA DO PARA;623
PA-SANTA MARIA DAS BARREIRAS;1610
PA-SANTA MARIA DO PARA;1580
PA-SANTANA DO ARAGUAIA;4514
PA-SANTAREM;42701
PA-SANTAREM NOVO;247
PA-SANTO ANTONIO DO TAUA;2453
PA-SAO CAETANO DE ODIVELAS;675
PA-SAO DOMINGOS DO ARAGUAIA;1764
PA-SAO DOMINGOS DO CAPIM;1285
PA-SAO FELIX DO XINGU;5671
PA-SAO FRANCISCO DO PARA;771
PA-SAO GERALDO DO ARAGUAIA;2905
PA-SAO JOAO DA PONTA;342
PA-SAO JOAO DE PIRABAS;1086
PA-SAO JOAO DO ARAGUAIA;687
PA-SAO MIGUEL DO GUAMA;5101
PA-SAO SEBASTIAO DA BOA VISTA;882
PA-SAPUCAIA;1210
PA-SENADOR JOSE PORFIRIO;552
PA-SOURE;1318
PA-TAILANDIA;11045
PA-TERRA ALTA;366
PA-TERRA SANTA;1305
PA-TOME-ACU;7706
PA-TRACUATEUA;559
PA-TRAIRAO;952
PA-TUCUMA;4104
PA-TUCURUI;11369
PA-ULIANOPOLIS;3809
PA-URUARA;2261
PA-VIGIA;2435
PA-VISEU;1781
PA-VITORIA DO XINGU;1046
PA-XINGUARA;8575
PA-IGNORADO;0
AP-SERRA DO NAVIO;58
AP-AMAPA;315
AP-PEDRA BRANCA DO AMAPARI;1982
AP-CALCOENE;525
AP-CUTIAS;438
AP-FERREIRA GOMES;711
AP-ITAUBAL;392
AP-LARANJAL DO JARI;1902
AP-MACAPA;105623
AP-MAZAGAO;394
AP-OIAPOQUE;621
AP-PORTO GRANDE;1806
AP-PRACUUBA;299
AP-SANTANA;8362
AP-TARTARUGALZINHO;752
AP-VITORIA DO JARI;439
AP-IGNORADO;0
TO-ABREULANDIA;194
TO-AGUIARNOPOLIS;1341
TO-ALIANCA DO TOCANTINS;528
TO-ALMAS;246
TO-ALVORADA;1409
TO-ANANAS;831
TO-ANGICO;197
TO-APARECIDA DO RIO NEGRO;609
TO-ARAGOMINAS;339
TO-ARAGUACEMA;617
TO-ARAGUACU;1205
TO-ARAGUAINA;30720
TO-ARAGUANA;467
TO-ARAGUATINS;1952
TO-ARAPOEMA;3428
TO-ARRAIAS;762
TO-AUGUSTINOPOLIS;1430
TO-AURORA DO TOCANTINS;222
TO-AXIXA DO TOCANTINS;618
TO-BABACULANDIA;709
TO-BANDEIRANTES DO TOCANTINS;577
TO-BARRA DO OURO;278
TO-BARROLANDIA;520
TO-BERNARDO SAYAO;429
TO-BOM JESUS DO TOCANTINS;262
TO-BRASILANDIA DO TOCANTINS;291
TO-BREJINHO DE NAZARE;678
TO-BURITI DO TOCANTINS;495
TO-CACHOEIRINHA;172
TO-CAMPOS LINDOS;856
TO-CARIRI DO TOCANTINS;1168
TO-CARMOLANDIA;266
TO-CARRASCO BONITO;182
TO-CASEARA;681
TO-CENTENARIO;230
TO-CHAPADA DE AREIA;91
TO-CHAPADA DA NATIVIDADE;344
TO-COLINAS DO TOCANTINS;4200
TO-COMBINADO;286
TO-CONCEICAO DO TOCANTINS;253
TO-COUTO MAGALHAES;407
TO-CRISTALANDIA;576
TO-CRIXAS DO TOCANTINS;191
TO-DARCINOPOLIS;730
TO-DIANOPOLIS;2118
TO-DIVINOPOLIS DO TOCANTINS;619
TO-DOIS IRMAOS DO TOCANTINS;407
TO-DUERE;598
TO-ESPERANTINA;473
TO-FATIMA;344
TO-FIGUEIROPOLIS;533
TO-FILADELFIA;564
TO-FORMOSO DO ARAGUAIA;2344
TO-FORTALEZA DO TABOCAO;655
TO-GOIANORTE;304
TO-GOIATINS;648
TO-GUARAI;2894
TO-GURUPI;14594
TO-IPUEIRAS;211
TO-ITACAJA;368
TO-ITAGUATINS;359
TO-ITAPIRATINS;247
TO-ITAPORA DO TOCANTINS;325
TO-JAU DO TOCANTINS;334
TO-JUARINA;192
TO-LAGOA DA CONFUSAO;1969
TO-LAGOA DO TOCANTINS;229
TO-LAJEADO;388
TO-LAVANDEIRA;92
TO-LIZARDA;144
TO-LUZINOPOLIS;250
TO-MARIANOPOLIS DO TOCANTINS;859
TO-MATEIROS;385
TO-MAURILANDIA DO TOCANTINS;250
TO-MIRACEMA DO TOCANTINS;1591
TO-MIRANORTE;1285
TO-MONTE DO CARMO;568
TO-MONTE SANTO DO TOCANTINS;204
TO-PALMEIRAS DO TOCANTINS;298
TO-MURICILANDIA;357
TO-NATIVIDADE;835
TO-NAZARE;245
TO-NOVA OLINDA;1275
TO-NOVA ROSALANDIA;300
TO-NOVO ACORDO;364
TO-NOVO ALEGRE;110
TO-NOVO JARDIM;151
TO-OLIVEIRA DE FATIMA;156
TO-PALMEIRANTE;330
TO-PALMEIROPOLIS;708
TO-PARAISO DO TOCANTINS;8258
TO-PARANA;295
TO-PAU D ARCO;360
TO-PEDRO AFONSO;2126
TO-PEIXE;1126
TO-PEQUIZEIRO;345
TO-COLMEIA;669
TO-PINDORAMA DO TOCANTINS;280
TO-PIRAQUE;453
TO-PIUM;724
TO-PONTE ALTA DO BOM JESUS;344
TO-PONTE ALTA DO TOCANTINS;467
TO-PORTO ALEGRE DO TOCANTINS;202
TO-PORTO NACIONAL;8658
TO-PRAIA NORTE;338
TO-PRESIDENTE KENNEDY;289
TO-PUGMIL;294
TO-RECURSOLANDIA;222
TO-RIACHINHO;263
TO-RIO DA CONCEICAO;55
TO-RIO DOS BOIS;197
TO-RIO SONO;282
TO-SAMPAIO;130
TO-SANDOLANDIA;362
TO-SANTA FE DO ARAGUAIA;680
TO-SANTA MARIA DO TOCANTINS;205
TO-SANTA RITA DO TOCANTINS;367
TO-SANTA ROSA DO TOCANTINS;451
TO-SANTA TEREZA DO TOCANTINS;47
TO-SANTA TEREZINHA DO TOCANTINS;105
TO-SAO BENTO DO TOCANTINS;324
TO-SAO FELIX DO TOCANTINS;189
TO-SAO MIGUEL DO TOCANTINS;488
TO-SAO SALVADOR DO TOCANTINS;263
TO-SAO SEBASTIAO DO TOCANTINS;270
TO-SAO VALERIO;358
TO-SILVANOPOLIS;571
TO-SITIO NOVO DO TOCANTINS;776
TO-SUCUPIRA;223
TO-TAGUATINGA;1174
TO-TAIPAS DO TOCANTINS;182
TO-TALISMA;432
TO-PALMAS;123749
TO-TOCANTINIA;538
TO-TOCANTINOPOLIS;2062
TO-TUPIRAMA;120
TO-TUPIRATINS;151
TO-WANDERLANDIA;689
TO-XAMBIOA;1281
TO-IGNORADO;0
MA-ACAILANDIA;16325
MA-AFONSO CUNHA;291
MA-AGUA DOCE DO MARANHAO;558
MA-ALCANTARA;72
MA-ALDEIAS ALTAS;1296
MA-ALTAMIRA DO MARANHAO;353
MA-ALTO ALEGRE DO MARANHAO;847
MA-ALTO ALEGRE DO PINDARE;1313
MA-ALTO PARNAIBA;1171
MA-AMAPA DO MARANHAO;303
MA-AMARANTE DO MARANHAO;1598
MA-ANAJATUBA;759
MA-ANAPURUS;774
MA-APICUM-ACU;652
MA-ARAGUANA;248
MA-ARAIOSES;319
MA-ARAME;833
MA-ARARI;1702
MA-AXIXA;514
MA-BACABAL;8779
MA-BACABEIRA;1394
MA-BACURI;1016
MA-BACURITUBA;204
MA-BALSAS;19709
MA-BARAO DE GRAJAU;1346
MA-BARRA DO CORDA;4882
MA-BARREIRINHAS;4095
MA-BELAGUA;677
MA-BELA VISTA DO MARANHAO;593
MA-BENEDITO LEITE;331
MA-BEQUIMAO;1024
MA-BERNARDO DO MEARIM;224
MA-BOA VISTA DO GURUPI;378
MA-BOM JARDIM;1838
MA-BOM JESUS DAS SELVAS;1801
MA-BOM LUGAR;51
MA-BREJO;1387
MA-BREJO DE AREIA;249
MA-BURITI;169
MA-BURITI BRAVO;602
MA-BURITICUPU;4246
MA-BURITIRANA;491
MA-CACHOEIRA GRANDE;200
MA-CAJAPIO;271
MA-CAJARI;629
MA-CAMPESTRE DO MARANHAO;1360
MA-CANDIDO MENDES;711
MA-CANTANHEDE;689
MA-CAPINZAL DO NORTE;787
MA-CAROLINA;2459
MA-CARUTAPERA;1292
MA-CAXIAS;11562
MA-CEDRAL;635
MA-CENTRAL DO MARANHAO;16
MA-CENTRO DO GUILHERME;379
MA-CENTRO NOVO DO MARANHAO;628
MA-CHAPADINHA;4632
MA-CIDELANDIA;894
MA-CODO;8232
MA-COELHO NETO;3656
MA-COLINAS;2905
MA-CONCEICAO DO LAGO-ACU;813
MA-COROATA;3672
MA-CURURUPU;1390
MA-DAVINOPOLIS;2241
MA-DOM PEDRO;1454
MA-DUQUE BACELAR;350
MA-ESPERANTINOPOLIS;832
MA-ESTREITO;2937
MA-FEIRA NOVA DO MARANHAO;448
MA-FERNANDO FALCAO;342
MA-FORMOSA DA SERRA NEGRA;763
MA-FORTALEZA DOS NOGUEIRAS;904
MA-FORTUNA;477
MA-GODOFREDO VIANA;1557
MA-GONCALVES DIAS;594
MA-GOVERNADOR ARCHER;346
MA-GOVERNADOR EDISON LOBAO;2115
MA-GOVERNADOR EUGENIO BARROS;492
MA-GOVERNADOR LUIZ ROCHA;530
MA-GOVERNADOR NEWTON BELLO;316
MA-GOVERNADOR NUNES FREIRE;1192
MA-GRACA ARANHA;210
MA-GRAJAU;6227
MA-GUIMARAES;407
MA-HUMBERTO DE CAMPOS;1810
MA-ICATU;1050
MA-IGARAPE DO MEIO;821
MA-IGARAPE GRANDE;394
MA-IMPERATRIZ;59106
MA-ITAIPAVA DO GRAJAU;242
MA-ITAPECURU MIRIM;4360
MA-ITINGA DO MARANHAO;2700
MA-JATOBA;358
MA-JENIPAPO DOS VIEIRAS;569
MA-JOAO LISBOA;1550
MA-JOSELANDIA;517
MA-JUNCO DO MARANHAO;569
MA-LAGO DA PEDRA;2585
MA-LAGO DO JUNCO;451
MA-LAGO VERDE;645
MA-LAGOA DO MATO;429
MA-LAGO DOS RODRIGUES;497
MA-LAGOA GRANDE DO MARANHAO;390
MA-LAJEADO NOVO;298
MA-LIMA CAMPOS;556
MA-LORETO;1163
MA-LUIS DOMINGUES;13
MA-MAGALHAES DE ALMEIDA;993
MA-MARACACUME;890
MA-MARAJA DO SENA;306
MA-MARANHAOZINHO;602
MA-MATA ROMA;921
MA-MATINHA;985
MA-MATOES;1377
MA-MATOES DO NORTE;604
MA-MILAGRES DO MARANHAO;360
MA-MIRADOR;663
MA-MIRANDA DO NORTE;1341
MA-MIRINZAL;462
MA-MONCAO;1281
MA-MONTES ALTOS;411
MA-MORROS;172
MA-NINA RODRIGUES;336
MA-NOVA COLINAS;362
MA-NOVA IORQUE;263
MA-NOVA OLINDA DO MARANHAO;439
MA-OLHO D AGUA DAS CUNHAS;922
MA-OLINDA NOVA DO MARANHAO;551
MA-PACO DO LUMIAR;7104
MA-PALMEIRANDIA;851
MA-PARAIBANO;980
MA-PARNARAMA;1980
MA-PASSAGEM FRANCA;728
MA-PASTOS BONS;1299
MA-PAULINO NEVES;752
MA-PAULO RAMOS;923
MA-PEDREIRAS;4073
MA-PEDRO DO ROSARIO;947
MA-PENALVA;1159
MA-PERI MIRIM;530
MA-PERITORO;1024
MA-PINDARE-MIRIM;1906
MA-PINHEIRO;4916
MA-PIO XII;1115
MA-PIRAPEMAS;665
MA-POCAO DE PEDRAS;726
MA-PORTO FRANCO;2101
MA-PORTO RICO DO MARANHAO;259
MA-PRESIDENTE DUTRA;4797
MA-PRESIDENTE JUSCELINO;453
MA-PRESIDENTE MEDICI;455
MA-PRESIDENTE SARNEY;538
MA-PRESIDENTE VARGAS;430
MA-PRIMEIRA CRUZ;343
MA-RAPOSA;1659
MA-RIACHAO;1395
MA-RIBAMAR FIQUENE;582
MA-ROSARIO;2493
MA-SAMBAIBA;615
MA-SANTA FILOMENA DO MARANHAO;282
MA-SANTA HELENA;1833
MA-SANTA INES;9535
MA-SANTA LUZIA;3510
MA-SANTA LUZIA DO PARUA;1445
MA-SANTA QUITERIA DO MARANHAO;1001
MA-SANTA RITA;1454
MA-SANTANA DO MARANHAO;386
MA-SANTO AMARO DO MARANHAO;630
MA-SANTO ANTONIO DOS LOPES;1282
MA-SAO BENEDITO DO RIO PRETO;707
MA-SAO BENTO;1244
MA-SAO BERNARDO;935
MA-SAO DOMINGOS DO AZEITAO;592
MA-SAO DOMINGOS DO MARANHAO;1398
MA-SAO FELIX DE BALSAS;320
MA-SAO FRANCISCO DO BREJAO;539
MA-SAO FRANCISCO DO MARANHAO;543
MA-SAO JOAO BATISTA;992
MA-SAO JOAO DO CARU;35
MA-SAO JOAO DO PARAISO;683
MA-SAO JOAO DO SOTER;468
MA-SAO JOAO DOS PATOS;2258
MA-SAO JOSE DE RIBAMAR;17097
MA-SAO JOSE DOS BASILIOS;227
MA-SAO LUIS;345073
MA-SAO LUIS GONZAGA DO MARANHAO;875
MA-SAO MATEUS DO MARANHAO;1934
MA-SAO PEDRO DA AGUA BRANCA;576
MA-SAO PEDRO DOS CRENTES;260
MA-SAO RAIMUNDO DAS MANGABEIRAS;2549
MA-SAO RAIMUNDO DO DOCA BEZERRA;281
MA-SAO ROBERTO;274
MA-SAO VICENTE FERRER;761
MA-SATUBINHA;395
MA-SENADOR ALEXANDRE COSTA;369
MA-SENADOR LA ROCQUE;885
MA-SERRANO DO MARANHAO;539
MA-SITIO NOVO;902
MA-SUCUPIRA DO NORTE;474
MA-SUCUPIRA DO RIACHAO;263
MA-TASSO FRAGOSO;1852
MA-TIMBIRAS;1265
MA-TIMON;11504
MA-TRIZIDELA DO VALE;1873
MA-TUFILANDIA;320
MA-TUNTUM;557
MA-TURIACU;1405
MA-TURILANDIA;559
MA-TUTOIA;3504
MA-URBANO SANTOS;2169
MA-VARGEM GRANDE;2307
MA-VIANA;2184
MA-VILA NOVA DOS MARTIRIOS;1138
MA-VITORIA DO MEARIM;1444
MA-VITORINO FREIRE;2074
MA-ZE DOCA;3000
MA-IGNORADO;0
PI-ACAUA;289
PI-AGRICOLANDIA;57
PI-AGUA BRANCA;1358
PI-ALAGOINHA DO PIAUI;227
PI-ALEGRETE DO PIAUI;239
PI-ALTO LONGA;711
PI-ALTOS;2444
PI-ALVORADA DO GURGUEIA;336
PI-AMARANTE;850
PI-ANGICAL DO PIAUI;278
PI-ANISIO DE ABREU;300
PI-ANTONIO ALMEIDA;374
PI-AROAZES;388
PI-AROEIRAS DO ITAIM;178
PI-ARRAIAL;203
PI-ASSUNCAO DO PIAUI;341
PI-AVELINO LOPES;454
PI-BAIXA GRANDE DO RIBEIRO;2401
PI-BARRA D ALCANTARA;185
PI-BARRAS;2616
PI-BARREIRAS DO PIAUI;225
PI-BARRO DURO;317
PI-BATALHA;1033
PI-BELA VISTA DO PIAUI;174
PI-BELEM DO PIAUI;198
PI-BENEDITINOS;445
PI-BERTOLINIA;263
PI-BETANIA DO PIAUI;303
PI-BOA HORA;328
PI-BOCAINA;169
PI-BOM JESUS;3245
PI-BOM PRINCIPIO DO PIAUI;454
PI-BONFIM DO PIAUI;118
PI-BOQUEIRAO DO PIAUI;234
PI-BRASILEIRA;366
PI-BREJO DO PIAUI;234
PI-BURITI DOS LOPES;976
PI-BURITI DOS MONTES;272
PI-CABECEIRAS DO PIAUI;315
PI-CAJAZEIRAS DO PIAUI;276
PI-CAJUEIRO DA PRAIA;837
PI-CALDEIRAO GRANDE DO PIAUI;172
PI-CAMPINAS DO PIAUI;30
PI-CAMPO ALEGRE DO FIDALGO;278
PI-CAMPO GRANDE DO PIAUI;277
PI-CAMPO LARGO DO PIAUI;259
PI-CAMPO MAIOR;3672
PI-CANAVIEIRA;216
PI-CANTO DO BURITI;1548
PI-CAPITAO DE CAMPOS;515
PI-CAPITAO GERVASIO OLIVEIRA;202
PI-CARACOL;384
PI-CARAUBAS DO PIAUI;212
PI-CARIDADE DO PIAUI;349
PI-CASTELO DO PIAUI;1063
PI-CAXINGO;265
PI-COCAL;1137
PI-COCAL DE TELHA;278
PI-COCAL DOS ALVES;272
PI-COIVARAS;191
PI-COLONIA DO GURGUEIA;312
PI-COLONIA DO PIAUI;330
PI-CONCEICAO DO CANINDE;157
PI-CORONEL JOSE DIAS;262
PI-CORRENTE;4235
PI-CRISTALANDIA DO PIAUI;350
PI-CRISTINO CASTRO;654
PI-CURIMATA;745
PI-CURRAIS;496
PI-CURRALINHOS;130
PI-CURRAL NOVO DO PIAUI;383
PI-DEMERVAL LOBAO;863
PI-DIRCEU ARCOVERDE;337
PI-DOM EXPEDITO LOPES;317
PI-DOMINGOS MOURAO;154
PI-DOM INOCENCIO;434
PI-ELESBAO VELOSO;1055
PI-ELISEU MARTINS;279
PI-ESPERANTINA;2533
PI-FARTURA DO PIAUI;264
PI-FLORES DO PIAUI;292
PI-FLORESTA DO PIAUI;163
PI-FLORIANO;9466
PI-FRANCINOPOLIS;158
PI-FRANCISCO AYRES;205
PI-FRANCISCO MACEDO;139
PI-FRANCISCO SANTOS;377
PI-FRONTEIRAS;585
PI-GEMINIANO;215
PI-GILBUES;866
PI-GUADALUPE;826
PI-GUARIBAS;239
PI-HUGO NAPOLEAO;202
PI-ILHA GRANDE;382
PI-INHUMA;689
PI-IPIRANGA DO PIAUI;358
PI-ISAIAS COELHO;295
PI-ITAINOPOLIS;353
PI-ITAUEIRA;153
PI-JACOBINA DO PIAUI;304
PI-JAICOS;732
PI-JARDIM DO MULATO;231
PI-JATOBA DO PIAUI;225
PI-JERUMENHA;405
PI-JOAO COSTA;178
PI-JOAQUIM PIRES;622
PI-JOCA MARQUES;166
PI-JOSE DE FREITAS;2006
PI-JUAZEIRO DO PIAUI;402
PI-JULIO BORGES;407
PI-JUREMA;115
PI-LAGOINHA DO PIAUI;107
PI-LAGOA ALEGRE;434
PI-LAGOA DO BARRO DO PIAUI;892
PI-LAGOA DE SAO FRANCISCO;350
PI-LAGOA DO PIAUI;398
PI-LAGOA DO SITIO;205
PI-LANDRI SALES;361
PI-LUIS CORREIA;1852
PI-LUZILANDIA;1171
PI-MADEIRO;321
PI-MANOEL EMIDIO;201
PI-MARCOLANDIA;509
PI-MARCOS PARENTE;300
PI-MASSAPE DO PIAUI;262
PI-MATIAS OLIMPIO;527
PI-MIGUEL ALVES;1127
PI-MIGUEL LEAO;132
PI-MILTON BRANDAO;239
PI-MONSENHOR GIL;697
PI-MONSENHOR HIPOLITO;33
PI-MONTE ALEGRE DO PIAUI;1014
PI-MORRO CABECA NO TEMPO;221
PI-MORRO DO CHAPEU DO PIAUI;378
PI-MURICI DOS PORTELAS;407
PI-NAZARE DO PIAUI;370
PI-NAZARIA;1197
PI-NOSSA SENHORA DE NAZARE;234
PI-NOSSA SENHORA DOS REMEDIOS;185
PI-NOVO ORIENTE DO PIAUI;300
PI-NOVO SANTO ANTONIO;147
PI-OEIRAS;2991
PI-OLHO D AGUA DO PIAUI;101
PI-PADRE MARCOS;418
PI-PAES LANDIM;159
PI-PAJEU DO PIAUI;130
PI-PALMEIRA DO PIAUI;227
PI-PALMEIRAIS;492
PI-PAQUETA;147
PI-PARNAGUA;510
PI-PARNAIBA;20129
PI-PASSAGEM FRANCA DO PIAUI;173
PI-PATOS DO PIAUI;269
PI-PAU D ARCO DO PIAUI;154
PI-PAULISTANA;1228
PI-PAVUSSU;234
PI-PEDRO II;1863
PI-PEDRO LAURENTINO;204
PI-NOVA SANTA RITA;182
PI-PICOS;13069
PI-PIMENTEIRAS;323
PI-PIO IX;597
PI-PIRACURUCA;1669
PI-PIRIPIRI;6281
PI-PORTO;545
PI-PORTO ALEGRE DO PIAUI;139
PI-PRATA DO PIAUI;102
PI-QUEIMADA NOVA;513
PI-REDENCAO DO GURGUEIA;390
PI-REGENERACAO;1190
PI-RIACHO FRIO;266
PI-RIBEIRA DO PIAUI;274
PI-RIBEIRO GONCALVES;481
