Município;Total;
PI-NOSSA SENHORA DOS REMEDIOS;140;
PI-NOVO ORIENTE DO PIAUI;206;
PI-NOVO SANTO ANTONIO;0;
PI-OEIRAS;701;
PI-OLHO D AGUA DO PIAUI;0;
PI-PADRE MARCOS;47;
PI-PAES LANDIM;48;
PI-PAJEU DO PIAUI;0;
PI-PALMEIRA DO PIAUI;49;
PI-PALMEIRAIS;48;
PI-PAQUETA;0;
PI-PARNAGUA;42;
PI-PARNAIBA;6950;
PI-PASSAGEM FRANCA DO PIAUI;0;
PI-PATOS DO PIAUI;28;
PI-PAU D ARCO DO PIAUI;0;
PI-PAULISTANA;102;
PI-PAVUSSU;0;
PI-PEDRO II;464;
PI-PEDRO LAURENTINO;0;
PI-NOVA SANTA RITA;0;
PI-PICOS;3446;
PI-PIMENTEIRAS;118;
PI-PIO IX;187;
PI-PIRACURUCA;392;
PI-PIRIPIRI;1411;
PI-PORTO;314;
PI-PORTO ALEGRE DO PIAUI;0;
PI-PRATA DO PIAUI;93;
PI-QUEIMADA NOVA;18;
PI-REDENCAO DO GURGUEIA;38;
PI-REGENERACAO;234;
PI-RIACHO FRIO;0;
PI-RIBEIRA DO PIAUI;0;
PI-RIBEIRO GONCALVES;221;
PI-RIO GRANDE DO PIAUI;75;
PI-SANTA CRUZ DO PIAUI;74;
PI-SANTA CRUZ DOS MILAGRES;151;
PI-SANTA FILOMENA;6;
PI-SANTA LUZ;85;
PI-SANTANA DO PIAUI;230;
PI-SANTA ROSA DO PIAUI;140;
PI-SANTO ANTONIO DE LISBOA;105;
PI-SANTO ANTONIO DOS MILAGRES;0;
PI-SANTO INACIO DO PIAUI;127;
PI-SAO BRAZ DO PIAUI;48;
PI-SAO FELIX DO PIAUI;292;
PI-SAO FRANCISCO ASSIS DO PIAUI;0;
PI-SAO FRANCISCO DO PIAUI;11;
PI-SAO GONCALO DO GURGEIA;0;
PI-SAO GONCALO DO PIAUI;201;
PI-SAO JOAO DA CANABRAVA;2;
PI-SAO JOAO DA FRONTEIRA;0;
PI-SAO JOAO DA SERRA;25;
PI-SAO JOAO DA VARJOTA;0;
PI-SAO JOAO DO ARRAIAL;0;
PI-SAO JOAO DO PIAUI;419;
PI-SAO JOSE DO DIVINO;0;
PI-SAO JOSE DO PEIXE;233;
PI-SAO JOSE DO PIAUI;132;
PI-SAO JULIAO;79;
PI-SAO LOURENCO DO PIAUI;0;
PI-SAO LUIS DO PIAUI;0;
PI-SAO MIGUEL DA BAIXA GRANDE;0;
PI-SAO MIGUEL DO FIDALGO;0;
PI-SAO MIGUEL DO TAPUIO;63;
PI-SAO PEDRO DO PIAUI;326;
PI-SAO RAIMUNDO NONATO;689;
PI-SEBASTIAO BARROS;0;
PI-SEBASTIAO LEAL;0;
PI-SIGEFREDO PACHECO;69;
PI-SIMOES;288;
PI-SIMPLICIO MENDES;163;
PI-SOCORRO DO PIAUI;65;
PI-SUSSUAPARA;0;
PI-TAMBORIL DO PIAUI;0;
PI-TANQUE DO PIAUI;0;
PI-TERESINA;149796;
PI-UNIAO;2091;
PI-URUCUI;100;
PI-VALENCA DO PIAUI;449;
PI-VARZEA BRANCA;13;
PI-VARZEA GRANDE;88;
PI-VERA MENDES;0;
PI-VILA NOVA DO PIAUI;0;
PI-WALL FERRAZ;0;
PI-IGNORADO;0;
CE-ABAIARA;49;
CE-ACARAPE;951;
CE-ACARAU;573;
CE-ACOPIARA;2201;
CE-AIUABA;2287;
CE-ALCANTARAS;628;
CE-ALTANEIRA;142;
CE-ALTO SANTO;1116;
CE-AMONTADA;721;
CE-ANTONINA DO NORTE;99;
CE-APUIARES;200;
CE-AQUIRAZ;2971;
CE-ARACATI;3204;
CE-ARACOIABA;645;
CE-ARARENDA;197;
CE-ARARIPE;439;
CE-ARATUBA;551;
CE-ARNEIROZ;310;
CE-ASSARE;1023;
CE-AURORA;812;
CE-BAIXIO;285;
CE-BANABUIU;508;
CE-BARBALHA;3225;
CE-BARREIRA;353;
CE-BARRO;774;
CE-BARROQUINHA;402;
CE-BATURITE;1175;
CE-BEBERIBE;988;
CE-BELA CRUZ;775;
CE-BOA VIAGEM;1412;
CE-BREJO SANTO;1363;
CE-CAMOCIM;2320;
CE-CAMPOS SALES;610;
CE-CANINDE;1658;
CE-CAPISTRANO;348;
CE-CARIDADE;288;
CE-CARIRE;168;
CE-CARIRIACU;503;
CE-CARIUS;459;
CE-CARNAUBAL;250;
CE-CASCAVEL;3794;
CE-CATARINA;235;
CE-CATUNDA;193;
CE-CAUCAIA;11711;
CE-CEDRO;758;
CE-CHAVAL;783;
CE-CHORO;122;
CE-CHOROZINHO;1017;
CE-COREAU;1215;
CE-CRATEUS;1840;
CE-CRATO;7218;
CE-CROATA;173;
CE-CRUZ;206;
CE-DEPUTADO IRAPUAN PINHEIRO;209;
CE-ERERE;239;
CE-EUSEBIO;10979;
CE-FARIAS BRITO;906;
CE-FORQUILHA;1217;
CE-FORTALEZA;394527;
CE-FORTIM;686;
CE-FRECHEIRINHA;272;
CE-GENERAL SAMPAIO;245;
CE-GRACA;394;
CE-GRANJA;877;
CE-GRANJEIRO;548;
CE-GROAIRAS;27;
CE-GUAIUBA;435;
CE-GUARACIABA DO NORTE;536;
CE-GUARAMIRANGA;131;
CE-HIDROLANDIA;453;
CE-HORIZONTE;3660;
CE-IBARETAMA;203;
CE-IBIAPINA;285;
CE-IBICUITINGA;427;
CE-ICAPUI;400;
CE-ICO;1891;
CE-IGUATU;3805;
CE-INDEPENDENCIA;937;
CE-IPAPORANGA;119;
CE-IPAUMIRIM;344;
CE-IPU;643;
CE-IPUEIRAS;605;
CE-IRACEMA;411;
CE-IRAUCUBA;711;
CE-ITAICABA;240;
CE-ITAITINGA;629;
CE-ITAPAGE;699;
CE-ITAPIPOCA;2460;
CE-ITAPIUNA;392;
CE-ITAREMA;353;
CE-ITATIRA;271;
CE-JAGUARETAMA;375;
CE-JAGUARIBARA;163;
CE-JAGUARIBE;1033;
CE-JAGUARUANA;1419;
CE-JARDIM;469;
CE-JATI;39;
CE-JIJOCA DE JERICOACOARA;19;
CE-JUAZEIRO DO NORTE;13024;
CE-JUCAS;504;
CE-LAVRAS DA MANGABEIRA;1434;
CE-LIMOEIRO DO NORTE;2097;
CE-MADALENA;466;
CE-MARACANAU;22292;
CE-MARANGUAPE;4826;
CE-MARCO;528;
CE-MARTINOPOLE;202;
CE-MASSAPE;866;
CE-MAURITI;930;
CE-MERUOCA;508;
CE-MILAGRES;1153;
CE-MILHA;305;
CE-MIRAIMA;53;
CE-MISSAO VELHA;509;
CE-MOMBACA;1051;
CE-MONSENHOR TABOSA;695;
CE-MORADA NOVA;2976;
CE-MORAUJO;502;
CE-MORRINHOS;417;
CE-MUCAMBO;453;
CE-MULUNGU;256;
CE-NOVA OLINDA;531;
CE-NOVA RUSSAS;529;
CE-NOVO ORIENTE;623;
CE-OCARA;488;
CE-OROS;836;
CE-PACAJUS;3481;
CE-PACATUBA;3315;
CE-PACOTI;290;
CE-PACUJA;415;
CE-PALHANO;451;
CE-PALMACIA;322;
CE-PARACURU;1764;
CE-PARAIPABA;418;
CE-PARAMBU;381;
CE-PARAMOTI;133;
CE-PEDRA BRANCA;1136;
CE-PENAFORTE;163;
CE-PENTECOSTE;527;
CE-PEREIRO;397;
CE-PINDORETAMA;287;
CE-PIQUET CARNEIRO;153;
CE-PIRES FERREIRA;163;
CE-PORANGA;335;
CE-PORTEIRAS;207;
CE-POTENGI;376;
CE-POTIRETAMA;135;
CE-QUITERIANOPOLIS;28;
CE-QUIXADA;2911;
CE-QUIXELO;233;
CE-QUIXERAMOBIM;1935;
CE-QUIXERE;609;
CE-REDENCAO;1139;
CE-RERIUTABA;56;
CE-RUSSAS;1776;
CE-SABOEIRO;100;
CE-SALITRE;165;
CE-SANTANA DO ACARAU;356;
CE-SANTANA DO CARIRI;331;
CE-SANTA QUITERIA;538;
CE-SAO BENEDITO;590;
CE-SAO GONCALO DO AMARANTE;1192;
CE-SAO JOAO DO JAGUARIBE;308;
CE-SAO LUIS DO CURU;320;
CE-SENADOR POMPEU;803;
CE-SENADOR SA;391;
CE-SOBRAL;13539;
CE-SOLONOPOLE;449;
CE-TABULEIRO DO NORTE;607;
CE-TAMBORIL;563;
CE-TARRAFAS;262;
CE-TAUA;1451;
CE-TEJUCUOCA;267;
CE-TIANGUA;1456;
CE-TRAIRI;504;
CE-TURURU;321;
CE-UBAJARA;944;
CE-UMARI;354;
CE-UMIRIM;420;
CE-URUBURETAMA;802;
CE-URUOCA;535;
CE-VARJOTA;851;
CE-VARZEA ALEGRE;1156;
CE-VICOSA DO CEARA;943;
CE-IGNORADO;0;
RN-ACARI;487;
RN-ACU;3073;
RN-AFONSO BEZERRA;286;
RN-AGUA NOVA;253;
RN-ALEXANDRIA;364;
RN-ALMINO AFONSO;79;
RN-ALTO DO RODRIGUES;480;
RN-ANGICOS;238;
RN-ANTONIO MARTINS;114;
RN-APODI;745;
RN-AREIA BRANCA;1895;
RN-ARES;3581;
RN-AUGUSTO SEVERO;482;
RN-BAIA FORMOSA;3834;
RN-BARAUNA;716;
RN-BARCELONA;100;
RN-BENTO FERNANDES;68;
RN-BODO;0;
RN-BOM JESUS;244;
RN-BREJINHO;192;
RN-CAICARA DO NORTE;0;
RN-CAICARA DO RIO DO VENTO;81;
RN-CAICO;4038;
RN-CAMPO REDONDO;167;
RN-CANGUARETAMA;1016;
RN-CARAUBAS;476;
RN-CARNAUBA DOS DANTAS;355;
RN-CARNAUBAIS;447;
RN-CEARA-MIRIM;2359;
RN-CERRO CORA;2899;
RN-CORONEL EZEQUIEL;173;
RN-CORONEL JOAO PESSOA;41;
RN-CRUZETA;328;
RN-CURRAIS NOVOS;2143;
RN-DOUTOR SEVERIANO;74;
RN-PARNAMIRIM;8793;
RN-ENCANTO;86;
RN-EQUADOR;136;
RN-ESPIRITO SANTO;112;
RN-EXTREMOZ;653;
RN-FELIPE GUERRA;262;
RN-FERNANDO PEDROSA;0;
RN-FLORANIA;373;
RN-FRANCISCO DANTAS;153;
RN-FRUTUOSO GOMES;164;
RN-GALINHOS;96;
RN-GOIANINHA;638;
RN-GOVERNADOR DIX-SEPT ROSADO;211;
RN-GROSSOS;159;
RN-GUAMARE;557;
RN-IELMO MARINHO;171;
RN-IPANGUACU;1349;
RN-IPUEIRA;96;
RN-ITAJA;0;
RN-ITAU;255;
RN-JACANA;185;
RN-JANDAIRA;158;
RN-JANDUIS;10;
RN-BOA SAUDE;102;
RN-JAPI;194;
RN-JARDIM DE ANGICOS;126;
RN-JARDIM DE PIRANHAS;289;
RN-JARDIM DO SERIDO;730;
RN-JOAO CAMARA;614;
RN-JOAO DIAS;152;
RN-JOSE DA PENHA;152;
RN-JUCURUTU;208;
RN-JUNDIA;0;
RN-LAGOA D ANTA;180;
RN-LAGOA DE PEDRAS;99;
RN-LAGOA DE VELHOS;104;
RN-LAGOA NOVA;455;
RN-LAGOA SALGADA;7;
RN-LAJES;488;
RN-LAJES PINTADAS;118;
RN-LUCRECIA;272;
RN-LUIS GOMES;220;
RN-MACAIBA;1347;
RN-MACAU;1705;
RN-MAJOR SALES;0;
RN-MARCELINO VIEIRA;158;
RN-MARTINS;122;
RN-MAXARANGUAPE;173;
RN-MESSIAS TARGINO;283;
RN-MONTANHAS;199;
RN-MONTE ALEGRE;652;
RN-MONTE DAS GAMELEIRAS;228;
RN-MOSSORO;25063;
RN-NATAL;182183;
RN-NISIA FLORESTA;866;
RN-NOVA CRUZ;788;
RN-OLHO D AGUA DO BORGES;198;
RN-OURO BRANCO;202;
RN-PARANA;44;
RN-PARAU;158;
RN-PARAZINHO;58;
RN-PARELHAS;793;
RN-RIO DO FOGO;0;
RN-PASSA E FICA;151;
RN-PASSAGEM;178;
RN-PATU;447;
RN-SANTA MARIA;0;
RN-PAU DOS FERROS;1059;
RN-PEDRA GRANDE;108;
RN-PEDRA PRETA;85;
RN-PEDRO AVELINO;203;
RN-PEDRO VELHO;207;
RN-PENDENCIAS;923;
RN-PILOES;76;
RN-POCO BRANCO;294;
RN-PORTALEGRE;145;
RN-PORTO DO MANGUE;0;
RN-SERRA CAIADA;135;
RN-PUREZA;68;
RN-RAFAEL FERNANDES;107;
RN-RAFAEL GODEIRO;234;
RN-RIACHO DA CRUZ;118;
RN-RIACHO DE SANTANA;250;
RN-RIACHUELO;221;
RN-RODOLFO FERNANDES;173;
RN-TIBAU;0;
RN-RUY BARBOSA;228;
RN-SANTA CRUZ;1534;
RN-SANTANA DO MATOS;311;
RN-SANTANA DO SERIDO;153;
RN-SANTO ANTONIO;548;
RN-SAO BENTO DO NORTE;119;
RN-SAO BENTO DO TRAIRI;300;
RN-SAO FERNANDO;96;
RN-SAO FRANCISCO DO OESTE;193;
RN-SAO GONCALO DO AMARANTE;5672;
RN-SAO JOAO DO SABUGI;137;
RN-SAO JOSE DE MIPIBU;867;
RN-SAO JOSE DO CAMPESTRE;166;
RN-SAO JOSE DO SERIDO;140;
RN-SAO MIGUEL;376;
RN-SAO MIGUEL DE TOUROS;0;
RN-SAO PAULO DO POTENGI;672;
RN-SAO PEDRO;85;
RN-SAO RAFAEL;122;
RN-SAO TOME;363;
RN-SAO VICENTE;122;
RN-SENADOR ELOI DE SOUZA;220;
RN-SENADOR GEORGINO AVELINO;58;
RN-SERRA DE SAO BENTO;177;
RN-SERRA DO MEL;41;
RN-SERRA NEGRA DO NORTE;94;
RN-SERRINHA;390;
RN-SERRINHA DOS PINTOS;0;
RN-SEVERIANO MELO;245;
RN-SITIO NOVO;97;
RN-TABOLEIRO GRANDE;123;
RN-TAIPU;336;
RN-TANGARA;308;
RN-TENENTE ANANIAS;404;
RN-TENENTE LAURENTINO CRUZ;0;
RN-TIBAU DO SUL;235;
RN-TIMBAUBA DOS BATISTAS;43;
RN-TOUROS;530;
RN-TRIUNFO POTIGUAR;0;
RN-UMARIZAL;220;
RN-UPANEMA;249;
RN-VARZEA;78;
RN-VENHA-VER;0;
RN-VERA CRUZ;122;
RN-VICOSA;2;
RN-VILA FLOR;81;
RN-IGNORADO;0;
PB-AGUA BRANCA;132;
PB-AGUIAR;349;
PB-ALAGOA GRANDE;813;
PB-ALAGOA NOVA;738;
PB-ALAGOINHA;263;
PB-ALCANTIL;0;
PB-ALGODAO DE JANDAIRA;0;
PB-ALHANDRA;993;
PB-SAO JOAO DO RIO DO PEIXE;1387;
PB-AMPARO;0;
PB-APARECIDA;0;
PB-ARACAGI;432;
PB-ARARA;419;
PB-ARARUNA;709;
PB-AREIA;887;
PB-AREIA DE BARAUNAS;0;
PB-AREIAL;367;
PB-AROEIRAS;502;
PB-ASSUNCAO;0;
PB-BAIA DA TRAICAO;176;
PB-BANANEIRAS;551;
PB-BARAUNA;0;
PB-BARRA DE SANTANA;0;
PB-BARRA DE SANTA ROSA;364;
PB-BARRA DE SAO MIGUEL;101;
PB-BAYEUX;5650;
PB-BELEM;555;
PB-BELEM DO BREJO DO CRUZ;477;
PB-BERNARDINO BATISTA;0;
PB-BOA VENTURA;201;
PB-BOA VISTA;0;
PB-BOM JESUS;153;
PB-BOM SUCESSO;157;
PB-BONITO DE SANTA FE;478;
PB-BOQUEIRAO;513;
PB-IGARACY;267;
PB-BORBOREMA;278;
PB-BREJO DO CRUZ;460;
PB-BREJO DOS SANTOS;527;
PB-CAAPORA;3843;
PB-CABACEIRAS;310;
PB-CABEDELO;6025;
PB-CACHOEIRA DOS INDIOS;369;
PB-CACIMBA DE AREIA;88;
PB-CACIMBA DE DENTRO;298;
PB-CACIMBAS;0;
PB-CAICARA;505;
PB-CAJAZEIRAS;2584;
PB-CAJAZEIRINHAS;0;
PB-CALDAS BRANDAO;199;
PB-CAMALAU;243;
PB-CAMPINA GRANDE;37792;
PB-CAPIM;0;
PB-CARAUBAS;0;
PB-CARRAPATEIRA;124;
PB-CASSERENGUE;0;
PB-CATINGUEIRA;47;
PB-CATOLE DO ROCHA;913;
PB-CATURITE;0;
PB-CONCEICAO;271;
PB-CONDADO;48;
PB-CONDE;442;
PB-CONGO;104;
PB-COREMAS;1305;
PB-COXIXOLA;0;
PB-CRUZ DO ESPIRITO SANTO;833;
PB-CUBATI;143;
PB-CUITE;844;
PB-CUITEGI;265;
PB-CUITE DE MAMANGUAPE;0;
PB-CURRAL DE CIMA;0;
PB-CURRAL VELHO;100;
PB-DAMIAO;0;
PB-DESTERRO;48;
PB-VISTA SERRANA;66;
PB-DIAMANTE;4;
PB-DONA INES;245;
PB-DUAS ESTRADAS;282;
PB-EMAS;145;
PB-ESPERANCA;1464;
PB-FAGUNDES;257;
PB-FREI MARTINHO;102;
PB-GADO BRAVO;0;
PB-GUARABIRA;3131;
PB-GURINHEM;665;
PB-GURJAO;196;
PB-IBIARA;25;
PB-IMACULADA;224;
PB-INGA;805;
PB-ITABAIANA;1240;
PB-ITAPORANGA;758;
PB-ITAPOROROCA;666;
PB-ITATUBA;213;
PB-JACARAU;807;
PB-JERICO;442;
PB-JOAO PESSOA;153271;
PB-JUAREZ TAVORA;538;
PB-JUAZEIRINHO;401;
PB-JUNCO DO SERIDO;353;
PB-JURIPIRANGA;321;
PB-JURU;1;
PB-LAGOA;336;
PB-LAGOA DE DENTRO;303;
PB-LAGOA SECA;941;
PB-LASTRO;254;
PB-LIVRAMENTO;218;
PB-LOGRADOURO;0;
PB-LUCENA;606;
PB-MAE D AGUA;25;
PB-MALTA;26;
PB-MAMANGUAPE;3138;
PB-MANAIRA;126;
PB-MARCACAO;0;
PB-MARI;747;
PB-MARIZOPOLIS;0;
PB-MASSARANDUBA;359;
PB-MATARACA;330;
PB-MATINHAS;0;
PB-MATO GROSSO;0;
PB-MATUREIA;0;
PB-MOGEIRO;254;
PB-MONTADAS;177;
PB-MONTE HOREBE;148;
PB-MONTEIRO;789;
PB-MULUNGU;360;
PB-NATUBA;132;
PB-NAZAREZINHO;240;
PB-NOVA FLORESTA;187;
PB-NOVA OLINDA;373;
PB-NOVA PALMEIRA;260;
PB-OLHO D AGUA;366;
PB-OLIVEDOS;96;
PB-OURO VELHO;121;
PB-PARARI;0;
PB-PASSAGEM;124;
PB-PATOS;4064;
PB-PAULISTA;97;
PB-PEDRA BRANCA;279;
PB-PEDRA LAVRADA;179;
PB-PEDRAS DE FOGO;3065;
PB-PIANCO;1502;
PB-PICUI;729;
PB-PILAR;471;
PB-PILOES;210;
PB-PILOEZINHOS;388;
PB-PIRPIRITUBA;502;
PB-PITIMBU;312;
PB-POCINHOS;620;
PB-POCO DANTAS;0;
PB-POCO DE JOSE DE MOURA;0;
PB-POMBAL;854;
PB-PRATA;2;
PB-PRINCESA ISABEL;497;
PB-PUXINANA;337;
PB-QUEIMADAS;1505;
PB-QUIXABA;90;
PB-REMIGIO;400;
PB-PEDRO REGIO;0;
PB-RIACHAO;0;
PB-RIACHAO DO BACAMARTE;0;
PB-RIACHAO DO POCO;0;
PB-RIACHO DE SANTO ANTONIO;0;
PB-RIACHO DOS CAVALOS;213;
PB-RIO TINTO;1189;
PB-SALGADINHO;80;
PB-SALGADO DE SAO FELIX;1135;
PB-SANTA CECILIA;0;
PB-SANTA CRUZ;220;
PB-SANTA HELENA;327;
PB-SANTA INES;0;
PB-SANTA LUZIA;541;
PB-SANTANA DE MANGUEIRA;51;
PB-SANTANA DOS GARROTES;460;
PB-SANTAREM;0;
PB-SANTA RITA;13249;
PB-SANTA TERESINHA;238;
PB-SANTO ANDRE;0;
PB-SAO BENTO;461;
PB-SAO BENTINHO;0;
PB-SAO DOMINGOS DO CARIRI;0;
PB-SAO DOMINGOS DE POMBAL;0;
PB-SAO FRANCISCO;0;
PB-SAO JOAO DO CARIRI;565;
PB-SAO JOAO DO TIGRE;103;
PB-SAO JOSE DA LAGOA TAPADA;373;
PB-SAO JOSE DE CAIANA;85;
PB-SAO JOSE DE ESPINHARAS;80;
PB-SAO JOSE DOS RAMOS;0;
PB-SAO JOSE DE PIRANHAS;767;
PB-SAO JOSE DE PRINCESA;0;
PB-SAO JOSE DO BONFIM;67;
PB-SAO JOSE DO BREJO DO CRUZ;0;
PB-SAO JOSE DO SABUGI;242;
PB-SAO JOSE DOS CORDEIROS;195;
PB-SAO MAMEDE;476;
PB-SAO MIGUEL DE TAIPU;122;
PB-SAO SEBASTIAO DE LAGOA DE ROCA;426;
PB-SAO SEBASTIAO DO UMBUZEIRO;44;
PB-SAPE;2842;
PB-SERIDO;281;
PB-SERRA BRANCA;405;
PB-SERRA DA RAIZ;183;
PB-SERRA GRANDE;157;
PB-SERRA REDONDA;455;
PB-SERRARIA;379;
PB-SERTAOZINHO;0;
PB-SOBRADO;0;
PB-SOLANEA;636;
PB-SOLEDADE;804;
PB-SOSSEGO;0;
PB-SOUSA;3295;
PB-SUME;370;
PB-CAMPO DE SANTANA;673;
PB-TAPEROA;568;
PB-TAVARES;213;
PB-TEIXEIRA;356;
PB-TENORIO;0;
PB-TRIUNFO;300;
PB-UIRAUNA;721;
PB-UMBUZEIRO;234;
PB-VARZEA;73;
PB-VIEIROPOLIS;0;
PB-ZABELE;0;
PB-IGNORADO;0;
PE-ABREU E LIMA;4104;
PE-AFOGADOS DA INGAZEIRA;1137;
PE-AFRANIO;269;
PE-AGRESTINA;615;
PE-AGUA PRETA;2213;
PE-AGUAS BELAS;459;
PE-ALAGOINHA;377;
PE-ALIANCA;4221;
PE-ALTINHO;425;
PE-AMARAJI;912;
PE-ANGELIM;392;
PE-ARACOIABA;0;
PE-ARARIPINA;3244;
PE-ARCOVERDE;3267;
PE-BARRA DE GUABIRABA;570;
PE-BARREIROS;5279;
PE-BELEM DE MARIA;470;
PE-BELEM DE SAO FRANCISCO;480;
PE-BELO JARDIM;4193;
PE-BETANIA;219;
PE-BEZERROS;2316;
PE-BODOCO;485;
PE-BOM CONSELHO;1076;
PE-BOM JARDIM;955;
PE-BONITO;1227;
PE-BREJAO;319;
PE-BREJINHO;169;
PE-BREJO DA MADRE DE DEUS;602;
PE-BUENOS AIRES;656;
PE-BUIQUE;803;
PE-CABO DE SANTO AGOSTINHO;13110;
PE-CABROBO;539;
PE-CACHOEIRINHA;507;
PE-CAETES;434;
PE-CALCADO;208;
PE-CALUMBI;323;
PE-CAMARAGIBE;6003;
PE-CAMOCIM DE SAO FELIX;270;
PE-CAMUTANGA;3879;
PE-CANHOTINHO;689;
PE-CAPOEIRAS;357;
PE-CARNAIBA;416;
PE-CARNAUBEIRA DA PENHA;213;
PE-CARPINA;4468;
PE-CARUARU;17762;
PE-CASINHAS;0;
PE-CATENDE;3039;
PE-CEDRO;360;
PE-CHA DE ALEGRIA;810;
PE-CHA GRANDE;188;
PE-CONDADO;533;
PE-CORRENTES;479;
PE-CORTES;2566;
PE-CUMARU;444;
PE-CUPIRA;434;
PE-CUSTODIA;944;
PE-DORMENTES;252;
PE-ESCADA;6333;
PE-EXU;1003;
PE-FEIRA NOVA;482;
PE-FERNANDO DE NORONHA;108;
PE-FERREIROS;606;
PE-FLORES;492;
PE-FLORESTA;165;
PE-FREI MIGUELINHO;506;
PE-GAMELEIRA;1569;
PE-GARANHUNS;7931;
PE-GLORIA DO GOITA;781;
PE-GOIANA;10221;
PE-GRANITO;200;
PE-GRAVATA;2626;
PE-IATI;267;
PE-IBIMIRIM;286;
PE-IBIRAJUBA;1;
PE-IGARASSU;9741;
PE-IGUARACI;334;
PE-INAJA;454;
PE-INGAZEIRA;103;
PE-IPOJUCA;10027;
PE-IPUBI;518;
PE-ITACURUBA;5;
PE-ITAIBA;288;
PE-ITAMARACA;694;
PE-ITAMBE;2169;
PE-ITAPETIM;427;
PE-ITAPISSUMA;2001;
PE-ITAQUITINGA;929;
PE-JABOATAO DOS GUARARAPES;48277;
PE-JAQUEIRA;0;
PE-JATAUBA;990;
PE-JATOBA;0;
PE-JOAO ALFREDO;489;
PE-JOAQUIM NABUCO;4711;
PE-JUCATI;78;
PE-JUPI;270;
PE-JUREMA;6;
PE-LAGOA DO CARRO;373;
PE-LAGOA DO ITAENGA;3548;
PE-LAGOA DO OURO;255;
PE-LAGOA DOS GATOS;433;
PE-LAGOA GRANDE;0;
PE-LAJEDO;808;
PE-LIMOEIRO;2745;
PE-MACAPARANA;1939;
PE-MACHADOS;38;
PE-MANARI;0;
PE-MARAIAL;4839;
PE-MIRANDIBA;418;
PE-MORENO;3432;
PE-NAZARE DA MATA;5266;
PE-OLINDA;44388;
PE-OROBO;1206;
PE-OROCO;272;
PE-OURICURI;994;
PE-PALMARES;2642;
PE-PALMEIRINA;417;
PE-PANELAS;373;
PE-PARANATAMA;251;
PE-PARNAMIRIM;450;
PE-PASSIRA;1029;
PE-PAUDALHO;2805;
PE-PAULISTA;17214;
PE-PEDRA;593;
PE-PESQUEIRA;2869;
PE-PETROLANDIA;2402;
PE-PETROLINA;20521;
PE-POCAO;325;
PE-POMBOS;928;
PE-PRIMAVERA;1991;
PE-QUIPAPA;622;
PE-QUIXABA;586;
PE-RECIFE;403245;
PE-RIACHO DAS ALMAS;762;
PE-RIBEIRAO;3707;
PE-RIO FORMOSO;6135;
PE-SAIRE;362;
PE-SALGADINHO;165;
PE-SALGUEIRO;2200;
PE-SALOA;20;
PE-SANHARO;1002;
PE-SANTA CRUZ;2;
PE-SANTA CRUZ DA BAIXA VERDE;258;
PE-SANTA CRUZ DO CAPIBARIBE;1108;
PE-SANTA FILOMENA;0;
PE-SANTA MARIA DA BOA VISTA;4382;
PE-SANTA MARIA DO CAMBUCA;312;
PE-SANTA TEREZINHA;382;
PE-SAO BENEDITO DO SUL;369;
PE-SAO BENTO DO UNA;1311;
PE-SAO CAITANO;861;
PE-SAO JOAO;429;
PE-SAO JOAQUIM DO MONTE;573;
PE-SAO JOSE DA COROA GRANDE;518;
PE-SAO JOSE DO BELMONTE;331;
PE-SAO JOSE DO EGITO;745;
PE-SAO LOURENCO DA MATA;5024;
PE-SAO VICENTE FERRER;778;
PE-SERRA TALHADA;3636;
PE-SERRITA;116;
PE-SERTANIA;797;
PE-SIRINHAEM;4718;
PE-MOREILANDIA;421;
PE-SOLIDAO;181;
PE-SURUBIM;2212;
PE-TABIRA;496;
PE-TACAIMBO;295;
PE-TACARATU;408;
PE-TAMANDARE;0;
PE-TAQUARITINGA DO NORTE;304;
PE-TEREZINHA;155;
PE-TERRA NOVA;194;
PE-TIMBAUBA;7313;
PE-TORITAMA;388;
PE-TRACUNHAEM;770;
PE-TRINDADE;801;
PE-TRIUNFO;539;
PE-TUPANATINGA;351;
PE-TUPARETAMA;233;
PE-VENTUROSA;600;
PE-VERDEJANTE;251;
PE-VERTENTE DO LERIO;391;
PE-VERTENTES;430;
PE-VICENCIA;2308;
PE-VITORIA DE SANTO ANTAO;7087;
PE-XEXEU;590;
PE-IGNORADO;0;
AL-AGUA BRANCA;437;
AL-ANADIA;622;
AL-ARAPIRACA;12352;
AL-ATALAIA;2060;
AL-BARRA DE SANTO ANTONIO;286;
AL-BARRA DE SAO MIGUEL;407;
AL-BATALHA;338;
AL-BELEM;737;
AL-BELO MONTE;178;
AL-BOCA DA MATA;5633;
AL-BRANQUINHA;192;
AL-CACIMBINHAS;254;
AL-CAJUEIRO;1711;
AL-CAMPESTRE;0;
AL-CAMPO ALEGRE;5188;
AL-CAMPO GRANDE;179;
AL-CANAPI;32;
AL-CAPELA;1220;
AL-CARNEIROS;186;
AL-CHA PRETA;202;
AL-COITE DO NOIA;318;
AL-COLONIA LEOPOLDINA;2387;
AL-COQUEIRO SECO;235;
AL-CORURIPE;14287;
AL-CRAIBAS;1;
AL-DELMIRO GOUVEIA;1359;
AL-DOIS RIACHOS;129;
AL-ESTRELA DE ALAGOAS;110;
AL-FEIRA GRANDE;938;
AL-FELIZ DESERTO;194;
AL-FLEXEIRAS;903;
AL-GIRAU DO PONCIANO;579;
