Município;Total
AM-IRANDUBA;856
AM-ITACOATIARA;4656
AM-ITAMARATI;83
AM-ITAPIRANGA;139
AM-JAPURA;1
AM-JURUA;104
AM-JUTAI;7
AM-LABREA;274
AM-MANACAPURU;900
AM-MANAQUIRI;35
AM-MANAUS;226503
AM-MANICORE;429
AM-MARAA;1
AM-MAUES;932
AM-NHAMUNDA;197
AM-NOVA OLINDA DO NORTE;345
AM-NOVO AIRAO;27
AM-NOVO ARIPUANA;66
AM-PARINTINS;1535
AM-PAUINI;5
AM-PRESIDENTE FIGUEIREDO;2323
AM-RIO PRETO DA EVA;328
AM-SANTA ISABEL DO RIO NEGRO;19
AM-SANTO ANTONIO DO ICA;80
AM-SAO GABRIEL DA CACHOEIRA;709
AM-SAO PAULO DE OLIVENCA;10
AM-SAO SEBASTIAO DO UATUMA;10
AM-SILVES;43
AM-TABATINGA;565
AM-TAPAUA;184
AM-TEFE;1967
AM-TONANTINS;1
AM-UARINI;1
AM-URUCARA;364
AM-URUCURITUBA;10
AM-IGNORADO;0
RR-AMAJARI;4
RR-ALTO ALEGRE;29
RR-BOA VISTA;22541
RR-BONFIM;41
RR-CANTA;220
RR-CARACARAI;234
RR-CAROEBE;0
RR-IRACEMA;2
RR-MUCAJAI;193
RR-NORMANDIA;1
RR-PACARAIMA;57
RR-RORAINOPOLIS;31
RR-SAO JOAO DA BALIZA;29
RR-SAO LUIZ;64
RR-UIRAMUTA;0
RR-IGNORADO;0
PA-ABAETETUBA;2562
PA-ABEL FIGUEIREDO;323
PA-ACARA;889
PA-AFUA;519
PA-AGUA AZUL DO NORTE;265
PA-ALENQUER;588
PA-ALMEIRIM;6810
PA-ALTAMIRA;3852
PA-ANAJAS;23
PA-ANANINDEUA;26570
PA-ANAPU;22
PA-AUGUSTO CORREA;251
PA-AURORA DO PARA;508
PA-AVEIRO;8
PA-BAGRE;24
PA-BAIAO;141
PA-BANNACH;8
PA-BARCARENA;5814
PA-BELEM;261569
PA-BELTERRA;327
PA-BENEVIDES;1373
PA-BOM JESUS DO TOCANTINS;347
PA-BONITO;18
PA-BRAGANCA;1245
PA-BRASIL NOVO;113
PA-BREJO GRANDE DO ARAGUAIA;404
PA-BREU BRANCO;1032
PA-BREVES;3183
PA-BUJARU;348
PA-CACHOEIRA DO PIRIA;11
PA-CACHOEIRA DO ARARI;373
PA-CAMETA;825
PA-CANAA DOS CARAJAS;43
PA-CAPANEMA;2663
PA-CAPITAO POCO;699
PA-CASTANHAL;11473
PA-CHAVES;236
PA-COLARES;4
PA-CONCEICAO DO ARAGUAIA;1218
PA-CONCORDIA DO PARA;757
PA-CUMARU DO NORTE;180
PA-CURIONOPOLIS;276
PA-CURRALINHO;6
PA-CURUA;4
PA-CURUCA;318
PA-DOM ELISEU;1991
PA-ELDORADO DOS CARAJAS;119
PA-FARO;134
PA-FLORESTA DO ARAGUAIA;72
PA-GARRAFAO DO NORTE;59
PA-GOIANESIA DO PARA;538
PA-GURUPA;103
PA-IGARAPE-ACU;703
PA-IGARAPE-MIRI;779
PA-INHANGAPI;312
PA-IPIXUNA DO PARA;620
PA-IRITUIA;423
PA-ITAITUBA;3512
PA-ITUPIRANGA;332
PA-JACAREACANGA;99
PA-JACUNDA;1613
PA-JURUTI;185
PA-LIMOEIRO DO AJURU;18
PA-MAE DO RIO;327
PA-MAGALHAES BARATA;184
PA-MARABA;10254
PA-MARACANA;299
PA-MARAPANIM;790
PA-MARITUBA;2355
PA-MEDICILANDIA;705
PA-MELGACO;11
PA-MOCAJUBA;20
PA-MOJU;1703
PA-MONTE ALEGRE;1409
PA-MUANA;335
PA-NOVA ESPERANCA DO PIRIA;14
PA-NOVA IPIXUNA;88
PA-NOVA TIMBOTEUA;427
PA-NOVO PROGRESSO;947
PA-NOVO REPARTIMENTO;310
PA-OBIDOS;1214
PA-OEIRAS DO PARA;173
PA-ORIXIMINA;4242
PA-OUREM;306
PA-OURILANDIA DO NORTE;531
PA-PACAJA;37
PA-PALESTINA DO PARA;98
PA-PARAGOMINAS;9468
PA-PARAUAPEBAS;7994
PA-PAU D ARCO;50
PA-PEIXE-BOI;117
PA-PICARRA;309
PA-PLACAS;15
PA-PONTA DE PEDRAS;454
PA-PORTEL;776
PA-PORTO DE MOZ;70
PA-PRAINHA;434
PA-PRIMAVERA;271
PA-QUATIPURU;222
PA-REDENCAO;4417
PA-RIO MARIA;650
PA-RONDON DO PARA;3252
PA-RUROPOLIS;269
PA-SALINOPOLIS;852
PA-SALVATERRA;328
PA-SANTA BARBARA DO PARA;614
PA-SANTA CRUZ DO ARARI;27
PA-SANTA ISABEL DO PARA;3599
PA-SANTA LUZIA DO PARA;368
PA-SANTA MARIA DAS BARREIRAS;131
PA-SANTA MARIA DO PARA;442
PA-SANTANA DO ARAGUAIA;1144
PA-SANTAREM;15345
PA-SANTAREM NOVO;12
PA-SANTO ANTONIO DO TAUA;1238
PA-SAO CAETANO DE ODIVELAS;511
PA-SAO DOMINGOS DO ARAGUAIA;182
PA-SAO DOMINGOS DO CAPIM;702
PA-SAO FELIX DO XINGU;421
PA-SAO FRANCISCO DO PARA;329
PA-SAO GERALDO DO ARAGUAIA;189
PA-SAO JOAO DA PONTA;0
PA-SAO JOAO DE PIRABAS;211
PA-SAO JOAO DO ARAGUAIA;16
PA-SAO MIGUEL DO GUAMA;2102
PA-SAO SEBASTIAO DA BOA VISTA;19
PA-SAPUCAIA;220
PA-SENADOR JOSE PORFIRIO;715
PA-SOURE;498
PA-TAILANDIA;2796
PA-TERRA ALTA;15
PA-TERRA SANTA;32
PA-TOME-ACU;2350
PA-TRACUATEUA;249
PA-TRAIRAO;88
PA-TUCUMA;768
PA-TUCURUI;10027
PA-ULIANOPOLIS;2091
PA-URUARA;415
PA-VIGIA;1016
PA-VISEU;1110
PA-VITORIA DO XINGU;12
PA-XINGUARA;2071
PA-IGNORADO;0
AP-SERRA DO NAVIO;175
AP-AMAPA;652
AP-PEDRA BRANCA DO AMAPARI;34
AP-CALCOENE;78
AP-CUTIAS;124
AP-FERREIRA GOMES;26
AP-ITAUBAL;19
AP-LARANJAL DO JARI;481
AP-MACAPA;41033
AP-MAZAGAO;339
AP-OIAPOQUE;210
AP-PORTO GRANDE;669
AP-PRACUUBA;17
AP-SANTANA;3219
AP-TARTARUGALZINHO;248
AP-VITORIA DO JARI;191
AP-IGNORADO;0
TO-ABREULANDIA;9
TO-AGUIARNOPOLIS;405
TO-ALIANCA DO TOCANTINS;325
TO-ALMAS;225
TO-ALVORADA;498
TO-ANANAS;212
TO-ANGICO;48
TO-APARECIDA DO RIO NEGRO;36
TO-ARAGOMINAS;130
TO-ARAGUACEMA;177
TO-ARAGUACU;270
TO-ARAGUAINA;10152
TO-ARAGUANA;55
TO-ARAGUATINS;547
TO-ARAPOEMA;283
TO-ARRAIAS;233
TO-AUGUSTINOPOLIS;290
TO-AURORA DO TOCANTINS;2
TO-AXIXA DO TOCANTINS;319
TO-BABACULANDIA;191
TO-BANDEIRANTES DO TOCANTINS;121
TO-BARRA DO OURO;10
TO-BARROLANDIA;167
TO-BERNARDO SAYAO;172
TO-BOM JESUS DO TOCANTINS;2
TO-BRASILANDIA DO TOCANTINS;77
TO-BREJINHO DE NAZARE;215
TO-BURITI DO TOCANTINS;42
TO-CACHOEIRINHA;39
TO-CAMPOS LINDOS;85
TO-CARIRI DO TOCANTINS;212
TO-CARMOLANDIA;42
TO-CARRASCO BONITO;56
TO-CASEARA;95
TO-CENTENARIO;39
TO-CHAPADA DE AREIA;50
TO-CHAPADA DA NATIVIDADE;6
TO-COLINAS DO TOCANTINS;1276
TO-COMBINADO;65
TO-CONCEICAO DO TOCANTINS;11
TO-COUTO DE MAGALHAES;30
TO-CRISTALANDIA;449
TO-CRIXAS DO TOCANTINS;22
TO-DARCINOPOLIS;5
TO-DIANOPOLIS;486
TO-DIVINOPOLIS DO TOCANTINS;364
TO-DOIS IRMAOS DO TOCANTINS;138
TO-DUERE;238
TO-ESPERANTINA;22
TO-FATIMA;163
TO-FIGUEIROPOLIS;300
TO-FILADELFIA;165
TO-FORMOSO DO ARAGUAIA;1171
TO-FORTALEZA DO TABOCAO;108
TO-GOIANORTE;37
TO-GOIATINS;250
TO-GUARAI;1101
TO-GURUPI;6907
TO-IPUEIRAS;5
TO-ITACAJA;120
TO-ITAGUATINS;46
TO-ITAPIRATINS;10
TO-ITAPORA DO TOCANTINS;156
TO-JAU DO TOCANTINS;88
TO-JUARINA;1
TO-LAGOA DA CONFUSAO;436
TO-LAGOA DO TOCANTINS;33
TO-LAJEADO;148
TO-LAVANDEIRA;0
TO-LIZARDA;17
TO-LUZINOPOLIS;43
TO-MARIANOPOLIS DO TOCANTINS;223
TO-MATEIROS;0
TO-MAURILANDIA DO TOCANTINS;2
TO-MIRACEMA DO TOCANTINS;5661
TO-MIRANORTE;620
TO-MONTE DO CARMO;87
TO-MONTE SANTO DO TOCANTINS;68
TO-PALMEIRAS DO TOCANTINS;29
TO-MURICILANDIA;80
TO-NATIVIDADE;138
TO-NAZARE;47
TO-NOVA OLINDA;216
TO-NOVA ROSALANDIA;139
TO-NOVO ACORDO;54
TO-NOVO ALEGRE;54
TO-NOVO JARDIM;103
TO-OLIVEIRA DE FATIMA;77
TO-PALMEIRANTE;85
TO-PALMEIROPOLIS;265
TO-PARAISO DO TOCANTINS;3208
TO-PARANA;123
TO-PAU D ARCO;81
TO-PEDRO AFONSO;402
TO-PEIXE;291
TO-PEQUIZEIRO;57
TO-COLMEIA;349
TO-PINDORAMA DO TOCANTINS;32
TO-PIRAQUE;154
TO-PIUM;401
TO-PONTE ALTA DO BOM JESUS;4
TO-PONTE ALTA DO TOCANTINS;27
TO-PORTO ALEGRE DO TOCANTINS;50
TO-PORTO NACIONAL;7397
TO-PRAIA NORTE;1
TO-PRESIDENTE KENNEDY;162
TO-PUGMIL;64
TO-RECURSOLANDIA;23
TO-RIACHINHO;47
TO-RIO DA CONCEICAO;52
TO-RIO DOS BOIS;56
TO-RIO SONO;20
TO-SAMPAIO;34
TO-SANDOLANDIA;163
TO-SANTA FE DO ARAGUAIA;199
TO-SANTA MARIA DO TOCANTINS;6
TO-SANTA RITA DO TOCANTINS;22
TO-SANTA ROSA DO TOCANTINS;69
TO-SANTA TEREZA DO TOCANTINS;42
TO-SANTA TEREZINHA DO TOCANTINS;76
TO-SAO BENTO DO TOCANTINS;5
TO-SAO FELIX DO TOCANTINS;0
TO-SAO MIGUEL DO TOCANTINS;115
TO-SAO SALVADOR DO TOCANTINS;131
TO-SAO SEBASTIAO DO TOCANTINS;36
TO-SAO VALERIO DA NATIVIDADE;187
TO-SILVANOPOLIS;27
TO-SITIO NOVO DO TOCANTINS;105
TO-SUCUPIRA;28
TO-TAGUATINGA;395
TO-TAIPAS DO TOCANTINS;10
TO-TALISMA;111
TO-PALMAS;51817
TO-TOCANTINIA;156
TO-TOCANTINOPOLIS;485
TO-TUPIRAMA;66
TO-TUPIRATINS;72
TO-WANDERLANDIA;270
TO-XAMBIOA;219
TO-IGNORADO;0
MA-ACAILANDIA;6111
MA-AFONSO CUNHA;1
MA-AGUA DOCE DO MARANHAO;15
MA-ALCANTARA;531
MA-ALDEIAS ALTAS;166
MA-ALTAMIRA DO MARANHAO;6
MA-ALTO ALEGRE DO MARANHAO;235
MA-ALTO ALEGRE DO PINDARE;31
MA-ALTO PARNAIBA;533
MA-AMAPA DO MARANHAO;10
MA-AMARANTE DO MARANHAO;33
MA-ANAJATUBA;19
MA-ANAPURUS;201
MA-APICUM-ACU;0
MA-ARAGUANA;0
MA-ARAIOSES;94
MA-ARAME;129
MA-ARARI;963
MA-AXIXA;226
MA-BACABAL;3444
MA-BACABEIRA;611
MA-BACURI;5
MA-BACURITUBA;0
MA-BALSAS;4198
MA-BARAO DE GRAJAU;115
MA-BARRA DO CORDA;1735
MA-BARREIRINHAS;694
MA-BELAGUA;0
MA-BELA VISTA DO MARANHAO;20
MA-BENEDITO LEITE;10
MA-BEQUIMAO;413
MA-BERNARDO DO MEARIM;6
MA-BOA VISTA DO GURUPI;1
MA-BOM JARDIM;441
MA-BOM JESUS DAS SELVAS;331
MA-BOM LUGAR;115
MA-BREJO;656
MA-BREJO DE AREIA;0
MA-BURITI;30
MA-BURITI BRAVO;69
MA-BURITICUPU;307
MA-BURITIRANA;100
MA-CACHOEIRA GRANDE;100
MA-CAJAPIO;157
MA-CAJARI;2
MA-CAMPESTRE DO MARANHAO;607
MA-CANDIDO MENDES;22
MA-CANTANHEDE;267
MA-CAPINZAL DO NORTE;87
MA-CAROLINA;995
MA-CARUTAPERA;659
MA-CAXIAS;5165
MA-CEDRAL;7
MA-CENTRAL DO MARANHAO;0
MA-CENTRO DO GUILHERME;0
MA-CENTRO NOVO DO MARANHAO;2
MA-CHAPADINHA;2231
MA-CIDELANDIA;6
MA-CODO;3922
MA-COELHO NETO;2276
MA-COLINAS;650
MA-CONCEICAO DO LAGO-ACU;15
MA-COROATA;2190
MA-CURURUPU;792
MA-DAVINOPOLIS;203
MA-DOM PEDRO;424
MA-DUQUE BACELAR;81
MA-ESPERANTINOPOLIS;325
MA-ESTREITO;866
MA-FEIRA NOVA DO MARANHAO;5
MA-FERNANDO FALCAO;0
MA-FORMOSA DA SERRA NEGRA;0
MA-FORTALEZA DOS NOGUEIRAS;285
MA-FORTUNA;163
MA-GODOFREDO VIANA;19
MA-GONCALVES DIAS;15
MA-GOVERNADOR ARCHER;8
MA-GOVERNADOR EDISON LOBAO;249
MA-GOVERNADOR EUGENIO BARROS;293
MA-GOVERNADOR LUIZ ROCHA;0
MA-GOVERNADOR NEWTON BELLO;0
MA-GOVERNADOR NUNES FREIRE;30
MA-GRACA ARANHA;41
MA-GRAJAU;1023
MA-GUIMARAES;13
MA-HUMBERTO DE CAMPOS;132
MA-ICATU;310
MA-IGARAPE DO MEIO;0
MA-IGARAPE GRANDE;239
MA-IMPERATRIZ;17459
MA-ITAIPAVA DO GRAJAU;0
MA-ITAPECURU MIRIM;1318
MA-ITINGA DO MARANHAO;2122
MA-JATOBA;254
MA-JENIPAPO DOS VIEIRAS;2
MA-JOAO LISBOA;324
MA-JOSELANDIA;104
MA-JUNCO DO MARANHAO;0
MA-LAGO DA PEDRA;697
MA-LAGO DO JUNCO;16
MA-LAGO VERDE;21
MA-LAGOA DO MATO;41
MA-LAGO DOS RODRIGUES;1
MA-LAGOA GRANDE DO MARANHAO;0
MA-LAJEADO NOVO;8
MA-LIMA CAMPOS;229
MA-LORETO;213
MA-LUIS DOMINGUES;2
MA-MAGALHAES DE ALMEIDA;95
MA-MARACACUME;13
MA-MARAJA DO SENA;0
MA-MARANHAOZINHO;5
MA-MATA ROMA;332
MA-MATINHA;557
MA-MATOES;460
MA-MATOES DO NORTE;20
MA-MILAGRES DO MARANHAO;0
MA-MIRADOR;13
MA-MIRANDA DO NORTE;277
MA-MIRINZAL;213
MA-MONCAO;14
MA-MONTES ALTOS;167
MA-MORROS;171
MA-NINA RODRIGUES;157
MA-NOVA COLINAS;143
MA-NOVA IORQUE;4
MA-NOVA OLINDA DO MARANHAO;24
MA-OLHO D AGUA DAS CUNHAS;216
MA-OLINDA NOVA DO MARANHAO;121
MA-PACO DO LUMIAR;1384
MA-PALMEIRANDIA;21
MA-PARAIBANO;207
MA-PARNARAMA;839
MA-PASSAGEM FRANCA;139
MA-PASTOS BONS;155
MA-PAULINO NEVES;0
MA-PAULO RAMOS;46
MA-PEDREIRAS;2175
MA-PEDRO DO ROSARIO;0
MA-PENALVA;49
MA-PERI MIRIM;40
MA-PERITORO;200
MA-PINDARE MIRIM;481
MA-PINHEIRO;2087
MA-PIO XII;358
MA-PIRAPEMAS;2
MA-POCAO DE PEDRAS;446
MA-PORTO FRANCO;494
MA-PORTO RICO DO MARANHAO;11
MA-PRESIDENTE DUTRA;1003
MA-PRESIDENTE JUSCELINO;198
MA-PRESIDENTE MEDICI;0
MA-PRESIDENTE SARNEY;110
MA-PRESIDENTE VARGAS;7
MA-PRIMEIRA CRUZ;53
MA-RAPOSA;329
MA-RIACHAO;143
MA-RIBAMAR FIQUENE;50
MA-ROSARIO;1175
MA-SAMBAIBA;132
MA-SANTA FILOMENA DO MARANHAO;48
MA-SANTA HELENA;695
MA-SANTA INES;5479
MA-SANTA LUZIA;961
MA-SANTA LUZIA DO PARUA;65
MA-SANTA QUITERIA DO MARANHAO;160
MA-SANTA RITA;101
MA-SANTANA DO MARANHAO;0
MA-SANTO AMARO DO MARANHAO;36
MA-SANTO ANTONIO DOS LOPES;280
MA-SAO BENEDITO DO RIO PRETO;251
MA-SAO BENTO;123
MA-SAO BERNARDO;395
MA-SAO DOMINGOS DO AZEITAO;29
MA-SAO DOMINGOS DO MARANHAO;132
MA-SAO FELIX DE BALSAS;2
MA-SAO FRANCISCO DO BREJAO;45
MA-SAO FRANCISCO DO MARANHAO;49
MA-SAO JOAO BATISTA;9
MA-SAO JOAO DO CARU;3
MA-SAO JOAO DO PARAISO;44
MA-SAO JOAO DO SOTER;1
MA-SAO JOAO DOS PATOS;814
MA-SAO JOSE DE RIBAMAR;2765
MA-SAO JOSE DOS BASILIOS;38
MA-SAO LUIS;172478
MA-SAO LUIS GONZAGA DO MARANHAO;135
MA-SAO MATEUS DO MARANHAO;663
MA-SAO PEDRO DA AGUA BRANCA;71
MA-SAO PEDRO DOS CRENTES;0
MA-SAO RAIMUNDO DAS MANGABEIRAS;429
MA-SAO RAIMUNDO DO DOCA BEZERRA;171
MA-SAO ROBERTO;0
MA-SAO VICENTE FERRER;16
MA-SATUBINHA;39
MA-SENADOR ALEXANDRE COSTA;86
MA-SENADOR LA ROCQUE;4
MA-SERRANO DO MARANHAO;87
MA-SITIO NOVO;51
MA-SUCUPIRA DO NORTE;5
MA-SUCUPIRA DO RIACHAO;106
MA-TASSO FRAGOSO;359
MA-TIMBIRAS;554
MA-TIMON;4357
MA-TRIZIDELA DO VALE;524
MA-TUFILANDIA;0
MA-TUNTUM;312
MA-TURIACU;10
MA-TURILANDIA;112
MA-TUTOIA;2563
MA-URBANO SANTOS;168
MA-VARGEM GRANDE;649
MA-VIANA;764
MA-VILA NOVA DOS MARTIRIOS;127
MA-VITORIA DO MEARIM;716
MA-VITORINO FREIRE;712
MA-ZE DOCA;372
MA-IGNORADO;0
PI-ACAUA;41
PI-AGRICOLANDIA;139
PI-AGUA BRANCA;353
PI-ALAGOINHA DO PIAUI;124
PI-ALEGRETE DO PIAUI;95
PI-ALTO LONGA;381
PI-ALTOS;1100
PI-ALVORADA DO GURGUEIA;73
PI-AMARANTE;306
PI-ANGICAL DO PIAUI;167
PI-ANISIO DE ABREU;97
PI-ANTONIO ALMEIDA;123
PI-AROAZES;206
PI-AROEIRAS DO ITAIM;0
PI-ARRAIAL;86
PI-ASSUNCAO DO PIAUI;36
PI-AVELINO LOPES;115
PI-BAIXA GRANDE DO RIBEIRO;187
PI-BARRA D ALCANTARA;87
PI-BARRAS;1020
PI-BARREIRAS DO PIAUI;5
PI-BARRO DURO;125
PI-BATALHA;346
PI-BELA VISTA DO PIAUI;83
PI-BELEM DO PIAUI;4
PI-BENEDITINOS;217
PI-BERTOLINIA;93
PI-BETANIA DO PIAUI;36
PI-BOA HORA;77
PI-BOCAINA;146
PI-BOM JESUS;503
PI-BOM PRINCIPIO DO PIAUI;214
PI-BONFIM DO PIAUI;60
PI-BOQUEIRAO DO PIAUI;64
PI-BRASILEIRA;68
PI-BREJO DO PIAUI;0
PI-BURITI DOS LOPES;278
PI-BURITI DOS MONTES;91
PI-CABECEIRAS DO PIAUI;155
PI-CAJAZEIRAS DO PIAUI;55
PI-CAJUEIRO DA PRAIA;93
PI-CALDEIRAO GRANDE DO PIAUI;85
PI-CAMPINAS DO PIAUI;166
PI-CAMPO ALEGRE DO FIDALGO;5
PI-CAMPO GRANDE DO PIAUI;0
PI-CAMPO LARGO DO PIAUI;81
PI-CAMPO MAIOR;1931
PI-CANAVIEIRA;0
PI-CANTO DO BURITI;275
PI-CAPITAO DE CAMPOS;196
PI-CAPITAO GERVASIO OLIVEIRA;0
PI-CARACOL;3
PI-CARAUBAS DO PIAUI;96
PI-CARIDADE DO PIAUI;72
PI-CASTELO DO PIAUI;307
PI-CAXINGO;94
PI-COCAL;567
PI-COCAL DE TELHA;75
PI-COCAL DOS ALVES;63
PI-COIVARAS;74
PI-COLONIA DO GURGUEIA;100
PI-COLONIA DO PIAUI;9
PI-CONCEICAO DO CANINDE;70
PI-CORONEL JOSE DIAS;67
PI-CORRENTE;436
PI-CRISTALANDIA DO PIAUI;64
PI-CRISTINO CASTRO;47
PI-CURIMATA;198
PI-CURRAIS;1
PI-CURRALINHOS;36
PI-CURRAL NOVO DO PIAUI;71
PI-DEMERVAL LOBAO;594
PI-DIRCEU ARCOVERDE;92
PI-DOM EXPEDITO LOPES;223
PI-DOMINGOS MOURAO;93
PI-DOM INOCENCIO;60
PI-ELESBAO VELOSO;286
PI-ELISEU MARTINS;101
PI-ESPERANTINA;881
PI-FARTURA DO PIAUI;52
PI-FLORES DO PIAUI;43
PI-FLORESTA DO PIAUI;30
PI-FLORIANO;3056
PI-FRANCINOPOLIS;152
PI-FRANCISCO AYRES;126
PI-FRANCISCO MACEDO;35
PI-FRANCISCO SANTOS;91
PI-FRONTEIRAS;634
PI-GEMINIANO;132
PI-GILBUES;167
PI-GUADALUPE;369
PI-GUARIBAS;0
PI-HUGO NAPOLEAO;259
PI-ILHA GRANDE;125
PI-INHUMA;198
PI-IPIRANGA DO PIAUI;183
PI-ISAIAS COELHO;141
PI-ITAINOPOLIS;78
PI-ITAUEIRA;38
PI-JACOBINA DO PIAUI;94
PI-JAICOS;168
PI-JARDIM DO MULATO;97
PI-JATOBA DO PIAUI;37
PI-JERUMENHA;126
PI-JOAO COSTA;14
PI-JOAQUIM PIRES;113
PI-JOCA MARQUES;58
PI-JOSE DE FREITAS;515
PI-JUAZEIRO DO PIAUI;0
PI-JULIO BORGES;83
PI-JUREMA;67
PI-LAGOINHA DO PIAUI;35
PI-LAGOA ALEGRE;136
PI-LAGOA DO BARRO DO PIAUI;62
PI-LAGOA DE SAO FRANCISCO;99
PI-LAGOA DO PIAUI;318
PI-LAGOA DO SITIO;141
PI-LANDRI SALES;145
PI-LUIS CORREIA;1756
PI-LUZILANDIA;362
PI-MADEIRO;0
PI-MANOEL EMIDIO;103
PI-MARCOLANDIA;111
PI-MARCOS PARENTE;71
PI-MASSAPE DO PIAUI;73
PI-MATIAS OLIMPIO;158
PI-MIGUEL ALVES;424
PI-MIGUEL LEAO;27
PI-MILTON BRANDAO;37
PI-MONSENHOR GIL;162
PI-MONSENHOR HIPOLITO;79
PI-MONTE ALEGRE DO PIAUI;55
PI-MORRO CABECA NO TEMPO;0
PI-MORRO DO CHAPEU DO PIAUI;223
PI-MURICI DOS PORTELAS;0
PI-NAZARE DO PIAUI;66
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;2
PI-NOSSA SENHORA DOS REMEDIOS;110
PI-NOVO ORIENTE DO PIAUI;122
PI-NOVO SANTO ANTONIO;0
PI-OEIRAS;780
PI-OLHO D AGUA DO PIAUI;28
PI-PADRE MARCOS;112
PI-PAES LANDIM;77
PI-PAJEU DO PIAUI;73
PI-PALMEIRA DO PIAUI;65
PI-PALMEIRAIS;223
PI-PAQUETA;50
PI-PARNAGUA;36
PI-PARNAIBA;8680
PI-PASSAGEM FRANCA DO PIAUI;64
PI-PATOS DO PIAUI;66
PI-PAU D ARCO DO PIAUI;0
PI-PAULISTANA;380
PI-PAVUSSU;69
PI-PEDRO II;713
PI-PEDRO LAURENTINO;0
PI-NOVA SANTA RITA;92
PI-PICOS;3975
PI-PIMENTEIRAS;377
PI-PIO IX;663
PI-PIRACURUCA;503
PI-PIRIPIRI;1701
PI-PORTO;26566
PI-PORTO ALEGRE DO PIAUI;58
PI-PRATA DO PIAUI;73
PI-QUEIMADA NOVA;142
PI-REDENCAO DO GURGUEIA;88
PI-REGENERACAO;264
PI-RIACHO FRIO;47
PI-RIBEIRA DO PIAUI;0
PI-RIBEIRO GONCALVES;139
PI-RIO GRANDE DO PIAUI;119
PI-SANTA CRUZ DO PIAUI;73
PI-SANTA CRUZ DOS MILAGRES;153
PI-SANTA FILOMENA;41
PI-SANTA LUZ;162
PI-SANTANA DO PIAUI;136
PI-SANTA ROSA DO PIAUI;82
PI-SANTO ANTONIO DE LISBOA;48
PI-SANTO ANTONIO DOS MILAGRES;56
PI-SANTO INACIO DO PIAUI;79
PI-SAO BRAZ DO PIAUI;0
