Município;Total
AM-RIO PRETO DA EVA;1334
AM-SANTA ISABEL DO RIO NEGRO;203
AM-SANTO ANTONIO DO ICA;501
AM-SAO GABRIEL DA CACHOEIRA;2448
AM-SAO PAULO DE OLIVENCA;42
AM-SAO SEBASTIAO DO UATUMA;403
AM-SILVES;500
AM-TABATINGA;1875
AM-TAPAUA;875
AM-TEFE;2550
AM-TONANTINS;29
AM-UARINI;23
AM-URUCARA;758
AM-URUCURITUBA;644
AM-IGNORADO;0
RR-AMAJARI;380
RR-ALTO ALEGRE;649
RR-BOA VISTA;67685
RR-BONFIM;287
RR-CANTA;866
RR-CARACARAI;1226
RR-CAROEBE;270
RR-IRACEMA;348
RR-MUCAJAI;670
RR-NORMANDIA;346
RR-PACARAIMA;136
RR-RORAINOPOLIS;450
RR-SAO JOAO DA BALIZA;337
RR-SAO LUIZ;83
RR-UIRAMUTA;38
RR-IGNORADO;0
PA-ABAETETUBA;6445
PA-ABEL FIGUEIREDO;570
PA-ACARA;3582
PA-AFUA;1734
PA-AGUA AZUL DO NORTE;1275
PA-ALENQUER;2216
PA-ALMEIRIM;7193
PA-ALTAMIRA;9246
PA-ANAJAS;53
PA-ANANINDEUA;51800
PA-ANAPU;929
PA-AUGUSTO CORREA;1500
PA-AURORA DO PARA;1026
PA-AVEIRO;918
PA-BAGRE;272
PA-BAIAO;1711
PA-BANNACH;446
PA-BARCARENA;12225
PA-BELEM;357645
PA-BELTERRA;155
PA-BENEVIDES;4990
PA-BOM JESUS DO TOCANTINS;1158
PA-BONITO;779
PA-BRAGANCA;4952
PA-BRASIL NOVO;718
PA-BREJO GRANDE DO ARAGUAIA;484
PA-BREU BRANCO;2840
PA-BREVES;5471
PA-BUJARU;1274
PA-CACHOEIRA DO PIRIA;28
PA-CACHOEIRA DO ARARI;768
PA-CAMETA;4621
PA-CANAA DOS CARAJAS;4799
PA-CAPANEMA;4731
PA-CAPITAO POCO;2616
PA-CASTANHAL;25891
PA-CHAVES;233
PA-COLARES;299
PA-CONCEICAO DO ARAGUAIA;3540
PA-CONCORDIA DO PARA;1632
PA-CUMARU DO NORTE;1738
PA-CURIONOPOLIS;1035
PA-CURRALINHO;831
PA-CURUA;534
PA-CURUCA;1162
PA-DOM ELISEU;4879
PA-ELDORADO DO CARAJAS;927
PA-FARO;364
PA-FLORESTA DO ARAGUAIA;1292
PA-GARRAFAO DO NORTE;780
PA-GOIANESIA DO PARA;2726
PA-GURUPA;1543
PA-IGARAPE-ACU;1977
PA-IGARAPE-MIRI;3510
PA-INHANGAPI;649
PA-IPIXUNA DO PARA;2120
PA-IRITUIA;1320
PA-ITAITUBA;6977
PA-ITUPIRANGA;2485
PA-JACAREACANGA;560
PA-JACUNDA;4112
PA-JURUTI;4616
PA-LIMOEIRO DO AJURU;868
PA-MAE DO RIO;2016
PA-MAGALHAES BARATA;232
PA-MARABA;37331
PA-MARACANA;1379
PA-MARAPANIM;929
PA-MARITUBA;12480
PA-MEDICILANDIA;1020
PA-MELGACO;812
PA-MOCAJUBA;966
PA-MOJU;6385
PA-MOJUI DOS CAMPOS;0
PA-MONTE ALEGRE;2664
PA-MUANA;854
PA-NOVA ESPERANCA DO PIRIA;394
PA-NOVA IPIXUNA;679
PA-NOVA TIMBOTEUA;763
PA-NOVO PROGRESSO;1955
PA-NOVO REPARTIMENTO;3807
PA-OBIDOS;2650
PA-OEIRAS DO PARA;1155
PA-ORIXIMINA;6721
PA-OUREM;665
PA-OURILANDIA DO NORTE;3901
PA-PACAJA;1614
PA-PALESTINA DO PARA;321
PA-PARAGOMINAS;14347
PA-PARAUAPEBAS;34994
PA-PAU D ARCO;642
PA-PEIXE-BOI;410
PA-PICARRA;1114
PA-PLACAS;1061
PA-PONTA DE PEDRAS;1054
PA-PORTEL;2634
PA-PORTO DE MOZ;1257
PA-PRAINHA;1171
PA-PRIMAVERA;357
PA-QUATIPURU;698
PA-REDENCAO;9889
PA-RIO MARIA;2041
PA-RONDON DO PARA;4367
PA-RUROPOLIS;1456
PA-SALINOPOLIS;2306
PA-SALVATERRA;799
PA-SANTA BARBARA DO PARA;1320
PA-SANTA CRUZ DO ARARI;24
PA-SANTA IZABEL DO PARA;6099
PA-SANTA LUZIA DO PARA;972
PA-SANTA MARIA DAS BARREIRAS;1911
PA-SANTA MARIA DO PARA;1107
PA-SANTANA DO ARAGUAIA;4204
PA-SANTAREM;31219
PA-SANTAREM NOVO;373
PA-SANTO ANTONIO DO TAUA;1742
PA-SAO CAETANO DE ODIVELAS;464
PA-SAO DOMINGOS DO ARAGUAIA;1252
PA-SAO DOMINGOS DO CAPIM;1219
PA-SAO FELIX DO XINGU;3766
PA-SAO FRANCISCO DO PARA;808
PA-SAO GERALDO DO ARAGUAIA;2080
PA-SAO JOAO DA PONTA;11
PA-SAO JOAO DE PIRABAS;811
PA-SAO JOAO DO ARAGUAIA;400
PA-SAO MIGUEL DO GUAMA;4701
PA-SAO SEBASTIAO DA BOA VISTA;913
PA-SAPUCAIA;845
PA-SENADOR JOSE PORFIRIO;553
PA-SOURE;1031
PA-TAILANDIA;8121
PA-TERRA ALTA;600
PA-TERRA SANTA;892
PA-TOME-ACU;5711
PA-TRACUATEUA;1174
PA-TRAIRAO;509
PA-TUCUMA;3057
PA-TUCURUI;12782
PA-ULIANOPOLIS;3580
PA-URUARA;2932
PA-VIGIA;2361
PA-VISEU;2972
PA-VITORIA DO XINGU;160
PA-XINGUARA;6133
PA-IGNORADO;0
AP-SERRA DO NAVIO;318
AP-AMAPA;425
AP-PEDRA BRANCA DO AMAPARI;1551
AP-CALCOENE;475
AP-CUTIAS;338
AP-FERREIRA GOMES;487
AP-ITAUBAL;187
AP-LARANJAL DO JARI;2045
AP-MACAPA;86667
AP-MAZAGAO;851
AP-OIAPOQUE;1028
AP-PORTO GRANDE;1396
AP-PRACUUBA;294
AP-SANTANA;8373
AP-TARTARUGALZINHO;497
AP-VITORIA DO JARI;839
AP-IGNORADO;0
TO-ABREULANDIA;256
TO-AGUIARNOPOLIS;672
TO-ALIANCA DO TOCANTINS;430
TO-ALMAS;579
TO-ALVORADA;1330
TO-ANANAS;822
TO-ANGICO;312
TO-APARECIDA DO RIO NEGRO;310
TO-ARAGOMINAS;365
TO-ARAGUACEMA;423
TO-ARAGUACU;1090
TO-ARAGUAINA;22596
TO-ARAGUANA;450
TO-ARAGUATINS;2307
TO-ARAPOEMA;860
TO-ARRAIAS;772
TO-AUGUSTINOPOLIS;1044
TO-AURORA DO TOCANTINS;226
TO-AXIXA DO TOCANTINS;662
TO-BABACULANDIA;1180
TO-BANDEIRANTES DO TOCANTINS;432
TO-BARRA DO OURO;205
TO-BARROLANDIA;429
TO-BERNARDO SAYAO;332
TO-BOM JESUS DO TOCANTINS;198
TO-BRASILANDIA DO TOCANTINS;278
TO-BREJINHO DE NAZARE;550
TO-BURITI DO TOCANTINS;365
TO-CACHOEIRINHA;118
TO-CAMPOS LINDOS;575
TO-CARIRI DO TOCANTINS;504
TO-CARMOLANDIA;273
TO-CARRASCO BONITO;159
TO-CASEARA;329
TO-CENTENARIO;146
TO-CHAPADA DE AREIA;163
TO-CHAPADA DA NATIVIDADE;238
TO-COLINAS DO TOCANTINS;3043
TO-COMBINADO;232
TO-CONCEICAO DO TOCANTINS;227
TO-COUTO MAGALHAES;305
TO-CRISTALANDIA;621
TO-CRIXAS DO TOCANTINS;152
TO-DARCINOPOLIS;379
TO-DIANOPOLIS;1655
TO-DIVINOPOLIS DO TOCANTINS;617
TO-DOIS IRMAOS DO TOCANTINS;297
TO-DUERE;461
TO-ESPERANTINA;475
TO-FATIMA;348
TO-FIGUEIROPOLIS;513
TO-FILADELFIA;666
TO-FORMOSO DO ARAGUAIA;2044
TO-FORTALEZA DO TABOCAO;446
TO-GOIANORTE;166
TO-GOIATINS;694
TO-GUARAI;2843
TO-GURUPI;12181
TO-IPUEIRAS;162
TO-ITACAJA;424
TO-ITAGUATINS;364
TO-ITAPIRATINS;252
TO-ITAPORA DO TOCANTINS;393
TO-JAU DO TOCANTINS;318
TO-JUARINA;129
TO-LAGOA DA CONFUSAO;904
TO-LAGOA DO TOCANTINS;137
TO-LAJEADO;350
TO-LAVANDEIRA;9
TO-LIZARDA;151
TO-LUZINOPOLIS;208
TO-MARIANOPOLIS DO TOCANTINS;512
TO-MATEIROS;226
TO-MAURILANDIA DO TOCANTINS;219
TO-MIRACEMA DO TOCANTINS;3227
TO-MIRANORTE;1141
TO-MONTE DO CARMO;430
TO-MONTE SANTO DO TOCANTINS;192
TO-PALMEIRAS DO TOCANTINS;272
TO-MURICILANDIA;329
TO-NATIVIDADE;736
TO-NAZARE;210
TO-NOVA OLINDA;1115
TO-NOVA ROSALANDIA;202
TO-NOVO ACORDO;246
TO-NOVO ALEGRE;167
TO-NOVO JARDIM;254
TO-OLIVEIRA DE FATIMA;151
TO-PALMEIRANTE;300
TO-PALMEIROPOLIS;598
TO-PARAISO DO TOCANTINS;7003
TO-PARANA;640
TO-PAU D ARCO;261
TO-PEDRO AFONSO;1702
TO-PEIXE;1088
TO-PEQUIZEIRO;440
TO-COLMEIA;937
TO-PINDORAMA DO TOCANTINS;217
TO-PIRAQUE;536
TO-PIUM;438
TO-PONTE ALTA DO BOM JESUS;197
TO-PONTE ALTA DO TOCANTINS;324
TO-PORTO ALEGRE DO TOCANTINS;188
TO-PORTO NACIONAL;6282
TO-PRAIA NORTE;242
TO-PRESIDENTE KENNEDY;366
TO-PUGMIL;338
TO-RECURSOLANDIA;240
TO-RIACHINHO;261
TO-RIO DA CONCEICAO;105
TO-RIO DOS BOIS;264
TO-RIO SONO;272
TO-SAMPAIO;210
TO-SANDOLANDIA;356
TO-SANTA FE DO ARAGUAIA;626
TO-SANTA MARIA DO TOCANTINS;167
TO-SANTA RITA DO TOCANTINS;190
TO-SANTA ROSA DO TOCANTINS;365
TO-SANTA TEREZA DO TOCANTINS;199
TO-SANTA TEREZINHA DO TOCANTINS;205
TO-SAO BENTO DO TOCANTINS;227
TO-SAO FELIX DO TOCANTINS;112
TO-SAO MIGUEL DO TOCANTINS;476
TO-SAO SALVADOR DO TOCANTINS;399
TO-SAO SEBASTIAO DO TOCANTINS;316
TO-SAO VALERIO;261
TO-SILVANOPOLIS;382
TO-SITIO NOVO DO TOCANTINS;310
TO-SUCUPIRA;304
TO-TAGUATINGA;939
TO-TAIPAS DO TOCANTINS;223
TO-TALISMA;363
TO-PALMAS;110148
TO-TOCANTINIA;276
TO-TOCANTINOPOLIS;1917
TO-TUPIRAMA;163
TO-TUPIRATINS;228
TO-WANDERLANDIA;809
TO-XAMBIOA;1074
TO-IGNORADO;0
MA-ACAILANDIA;15383
MA-AFONSO CUNHA;10
MA-AGUA DOCE DO MARANHAO;62
MA-ALCANTARA;789
MA-ALDEIAS ALTAS;2415
MA-ALTAMIRA DO MARANHAO;77
MA-ALTO ALEGRE DO MARANHAO;870
MA-ALTO ALEGRE DO PINDARE;419
MA-ALTO PARNAIBA;237
MA-AMAPA DO MARANHAO;183
MA-AMARANTE DO MARANHAO;383
MA-ANAJATUBA;581
MA-ANAPURUS;239
MA-APICUM-ACU;573
MA-ARAGUANA;57
MA-ARAIOSES;1637
MA-ARAME;452
MA-ARARI;946
MA-AXIXA;326
MA-BACABAL;6297
MA-BACABEIRA;1174
MA-BACURI;526
MA-BACURITUBA;148
MA-BALSAS;12289
MA-BARAO DE GRAJAU;837
MA-BARRA DO CORDA;3541
MA-BARREIRINHAS;2404
MA-BELAGUA;81
MA-BELA VISTA DO MARANHAO;61
MA-BENEDITO LEITE;269
MA-BEQUIMAO;391
MA-BERNARDO DO MEARIM;180
MA-BOA VISTA DO GURUPI;237
MA-BOM JARDIM;955
MA-BOM JESUS DAS SELVAS;1009
MA-BOM LUGAR;236
MA-BREJO;1268
MA-BREJO DE AREIA;6
MA-BURITI;454
MA-BURITI BRAVO;528
MA-BURITICUPU;1802
MA-BURITIRANA;490
MA-CACHOEIRA GRANDE;2
MA-CAJAPIO;251
MA-CAJARI;436
MA-CAMPESTRE DO MARANHAO;1222
MA-CANDIDO MENDES;522
MA-CANTANHEDE;515
MA-CAPINZAL DO NORTE;499
MA-CAROLINA;2344
MA-CARUTAPERA;1025
MA-CAXIAS;11608
MA-CEDRAL;171
MA-CENTRAL DO MARANHAO;268
MA-CENTRO DO GUILHERME;147
MA-CENTRO NOVO DO MARANHAO;266
MA-CHAPADINHA;4161
MA-CIDELANDIA;941
MA-CODO;6200
MA-COELHO NETO;3332
MA-COLINAS;1254
MA-CONCEICAO DO LAGO-ACU;438
MA-COROATA;2773
MA-CURURUPU;1188
MA-DAVINOPOLIS;277
MA-DOM PEDRO;1164
MA-DUQUE BACELAR;523
MA-ESPERANTINOPOLIS;658
MA-ESTREITO;9990
MA-FEIRA NOVA DO MARANHAO;355
MA-FERNANDO FALCAO;170
MA-FORMOSA DA SERRA NEGRA;500
MA-FORTALEZA DOS NOGUEIRAS;569
MA-FORTUNA;49
MA-GODOFREDO VIANA;669
MA-GONCALVES DIAS;346
MA-GOVERNADOR ARCHER;271
MA-GOVERNADOR EDISON LOBAO;1383
MA-GOVERNADOR EUGENIO BARROS;556
MA-GOVERNADOR LUIZ ROCHA;4
MA-GOVERNADOR NEWTON BELLO;213
MA-GOVERNADOR NUNES FREIRE;123
MA-GRACA ARANHA;7
MA-GRAJAU;4202
MA-GUIMARAES;435
MA-HUMBERTO DE CAMPOS;1073
MA-ICATU;635
MA-IGARAPE DO MEIO;683
MA-IGARAPE GRANDE;401
MA-IMPERATRIZ;38038
MA-ITAIPAVA DO GRAJAU;112
MA-ITAPECURU MIRIM;4282
MA-ITINGA DO MARANHAO;1525
MA-JATOBA;284
MA-JENIPAPO DOS VIEIRAS;314
MA-JOAO LISBOA;1369
MA-JOSELANDIA;486
MA-JUNCO DO MARANHAO;141
MA-LAGO DA PEDRA;1433
MA-LAGO DO JUNCO;306
MA-LAGO VERDE;61
MA-LAGOA DO MATO;253
MA-LAGO DOS RODRIGUES;336
MA-LAGOA GRANDE DO MARANHAO;5
MA-LAJEADO NOVO;268
MA-LIMA CAMPOS;580
MA-LORETO;633
MA-LUIS DOMINGUES;206
MA-MAGALHAES DE ALMEIDA;750
MA-MARACACUME;778
MA-MARAJA DO SENA;86
MA-MARANHAOZINHO;183
MA-MATA ROMA;902
MA-MATINHA;1081
MA-MATOES;1332
MA-MATOES DO NORTE;7
MA-MILAGRES DO MARANHAO;203
MA-MIRADOR;43
MA-MIRANDA DO NORTE;783
MA-MIRINZAL;340
MA-MONCAO;348
MA-MONTES ALTOS;283
MA-MORROS;97
MA-NINA RODRIGUES;316
MA-NOVA COLINAS;279
MA-NOVA IORQUE;182
MA-NOVA OLINDA DO MARANHAO;190
MA-OLHO D AGUA DAS CUNHAS;922
MA-OLINDA NOVA DO MARANHAO;443
MA-PACO DO LUMIAR;3638
MA-PALMEIRANDIA;30
MA-PARAIBANO;655
MA-PARNARAMA;1865
MA-PASSAGEM FRANCA;349
MA-PASTOS BONS;513
MA-PAULINO NEVES;253
MA-PAULO RAMOS;566
MA-PEDREIRAS;3545
MA-PEDRO DO ROSARIO;454
MA-PENALVA;1450
MA-PERI MIRIM;142
MA-PERITORO;829
MA-PINDARE-MIRIM;1097
MA-PINHEIRO;3813
MA-PIO XII;1208
MA-PIRAPEMAS;19
MA-POCAO DE PEDRAS;860
MA-PORTO FRANCO;1788
MA-PORTO RICO DO MARANHAO;253
MA-PRESIDENTE DUTRA;2983
MA-PRESIDENTE JUSCELINO;397
MA-PRESIDENTE MEDICI;251
MA-PRESIDENTE SARNEY;156
MA-PRESIDENTE VARGAS;370
MA-PRIMEIRA CRUZ;72
MA-RAPOSA;758
MA-RIACHAO;1003
MA-RIBAMAR FIQUENE;319
MA-ROSARIO;2061
MA-SAMBAIBA;457
MA-SANTA FILOMENA DO MARANHAO;2
MA-SANTA HELENA;964
MA-SANTA INES;7693
MA-SANTA LUZIA;2379
MA-SANTA LUZIA DO PARUA;968
MA-SANTA QUITERIA DO MARANHAO;269
MA-SANTA RITA;342
MA-SANTANA DO MARANHAO;202
MA-SANTO AMARO DO MARANHAO;236
MA-SANTO ANTONIO DOS LOPES;285
MA-SAO BENEDITO DO RIO PRETO;384
MA-SAO BENTO;820
MA-SAO BERNARDO;1084
MA-SAO DOMINGOS DO AZEITAO;160
MA-SAO DOMINGOS DO MARANHAO;1042
MA-SAO FELIX DE BALSAS;40
MA-SAO FRANCISCO DO BREJAO;344
MA-SAO FRANCISCO DO MARANHAO;437
MA-SAO JOAO BATISTA;324
MA-SAO JOAO DO CARU;21
MA-SAO JOAO DO PARAISO;350
MA-SAO JOAO DO SOTER;389
MA-SAO JOAO DOS PATOS;1312
MA-SAO JOSE DE RIBAMAR;9279
MA-SAO JOSE DOS BASILIOS;180
MA-SAO LUIS;277248
MA-SAO LUIS GONZAGA DO MARANHAO;628
MA-SAO MATEUS DO MARANHAO;1009
MA-SAO PEDRO DA AGUA BRANCA;145
MA-SAO PEDRO DOS CRENTES;296
MA-SAO RAIMUNDO DAS MANGABEIRAS;2110
MA-SAO RAIMUNDO DO DOCA BEZERRA;307
MA-SAO ROBERTO;0
MA-SAO VICENTE FERRER;461
MA-SATUBINHA;140
MA-SENADOR ALEXANDRE COSTA;275
MA-SENADOR LA ROCQUE;720
MA-SERRANO DO MARANHAO;5
MA-SITIO NOVO;760
MA-SUCUPIRA DO NORTE;289
MA-SUCUPIRA DO RIACHAO;116
MA-TASSO FRAGOSO;1014
MA-TIMBIRAS;829
MA-TIMON;11538
MA-TRIZIDELA DO VALE;1145
MA-TUFILANDIA;331
MA-TUNTUM;688
MA-TURIACU;869
MA-TURILANDIA;496
MA-TUTOIA;4013
MA-URBANO SANTOS;1490
MA-VARGEM GRANDE;1509
MA-VIANA;1396
MA-VILA NOVA DOS MARTIRIOS;588
MA-VITORIA DO MEARIM;1191
MA-VITORINO FREIRE;1390
MA-ZE DOCA;1798
MA-IGNORADO;0
PI-ACAUA;272
PI-AGRICOLANDIA;149
PI-AGUA BRANCA;914
PI-ALAGOINHA DO PIAUI;198
PI-ALEGRETE DO PIAUI;157
PI-ALTO LONGA;385
PI-ALTOS;1889
PI-ALVORADA DO GURGUEIA;334
PI-AMARANTE;727
PI-ANGICAL DO PIAUI;300
PI-ANISIO DE ABREU;246
PI-ANTONIO ALMEIDA;286
PI-AROAZES;345
PI-AROEIRAS DO ITAIM;72
PI-ARRAIAL;143
PI-ASSUNCAO DO PIAUI;334
PI-AVELINO LOPES;430
PI-BAIXA GRANDE DO RIBEIRO;946
PI-BARRA D ALCANTARA;144
PI-BARRAS;1742
PI-BARREIRAS DO PIAUI;30
PI-BARRO DURO;365
PI-BATALHA;955
PI-BELA VISTA DO PIAUI;150
PI-BELEM DO PIAUI;79
PI-BENEDITINOS;355
PI-BERTOLINIA;232
PI-BETANIA DO PIAUI;194
PI-BOA HORA;218
PI-BOCAINA;210
PI-BOM JESUS;1525
PI-BOM PRINCIPIO DO PIAUI;287
PI-BONFIM DO PIAUI;77
PI-BOQUEIRAO DO PIAUI;220
PI-BRASILEIRA;223
PI-BREJO DO PIAUI;147
PI-BURITI DOS LOPES;760
PI-BURITI DOS MONTES;262
PI-CABECEIRAS DO PIAUI;349
PI-CAJAZEIRAS DO PIAUI;104
PI-CAJUEIRO DA PRAIA;446
PI-CALDEIRAO GRANDE DO PIAUI;113
PI-CAMPINAS DO PIAUI;229
PI-CAMPO ALEGRE DO FIDALGO;140
PI-CAMPO GRANDE DO PIAUI;252
PI-CAMPO LARGO DO PIAUI;2
PI-CAMPO MAIOR;3428
PI-CANAVIEIRA;107
PI-CANTO DO BURITI;1377
PI-CAPITAO DE CAMPOS;374
PI-CAPITAO GERVASIO OLIVEIRA;7
PI-CARACOL;244
PI-CARAUBAS DO PIAUI;152
PI-CARIDADE DO PIAUI;200
PI-CASTELO DO PIAUI;1027
PI-CAXINGO;258
PI-COCAL;762
PI-COCAL DE TELHA;223
PI-COCAL DOS ALVES;235
PI-COIVARAS;168
PI-COLONIA DO GURGUEIA;301
PI-COLONIA DO PIAUI;254
PI-CONCEICAO DO CANINDE;125
PI-CORONEL JOSE DIAS;194
PI-CORRENTE;1520
PI-CRISTALANDIA DO PIAUI;35
PI-CRISTINO CASTRO;446
PI-CURIMATA;651
PI-CURRAIS;141
PI-CURRALINHOS;68
PI-CURRAL NOVO DO PIAUI;153
PI-DEMERVAL LOBAO;351
PI-DIRCEU ARCOVERDE;306
PI-DOM EXPEDITO LOPES;285
PI-DOMINGOS MOURAO;159
PI-DOM INOCENCIO;221
PI-ELESBAO VELOSO;448
PI-ELISEU MARTINS;187
PI-ESPERANTINA;1651
PI-FARTURA DO PIAUI;192
PI-FLORES DO PIAUI;236
PI-FLORESTA DO PIAUI;169
PI-FLORIANO;6522
PI-FRANCINOPOLIS;198
PI-FRANCISCO AYRES;169
PI-FRANCISCO MACEDO;146
PI-FRANCISCO SANTOS;265
PI-FRONTEIRAS;1034
PI-GEMINIANO;140
PI-GILBUES;606
PI-GUADALUPE;908
PI-GUARIBAS;10
PI-HUGO NAPOLEAO;165
PI-ILHA GRANDE;441
PI-INHUMA;443
PI-IPIRANGA DO PIAUI;309
PI-ISAIAS COELHO;213
PI-ITAINOPOLIS;366
PI-ITAUEIRA;419
PI-JACOBINA DO PIAUI;230
PI-JAICOS;606
PI-JARDIM DO MULATO;177
PI-JATOBA DO PIAUI;130
PI-JERUMENHA;245
PI-JOAO COSTA;133
PI-JOAQUIM PIRES;360
PI-JOCA MARQUES;143
PI-JOSE DE FREITAS;1364
PI-JUAZEIRO DO PIAUI;236
PI-JULIO BORGES;229
PI-JUREMA;177
PI-LAGOINHA DO PIAUI;85
PI-LAGOA ALEGRE;219
PI-LAGOA DO BARRO DO PIAUI;222
PI-LAGOA DE SAO FRANCISCO;345
PI-LAGOA DO PIAUI;251
PI-LAGOA DO SITIO;211
PI-LANDRI SALES;322
PI-LUIS CORREIA;2074
PI-LUZILANDIA;1021
PI-MADEIRO;328
PI-MANOEL EMIDIO;247
PI-MARCOLANDIA;287
PI-MARCOS PARENTE;179
PI-MASSAPE DO PIAUI;217
PI-MATIAS OLIMPIO;353
PI-MIGUEL ALVES;1041
PI-MIGUEL LEAO;126
PI-MILTON BRANDAO;210
PI-MONSENHOR GIL;598
PI-MONSENHOR HIPOLITO;225
PI-MONTE ALEGRE DO PIAUI;487
PI-MORRO CABECA NO TEMPO;153
PI-MORRO DO CHAPEU DO PIAUI;299
PI-MURICI DOS PORTELAS;451
PI-NAZARE DO PIAUI;174
PI-NAZARIA;34
PI-NOSSA SENHORA DE NAZARE;195
PI-NOSSA SENHORA DOS REMEDIOS;16
PI-NOVO ORIENTE DO PIAUI;199
PI-NOVO SANTO ANTONIO;15
PI-OEIRAS;1962
PI-OLHO D AGUA DO PIAUI;75
PI-PADRE MARCOS;148
PI-PAES LANDIM;131
PI-PAJEU DO PIAUI;101
PI-PALMEIRA DO PIAUI;184
PI-PALMEIRAIS;444
PI-PAQUETA;117
PI-PARNAGUA;371
PI-PARNAIBA;13587
PI-PASSAGEM FRANCA DO PIAUI;122
PI-PATOS DO PIAUI;211
PI-PAU D ARCO DO PIAUI;84
PI-PAULISTANA;810
PI-PAVUSSU;161
PI-PEDRO II;1660
PI-PEDRO LAURENTINO;29
PI-NOVA SANTA RITA;160
PI-PICOS;9377
PI-PIMENTEIRAS;50
PI-PIO IX;1007
PI-PIRACURUCA;961
PI-PIRIPIRI;4319
PI-PORTO;332
PI-PORTO ALEGRE DO PIAUI;214
PI-PRATA DO PIAUI;100
PI-QUEIMADA NOVA;298
PI-REDENCAO DO GURGUEIA;361
PI-REGENERACAO;919
PI-RIACHO FRIO;158
PI-RIBEIRA DO PIAUI;105
PI-RIBEIRO GONCALVES;225
PI-RIO GRANDE DO PIAUI;334
PI-SANTA CRUZ DO PIAUI;235
PI-SANTA CRUZ DOS MILAGRES;190
