Município;Total
AM-ITAPIRANGA;354
AM-JAPURA;352
AM-JURUA;532
AM-JUTAI;14
AM-LABREA;1283
AM-MANACAPURU;3984
AM-MANAQUIRI;907
AM-MANAUS;440469
AM-MANICORE;970
AM-MARAA;544
AM-MAUES;2611
AM-NHAMUNDA;564
AM-NOVA OLINDA DO NORTE;990
AM-NOVO AIRAO;312
AM-NOVO ARIPUANA;434
AM-PARINTINS;5852
AM-PAUINI;441
AM-PRESIDENTE FIGUEIREDO;3913
AM-RIO PRETO DA EVA;1697
AM-SANTA ISABEL DO RIO NEGRO;209
AM-SANTO ANTONIO DO ICA;614
AM-SAO GABRIEL DA CACHOEIRA;1811
AM-SAO PAULO DE OLIVENCA;42
AM-SAO SEBASTIAO DO UATUMA;252
AM-SILVES;562
AM-TABATINGA;1821
AM-TAPAUA;793
AM-TEFE;2156
AM-TONANTINS;313
AM-UARINI;27
AM-URUCARA;800
AM-URUCURITUBA;549
AM-IGNORADO;0
RR-AMAJARI;358
RR-ALTO ALEGRE;543
RR-BOA VISTA;46440
RR-BONFIM;512
RR-CANTA;314
RR-CARACARAI;756
RR-CAROEBE;183
RR-IRACEMA;275
RR-MUCAJAI;719
RR-NORMANDIA;211
RR-PACARAIMA;505
RR-RORAINOPOLIS;331
RR-SAO JOAO DA BALIZA;91
RR-SAO LUIZ;53
RR-UIRAMUTA;127
RR-IGNORADO;0
PA-ABAETETUBA;5700
PA-ABEL FIGUEIREDO;641
PA-ACARA;2406
PA-AFUA;1729
PA-AGUA AZUL DO NORTE;1457
PA-ALENQUER;1841
PA-ALMEIRIM;7301
PA-ALTAMIRA;9658
PA-ANAJAS;60
PA-ANANINDEUA;48632
PA-ANAPU;369
PA-AUGUSTO CORREA;1415
PA-AURORA DO PARA;873
PA-AVEIRO;819
PA-BAGRE;244
PA-BAIAO;1450
PA-BANNACH;414
PA-BARCARENA;19207
PA-BELEM;357877
PA-BELTERRA;1064
PA-BENEVIDES;4592
PA-BOM JESUS DO TOCANTINS;980
PA-BONITO;641
PA-BRAGANCA;4299
PA-BRASIL NOVO;787
PA-BREJO GRANDE DO ARAGUAIA;482
PA-BREU BRANCO;2992
PA-BREVES;4076
PA-BUJARU;802
PA-CACHOEIRA DO PIRIA;77
PA-CACHOEIRA DO ARARI;731
PA-CAMETA;4496
PA-CANAA DOS CARAJAS;3085
PA-CAPANEMA;4655
PA-CAPITAO POCO;1222
PA-CASTANHAL;24364
PA-CHAVES;384
PA-COLARES;266
PA-CONCEICAO DO ARAGUAIA;3529
PA-CONCORDIA DO PARA;1516
PA-CUMARU DO NORTE;1644
PA-CURIONOPOLIS;1130
PA-CURRALINHO;6
PA-CURUA;476
PA-CURUCA;740
PA-DOM ELISEU;4694
PA-ELDORADO DO CARAJAS;1100
PA-FARO;330
PA-FLORESTA DO ARAGUAIA;1145
PA-GARRAFAO DO NORTE;60
PA-GOIANESIA DO PARA;2919
PA-GURUPA;1559
PA-IGARAPE-ACU;1971
PA-IGARAPE-MIRI;3472
PA-INHANGAPI;615
PA-IPIXUNA DO PARA;1910
PA-IRITUIA;1256
PA-ITAITUBA;6293
PA-ITUPIRANGA;2054
PA-JACAREACANGA;660
PA-JACUNDA;4341
PA-JURUTI;3958
PA-LIMOEIRO DO AJURU;655
PA-MAE DO RIO;1977
PA-MAGALHAES BARATA;214
PA-MARABA;32398
PA-MARACANA;1220
PA-MARAPANIM;910
PA-MARITUBA;10696
PA-MEDICILANDIA;884
PA-MELGACO;772
PA-MOCAJUBA;650
PA-MOJU;5307
PA-MOJUI DOS CAMPOS;0
PA-MONTE ALEGRE;2765
PA-MUANA;853
PA-NOVA ESPERANCA DO PIRIA;676
PA-NOVA IPIXUNA;828
PA-NOVA TIMBOTEUA;701
PA-NOVO PROGRESSO;1523
PA-NOVO REPARTIMENTO;3445
PA-OBIDOS;2230
PA-OEIRAS DO PARA;1115
PA-ORIXIMINA;7630
PA-OUREM;144
PA-OURILANDIA DO NORTE;4292
PA-PACAJA;2066
PA-PALESTINA DO PARA;319
PA-PARAGOMINAS;14591
PA-PARAUAPEBAS;35432
PA-PAU D ARCO;711
PA-PEIXE-BOI;207
PA-PICARRA;1010
PA-PLACAS;785
PA-PONTA DE PEDRAS;858
PA-PORTEL;2158
PA-PORTO DE MOZ;1302
PA-PRAINHA;1056
PA-PRIMAVERA;370
PA-QUATIPURU;511
PA-REDENCAO;9042
PA-RIO MARIA;1826
PA-RONDON DO PARA;4394
PA-RUROPOLIS;1489
PA-SALINOPOLIS;1967
PA-SALVATERRA;635
PA-SANTA BARBARA DO PARA;1089
PA-SANTA CRUZ DO ARARI;35
PA-SANTA IZABEL DO PARA;6006
PA-SANTA LUZIA DO PARA;886
PA-SANTA MARIA DAS BARREIRAS;1618
PA-SANTA MARIA DO PARA;1127
PA-SANTANA DO ARAGUAIA;4001
PA-SANTAREM;30405
PA-SANTAREM NOVO;358
PA-SANTO ANTONIO DO TAUA;1771
PA-SAO CAETANO DE ODIVELAS;398
PA-SAO DOMINGOS DO ARAGUAIA;1073
PA-SAO DOMINGOS DO CAPIM;1283
PA-SAO FELIX DO XINGU;3274
PA-SAO FRANCISCO DO PARA;782
PA-SAO GERALDO DO ARAGUAIA;2087
PA-SAO JOAO DA PONTA;216
PA-SAO JOAO DE PIRABAS;810
PA-SAO JOAO DO ARAGUAIA;133
PA-SAO MIGUEL DO GUAMA;4555
PA-SAO SEBASTIAO DA BOA VISTA;753
PA-SAPUCAIA;942
PA-SENADOR JOSE PORFIRIO;537
PA-SOURE;1075
PA-TAILANDIA;7377
PA-TERRA ALTA;409
PA-TERRA SANTA;784
PA-TOME-ACU;4621
PA-TRACUATEUA;1006
PA-TRAIRAO;368
PA-TUCUMA;2881
PA-TUCURUI;14662
PA-ULIANOPOLIS;3090
PA-URUARA;2635
PA-VIGIA;2233
PA-VISEU;1864
PA-VITORIA DO XINGU;583
PA-XINGUARA;5948
PA-IGNORADO;0
AP-SERRA DO NAVIO;329
AP-AMAPA;298
AP-PEDRA BRANCA DO AMAPARI;1554
AP-CALCOENE;359
AP-CUTIAS;302
AP-FERREIRA GOMES;413
AP-ITAUBAL;217
AP-LARANJAL DO JARI;1831
AP-MACAPA;80858
AP-MAZAGAO;1064
AP-OIAPOQUE;735
AP-PORTO GRANDE;1392
AP-PRACUUBA;260
AP-SANTANA;7642
AP-TARTARUGALZINHO;629
AP-VITORIA DO JARI;300
AP-IGNORADO;0
TO-ABREULANDIA;181
TO-AGUIARNOPOLIS;811
TO-ALIANCA DO TOCANTINS;425
TO-ALMAS;322
TO-ALVORADA;1001
TO-ANANAS;677
TO-ANGICO;194
TO-APARECIDA DO RIO NEGRO;217
TO-ARAGOMINAS;304
TO-ARAGUACEMA;372
TO-ARAGUACU;917
TO-ARAGUAINA;21967
TO-ARAGUANA;398
TO-ARAGUATINS;1974
TO-ARAPOEMA;876
TO-ARRAIAS;1128
TO-AUGUSTINOPOLIS;928
TO-AURORA DO TOCANTINS;170
TO-AXIXA DO TOCANTINS;581
TO-BABACULANDIA;1187
TO-BANDEIRANTES DO TOCANTINS;394
TO-BARRA DO OURO;60
TO-BARROLANDIA;359
TO-BERNARDO SAYAO;285
TO-BOM JESUS DO TOCANTINS;202
TO-BRASILANDIA DO TOCANTINS;245
TO-BREJINHO DE NAZARE;536
TO-BURITI DO TOCANTINS;279
TO-CACHOEIRINHA;7
TO-CAMPOS LINDOS;662
TO-CARIRI DO TOCANTINS;498
TO-CARMOLANDIA;321
TO-CARRASCO BONITO;146
TO-CASEARA;469
TO-CENTENARIO;145
TO-CHAPADA DE AREIA;31
TO-CHAPADA DA NATIVIDADE;194
TO-COLINAS DO TOCANTINS;2828
TO-COMBINADO;133
TO-CONCEICAO DO TOCANTINS;236
TO-COUTO MAGALHAES;249
TO-CRISTALANDIA;626
TO-CRIXAS DO TOCANTINS;141
TO-DARCINOPOLIS;373
TO-DIANOPOLIS;1757
TO-DIVINOPOLIS DO TOCANTINS;589
TO-DOIS IRMAOS DO TOCANTINS;470
TO-DUERE;448
TO-ESPERANTINA;348
TO-FATIMA;303
TO-FIGUEIROPOLIS;508
TO-FILADELFIA;508
TO-FORMOSO DO ARAGUAIA;1801
TO-FORTALEZA DO TABOCAO;357
TO-GOIANORTE;123
TO-GOIATINS;636
TO-GUARAI;2790
TO-GURUPI;11494
TO-IPUEIRAS;126
TO-ITACAJA;372
TO-ITAGUATINS;315
TO-ITAPIRATINS;225
TO-ITAPORA DO TOCANTINS;299
TO-JAU DO TOCANTINS;289
TO-JUARINA;123
TO-LAGOA DA CONFUSAO;897
TO-LAGOA DO TOCANTINS;234
TO-LAJEADO;372
TO-LAVANDEIRA;11
TO-LIZARDA;70
TO-LUZINOPOLIS;186
TO-MARIANOPOLIS DO TOCANTINS;482
TO-MATEIROS;205
TO-MAURILANDIA DO TOCANTINS;195
TO-MIRACEMA DO TOCANTINS;2716
TO-MIRANORTE;922
TO-MONTE DO CARMO;435
TO-MONTE SANTO DO TOCANTINS;167
TO-PALMEIRAS DO TOCANTINS;253
TO-MURICILANDIA;348
TO-NATIVIDADE;625
TO-NAZARE;179
TO-NOVA OLINDA;844
TO-NOVA ROSALANDIA;187
TO-NOVO ACORDO;219
TO-NOVO ALEGRE;102
TO-NOVO JARDIM;256
TO-OLIVEIRA DE FATIMA;160
TO-PALMEIRANTE;452
TO-PALMEIROPOLIS;614
TO-PARAISO DO TOCANTINS;6222
TO-PARANA;597
TO-PAU D ARCO;239
TO-PEDRO AFONSO;1100
TO-PEIXE;1056
TO-PEQUIZEIRO;302
TO-COLMEIA;760
TO-PINDORAMA DO TOCANTINS;180
TO-PIRAQUE;350
TO-PIUM;502
TO-PONTE ALTA DO BOM JESUS;230
TO-PONTE ALTA DO TOCANTINS;370
TO-PORTO ALEGRE DO TOCANTINS;161
TO-PORTO NACIONAL;4998
TO-PRAIA NORTE;238
TO-PRESIDENTE KENNEDY;322
TO-PUGMIL;230
TO-RECURSOLANDIA;213
TO-RIACHINHO;232
TO-RIO DA CONCEICAO;177
TO-RIO DOS BOIS;119
TO-RIO SONO;234
TO-SAMPAIO;253
TO-SANDOLANDIA;305
TO-SANTA FE DO ARAGUAIA;584
TO-SANTA MARIA DO TOCANTINS;198
TO-SANTA RITA DO TOCANTINS;187
TO-SANTA ROSA DO TOCANTINS;296
TO-SANTA TEREZA DO TOCANTINS;184
TO-SANTA TEREZINHA DO TOCANTINS;245
TO-SAO BENTO DO TOCANTINS;138
TO-SAO FELIX DO TOCANTINS;119
TO-SAO MIGUEL DO TOCANTINS;443
TO-SAO SALVADOR DO TOCANTINS;821
TO-SAO SEBASTIAO DO TOCANTINS;255
TO-SAO VALERIO;371
TO-SILVANOPOLIS;401
TO-SITIO NOVO DO TOCANTINS;321
TO-SUCUPIRA;246
TO-TAGUATINGA;805
TO-TAIPAS DO TOCANTINS;168
TO-TALISMA;378
TO-PALMAS;103820
TO-TOCANTINIA;458
TO-TOCANTINOPOLIS;1478
TO-TUPIRAMA;224
TO-TUPIRATINS;508
TO-WANDERLANDIA;563
TO-XAMBIOA;1463
TO-IGNORADO;0
MA-ACAILANDIA;14942
MA-AFONSO CUNHA;13
MA-AGUA DOCE DO MARANHAO;39
MA-ALCANTARA;673
MA-ALDEIAS ALTAS;1418
MA-ALTAMIRA DO MARANHAO;117
MA-ALTO ALEGRE DO MARANHAO;835
MA-ALTO ALEGRE DO PINDARE;209
MA-ALTO PARNAIBA;246
MA-AMAPA DO MARANHAO;179
MA-AMARANTE DO MARANHAO;134
MA-ANAJATUBA;570
MA-ANAPURUS;510
MA-APICUM-ACU;456
MA-ARAGUANA;10
MA-ARAIOSES;1200
MA-ARAME;574
MA-ARARI;852
MA-AXIXA;307
MA-BACABAL;5963
MA-BACABEIRA;894
MA-BACURI;520
MA-BACURITUBA;214
MA-BALSAS;11715
MA-BARAO DE GRAJAU;704
MA-BARRA DO CORDA;3386
MA-BARREIRINHAS;1936
MA-BELAGUA;0
MA-BELA VISTA DO MARANHAO;23
MA-BENEDITO LEITE;403
MA-BEQUIMAO;48
MA-BERNARDO DO MEARIM;171
MA-BOA VISTA DO GURUPI;280
MA-BOM JARDIM;910
MA-BOM JESUS DAS SELVAS;1013
MA-BOM LUGAR;224
MA-BREJO;1003
MA-BREJO DE AREIA;7
MA-BURITI;694
MA-BURITI BRAVO;325
MA-BURITICUPU;2442
MA-BURITIRANA;483
MA-CACHOEIRA GRANDE;166
MA-CAJAPIO;227
MA-CAJARI;10
MA-CAMPESTRE DO MARANHAO;944
MA-CANDIDO MENDES;483
MA-CANTANHEDE;614
MA-CAPINZAL DO NORTE;516
MA-CAROLINA;1992
MA-CARUTAPERA;937
MA-CAXIAS;11328
MA-CEDRAL;4
MA-CENTRAL DO MARANHAO;278
MA-CENTRO DO GUILHERME;7
MA-CENTRO NOVO DO MARANHAO;687
MA-CHAPADINHA;3841
MA-CIDELANDIA;919
MA-CODO;5591
MA-COELHO NETO;2828
MA-COLINAS;998
MA-CONCEICAO DO LAGO-ACU;128
MA-COROATA;2790
MA-CURURUPU;1120
MA-DAVINOPOLIS;282
MA-DOM PEDRO;1156
MA-DUQUE BACELAR;428
MA-ESPERANTINOPOLIS;663
MA-ESTREITO;6616
MA-FEIRA NOVA DO MARANHAO;303
MA-FERNANDO FALCAO;178
MA-FORMOSA DA SERRA NEGRA;455
MA-FORTALEZA DOS NOGUEIRAS;511
MA-FORTUNA;395
MA-GODOFREDO VIANA;248
MA-GONCALVES DIAS;356
MA-GOVERNADOR ARCHER;267
MA-GOVERNADOR EDISON LOBAO;920
MA-GOVERNADOR EUGENIO BARROS;519
MA-GOVERNADOR LUIZ ROCHA;245
MA-GOVERNADOR NEWTON BELLO;30
MA-GOVERNADOR NUNES FREIRE;514
MA-GRACA ARANHA;128
MA-GRAJAU;4052
MA-GUIMARAES;279
MA-HUMBERTO DE CAMPOS;1157
MA-ICATU;463
MA-IGARAPE DO MEIO;714
MA-IGARAPE GRANDE;381
MA-IMPERATRIZ;36496
MA-ITAIPAVA DO GRAJAU;106
MA-ITAPECURU MIRIM;3861
MA-ITINGA DO MARANHAO;1766
MA-JATOBA;278
MA-JENIPAPO DOS VIEIRAS;287
MA-JOAO LISBOA;1219
MA-JOSELANDIA;474
MA-JUNCO DO MARANHAO;113
MA-LAGO DA PEDRA;1422
MA-LAGO DO JUNCO;242
MA-LAGO VERDE;353
MA-LAGOA DO MATO;295
MA-LAGO DOS RODRIGUES;314
MA-LAGOA GRANDE DO MARANHAO;166
MA-LAJEADO NOVO;334
MA-LIMA CAMPOS;566
MA-LORETO;469
MA-LUIS DOMINGUES;206
MA-MAGALHAES DE ALMEIDA;701
MA-MARACACUME;316
MA-MARAJA DO SENA;71
MA-MARANHAOZINHO;283
MA-MATA ROMA;507
MA-MATINHA;979
MA-MATOES;1154
MA-MATOES DO NORTE;120
MA-MILAGRES DO MARANHAO;205
MA-MIRADOR;366
MA-MIRANDA DO NORTE;716
MA-MIRINZAL;319
MA-MONCAO;225
MA-MONTES ALTOS;217
MA-MORROS;426
MA-NINA RODRIGUES;193
MA-NOVA COLINAS;238
MA-NOVA IORQUE;166
MA-NOVA OLINDA DO MARANHAO;60
MA-OLHO D AGUA DAS CUNHAS;613
MA-OLINDA NOVA DO MARANHAO;387
MA-PACO DO LUMIAR;3860
MA-PALMEIRANDIA;369
MA-PARAIBANO;625
MA-PARNARAMA;1772
MA-PASSAGEM FRANCA;334
MA-PASTOS BONS;559
MA-PAULINO NEVES;3
MA-PAULO RAMOS;69
MA-PEDREIRAS;3353
MA-PEDRO DO ROSARIO;593
MA-PENALVA;772
MA-PERI MIRIM;221
MA-PERITORO;716
MA-PINDARE-MIRIM;1282
MA-PINHEIRO;3399
MA-PIO XII;1120
MA-PIRAPEMAS;456
MA-POCAO DE PEDRAS;830
MA-PORTO FRANCO;1541
MA-PORTO RICO DO MARANHAO;181
MA-PRESIDENTE DUTRA;2778
MA-PRESIDENTE JUSCELINO;479
MA-PRESIDENTE MEDICI;134
MA-PRESIDENTE SARNEY;8
MA-PRESIDENTE VARGAS;367
MA-PRIMEIRA CRUZ;362
MA-RAPOSA;614
MA-RIACHAO;864
MA-RIBAMAR FIQUENE;319
MA-ROSARIO;1979
MA-SAMBAIBA;405
MA-SANTA FILOMENA DO MARANHAO;0
MA-SANTA HELENA;555
MA-SANTA INES;7435
MA-SANTA LUZIA;2372
MA-SANTA LUZIA DO PARUA;868
MA-SANTA QUITERIA DO MARANHAO;433
MA-SANTA RITA;710
MA-SANTANA DO MARANHAO;182
MA-SANTO AMARO DO MARANHAO;401
MA-SANTO ANTONIO DOS LOPES;451
MA-SAO BENEDITO DO RIO PRETO;368
MA-SAO BENTO;772
MA-SAO BERNARDO;1007
MA-SAO DOMINGOS DO AZEITAO;145
MA-SAO DOMINGOS DO MARANHAO;286
MA-SAO FELIX DE BALSAS;192
MA-SAO FRANCISCO DO BREJAO;383
MA-SAO FRANCISCO DO MARANHAO;438
MA-SAO JOAO BATISTA;16
MA-SAO JOAO DO CARU;9
MA-SAO JOAO DO PARAISO;91
MA-SAO JOAO DO SOTER;391
MA-SAO JOAO DOS PATOS;1249
MA-SAO JOSE DE RIBAMAR;7089
MA-SAO JOSE DOS BASILIOS;187
MA-SAO LUIS;277409
MA-SAO LUIS GONZAGA DO MARANHAO;490
MA-SAO MATEUS DO MARANHAO;1094
MA-SAO PEDRO DA AGUA BRANCA;190
MA-SAO PEDRO DOS CRENTES;230
MA-SAO RAIMUNDO DAS MANGABEIRAS;2116
MA-SAO RAIMUNDO DO DOCA BEZERRA;309
MA-SAO ROBERTO;0
MA-SAO VICENTE FERRER;455
MA-SATUBINHA;131
MA-SENADOR ALEXANDRE COSTA;277
MA-SENADOR LA ROCQUE;639
MA-SERRANO DO MARANHAO;5
MA-SITIO NOVO;727
MA-SUCUPIRA DO NORTE;291
MA-SUCUPIRA DO RIACHAO;102
MA-TASSO FRAGOSO;1025
MA-TIMBIRAS;639
MA-TIMON;10945
MA-TRIZIDELA DO VALE;1081
MA-TUFILANDIA;263
MA-TUNTUM;631
MA-TURIACU;658
MA-TURILANDIA;228
MA-TUTOIA;4026
MA-URBANO SANTOS;760
MA-VARGEM GRANDE;1317
MA-VIANA;1332
MA-VILA NOVA DOS MARTIRIOS;454
MA-VITORIA DO MEARIM;1079
MA-VITORINO FREIRE;1226
MA-ZE DOCA;1948
MA-IGNORADO;0
PI-ACAUA;218
PI-AGRICOLANDIA;139
PI-AGUA BRANCA;860
PI-ALAGOINHA DO PIAUI;185
PI-ALEGRETE DO PIAUI;139
PI-ALTO LONGA;378
PI-ALTOS;1757
PI-ALVORADA DO GURGUEIA;281
PI-AMARANTE;636
PI-ANGICAL DO PIAUI;190
PI-ANISIO DE ABREU;164
PI-ANTONIO ALMEIDA;262
PI-AROAZES;419
PI-AROEIRAS DO ITAIM;75
PI-ARRAIAL;159
PI-ASSUNCAO DO PIAUI;389
PI-AVELINO LOPES;366
PI-BAIXA GRANDE DO RIBEIRO;646
PI-BARRA D ALCANTARA;133
PI-BARRAS;1658
PI-BARREIRAS DO PIAUI;126
PI-BARRO DURO;346
PI-BATALHA;905
PI-BELA VISTA DO PIAUI;146
PI-BELEM DO PIAUI;32
PI-BENEDITINOS;312
PI-BERTOLINIA;241
PI-BETANIA DO PIAUI;184
PI-BOA HORA;177
PI-BOCAINA;116
PI-BOM JESUS;1294
PI-BOM PRINCIPIO DO PIAUI;283
PI-BONFIM DO PIAUI;10
PI-BOQUEIRAO DO PIAUI;10
PI-BRASILEIRA;220
PI-BREJO DO PIAUI;207
PI-BURITI DOS LOPES;675
PI-BURITI DOS MONTES;248
PI-CABECEIRAS DO PIAUI;282
PI-CAJAZEIRAS DO PIAUI;135
PI-CAJUEIRO DA PRAIA;387
PI-CALDEIRAO GRANDE DO PIAUI;116
PI-CAMPINAS DO PIAUI;227
PI-CAMPO ALEGRE DO FIDALGO;129
PI-CAMPO GRANDE DO PIAUI;257
PI-CAMPO LARGO DO PIAUI;173
PI-CAMPO MAIOR;3152
PI-CANAVIEIRA;62
PI-CANTO DO BURITI;1015
PI-CAPITAO DE CAMPOS;314
PI-CAPITAO GERVASIO OLIVEIRA;131
PI-CARACOL;160
PI-CARAUBAS DO PIAUI;153
PI-CARIDADE DO PIAUI;236
PI-CASTELO DO PIAUI;949
PI-CAXINGO;169
PI-COCAL;672
PI-COCAL DE TELHA;262
PI-COCAL DOS ALVES;202
PI-COIVARAS;172
PI-COLONIA DO GURGUEIA;200
PI-COLONIA DO PIAUI;258
PI-CONCEICAO DO CANINDE;120
PI-CORONEL JOSE DIAS;56
PI-CORRENTE;1437
PI-CRISTALANDIA DO PIAUI;114
PI-CRISTINO CASTRO;347
PI-CURIMATA;798
PI-CURRAIS;87
PI-CURRALINHOS;68
PI-CURRAL NOVO DO PIAUI;123
PI-DEMERVAL LOBAO;311
PI-DIRCEU ARCOVERDE;287
PI-DOM EXPEDITO LOPES;279
PI-DOMINGOS MOURAO;162
PI-DOM INOCENCIO;246
PI-ELESBAO VELOSO;451
PI-ELISEU MARTINS;199
PI-ESPERANTINA;1700
PI-FARTURA DO PIAUI;173
PI-FLORES DO PIAUI;222
PI-FLORESTA DO PIAUI;136
PI-FLORIANO;6907
PI-FRANCINOPOLIS;206
PI-FRANCISCO AYRES;145
PI-FRANCISCO MACEDO;112
PI-FRANCISCO SANTOS;62
PI-FRONTEIRAS;1057
PI-GEMINIANO;161
PI-GILBUES;516
PI-GUADALUPE;816
PI-GUARIBAS;42
PI-HUGO NAPOLEAO;174
PI-ILHA GRANDE;409
PI-INHUMA;423
PI-IPIRANGA DO PIAUI;306
PI-ISAIAS COELHO;227
PI-ITAINOPOLIS;354
PI-ITAUEIRA;347
PI-JACOBINA DO PIAUI;214
PI-JAICOS;556
PI-JARDIM DO MULATO;190
PI-JATOBA DO PIAUI;138
PI-JERUMENHA;94
PI-JOAO COSTA;132
PI-JOAQUIM PIRES;348
PI-JOCA MARQUES;140
PI-JOSE DE FREITAS;1375
PI-JUAZEIRO DO PIAUI;234
PI-JULIO BORGES;199
PI-JUREMA;162
PI-LAGOINHA DO PIAUI;88
PI-LAGOA ALEGRE;210
PI-LAGOA DO BARRO DO PIAUI;194
PI-LAGOA DE SAO FRANCISCO;314
PI-LAGOA DO PIAUI;250
PI-LAGOA DO SITIO;224
PI-LANDRI SALES;355
PI-LUIS CORREIA;2019
PI-LUZILANDIA;950
PI-MADEIRO;342
PI-MANOEL EMIDIO;247
PI-MARCOLANDIA;246
PI-MARCOS PARENTE;191
PI-MASSAPE DO PIAUI;170
PI-MATIAS OLIMPIO;345
PI-MIGUEL ALVES;344
PI-MIGUEL LEAO;100
PI-MILTON BRANDAO;190
PI-MONSENHOR GIL;459
PI-MONSENHOR HIPOLITO;338
PI-MONTE ALEGRE DO PIAUI;396
PI-MORRO CABECA NO TEMPO;153
PI-MORRO DO CHAPEU DO PIAUI;293
PI-MURICI DOS PORTELAS;253
PI-NAZARE DO PIAUI;193
PI-NAZARIA;0
PI-NOSSA SENHORA DE NAZARE;167
PI-NOSSA SENHORA DOS REMEDIOS;163
PI-NOVO ORIENTE DO PIAUI;236
PI-NOVO SANTO ANTONIO;119
PI-OEIRAS;1820
PI-OLHO D AGUA DO PIAUI;80
PI-PADRE MARCOS;147
PI-PAES LANDIM;170
PI-PAJEU DO PIAUI;87
PI-PALMEIRA DO PIAUI;311
PI-PALMEIRAIS;456
PI-PAQUETA;0
PI-PARNAGUA;342
PI-PARNAIBA;13046
PI-PASSAGEM FRANCA DO PIAUI;121
PI-PATOS DO PIAUI;365
PI-PAU D ARCO DO PIAUI;88
PI-PAULISTANA;764
PI-PAVUSSU;153
PI-PEDRO II;1476
PI-PEDRO LAURENTINO;117
PI-NOVA SANTA RITA;163
PI-PICOS;8795
PI-PIMENTEIRAS;410
PI-PIO IX;834
PI-PIRACURUCA;907
PI-PIRIPIRI;3991
PI-PORTO;309
PI-PORTO ALEGRE DO PIAUI;229
PI-PRATA DO PIAUI;104
PI-QUEIMADA NOVA;199
PI-REDENCAO DO GURGUEIA;228
PI-REGENERACAO;712
PI-RIACHO FRIO;172
PI-RIBEIRA DO PIAUI;108
PI-RIBEIRO GONCALVES;217
PI-RIO GRANDE DO PIAUI;308
PI-SANTA CRUZ DO PIAUI;247
PI-SANTA CRUZ DOS MILAGRES;196
PI-SANTA FILOMENA;108
PI-SANTA LUZ;248
