Município;Total
TO-SAO SEBASTIAO DO TOCANTINS;307
TO-SAO VALERIO;327
TO-SILVANOPOLIS;502
TO-SITIO NOVO DO TOCANTINS;497
TO-SUCUPIRA;268
TO-TAGUATINGA;1034
TO-TAIPAS DO TOCANTINS;206
TO-TALISMA;371
TO-PALMAS;113827
TO-TOCANTINIA;237
TO-TOCANTINOPOLIS;1776
TO-TUPIRAMA;141
TO-TUPIRATINS;190
TO-WANDERLANDIA;1193
TO-XAMBIOA;1284
TO-IGNORADO;0
MA-ACAILANDIA;18429
MA-AFONSO CUNHA;8
MA-AGUA DOCE DO MARANHAO;44
MA-ALCANTARA;1882
MA-ALDEIAS ALTAS;1111
MA-ALTAMIRA DO MARANHAO;60
MA-ALTO ALEGRE DO MARANHAO;967
MA-ALTO ALEGRE DO PINDARE;790
MA-ALTO PARNAIBA;416
MA-AMAPA DO MARANHAO;226
MA-AMARANTE DO MARANHAO;1039
MA-ANAJATUBA;576
MA-ANAPURUS;947
MA-APICUM-ACU;597
MA-ARAGUANA;222
MA-ARAIOSES;1756
MA-ARAME;682
MA-ARARI;1398
MA-AXIXA;453
MA-BACABAL;7788
MA-BACABEIRA;2262
MA-BACURI;612
MA-BACURITUBA;30
MA-BALSAS;15820
MA-BARAO DE GRAJAU;709
MA-BARRA DO CORDA;3552
MA-BARREIRINHAS;2000
MA-BELAGUA;337
MA-BELA VISTA DO MARANHAO;24
MA-BENEDITO LEITE;230
MA-BEQUIMAO;40
MA-BERNARDO DO MEARIM;176
MA-BOA VISTA DO GURUPI;390
MA-BOM JARDIM;1059
MA-BOM JESUS DAS SELVAS;1135
MA-BOM LUGAR;240
MA-BREJO;1643
MA-BREJO DE AREIA;168
MA-BURITI;914
MA-BURITI BRAVO;440
MA-BURITICUPU;2838
MA-BURITIRANA;447
MA-CACHOEIRA GRANDE;149
MA-CAJAPIO;5
MA-CAJARI;497
MA-CAMPESTRE DO MARANHAO;1509
MA-CANDIDO MENDES;593
MA-CANTANHEDE;728
MA-CAPINZAL DO NORTE;599
MA-CAROLINA;2519
MA-CARUTAPERA;1285
MA-CAXIAS;14241
MA-CEDRAL;260
MA-CENTRAL DO MARANHAO;8
MA-CENTRO DO GUILHERME;327
MA-CENTRO NOVO DO MARANHAO;321
MA-CHAPADINHA;4081
MA-CIDELANDIA;957
MA-CODO;8335
MA-COELHO NETO;3987
MA-COLINAS;2110
MA-CONCEICAO DO LAGO-ACU;530
MA-COROATA;1676
MA-CURURUPU;1234
MA-DAVINOPOLIS;359
MA-DOM PEDRO;1510
MA-DUQUE BACELAR;467
MA-ESPERANTINOPOLIS;772
MA-ESTREITO;3256
MA-FEIRA NOVA DO MARANHAO;422
MA-FERNANDO FALCAO;214
MA-FORMOSA DA SERRA NEGRA;158
MA-FORTALEZA DOS NOGUEIRAS;629
MA-FORTUNA;46
MA-GODOFREDO VIANA;982
MA-GONCALVES DIAS;459
MA-GOVERNADOR ARCHER;69
MA-GOVERNADOR EDISON LOBAO;1305
MA-GOVERNADOR EUGENIO BARROS;507
MA-GOVERNADOR LUIZ ROCHA;334
MA-GOVERNADOR NEWTON BELLO;209
MA-GOVERNADOR NUNES FREIRE;795
MA-GRACA ARANHA;217
MA-GRAJAU;6450
MA-GUIMARAES;818
MA-HUMBERTO DE CAMPOS;894
MA-ICATU;808
MA-IGARAPE DO MEIO;674
MA-IGARAPE GRANDE;387
MA-IMPERATRIZ;57127
MA-ITAIPAVA DO GRAJAU;153
MA-ITAPECURU MIRIM;5069
MA-ITINGA DO MARANHAO;1665
MA-JATOBA;369
MA-JENIPAPO DOS VIEIRAS;416
MA-JOAO LISBOA;1643
MA-JOSELANDIA;500
MA-JUNCO DO MARANHAO;173
MA-LAGO DA PEDRA;2182
MA-LAGO DO JUNCO;29
MA-LAGO VERDE;450
MA-LAGOA DO MATO;342
MA-LAGO DOS RODRIGUES;396
MA-LAGOA GRANDE DO MARANHAO;312
MA-LAJEADO NOVO;274
MA-LIMA CAMPOS;608
MA-LORETO;945
MA-LUIS DOMINGUES;10
MA-MAGALHAES DE ALMEIDA;1034
MA-MARACACUME;247
MA-MARAJA DO SENA;94
MA-MARANHAOZINHO;410
MA-MATA ROMA;1119
MA-MATINHA;1124
MA-MATOES;1272
MA-MATOES DO NORTE;177
MA-MILAGRES DO MARANHAO;288
MA-MIRADOR;611
MA-MIRANDA DO NORTE;1033
MA-MIRINZAL;365
MA-MONCAO;1189
MA-MONTES ALTOS;328
MA-MORROS;785
MA-NINA RODRIGUES;336
MA-NOVA COLINAS;294
MA-NOVA IORQUE;54
MA-NOVA OLINDA DO MARANHAO;82
MA-OLHO D AGUA DAS CUNHAS;881
MA-OLINDA NOVA DO MARANHAO;54
MA-PACO DO LUMIAR;5996
MA-PALMEIRANDIA;450
MA-PARAIBANO;833
MA-PARNARAMA;1953
MA-PASSAGEM FRANCA;652
MA-PASTOS BONS;666
MA-PAULINO NEVES;427
MA-PAULO RAMOS;722
MA-PEDREIRAS;4052
MA-PEDRO DO ROSARIO;488
MA-PENALVA;1044
MA-PERI MIRIM;12
MA-PERITORO;946
MA-PINDARE-MIRIM;1515
MA-PINHEIRO;4288
MA-PIO XII;1408
MA-PIRAPEMAS;829
MA-POCAO DE PEDRAS;850
MA-PORTO FRANCO;2701
MA-PORTO RICO DO MARANHAO;296
MA-PRESIDENTE DUTRA;3576
MA-PRESIDENTE JUSCELINO;445
MA-PRESIDENTE MEDICI;165
MA-PRESIDENTE SARNEY;12
MA-PRESIDENTE VARGAS;474
MA-PRIMEIRA CRUZ;25
MA-RAPOSA;1368
MA-RIACHAO;1350
MA-RIBAMAR FIQUENE;162
MA-ROSARIO;2238
MA-SAMBAIBA;545
MA-SANTA FILOMENA DO MARANHAO;159
MA-SANTA HELENA;1332
MA-SANTA INES;7951
MA-SANTA LUZIA;3267
MA-SANTA LUZIA DO PARUA;1185
MA-SANTA QUITERIA DO MARANHAO;341
MA-SANTA RITA;1217
MA-SANTANA DO MARANHAO;214
MA-SANTO AMARO DO MARANHAO;477
MA-SANTO ANTONIO DOS LOPES;1377
MA-SAO BENEDITO DO RIO PRETO;52
MA-SAO BENTO;1045
MA-SAO BERNARDO;1265
MA-SAO DOMINGOS DO AZEITAO;300
MA-SAO DOMINGOS DO MARANHAO;1286
MA-SAO FELIX DE BALSAS;300
MA-SAO FRANCISCO DO BREJAO;416
MA-SAO FRANCISCO DO MARANHAO;521
MA-SAO JOAO BATISTA;43
MA-SAO JOAO DO CARU;443
MA-SAO JOAO DO PARAISO;658
MA-SAO JOAO DO SOTER;349
MA-SAO JOAO DOS PATOS;1583
MA-SAO JOSE DE RIBAMAR;12537
MA-SAO JOSE DOS BASILIOS;209
MA-SAO LUIS;348421
MA-SAO LUIS GONZAGA DO MARANHAO;777
MA-SAO MATEUS DO MARANHAO;1470
MA-SAO PEDRO DA AGUA BRANCA;378
MA-SAO PEDRO DOS CRENTES;286
MA-SAO RAIMUNDO DAS MANGABEIRAS;3165
MA-SAO RAIMUNDO DO DOCA BEZERRA;333
MA-SAO ROBERTO;4
MA-SAO VICENTE FERRER;68
MA-SATUBINHA;371
MA-SENADOR ALEXANDRE COSTA;239
MA-SENADOR LA ROCQUE;805
MA-SERRANO DO MARANHAO;351
MA-SITIO NOVO;893
MA-SUCUPIRA DO NORTE;398
MA-SUCUPIRA DO RIACHAO;111
MA-TASSO FRAGOSO;1303
MA-TIMBIRAS;531
MA-TIMON;11660
MA-TRIZIDELA DO VALE;1298
MA-TUFILANDIA;26
MA-TUNTUM;538
MA-TURIACU;1461
MA-TURILANDIA;283
MA-TUTOIA;3812
MA-URBANO SANTOS;1461
MA-VARGEM GRANDE;2042
MA-VIANA;1881
MA-VILA NOVA DOS MARTIRIOS;501
MA-VITORIA DO MEARIM;1419
MA-VITORINO FREIRE;1247
MA-ZE DOCA;2211
MA-IGNORADO;0
PI-ACAUA;291
PI-AGRICOLANDIA;182
PI-AGUA BRANCA;1182
PI-ALAGOINHA DO PIAUI;227
PI-ALEGRETE DO PIAUI;145
PI-ALTO LONGA;567
PI-ALTOS;2280
PI-ALVORADA DO GURGUEIA;338
PI-AMARANTE;915
PI-ANGICAL DO PIAUI;250
PI-ANISIO DE ABREU;292
PI-ANTONIO ALMEIDA;299
PI-AROAZES;304
PI-AROEIRAS DO ITAIM;125
PI-ARRAIAL;206
PI-ASSUNCAO DO PIAUI;316
PI-AVELINO LOPES;493
PI-BAIXA GRANDE DO RIBEIRO;2231
PI-BARRA D ALCANTARA;186
PI-BARRAS;2113
PI-BARREIRAS DO PIAUI;221
PI-BARRO DURO;519
PI-BATALHA;1117
PI-BELA VISTA DO PIAUI;169
PI-BELEM DO PIAUI;147
PI-BENEDITINOS;389
PI-BERTOLINIA;369
PI-BETANIA DO PIAUI;245
PI-BOA HORA;410
PI-BOCAINA;258
PI-BOM JESUS;2554
PI-BOM PRINCIPIO DO PIAUI;305
PI-BONFIM DO PIAUI;92
PI-BOQUEIRAO DO PIAUI;263
PI-BRASILEIRA;298
PI-BREJO DO PIAUI;215
PI-BURITI DOS LOPES;646
PI-BURITI DOS MONTES;274
PI-CABECEIRAS DO PIAUI;373
PI-CAJAZEIRAS DO PIAUI;177
PI-CAJUEIRO DA PRAIA;404
PI-CALDEIRAO GRANDE DO PIAUI;164
PI-CAMPINAS DO PIAUI;222
PI-CAMPO ALEGRE DO FIDALGO;97
PI-CAMPO GRANDE DO PIAUI;316
PI-CAMPO LARGO DO PIAUI;254
PI-CAMPO MAIOR;3722
PI-CANAVIEIRA;322
PI-CANTO DO BURITI;1212
PI-CAPITAO DE CAMPOS;414
PI-CAPITAO GERVASIO OLIVEIRA;166
PI-CARACOL;329
PI-CARAUBAS DO PIAUI;217
PI-CARIDADE DO PIAUI;200
PI-CASTELO DO PIAUI;1113
PI-CAXINGO;174
PI-COCAL;1011
PI-COCAL DE TELHA;238
PI-COCAL DOS ALVES;307
PI-COIVARAS;189
PI-COLONIA DO GURGUEIA;305
PI-COLONIA DO PIAUI;322
PI-CONCEICAO DO CANINDE;129
PI-CORONEL JOSE DIAS;297
PI-CORRENTE;1618
PI-CRISTALANDIA DO PIAUI;250
PI-CRISTINO CASTRO;538
PI-CURIMATA;775
PI-CURRAIS;325
PI-CURRALINHOS;70
PI-CURRAL NOVO DO PIAUI;165
PI-DEMERVAL LOBAO;602
PI-DIRCEU ARCOVERDE;204
PI-DOM EXPEDITO LOPES;294
PI-DOMINGOS MOURAO;155
PI-DOM INOCENCIO;211
PI-ELESBAO VELOSO;562
PI-ELISEU MARTINS;253
PI-ESPERANTINA;2134
PI-FARTURA DO PIAUI;181
PI-FLORES DO PIAUI;233
PI-FLORESTA DO PIAUI;234
PI-FLORIANO;8396
PI-FRANCINOPOLIS;244
PI-FRANCISCO AYRES;236
PI-FRANCISCO MACEDO;138
PI-FRANCISCO SANTOS;296
PI-FRONTEIRAS;1118
PI-GEMINIANO;234
PI-GILBUES;622
PI-GUADALUPE;887
PI-GUARIBAS;109
PI-HUGO NAPOLEAO;198
PI-ILHA GRANDE;381
PI-INHUMA;582
PI-IPIRANGA DO PIAUI;376
PI-ISAIAS COELHO;244
PI-ITAINOPOLIS;369
PI-ITAUEIRA;540
PI-JACOBINA DO PIAUI;265
PI-JAICOS;737
PI-JARDIM DO MULATO;166
PI-JATOBA DO PIAUI;245
PI-JERUMENHA;491
PI-JOAO COSTA;108
PI-JOAQUIM PIRES;484
PI-JOCA MARQUES;150
PI-JOSE DE FREITAS;1887
PI-JUAZEIRO DO PIAUI;302
PI-JULIO BORGES;328
PI-JUREMA;175
PI-LAGOINHA DO PIAUI;106
PI-LAGOA ALEGRE;317
PI-LAGOA DO BARRO DO PIAUI;213
PI-LAGOA DE SAO FRANCISCO;386
PI-LAGOA DO PIAUI;276
PI-LAGOA DO SITIO;225
PI-LANDRI SALES;257
PI-LUIS CORREIA;2273
PI-LUZILANDIA;1278
PI-MADEIRO;336
PI-MANOEL EMIDIO;249
PI-MARCOLANDIA;281
PI-MARCOS PARENTE;194
PI-MASSAPE DO PIAUI;256
PI-MATIAS OLIMPIO;492
PI-MIGUEL ALVES;1202
PI-MIGUEL LEAO;193
PI-MILTON BRANDAO;231
PI-MONSENHOR GIL;640
PI-MONSENHOR HIPOLITO;237
PI-MONTE ALEGRE DO PIAUI;683
PI-MORRO CABECA NO TEMPO;172
PI-MORRO DO CHAPEU DO PIAUI;277
PI-MURICI DOS PORTELAS;405
PI-NAZARE DO PIAUI;256
PI-NAZARIA;499
PI-NOSSA SENHORA DE NAZARE;227
PI-NOSSA SENHORA DOS REMEDIOS;191
PI-NOVO ORIENTE DO PIAUI;212
PI-NOVO SANTO ANTONIO;158
PI-OEIRAS;2285
PI-OLHO D AGUA DO PIAUI;79
PI-PADRE MARCOS;190
PI-PAES LANDIM;157
PI-PAJEU DO PIAUI;124
PI-PALMEIRA DO PIAUI;247
PI-PALMEIRAIS;512
PI-PAQUETA;157
PI-PARNAGUA;447
PI-PARNAIBA;15788
PI-PASSAGEM FRANCA DO PIAUI;163
PI-PATOS DO PIAUI;258
PI-PAU D ARCO DO PIAUI;105
PI-PAULISTANA;1263
PI-PAVUSSU;176
PI-PEDRO II;1930
PI-PEDRO LAURENTINO;137
PI-NOVA SANTA RITA;169
PI-PICOS;10651
PI-PIMENTEIRAS;469
PI-PIO IX;1967
PI-PIRACURUCA;1249
PI-PIRIPIRI;4929
PI-PORTO;526
PI-PORTO ALEGRE DO PIAUI;177
PI-PRATA DO PIAUI;195
PI-QUEIMADA NOVA;310
PI-REDENCAO DO GURGUEIA;394
PI-REGENERACAO;1189
PI-RIACHO FRIO;249
PI-RIBEIRA DO PIAUI;152
PI-RIBEIRO GONCALVES;614
PI-RIO GRANDE DO PIAUI;369
