Município;Total;
PI-NOVO ORIENTE DO PIAUI;217;
PI-NOVO SANTO ANTONIO;0;
PI-OEIRAS;702;
PI-OLHO D AGUA DO PIAUI;0;
PI-PADRE MARCOS;61;
PI-PAES LANDIM;12;
PI-PAJEU DO PIAUI;0;
PI-PALMEIRA DO PIAUI;6;
PI-PALMEIRAIS;9;
PI-PAQUETA;0;
PI-PARNAGUA;4;
PI-PARNAIBA;6767;
PI-PASSAGEM FRANCA DO PIAUI;0;
PI-PATOS DO PIAUI;0;
PI-PAU D ARCO DO PIAUI;0;
PI-PAULISTANA;165;
PI-PAVUSSU;0;
PI-PEDRO II;410;
PI-PEDRO LAURENTINO;0;
PI-NOVA SANTA RITA;0;
PI-PICOS;4975;
PI-PIMENTEIRAS;138;
PI-PIO IX;292;
PI-PIRACURUCA;1006;
PI-PIRIPIRI;1519;
PI-PORTO;12;
PI-PORTO ALEGRE DO PIAUI;0;
PI-PRATA DO PIAUI;94;
PI-QUEIMADA NOVA;0;
PI-REDENCAO DO GURGUEIA;43;
PI-REGENERACAO;343;
PI-RIACHO FRIO;0;
PI-RIBEIRA DO PIAUI;0;
PI-RIBEIRO GONCALVES;139;
PI-RIO GRANDE DO PIAUI;10;
PI-SANTA CRUZ DO PIAUI;8;
PI-SANTA CRUZ DOS MILAGRES;0;
PI-SANTA FILOMENA;4;
PI-SANTA LUZ;143;
PI-SANTANA DO PIAUI;0;
PI-SANTA ROSA DO PIAUI;0;
PI-SANTO ANTONIO DE LISBOA;104;
PI-SANTO ANTONIO DOS MILAGRES;0;
PI-SANTO INACIO DO PIAUI;10;
PI-SAO BRAZ DO PIAUI;0;
PI-SAO FELIX DO PIAUI;306;
PI-SAO FRANCISCO ASSIS DO PIAUI;0;
PI-SAO FRANCISCO DO PIAUI;8;
PI-SAO GONCALO DO GURGEIA;0;
PI-SAO GONCALO DO PIAUI;205;
PI-SAO JOAO DA CANABRAVA;0;
PI-SAO JOAO DA FRONTEIRA;0;
PI-SAO JOAO DA SERRA;167;
PI-SAO JOAO DA VARJOTA;0;
PI-SAO JOAO DO ARRAIAL;0;
PI-SAO JOAO DO PIAUI;608;
PI-SAO JOSE DO DIVINO;0;
PI-SAO JOSE DO PEIXE;170;
PI-SAO JOSE DO PIAUI;132;
PI-SAO JULIAO;144;
PI-SAO LOURENCO DO PIAUI;0;
PI-SAO LUIS DO PIAUI;0;
PI-SAO MIGUEL DA BAIXA GRANDE;0;
PI-SAO MIGUEL DO FIDALGO;0;
PI-SAO MIGUEL DO TAPUIO;75;
PI-SAO PEDRO DO PIAUI;365;
PI-SAO RAIMUNDO NONATO;813;
PI-SEBASTIAO BARROS;0;
PI-SEBASTIAO LEAL;0;
PI-SIGEFREDO PACHECO;0;
PI-SIMOES;342;
PI-SIMPLICIO MENDES;123;
PI-SOCORRO DO PIAUI;4;
PI-SUSSUAPARA;0;
PI-TAMBORIL DO PIAUI;0;
PI-TANQUE DO PIAUI;0;
PI-TERESINA;136831;
PI-UNIAO;986;
PI-URUCUI;113;
PI-VALENCA DO PIAUI;419;
PI-VARZEA BRANCA;0;
PI-VARZEA GRANDE;87;
PI-VERA MENDES;0;
PI-VILA NOVA DO PIAUI;0;
PI-WALL FERRAZ;0;
PI-IGNORADO;0;
CE-ABAIARA;585;
CE-ACARAPE;0;
CE-ACARAU;940;
CE-ACOPIARA;328;
CE-AIUABA;455;
CE-ALCANTARAS;682;
CE-ALTANEIRA;265;
CE-ALTO SANTO;387;
CE-AMONTADA;792;
CE-ANTONINA DO NORTE;190;
CE-APUIARES;154;
CE-AQUIRAZ;5175;
CE-ARACATI;3222;
CE-ARACOIABA;722;
CE-ARARENDA;0;
CE-ARARIPE;572;
CE-ARATUBA;369;
CE-ARNEIROZ;429;
CE-ASSARE;1223;
CE-AURORA;1636;
CE-BAIXIO;642;
CE-BANABUIU;0;
CE-BARBALHA;2480;
CE-BARREIRA;0;
CE-BARRO;695;
CE-BARROQUINHA;0;
CE-BATURITE;1420;
CE-BEBERIBE;650;
CE-BELA CRUZ;565;
CE-BOA VIAGEM;1115;
CE-BREJO SANTO;1942;
CE-CAMOCIM;1525;
CE-CAMPOS SALES;951;
CE-CANINDE;2003;
CE-CAPISTRANO;438;
CE-CARIDADE;235;
CE-CARIRE;291;
CE-CARIRIACU;760;
CE-CARIUS;720;
CE-CARNAUBAL;260;
CE-CASCAVEL;2535;
CE-CATARINA;389;
CE-CATUNDA;0;
CE-CAUCAIA;7987;
CE-CEDRO;716;
CE-CHAVAL;833;
CE-CHORO;0;
CE-CHOROZINHO;0;
CE-COREAU;1173;
CE-CRATEUS;1545;
CE-CRATO;6065;
CE-CROATA;0;
CE-CRUZ;13;
CE-DEPUTADO IRAPUAN PINHEIRO;0;
CE-ERERE;0;
CE-EUSEBIO;0;
CE-FARIAS BRITO;669;
CE-FORQUILHA;8;
CE-FORTALEZA;377378;
CE-FORTIM;0;
CE-FRECHEIRINHA;328;
CE-GENERAL SAMPAIO;145;
CE-GRACA;0;
CE-GRANJA;681;
CE-GRANJEIRO;3;
CE-GROAIRAS;550;
CE-GUAIUBA;0;
CE-GUARACIABA DO NORTE;783;
CE-GUARAMIRANGA;158;
CE-HIDROLANDIA;28;
CE-HORIZONTE;0;
CE-IBARETAMA;0;
CE-IBIAPINA;550;
CE-IBICUITINGA;0;
CE-ICAPUI;601;
CE-ICO;1018;
CE-IGUATU;0;
CE-INDEPENDENCIA;1194;
CE-IPAPORANGA;0;
CE-IPAUMIRIM;507;
CE-IPU;1031;
CE-IPUEIRAS;762;
CE-IRACEMA;638;
CE-IRAUCUBA;1076;
CE-ITAICABA;220;
CE-ITAITINGA;0;
CE-ITAPAGE;1019;
CE-ITAPIPOCA;1976;
CE-ITAPIUNA;390;
CE-ITAREMA;169;
CE-ITATIRA;347;
CE-JAGUARETAMA;658;
CE-JAGUARIBARA;214;
CE-JAGUARIBE;991;
CE-JAGUARUANA;1065;
CE-JARDIM;72;
CE-JATI;21;
CE-JIJOCA DE JERICOACOARA;0;
CE-JUAZEIRO DO NORTE;10549;
CE-JUCAS;508;
CE-LAVRAS DA MANGABEIRA;2012;
CE-LIMOEIRO DO NORTE;2052;
CE-MADALENA;0;
CE-MARACANAU;9340;
CE-MARANGUAPE;13709;
CE-MARCO;806;
CE-MARTINOPOLE;67;
CE-MASSAPE;873;
CE-MAURITI;97;
CE-MERUOCA;586;
CE-MILAGRES;633;
CE-MILHA;361;
CE-MIRAIMA;0;
CE-MISSAO VELHA;802;
CE-MOMBACA;1433;
CE-MONSENHOR TABOSA;796;
CE-MORADA NOVA;3010;
CE-MORAUJO;624;
CE-MORRINHOS;402;
CE-MUCAMBO;376;
CE-MULUNGU;11;
CE-NOVA OLINDA;307;
CE-NOVA RUSSAS;669;
CE-NOVO ORIENTE;942;
CE-OCARA;0;
CE-OROS;844;
CE-PACAJUS;3982;
CE-PACATUBA;1134;
CE-PACOTI;322;
CE-PACUJA;325;
CE-PALHANO;252;
CE-PALMACIA;274;
CE-PARACURU;1199;
CE-PARAIPABA;345;
CE-PARAMBU;665;
CE-PARAMOTI;162;
CE-PEDRA BRANCA;1050;
CE-PENAFORTE;260;
CE-PENTECOSTE;665;
CE-PEREIRO;454;
CE-PINDORETAMA;0;
CE-PIQUET CARNEIRO;213;
CE-PIRES FERREIRA;0;
CE-PORANGA;316;
CE-PORTEIRAS;238;
CE-POTENGI;292;
CE-POTIRETAMA;0;
CE-QUITERIANOPOLIS;0;
CE-QUIXADA;2880;
CE-QUIXELO;279;
CE-QUIXERAMOBIM;1569;
CE-QUIXERE;669;
CE-REDENCAO;902;
CE-RERIUTABA;857;
CE-RUSSAS;1403;
CE-SABOEIRO;82;
CE-SALITRE;0;
CE-SANTANA DO ACARAU;378;
CE-SANTANA DO CARIRI;295;
CE-SANTA QUITERIA;548;
CE-SAO BENEDITO;563;
CE-SAO GONCALO DO AMARANTE;769;
CE-SAO JOAO DO JAGUARIBE;326;
CE-SAO LUIS DO CURU;558;
CE-SENADOR POMPEU;213;
CE-SENADOR SA;510;
CE-SOBRAL;9477;
CE-SOLONOPOLE;489;
CE-TABULEIRO DO NORTE;704;
CE-TAMBORIL;1549;
CE-TARRAFAS;0;
CE-TAUA;1661;
CE-TEJUCUOCA;0;
CE-TIANGUA;1816;
CE-TRAIRI;663;
CE-TURURU;0;
CE-UBAJARA;875;
CE-UMARI;421;
CE-UMIRIM;28;
CE-URUBURETAMA;1073;
CE-URUOCA;624;
CE-VARJOTA;3;
CE-VARZEA ALEGRE;1299;
CE-VICOSA DO CEARA;815;
CE-IGNORADO;10896;
RN-ACARI;289;
RN-ACU;2998;
RN-AFONSO BEZERRA;208;
RN-AGUA NOVA;172;
RN-ALEXANDRIA;304;
RN-ALMINO AFONSO;143;
RN-ALTO DO RODRIGUES;484;
RN-ANGICOS;287;
RN-ANTONIO MARTINS;3;
RN-APODI;945;
RN-AREIA BRANCA;2345;
RN-ARES;3159;
RN-AUGUSTO SEVERO;479;
RN-BAIA FORMOSA;2183;
RN-BARAUNA;6;
RN-BARCELONA;112;
RN-BENTO FERNANDES;145;
RN-BODO;0;
RN-BOM JESUS;221;
RN-BREJINHO;131;
RN-CAICARA DO NORTE;0;
RN-CAICARA DO RIO DO VENTO;147;
RN-CAICO;2858;
RN-CAMPO REDONDO;113;
RN-CANGUARETAMA;646;
RN-CARAUBAS;898;
RN-CARNAUBA DOS DANTAS;67;
RN-CARNAUBAIS;169;
RN-CEARA-MIRIM;4257;
RN-CERRO CORA;200;
RN-CORONEL EZEQUIEL;200;
RN-CORONEL JOAO PESSOA;38;
RN-CRUZETA;197;
RN-CURRAIS NOVOS;1988;
RN-DOUTOR SEVERIANO;28;
RN-PARNAMIRIM;7780;
RN-ENCANTO;81;
RN-EQUADOR;89;
RN-ESPIRITO SANTO;150;
RN-EXTREMOZ;262;
RN-FELIPE GUERRA;222;
RN-FERNANDO PEDROSA;0;
RN-FLORANIA;329;
RN-FRANCISCO DANTAS;129;
RN-FRUTUOSO GOMES;118;
RN-GALINHOS;97;
RN-GOIANINHA;257;
RN-GOVERNADOR DIX-SEPT ROSADO;226;
RN-GROSSOS;265;
RN-GUAMARE;253;
RN-IELMO MARINHO;171;
RN-IPANGUACU;718;
RN-IPUEIRA;103;
RN-ITAJA;0;
RN-ITAU;265;
RN-JACANA;181;
RN-JANDAIRA;124;
RN-JANDUIS;236;
RN-BOA SAUDE;1;
RN-JAPI;218;
RN-JARDIM DE ANGICOS;1;
RN-JARDIM DE PIRANHAS;228;
RN-JARDIM DO SERIDO;780;
RN-JOAO CAMARA;826;
RN-JOAO DIAS;2;
RN-JOSE DA PENHA;102;
RN-JUCURUTU;336;
RN-JUNDIA;0;
RN-LAGOA D ANTA;128;
RN-LAGOA DE PEDRAS;73;
RN-LAGOA DE VELHOS;35;
RN-LAGOA NOVA;155;
RN-LAGOA SALGADA;4;
RN-LAJES;436;
RN-LAJES PINTADAS;127;
RN-LUCRECIA;237;
RN-LUIS GOMES;204;
RN-MACAIBA;1729;
RN-MACAU;3190;
RN-MAJOR SALES;0;
RN-MARCELINO VIEIRA;377;
RN-MARTINS;179;
RN-MAXARANGUAPE;251;
RN-MESSIAS TARGINO;171;
RN-MONTANHAS;197;
RN-MONTE ALEGRE;36;
RN-MONTE DAS GAMELEIRAS;245;
RN-MOSSORO;21996;
RN-NATAL;176065;
RN-NISIA FLORESTA;347;
RN-NOVA CRUZ;696;
RN-OLHO D AGUA DO BORGES;239;
RN-OURO BRANCO;163;
RN-PARANA;18;
RN-PARAU;145;
RN-PARAZINHO;76;
RN-PARELHAS;281;
RN-RIO DO FOGO;0;
RN-PASSA E FICA;133;
RN-PASSAGEM;25;
RN-PATU;371;
RN-SANTA MARIA;0;
RN-PAU DOS FERROS;971;
RN-PEDRA GRANDE;99;
RN-PEDRA PRETA;104;
RN-PEDRO AVELINO;338;
RN-PEDRO VELHO;297;
RN-PENDENCIAS;603;
RN-PILOES;2;
RN-POCO BRANCO;269;
RN-PORTALEGRE;131;
RN-PORTO DO MANGUE;0;
RN-SERRA CAIADA;170;
RN-PUREZA;82;
RN-RAFAEL FERNANDES;106;
RN-RAFAEL GODEIRO;267;
RN-RIACHO DA CRUZ;76;
RN-RIACHO DE SANTANA;230;
RN-RIACHUELO;227;
RN-RODOLFO FERNANDES;148;
RN-TIBAU;0;
RN-RUY BARBOSA;228;
RN-SANTA CRUZ;0;
RN-SANTANA DO MATOS;324;
RN-SANTANA DO SERIDO;109;
RN-SANTO ANTONIO;483;
RN-SAO BENTO DO NORTE;138;
RN-SAO BENTO DO TRAIRI;215;
RN-SAO FERNANDO;141;
RN-SAO FRANCISCO DO OESTE;2;
RN-SAO GONCALO DO AMARANTE;4936;
RN-SAO JOAO DO SABUGI;135;
RN-SAO JOSE DE MIPIBU;613;
RN-SAO JOSE DO CAMPESTRE;258;
RN-SAO JOSE DO SERIDO;131;
RN-SAO MIGUEL;158;
RN-SAO MIGUEL DE TOUROS;0;
RN-SAO PAULO DO POTENGI;399;
RN-SAO PEDRO;256;
RN-SAO RAFAEL;150;
RN-SAO TOME;331;
RN-SAO VICENTE;114;
RN-SENADOR ELOI DE SOUZA;29;
RN-SENADOR GEORGINO AVELINO;3;
RN-SERRA DE SAO BENTO;239;
RN-SERRA DO MEL;0;
RN-SERRA NEGRA DO NORTE;66;
RN-SERRINHA;118;
RN-SERRINHA DOS PINTOS;0;
RN-SEVERIANO MELO;200;
RN-SITIO NOVO;157;
RN-TABOLEIRO GRANDE;169;
RN-TAIPU;181;
RN-TANGARA;170;
RN-TENENTE ANANIAS;392;
RN-TENENTE LAURENTINO CRUZ;0;
RN-TIBAU DO SUL;113;
RN-TIMBAUBA DOS BATISTAS;54;
RN-TOUROS;452;
RN-TRIUNFO POTIGUAR;0;
RN-UMARIZAL;243;
RN-UPANEMA;217;
RN-VARZEA;88;
RN-VENHA-VER;0;
RN-VERA CRUZ;22;
RN-VICOSA;1;
RN-VILA FLOR;88;
RN-IGNORADO;819;
PB-AGUA BRANCA;143;
PB-AGUIAR;430;
PB-ALAGOA GRANDE;887;
PB-ALAGOA NOVA;556;
PB-ALAGOINHA;208;
PB-ALCANTIL;0;
PB-ALGODAO DE JANDAIRA;0;
PB-ALHANDRA;600;
PB-SAO JOAO DO RIO DO PEIXE;601;
PB-AMPARO;0;
PB-APARECIDA;0;
PB-ARACAGI;336;
PB-ARARA;392;
PB-ARARUNA;715;
PB-AREIA;2274;
PB-AREIA DE BARAUNAS;0;
PB-AREIAL;289;
PB-AROEIRAS;783;
PB-ASSUNCAO;0;
PB-BAIA DA TRAICAO;218;
PB-BANANEIRAS;830;
PB-BARAUNA;0;
PB-BARRA DE SANTANA;0;
PB-BARRA DE SANTA ROSA;482;
PB-BARRA DE SAO MIGUEL;116;
PB-BAYEUX;5559;
PB-BELEM;576;
PB-BELEM DO BREJO DO CRUZ;82;
PB-BERNARDINO BATISTA;0;
PB-BOA VENTURA;208;
PB-BOA VISTA;0;
PB-BOM JESUS;249;
PB-BOM SUCESSO;0;
PB-BONITO DE SANTA FE;789;
PB-BOQUEIRAO;555;
PB-IGARACY;331;
PB-BORBOREMA;384;
PB-BREJO DO CRUZ;586;
PB-BREJO DOS SANTOS;527;
PB-CAAPORA;2350;
PB-CABACEIRAS;291;
PB-CABEDELO;5066;
PB-CACHOEIRA DOS INDIOS;351;
PB-CACIMBA DE AREIA;105;
PB-CACIMBA DE DENTRO;294;
PB-CACIMBAS;0;
PB-CAICARA;523;
PB-CAJAZEIRAS;1903;
PB-CAJAZEIRINHAS;0;
PB-CALDAS BRANDAO;106;
PB-CAMALAU;246;
PB-CAMPINA GRANDE;35157;
PB-CAPIM;0;
PB-CARAUBAS;0;
PB-CARRAPATEIRA;132;
PB-CASSERENGUE;0;
PB-CATINGUEIRA;60;
PB-CATOLE DO ROCHA;799;
PB-CATURITE;0;
PB-CONCEICAO;236;
PB-CONDADO;34;
PB-CONDE;535;
PB-CONGO;114;
PB-COREMAS;1340;
PB-COXIXOLA;0;
PB-CRUZ DO ESPIRITO SANTO;189;
PB-CUBATI;178;
PB-CUITE;547;
PB-CUITEGI;277;
PB-CUITE DE MAMANGUAPE;0;
PB-CURRAL DE CIMA;0;
PB-CURRAL VELHO;111;
PB-DAMIAO;0;
PB-DESTERRO;41;
PB-VISTA SERRANA;95;
PB-DIAMANTE;1;
PB-DONA INES;170;
PB-DUAS ESTRADAS;320;
PB-EMAS;184;
PB-ESPERANCA;1077;
PB-FAGUNDES;307;
PB-FREI MARTINHO;111;
PB-GADO BRAVO;0;
PB-GUARABIRA;3199;
PB-GURINHEM;454;
PB-GURJAO;133;
PB-IBIARA;32;
PB-IMACULADA;210;
PB-INGA;445;
PB-ITABAIANA;1632;
PB-ITAPORANGA;696;
PB-ITAPOROROCA;474;
PB-ITATUBA;216;
PB-JACARAU;702;
PB-JERICO;433;
PB-JOAO PESSOA;159492;
PB-JUAREZ TAVORA;357;
PB-JUAZEIRINHO;354;
PB-JUNCO DO SERIDO;377;
PB-JURIPIRANGA;345;
PB-JURU;232;
PB-LAGOA;312;
PB-LAGOA DE DENTRO;243;
PB-LAGOA SECA;590;
PB-LASTRO;356;
PB-LIVRAMENTO;200;
PB-LOGRADOURO;0;
PB-LUCENA;905;
PB-MAE D AGUA;31;
PB-MALTA;13;
PB-MAMANGUAPE;2022;
PB-MANAIRA;5;
PB-MARCACAO;0;
PB-MARI;747;
PB-MARIZOPOLIS;0;
PB-MASSARANDUBA;196;
PB-MATARACA;425;
PB-MATINHAS;0;
PB-MATO GROSSO;0;
PB-MATUREIA;0;
PB-MOGEIRO;243;
PB-MONTADAS;218;
PB-MONTE HOREBE;237;
PB-MONTEIRO;175;
PB-MULUNGU;415;
PB-NATUBA;148;
PB-NAZAREZINHO;345;
PB-NOVA FLORESTA;210;
PB-NOVA OLINDA;451;
PB-NOVA PALMEIRA;219;
PB-OLHO D AGUA;159;
PB-OLIVEDOS;121;
PB-OURO VELHO;162;
PB-PARARI;0;
PB-PASSAGEM;1;
PB-PATOS;2594;
PB-PAULISTA;77;
PB-PEDRA BRANCA;2;
PB-PEDRA LAVRADA;248;
PB-PEDRAS DE FOGO;2685;
PB-PIANCO;1538;
PB-PICUI;552;
PB-PILAR;254;
PB-PILOES;247;
PB-PILOEZINHOS;499;
PB-PIRPIRITUBA;390;
PB-PITIMBU;83;
PB-POCINHOS;404;
PB-POCO DANTAS;0;
PB-POCO DE JOSE DE MOURA;0;
PB-POMBAL;1150;
PB-PRATA;1;
PB-PRINCESA ISABEL;400;
PB-PUXINANA;294;
PB-QUEIMADAS;1452;
PB-QUIXABA;0;
PB-REMIGIO;451;
PB-PEDRO REGIO;0;
PB-RIACHAO;0;
PB-RIACHAO DO BACAMARTE;0;
PB-RIACHAO DO POCO;0;
PB-RIACHO DE SANTO ANTONIO;0;
PB-RIACHO DOS CAVALOS;493;
PB-RIO TINTO;1985;
PB-SALGADINHO;14;
PB-SALGADO DE SAO FELIX;903;
PB-SANTA CECILIA;0;
PB-SANTA CRUZ;174;
PB-SANTA HELENA;460;
PB-SANTA INES;0;
PB-SANTA LUZIA;442;
PB-SANTANA DE MANGUEIRA;54;
PB-SANTANA DOS GARROTES;407;
PB-SANTAREM;0;
PB-SANTA RITA;9301;
PB-SANTA TERESINHA;146;
PB-SANTO ANDRE;0;
PB-SAO BENTO;242;
PB-SAO BENTINHO;0;
PB-SAO DOMINGOS DO CARIRI;0;
PB-SAO DOMINGOS DE POMBAL;0;
PB-SAO FRANCISCO;0;
PB-SAO JOAO DO CARIRI;455;
PB-SAO JOAO DO TIGRE;95;
PB-SAO JOSE DA LAGOA TAPADA;386;
PB-SAO JOSE DE CAIANA;1;
PB-SAO JOSE DE ESPINHARAS;64;
PB-SAO JOSE DOS RAMOS;0;
PB-SAO JOSE DE PIRANHAS;1904;
PB-SAO JOSE DE PRINCESA;0;
PB-SAO JOSE DO BONFIM;134;
PB-SAO JOSE DO BREJO DO CRUZ;0;
PB-SAO JOSE DO SABUGI;137;
PB-SAO JOSE DOS CORDEIROS;226;
PB-SAO MAMEDE;434;
PB-SAO MIGUEL DE TAIPU;72;
PB-SAO SEBASTIAO DE LAGOA DE ROCA;336;
PB-SAO SEBASTIAO DO UMBUZEIRO;1;
PB-SAPE;1629;
PB-SERIDO;166;
PB-SERRA BRANCA;499;
PB-SERRA DA RAIZ;138;
PB-SERRA GRANDE;123;
PB-SERRA REDONDA;195;
PB-SERRARIA;474;
PB-SERTAOZINHO;0;
PB-SOBRADO;0;
PB-SOLANEA;931;
PB-SOLEDADE;662;
PB-SOSSEGO;0;
PB-SOUSA;3602;
PB-SUME;288;
PB-CAMPO DE SANTANA;455;
PB-TAPEROA;334;
PB-TAVARES;28;
PB-TEIXEIRA;527;
PB-TENORIO;0;
PB-TRIUNFO;2;
PB-UIRAUNA;864;
PB-UMBUZEIRO;350;
PB-VARZEA;77;
PB-VIEIROPOLIS;0;
PB-ZABELE;0;
PB-IGNORADO;60;
PE-ABREU E LIMA;1341;
PE-AFOGADOS DA INGAZEIRA;1068;
PE-AFRANIO;41;
PE-AGRESTINA;385;
PE-AGUA PRETA;1524;
PE-AGUAS BELAS;188;
PE-ALAGOINHA;311;
PE-ALIANCA;5465;
PE-ALTINHO;534;
PE-AMARAJI;879;
PE-ANGELIM;273;
PE-ARACOIABA;0;
PE-ARARIPINA;2005;
PE-ARCOVERDE;3449;
PE-BARRA DE GUABIRABA;64;
PE-BARREIROS;6236;
PE-BELEM DE MARIA;99;
PE-BELEM DE SAO FRANCISCO;667;
PE-BELO JARDIM;4642;
PE-BETANIA;118;
PE-BEZERROS;1052;
PE-BODOCO;32;
PE-BOM CONSELHO;266;
PE-BOM JARDIM;578;
PE-BONITO;928;
PE-BREJAO;30;
PE-BREJINHO;48;
PE-BREJO DA MADRE DE DEUS;271;
PE-BUENOS AIRES;397;
PE-BUIQUE;630;
PE-CABO DE SANTO AGOSTINHO;13160;
PE-CABROBO;434;
PE-CACHOEIRINHA;196;
PE-CAETES;252;
PE-CALCADO;169;
PE-CALUMBI;17;
PE-CAMARAGIBE;3729;
PE-CAMOCIM DE SAO FELIX;211;
PE-CAMUTANGA;3237;
PE-CANHOTINHO;333;
PE-CAPOEIRAS;144;
PE-CARNAIBA;180;
PE-CARNAUBEIRA DA PENHA;0;
PE-CARPINA;3291;
PE-CARUARU;16663;
PE-CASINHAS;0;
PE-CATENDE;5482;
PE-CEDRO;11;
PE-CHA DE ALEGRIA;1139;
PE-CHA GRANDE;308;
PE-CONDADO;413;
PE-CORRENTES;288;
PE-CORTES;4052;
PE-CUMARU;397;
PE-CUPIRA;161;
PE-CUSTODIA;581;
PE-DORMENTES;0;
PE-ESCADA;9951;
PE-EXU;767;
PE-FEIRA NOVA;440;
PE-FERNANDO DE NORONHA;96;
PE-FERREIROS;394;
PE-FLORES;307;
PE-FLORESTA;176;
PE-FREI MIGUELINHO;296;
PE-GAMELEIRA;402;
PE-GARANHUNS;7087;
PE-GLORIA DO GOITA;531;
PE-GOIANA;15777;
PE-GRANITO;124;
PE-GRAVATA;2333;
PE-IATI;10;
PE-IBIMIRIM;144;
PE-IBIRAJUBA;4;
PE-IGARASSU;9520;
PE-IGUARACI;20;
PE-INAJA;90;
PE-INGAZEIRA;91;
PE-IPOJUCA;9138;
PE-IPUBI;372;
PE-ITACURUBA;9;
PE-ITAIBA;242;
PE-ITAMARACA;868;
PE-ITAMBE;830;
PE-ITAPETIM;564;
PE-ITAPISSUMA;1011;
PE-ITAQUITINGA;406;
PE-JABOATAO DOS GUARARAPES;43160;
PE-JAQUEIRA;0;
PE-JATAUBA;394;
PE-JATOBA;0;
PE-JOAO ALFREDO;390;
PE-JOAQUIM NABUCO;4333;
PE-JUCATI;0;
PE-JUPI;33;
PE-JUREMA;16;
PE-LAGOA DO CARRO;0;
PE-LAGOA DO ITAENGA;3209;
PE-LAGOA DO OURO;157;
PE-LAGOA DOS GATOS;328;
PE-LAGOA GRANDE;0;
PE-LAJEDO;658;
PE-LIMOEIRO;2697;
PE-MACAPARANA;1748;
PE-MACHADOS;285;
PE-MANARI;0;
PE-MARAIAL;1251;
PE-MIRANDIBA;350;
PE-MORENO;2792;
PE-NAZARE DA MATA;7093;
PE-OLINDA;30423;
PE-OROBO;420;
PE-OROCO;368;
PE-OURICURI;613;
PE-PALMARES;3802;
PE-PALMEIRINA;224;
PE-PANELAS;182;
PE-PARANATAMA;10;
PE-PARNAMIRIM;159;
PE-PASSIRA;527;
PE-PAUDALHO;2903;
PE-PAULISTA;20861;
PE-PEDRA;340;
PE-PESQUEIRA;2973;
PE-PETROLANDIA;859;
PE-PETROLINA;13777;
PE-POCAO;97;
PE-POMBOS;1820;
PE-PRIMAVERA;349;
PE-QUIPAPA;1034;
PE-QUIXABA;0;
PE-RECIFE;443821;
PE-RIACHO DAS ALMAS;495;
PE-RIBEIRAO;3320;
PE-RIO FORMOSO;8708;
PE-SAIRE;119;
PE-SALGADINHO;104;
PE-SALGUEIRO;2493;
PE-SALOA;9;
PE-SANHARO;1049;
PE-SANTA CRUZ;0;
PE-SANTA CRUZ DA BAIXA VERDE;0;
PE-SANTA CRUZ DO CAPIBARIBE;709;
PE-SANTA FILOMENA;0;
PE-SANTA MARIA DA BOA VISTA;3134;
PE-SANTA MARIA DO CAMBUCA;226;
PE-SANTA TEREZINHA;0;
PE-SAO BENEDITO DO SUL;261;
PE-SAO BENTO DO UNA;1607;
PE-SAO CAITANO;655;
PE-SAO JOAO;217;
PE-SAO JOAQUIM DO MONTE;204;
PE-SAO JOSE DA COROA GRANDE;224;
PE-SAO JOSE DO BELMONTE;65;
PE-SAO JOSE DO EGITO;786;
PE-SAO LOURENCO DA MATA;11636;
PE-SAO VICENTE FERRER;368;
PE-SERRA TALHADA;3314;
PE-SERRITA;9;
PE-SERTANIA;838;
PE-SIRINHAEM;6353;
PE-MOREILANDIA;329;
PE-SOLIDAO;114;
PE-SURUBIM;2000;
PE-TABIRA;635;
PE-TACAIMBO;360;
PE-TACARATU;143;
PE-TAMANDARE;0;
PE-TAQUARITINGA DO NORTE;442;
PE-TEREZINHA;85;
PE-TERRA NOVA;163;
PE-TIMBAUBA;8417;
PE-TORITAMA;251;
PE-TRACUNHAEM;554;
PE-TRINDADE;341;
PE-TRIUNFO;533;
PE-TUPANATINGA;267;
PE-TUPARETAMA;346;
PE-VENTUROSA;303;
PE-VERDEJANTE;140;
PE-VERTENTE DO LERIO;0;
PE-VERTENTES;254;
PE-VICENCIA;4858;
PE-VITORIA DE SANTO ANTAO;6184;
PE-XEXEU;0;
PE-IGNORADO;200;
AL-AGUA BRANCA;499;
AL-ANADIA;628;
AL-ARAPIRACA;10321;
AL-ATALAIA;3805;
AL-BARRA DE SANTO ANTONIO;148;
AL-BARRA DE SAO MIGUEL;273;
AL-BATALHA;78;
AL-BELEM;1;
AL-BELO MONTE;124;
AL-BOCA DA MATA;4485;
AL-BRANQUINHA;178;
AL-CACIMBINHAS;391;
AL-CAJUEIRO;1516;
AL-CAMPESTRE;0;
AL-CAMPO ALEGRE;3009;
AL-CAMPO GRANDE;231;
AL-CANAPI;223;
AL-CAPELA;1354;
AL-CARNEIROS;85;
AL-CHA PRETA;108;
AL-COITE DO NOIA;257;
AL-COLONIA LEOPOLDINA;2134;
AL-COQUEIRO SECO;326;
AL-CORURIPE;5780;
AL-CRAIBAS;5;
AL-DELMIRO GOUVEIA;1701;
AL-DOIS RIACHOS;10;
AL-ESTRELA DE ALAGOAS;0;
AL-FEIRA GRANDE;521;
AL-FELIZ DESERTO;1;
AL-FLEXEIRAS;744;
AL-GIRAU DO PONCIANO;357;
AL-IBATEGUARA;18;
AL-IGACI;44;
AL-IGREJA NOVA;1165;
